	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000397	TFCN25331D1_001785-T1	DBVPG3775_002530-T1
GF00000398	TFCN25331D1_001267-T1	DBVPG3775_000832-T1
GF00000399	TFCN25331D1_001289-T1	DBVPG3775_000811-T1
GF00000400	TFCN25331D1_008837-T1	DBVPG3775_002822-T1
GF00000401	TFCN25331D1_001323-T1	DBVPG3775_000778-T1
GF00000402	TFCN25331D1_001989-T1	DBVPG3775_000775-T1
GF00000403	TFCN25331D1_006190-T1	DBVPG3775_003104-T1
GF00000404	TFCN25331D1_003129-T1	DBVPG3775_003007-T1
GF00000405	TFCN25331D1_006184-T1	DBVPG3775_003098-T1
GF00000406	TFCN25331D1_013628-T1	DBVPG3775_006582-T1
GF00000407	TFCN25331D1_001621-T1	DBVPG3775_003065-T1
GF00000408	TFCN25331D1_001649-T1	DBVPG3775_005051-T1
GF00000409	TFCN25331D1_001652-T1	DBVPG3775_005054-T1
GF00000410	TFCN25331D1_004719-T1	DBVPG3775_005238-T1
GF00000411	TFCN25331D1_013365-T1	DBVPG3775_000703-T1
GF00000412	TFCN25331D1_001680-T1	DBVPG3775_005084-T1
GF00000413	TFCN25331D1_001692-T1	DBVPG3775_005097-T1
GF00000414	TFCN25331D1_001711-T1	DBVPG3775_000263-T1
GF00000415	TFCN25331D1_004932-T1	DBVPG3775_005122-T1
GF00000416	TFCN25331D1_004925-T1	DBVPG3775_005129-T1
GF00000417	TFCN25331D1_001794-T1	DBVPG3775_002521-T1
GF00000418	TFCN25331D1_001812-T1	DBVPG3775_002504-T1
GF00000419	TFCN25331D1_006909-T1	DBVPG3775_000546-T1
GF00000420	TFCN25331D1_001830-T1	DBVPG3775_002486-T1
GF00000421	TFCN25331D1_001832-T1	DBVPG3775_002484-T1
GF00000422	TFCN25331D1_002409-T1	DBVPG3775_004306-T1
GF00000423	TFCN25331D1_002077-T1	DBVPG3775_002458-T1
GF00000424	TFCN25331D1_001892-T1	DBVPG3775_002427-T1
GF00000425	TFCN25331D1_011787-T1	DBVPG3775_000003-T1
GF00000426	TFCN25331D1_003550-T1	DBVPG3775_006968-T1
GF00000427	TFCN25331D1_008562-T1	DBVPG3775_007425-T1
GF00000428	TFCN25331D1_011090-T1	DBVPG3775_002621-T1
GF00000429	TFCN25331D1_004577-T1	DBVPG3775_004968-T1
GF00000430	TFCN25331D1_004021-T1	DBVPG3775_000084-T1
GF00000431	TFCN25331D1_013453-T1	DBVPG3775_006786-T1
GF00000432	TFCN25331D1_002228-T1	DBVPG3775_005314-T1
GF00000433	TFCN25331D1_003651-T1	DBVPG3775_002296-T1
GF00000434	TFCN25331D1_011313-T1	DBVPG3775_005310-T1
GF00000435	TFCN25331D1_009876-T1	DBVPG3775_001887-T1
GF00000436	TFCN25331D1_012072-T1	DBVPG3775_000692-T1
GF00000437	TFCN25331D1_006906-T1	DBVPG3775_000543-T1
GF00000438	TFCN25331D1_008508-T1	DBVPG3775_005945-T1
GF00000439	TFCN25331D1_002658-T1	DBVPG3775_006362-T1
GF00000440	TFCN25331D1_006393-T1	DBVPG3775_006976-T1
GF00000441	TFCN25331D1_012791-T1	DBVPG3775_003968-T1
GF00000442	TFCN25331D1_008663-T1	DBVPG3775_005533-T1
GF00000443	TFCN25331D1_010073-T1	DBVPG3775_004269-T1
GF00000444	TFCN25331D1_009419-T1	DBVPG3775_006147-T1
GF00000445	TFCN25331D1_013347-T1	DBVPG3775_001584-T1
GF00000446	TFCN25331D1_002440-T1	DBVPG3775_004342-T1
GF00000447	TFCN25331D1_003298-T1	DBVPG3775_005842-T1
GF00000448	TFCN25331D1_006428-T1	DBVPG3775_007010-T1
GF00000449	TFCN25331D1_012394-T1	DBVPG3775_004029-T1
GF00000450	TFCN25331D1_010254-T1	DBVPG3775_006924-T1
GF00000451	TFCN25331D1_005909-T1	DBVPG3775_006062-T1
GF00000452	TFCN25331D1_005861-T1	DBVPG3775_006371-T1
GF00000453	TFCN25331D1_009140-T1	DBVPG3775_004737-T1
GF00000454	TFCN25331D1_003033-T1	DBVPG3775_002907-T1
GF00000455	TFCN25331D1_003829-T1	DBVPG3775_002917-T1
GF00000456	TFCN25331D1_003081-T1	DBVPG3775_002947-T1
GF00000457	TFCN25331D1_003864-T1	DBVPG3775_002037-T1
GF00000458	TFCN25331D1_003128-T1	DBVPG3775_003006-T1
GF00000459	TFCN25331D1_013803-T1	DBVPG3775_007577-T1
GF00000460	TFCN25331D1_003194-T1	DBVPG3775_003471-T1
GF00000461	TFCN25331D1_012667-T1	DBVPG3775_007427-T1
GF00000462	TFCN25331D1_003262-T1	DBVPG3775_003537-T1
GF00000463	TFCN25331D1_007270-T1	DBVPG3775_005873-T1
GF00000464	TFCN25331D1_007274-T1	DBVPG3775_005869-T1
GF00000465	TFCN25331D1_003283-T1	DBVPG3775_005856-T1
GF00000466	TFCN25331D1_003320-T1	DBVPG3775_005820-T1
GF00000467	TFCN25331D1_003926-T1	DBVPG3775_000179-T1
GF00000468	TFCN25331D1_010487-T1	DBVPG3775_000254-T1
GF00000469	TFCN25331D1_003338-T1	DBVPG3775_000258-T1
GF00000470	TFCN25331D1_003348-T1	DBVPG3775_000268-T1
GF00000471	TFCN25331D1_003367-T1	DBVPG3775_000288-T1
GF00000472	TFCN25331D1_006539-T1	DBVPG3775_000699-T1
GF00000473	TFCN25331D1_013713-T1	DBVPG3775_007093-T1
GF00000474	TFCN25331D1_009663-T1	DBVPG3775_000345-T1
GF00000475	TFCN25331D1_009664-T1	DBVPG3775_000346-T1
GF00000476	TFCN25331D1_003471-T1	DBVPG3775_000395-T1
GF00000477	TFCN25331D1_009866-T1	DBVPG3775_006453-T1
GF00000478	TFCN25331D1_003522-T1	DBVPG3775_005938-T1
GF00000479	TFCN25331D1_005375-T1	DBVPG3775_004409-T1
GF00000480	TFCN25331D1_006452-T1	DBVPG3775_006652-T1
GF00000481	TFCN25331D1_003553-T1	DBVPG3775_006965-T1
GF00000482	TFCN25331D1_003572-T1	DBVPG3775_006947-T1
GF00000483	TFCN25331D1_003604-T1	DBVPG3775_006252-T1
GF00000484	TFCN25331D1_003620-T1	DBVPG3775_006269-T1
GF00000485	TFCN25331D1_004344-T1	DBVPG3775_007157-T1
GF00000486	TFCN25331D1_010374-T1	DBVPG3775_004784-T1
GF00000487	TFCN25331D1_006292-T1	DBVPG3775_002281-T1
GF00000488	TFCN25331D1_006945-T1	DBVPG3775_000451-T1
GF00000489	TFCN25331D1_007235-T1	DBVPG3775_003800-T1
GF00000490	TFCN25331D1_005969-T1	DBVPG3775_006283-T1
GF00000491	TFCN25331D1_005460-T1	DBVPG3775_002156-T1
GF00000492	TFCN25331D1_011623-T1	DBVPG3775_003596-T1
GF00000493	TFCN25331D1_013063-T1	DBVPG3775_000500-T1
GF00000494	TFCN25331D1_009965-T1	DBVPG3775_000094-T1
GF00000495	TFCN25331D1_011219-T1	DBVPG3775_000028-T1
GF00000496	TFCN25331D1_010185-T1	DBVPG3775_005932-T1
GF00000497	TFCN25331D1_011353-T1	DBVPG3775_006576-T1
GF00000498	TFCN25331D1_004683-T1	DBVPG3775_005203-T1
GF00000499	TFCN25331D1_009725-T1	DBVPG3775_002573-T1
GF00000500	TFCN25331D1_013641-T1	DBVPG3775_002595-T1
GF00000501	TFCN25331D1_004521-T1	DBVPG3775_005379-T1
GF00000502	TFCN25331D1_006637-T1	DBVPG3775_004998-T1
GF00000503	TFCN25331D1_008904-T1	DBVPG3775_005638-T1
GF00000504	TFCN25331D1_004579-T1	DBVPG3775_004958-T1
GF00000505	TFCN25331D1_009790-T1	DBVPG3775_006485-T1
GF00000506	TFCN25331D1_005030-T1	DBVPG3775_002672-T1
GF00000507	TFCN25331D1_011704-T1	DBVPG3775_001855-T1
GF00000508	TFCN25331D1_010325-T1	DBVPG3775_004602-T1
GF00000509	TFCN25331D1_005072-T1	DBVPG3775_001830-T1
GF00000510	TFCN25331D1_005085-T1	DBVPG3775_001818-T1
GF00000511	TFCN25331D1_005172-T1	DBVPG3775_002626-T1
GF00000512	TFCN25331D1_005140-T1	DBVPG3775_001751-T1
GF00000513	TFCN25331D1_005157-T1	DBVPG3775_002610-T1
GF00000514	TFCN25331D1_013268-T1	DBVPG3775_006009-T1
GF00000515	TFCN25331D1_012476-T1	DBVPG3775_002756-T1
GF00000516	TFCN25331D1_008120-T1	DBVPG3775_005970-T1
GF00000517	TFCN25331D1_009494-T1	DBVPG3775_007375-T1
GF00000518	TFCN25331D1_005706-T1	DBVPG3775_003952-T1
GF00000519	TFCN25331D1_008584-T1	DBVPG3775_001718-T1
GF00000520	TFCN25331D1_011220-T1	DBVPG3775_000027-T1
GF00000521	TFCN25331D1_008597-T1	DBVPG3775_001706-T1
GF00000522	TFCN25331D1_008616-T1	DBVPG3775_001688-T1
GF00000523	TFCN25331D1_005780-T1	DBVPG3775_001692-T1
GF00000524	TFCN25331D1_011967-T1	DBVPG3775_002145-T1
GF00000525	TFCN25331D1_009451-T1	DBVPG3775_006116-T1
GF00000526	TFCN25331D1_009120-T1	DBVPG3775_004756-T1
GF00000527	TFCN25331D1_010409-T1	DBVPG3775_004819-T1
GF00000528	TFCN25331D1_006405-T1	DBVPG3775_006988-T1
GF00000529	TFCN25331D1_006537-T1	DBVPG3775_000701-T1
GF00000530	TFCN25331D1_006587-T1	DBVPG3775_000653-T1
GF00000531	TFCN25331D1_009805-T1	DBVPG3775_006499-T1
GF00000532	TFCN25331D1_012166-T1	DBVPG3775_005383-T1
GF00000533	TFCN25331D1_007327-T1	DBVPG3775_006857-T1
GF00000534	TFCN25331D1_007392-T1	DBVPG3775_006842-T1
GF00000535	TFCN25331D1_007422-T1	DBVPG3775_007418-T1
GF00000536	TFCN25331D1_007648-T1	DBVPG3775_001602-T1
GF00000537	TFCN25331D1_008134-T1	DBVPG3775_005986-T1
GF00000538	TFCN25331D1_011660-T1	DBVPG3775_003312-T1
GF00000539	TFCN25331D1_011851-T1	DBVPG3775_007250-T1
GF00000540	TFCN25331D1_008392-T1	DBVPG3775_007236-T1
GF00000541	TFCN25331D1_011868-T1	DBVPG3775_003236-T1
GF00000542	TFCN25331D1_008418-T1	DBVPG3775_003218-T1
GF00000543	TFCN25331D1_009201-T1	DBVPG3775_003203-T1
GF00000544	TFCN25331D1_009053-T1	DBVPG3775_003375-T1
GF00000545	TFCN25331D1_009504-T1	DBVPG3775_007378-T1
GF00000546	TFCN25331D1_010066-T1	DBVPG3775_007293-T1
GF00000547	TFCN25331D1_011576-T1	DBVPG3775_003396-T1
GF00000548	TFCN25331D1_010946-T1	DBVPG3775_006509-T1
GF00000549	TFCN25331D1_010607-T1	DBVPG3775_006810-T1
GF00000550	TFCN25331D1_012262-T1	DBVPG3775_006812-T1
GF00000551	TFCN25331D1_012847-T1	DBVPG3775_002716-T1
GF00000552	TFCN25331D1_010928-T1	DBVPG3775_006528-T1
GF00000553	TFCN25331D1_010931-T1	DBVPG3775_006525-T1
GF00000554	TFCN25331D1_010937-T1	DBVPG3775_006519-T1
GF00000555	TFCN25331D1_011021-T1	DBVPG3775_003257-T1
GF00000556	TFCN25331D1_013295-T1	DBVPG3775_006753-T1
GF00000557	TFCN25331D1_000016-T1	DBVPG3775_007189-T1
GF00000558	TFCN25331D1_000020-T1	DBVPG3775_007194-T1
GF00000559	TFCN25331D1_000037-T1	DBVPG3775_006162-T1
GF00000560	TFCN25331D1_000092-T1	DBVPG3775_004114-T1
GF00000561	TFCN25331D1_001309-T1	DBVPG3775_000792-T1
GF00000562	TFCN25331D1_002768-T1	DBVPG3775_004154-T1
GF00000563	TFCN25331D1_000908-T1	DBVPG3775_003886-T1
GF00000564	TFCN25331D1_000156-T1	DBVPG3775_004179-T1
GF00000565	TFCN25331D1_000172-T1	DBVPG3775_004199-T1
GF00000566	TFCN25331D1_008174-T1	DBVPG3775_001045-T1
GF00000567	TFCN25331D1_000285-T1	DBVPG3775_001106-T1
GF00000568	TFCN25331D1_000304-T1	DBVPG3775_001126-T1
GF00000569	TFCN25331D1_000367-T1	DBVPG3775_001192-T1
GF00000570	TFCN25331D1_000417-T1	DBVPG3775_001245-T1
GF00000571	TFCN25331D1_000431-T1	DBVPG3775_001261-T1
GF00000572	TFCN25331D1_009010-T1	DBVPG3775_000620-T1
GF00000573	TFCN25331D1_012118-T1	DBVPG3775_001507-T1
GF00000574	TFCN25331D1_001017-T1	DBVPG3775_004896-T1
GF00000575	TFCN25331D1_011813-T1	DBVPG3775_001476-T1
GF00000576	TFCN25331D1_000633-T1	DBVPG3775_001433-T1
GF00000577	TFCN25331D1_006972-T1	DBVPG3775_007175-T1
GF00000578	TFCN25331D1_012211-T1	DBVPG3775_005563-T1
GF00000579	TFCN25331D1_000806-T1	DBVPG3775_005622-T1
GF00000580	TFCN25331D1_003728-T1	DBVPG3775_005476-T1
GF00000581	TFCN25331D1_003396-T1	DBVPG3775_001936-T1
GF00000582	TFCN25331D1_000947-T1	DBVPG3775_003844-T1
GF00000583	TFCN25331D1_010349-T1	DBVPG3775_004627-T1
GF00000584	TFCN25331D1_004770-T1	DBVPG3775_004865-T1
GF00000585	TFCN25331D1_001002-T1	DBVPG3775_004878-T1
GF00000586	TFCN25331D1_001038-T1	DBVPG3775_004918-T1
GF00000587	TFCN25331D1_001126-T1	DBVPG3775_000968-T1
GF00000588	TFCN25331D1_001160-T1	DBVPG3775_000934-T1
GF00000589	TFCN25331D1_001428-T1	DBVPG3775_000871-T1
GF00000590	TFCN25331D1_001243-T1	DBVPG3775_000854-T1
GF00000591	TFCN25331D1_006274-T1	DBVPG3775_002298-T1
GF00000592	TFCN25331D1_001390-T1	DBVPG3775_000836-T1
GF00000593	TFCN25331D1_009252-T1	DBVPG3775_004061-T1
GF00000594	TFCN25331D1_002884-T1	DBVPG3775_001949-T1
GF00000595	TFCN25331D1_001604-T1	DBVPG3775_003080-T1
GF00000596	TFCN25331D1_010596-T1	DBVPG3775_006798-T1
GF00000597	TFCN25331D1_010099-T1	DBVPG3775_004294-T1
GF00000598	TFCN25331D1_002135-T1	DBVPG3775_002398-T1
GF00000599	TFCN25331D1_002154-T1	DBVPG3775_002376-T1
GF00000600	TFCN25331D1_007217-T1	DBVPG3775_003782-T1
GF00000601	TFCN25331D1_002262-T1	DBVPG3775_005278-T1
GF00000602	TFCN25331D1_009904-T1	DBVPG3775_005273-T1
GF00000603	TFCN25331D1_002307-T1	DBVPG3775_005472-T1
GF00000604	TFCN25331D1_007121-T1	DBVPG3775_005512-T1
GF00000605	TFCN25331D1_002363-T1	DBVPG3775_005541-T1
GF00000606	TFCN25331D1_002366-T1	DBVPG3775_005544-T1
GF00000607	TFCN25331D1_002376-T1	DBVPG3775_004276-T1
GF00000608	TFCN25331D1_009044-T1	DBVPG3775_003386-T1
GF00000609	TFCN25331D1_009264-T1	DBVPG3775_004072-T1
GF00000610	TFCN25331D1_006102-T1	DBVPG3775_004768-T1
GF00000611	TFCN25331D1_008888-T1	DBVPG3775_005655-T1
GF00000612	TFCN25331D1_002621-T1	DBVPG3775_006399-T1
GF00000613	TFCN25331D1_002863-T1	DBVPG3775_001972-T1
GF00000614	TFCN25331D1_007961-T1	DBVPG3775_007103-T1
GF00000615	TFCN25331D1_002947-T1	DBVPG3775_006738-T1
GF00000616	TFCN25331D1_011628-T1	DBVPG3775_003601-T1
GF00000617	TFCN25331D1_002977-T1	DBVPG3775_006705-T1
GF00000618	TFCN25331D1_012995-T1	DBVPG3775_002736-T1
GF00000619	TFCN25331D1_012454-T1	DBVPG3775_007458-T1
GF00000620	TFCN25331D1_013137-T1	DBVPG3775_007179-T1
GF00000621	TFCN25331D1_011441-T1	DBVPG3775_004377-T1
GF00000622	TFCN25331D1_012943-T1	DBVPG3775_003559-T1
GF00000623	TFCN25331D1_003120-T1	DBVPG3775_002998-T1
GF00000624	TFCN25331D1_003125-T1	DBVPG3775_003003-T1
GF00000625	TFCN25331D1_010788-T1	DBVPG3775_004575-T1
GF00000626	TFCN25331D1_010895-T1	DBVPG3775_003027-T1
GF00000627	TFCN25331D1_010914-T1	DBVPG3775_003045-T1
GF00000628	TFCN25331D1_003193-T1	DBVPG3775_003470-T1
GF00000629	TFCN25331D1_003234-T1	DBVPG3775_003511-T1
GF00000630	TFCN25331D1_003284-T1	DBVPG3775_005855-T1
GF00000631	TFCN25331D1_003307-T1	DBVPG3775_005833-T1
GF00000632	TFCN25331D1_005289-T1	DBVPG3775_005703-T1
GF00000633	TFCN25331D1_003845-T1	DBVPG3775_002056-T1
GF00000634	TFCN25331D1_003531-T1	DBVPG3775_006406-T1
GF00000635	TFCN25331D1_003544-T1	DBVPG3775_006974-T1
GF00000636	TFCN25331D1_003579-T1	DBVPG3775_006939-T1
GF00000637	TFCN25331D1_008895-T1	DBVPG3775_005648-T1
GF00000638	TFCN25331D1_003719-T1	DBVPG3775_002224-T1
GF00000639	TFCN25331D1_013176-T1	DBVPG3775_002147-T1
GF00000640	TFCN25331D1_003807-T1	DBVPG3775_003646-T1
GF00000641	TFCN25331D1_003833-T1	DBVPG3775_002071-T1
GF00000642	TFCN25331D1_003847-T1	DBVPG3775_002054-T1
GF00000643	TFCN25331D1_003870-T1	DBVPG3775_002031-T1
GF00000644	TFCN25331D1_003885-T1	DBVPG3775_002016-T1
GF00000645	TFCN25331D1_003906-T1	DBVPG3775_001995-T1
GF00000646	TFCN25331D1_012450-T1	DBVPG3775_007455-T1
GF00000647	TFCN25331D1_013783-T1	DBVPG3775_007566-T1
GF00000648	TFCN25331D1_003939-T1	DBVPG3775_000168-T1
GF00000649	TFCN25331D1_003976-T1	DBVPG3775_000131-T1
GF00000650	TFCN25331D1_012511-T1	DBVPG3775_003612-T1
GF00000651	TFCN25331D1_005326-T1	DBVPG3775_004462-T1
GF00000652	TFCN25331D1_009929-T1	DBVPG3775_000058-T1
GF00000653	TFCN25331D1_010418-T1	DBVPG3775_004829-T1
GF00000654	TFCN25331D1_004732-T1	DBVPG3775_005252-T1
GF00000655	TFCN25331D1_004296-T1	DBVPG3775_005162-T1
GF00000656	TFCN25331D1_004299-T1	DBVPG3775_005159-T1
GF00000657	TFCN25331D1_004300-T1	DBVPG3775_005158-T1
GF00000658	TFCN25331D1_004314-T1	DBVPG3775_007127-T1
GF00000659	TFCN25331D1_005507-T1	DBVPG3775_003703-T1
GF00000660	TFCN25331D1_004490-T1	DBVPG3775_003697-T1
GF00000661	TFCN25331D1_004500-T1	DBVPG3775_005043-T1
GF00000662	TFCN25331D1_006660-T1	
GF00000663	TFCN25331D1_004576-T1	DBVPG3775_004971-T1
GF00000664	TFCN25331D1_007601-T1	DBVPG3775_005771-T1
GF00000665	TFCN25331D1_013162-T1	DBVPG3775_001839-T1
GF00000666	TFCN25331D1_005342-T1	DBVPG3775_004449-T1
GF00000667	TFCN25331D1_008719-T1	DBVPG3775_001792-T1
GF00000668	TFCN25331D1_008701-T1	DBVPG3775_001772-T1
GF00000669	TFCN25331D1_011103-T1	DBVPG3775_002606-T1
GF00000670	TFCN25331D1_011101-T1	DBVPG3775_002609-T1
GF00000671	TFCN25331D1_007936-T1	DBVPG3775_002700-T1
GF00000672	TFCN25331D1_012384-T1	DBVPG3775_004019-T1
GF00000673	TFCN25331D1_012977-T1	DBVPG3775_004469-T1
GF00000674	TFCN25331D1_013222-T1	DBVPG3775_002723-T1
GF00000675	TFCN25331D1_005595-T1	DBVPG3775_003789-T1
GF00000676	TFCN25331D1_005607-T1	DBVPG3775_003802-T1
GF00000677	TFCN25331D1_012972-T1	DBVPG3775_001740-T1
GF00000678	TFCN25331D1_005769-T1	DBVPG3775_001702-T1
GF00000679	TFCN25331D1_008630-T1	DBVPG3775_001675-T1
GF00000680	TFCN25331D1_008163-T1	DBVPG3775_006021-T1
GF00000681	TFCN25331D1_006007-T1	DBVPG3775_006325-T1
GF00000682	TFCN25331D1_009154-T1	DBVPG3775_004725-T1
GF00000683	TFCN25331D1_009098-T1	DBVPG3775_004774-T1
GF00000684	TFCN25331D1_013526-T1	DBVPG3775_003149-T1
GF00000685	TFCN25331D1_006392-T1	DBVPG3775_006456-T1
GF00000686	TFCN25331D1_013434-T1	DBVPG3775_007548-T1
GF00000687	TFCN25331D1_006532-T1	DBVPG3775_000704-T1
GF00000688	TFCN25331D1_012044-T1	DBVPG3775_000666-T1
GF00000689	TFCN25331D1_006672-T1	DBVPG3775_004963-T1
GF00000690	TFCN25331D1_006818-T1	DBVPG3775_005354-T1
GF00000691	TFCN25331D1_006860-T1	DBVPG3775_005399-T1
GF00000692	TFCN25331D1_012724-T1	DBVPG3775_000515-T1
GF00000693	TFCN25331D1_010844-T1	DBVPG3775_004558-T1
GF00000694	TFCN25331D1_012599-T1	DBVPG3775_000556-T1
GF00000695	TFCN25331D1_012239-T1	DBVPG3775_007210-T1
GF00000696	TFCN25331D1_007383-T1	DBVPG3775_006831-T1
GF00000697	TFCN25331D1_007530-T1	DBVPG3775_000196-T1
GF00000698	TFCN25331D1_007579-T1	DBVPG3775_005793-T1
GF00000699	TFCN25331D1_007644-T1	DBVPG3775_001606-T1
GF00000700	TFCN25331D1_008311-T1	DBVPG3775_000596-T1
GF00000701	TFCN25331D1_008375-T1	DBVPG3775_007256-T1
GF00000702	TFCN25331D1_009199-T1	DBVPG3775_003220-T1
GF00000703	TFCN25331D1_009187-T1	DBVPG3775_003205-T1
GF00000704	TFCN25331D1_010314-T1	DBVPG3775_004482-T1
GF00000705	TFCN25331D1_010866-T1	DBVPG3775_006555-T1
GF00000706	TFCN25331D1_008519-T1	DBVPG3775_006556-T1
GF00000707	TFCN25331D1_012666-T1	DBVPG3775_007428-T1
GF00000708	TFCN25331D1_009081-T1	DBVPG3775_003343-T1
GF00000709	TFCN25331D1_012545-T1	DBVPG3775_002330-T1
GF00000710	TFCN25331D1_013478-T1	DBVPG3775_004702-T1
GF00000711	TFCN25331D1_008911-T1	DBVPG3775_007285-T1
GF00000712	TFCN25331D1_010035-T1	DBVPG3775_007277-T1
GF00000713	TFCN25331D1_010046-T1	DBVPG3775_007265-T1
GF00000714	TFCN25331D1_008994-T1	DBVPG3775_000635-T1
GF00000715	TFCN25331D1_009001-T1	DBVPG3775_000629-T1
GF00000716	TFCN25331D1_011890-T1	DBVPG3775_000625-T1
GF00000717	TFCN25331D1_011887-T1	DBVPG3775_000621-T1
GF00000718	TFCN25331D1_012933-T1	DBVPG3775_003569-T1
GF00000719	TFCN25331D1_009021-T1	DBVPG3775_000608-T1
GF00000720	TFCN25331D1_011228-T1	DBVPG3775_000019-T1
GF00000721	TFCN25331D1_002944-T1	DBVPG3775_006741-T1
GF00000722	TFCN25331D1_009482-T1	DBVPG3775_007388-T1
GF00000723	TFCN25331D1_009555-T1	DBVPG3775_001630-T1
GF00000724	TFCN25331D1_012700-T1	DBVPG3775_002557-T1
GF00000725	TFCN25331D1_010621-T1	DBVPG3775_007439-T1
GF00000726	TFCN25331D1_011012-T1	DBVPG3775_003268-T1
GF00000727	TFCN25331D1_013294-T1	DBVPG3775_006767-T1
GF00000728	TFCN25331D1_000730-T1	DBVPG3775_005669-T1
GF00000729	TFCN25331D1_000728-T1	DBVPG3775_005668-T1
GF00000730	TFCN25331D1_000586-T1	DBVPG3775_001478-T1
GF00000731	TFCN25331D1_005303-T1	DBVPG3775_005721-T1
GF00000732	TFCN25331D1_000029-T1	DBVPG3775_006153-T1
GF00000733	TFCN25331D1_002771-T1	DBVPG3775_004157-T1
GF00000734	TFCN25331D1_002799-T1	DBVPG3775_004187-T1
GF00000735	TFCN25331D1_008183-T1	DBVPG3775_001054-T1
GF00000736	TFCN25331D1_006694-T1	DBVPG3775_001440-T1
GF00000737	TFCN25331D1_010174-T1	DBVPG3775_005424-T1
GF00000738	TFCN25331D1_004178-T1	DBVPG3775_001135-T1
GF00000739	TFCN25331D1_000320-T1	DBVPG3775_001143-T1
GF00000740	TFCN25331D1_004159-T1	DBVPG3775_001153-T1
GF00000741	TFCN25331D1_004140-T1	DBVPG3775_001172-T1
GF00000742	TFCN25331D1_004136-T1	DBVPG3775_001176-T1
GF00000743	TFCN25331D1_000405-T1	DBVPG3775_001231-T1
GF00000744	TFCN25331D1_008090-T1	DBVPG3775_001263-T1
GF00000745	TFCN25331D1_000446-T1	DBVPG3775_001280-T1
GF00000746	TFCN25331D1_000450-T1	DBVPG3775_001284-T1
GF00000747	TFCN25331D1_000468-T1	DBVPG3775_001306-T1
GF00000748	TFCN25331D1_000474-T1	DBVPG3775_001313-T1
GF00000749	TFCN25331D1_008028-T1	DBVPG3775_001334-T1
GF00000750	TFCN25331D1_000501-T1	DBVPG3775_001564-T1
GF00000751	TFCN25331D1_010388-T1	DBVPG3775_004799-T1
GF00000752	TFCN25331D1_003506-T1	DBVPG3775_006444-T1
GF00000753	TFCN25331D1_011822-T1	DBVPG3775_001466-T1
GF00000754	TFCN25331D1_000623-T1	DBVPG3775_001443-T1
GF00000755	TFCN25331D1_000635-T1	DBVPG3775_001431-T1
GF00000756	TFCN25331D1_000723-T1	DBVPG3775_001343-T1
GF00000757	TFCN25331D1_000790-T1	DBVPG3775_005606-T1
GF00000758	TFCN25331D1_000797-T1	DBVPG3775_005613-T1
GF00000759	TFCN25331D1_007854-T1	DBVPG3775_004254-T1
GF00000760	TFCN25331D1_000833-T1	DBVPG3775_007336-T1
GF00000761	TFCN25331D1_005707-T1	DBVPG3775_003951-T1
GF00000762	TFCN25331D1_008968-T1	DBVPG3775_003922-T1
GF00000763	TFCN25331D1_007811-T1	DBVPG3775_003904-T1
GF00000764	TFCN25331D1_000944-T1	DBVPG3775_003848-T1
GF00000765	TFCN25331D1_000951-T1	DBVPG3775_003839-T1
GF00000766	TFCN25331D1_003308-T1	DBVPG3775_005832-T1
GF00000767	TFCN25331D1_004767-T1	DBVPG3775_004862-T1
GF00000768	TFCN25331D1_000997-T1	DBVPG3775_004873-T1
GF00000769	TFCN25331D1_001013-T1	DBVPG3775_004890-T1
GF00000770	TFCN25331D1_001037-T1	DBVPG3775_004917-T1
GF00000771	TFCN25331D1_006965-T1	DBVPG3775_007168-T1
GF00000772	TFCN25331D1_006313-T1	DBVPG3775_002259-T1
GF00000773	TFCN25331D1_001537-T1	DBVPG3775_000988-T1
GF00000774	TFCN25331D1_001115-T1	DBVPG3775_000980-T1
GF00000775	TFCN25331D1_001187-T1	DBVPG3775_000909-T1
GF00000776	TFCN25331D1_002984-T1	DBVPG3775_006696-T1
GF00000777	TFCN25331D1_001240-T1	DBVPG3775_000857-T1
GF00000778	TFCN25331D1_001242-T1	DBVPG3775_000855-T1
GF00000779	TFCN25331D1_001252-T1	DBVPG3775_000846-T1
GF00000780	TFCN25331D1_001254-T1	DBVPG3775_000845-T1
GF00000781	TFCN25331D1_001297-T1	DBVPG3775_000803-T1
GF00000782	TFCN25331D1_001343-T1	DBVPG3775_000790-T1
GF00000783	TFCN25331D1_001317-T1	DBVPG3775_000784-T1
GF00000784	TFCN25331D1_006216-T1	DBVPG3775_003132-T1
GF00000785	TFCN25331D1_001568-T1	DBVPG3775_005887-T1
GF00000786	TFCN25331D1_006161-T1	DBVPG3775_003076-T1
GF00000787	TFCN25331D1_001612-T1	DBVPG3775_005826-T1
GF00000788	TFCN25331D1_001633-T1	DBVPG3775_003052-T1
GF00000789	TFCN25331D1_005012-T1	DBVPG3775_007570-T1
GF00000790	TFCN25331D1_011514-T1	DBVPG3775_003245-T1
GF00000791	TFCN25331D1_001753-T1	DBVPG3775_003982-T1
GF00000792	TFCN25331D1_001755-T1	DBVPG3775_003984-T1
GF00000793	TFCN25331D1_001758-T1	DBVPG3775_003987-T1
GF00000794	TFCN25331D1_004890-T1	DBVPG3775_003992-T1
