	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000025	TFCN17337P5_000480-T1, TFCN17337P5_009317-T1, TFCN17337P5_008474-T1, TFCN17337P5_007716-T1, TFCN17337P5_002217-T1, TFCN17337P5_004788-T1, TFCN17337P5_002767-T1, TFCN17337P5_004238-T1, TFCN17337P5_004195-T1, TFCN17337P5_007418-T1, TFCN17337P5_002814-T1, TFCN17337P5_004970-T1, TFCN17337P5_002849-T1, TFCN17337P5_011141-T1, TFCN17337P5_007999-T1, TFCN17337P5_013639-T1	DBVPG3775_000227-T1, DBVPG3775_000339-T1, DBVPG3775_002045-T1, DBVPG3775_004659-T1, DBVPG3775_004856-T1, DBVPG3775_004903-T1, DBVPG3775_005006-T1, DBVPG3775_006208-T1
GF00000026	TFCN17337P5_004368-T1, TFCN17337P5_005449-T1, TFCN17337P5_002848-T1, TFCN17337P5_011142-T1, TFCN17337P5_004690-T1, TFCN17337P5_013008-T1, TFCN17337P5_011407-T1, TFCN17337P5_013781-T1, TFCN17337P5_006947-T1, TFCN17337P5_013605-T1, TFCN17337P5_011719-T1, TFCN17337P5_014750-T1, TFCN17337P5_014743-T1, TFCN17337P5_014773-T1, TFCN17337P5_014551-T1	DBVPG3775_000444-T1, DBVPG3775_002046-T1, DBVPG3775_002710-T1, DBVPG3775_003767-T1, DBVPG3775_005609-T1, DBVPG3775_007165-T1, DBVPG3775_007574-T1, DBVPG3775_007580-T1, DBVPG3775_007598-T1
GF00000027	TFCN17337P5_012609-T1, TFCN17337P5_011940-T1, TFCN17337P5_010532-T1, TFCN17337P5_002877-T1, TFCN17337P5_014275-T1, TFCN17337P5_009699-T1, TFCN17337P5_006654-T1, TFCN17337P5_014498-T1, TFCN17337P5_009848-T1, TFCN17337P5_005398-T1, TFCN17337P5_014448-T1, TFCN17337P5_013668-T1, TFCN17337P5_009700-T1, TFCN17337P5_012607-T1, TFCN17337P5_012608-T1	DBVPG3775_002018-T1, DBVPG3775_002666-T1, DBVPG3775_004563-T1, DBVPG3775_005431-T1, DBVPG3775_005960-T1, DBVPG3775_006128-T1, DBVPG3775_006129-T1, DBVPG3775_006647-T1
GF00000028	TFCN17337P5_000676-T1, TFCN17337P5_013806-T1, TFCN17337P5_011769-T1, TFCN17337P5_012032-T1, TFCN17337P5_008715-T1, TFCN17337P5_007176-T1, TFCN17337P5_002381-T1, TFCN17337P5_009375-T1, TFCN17337P5_003012-T1, TFCN17337P5_000997-T1, TFCN17337P5_001714-T1, TFCN17337P5_003957-T1, TFCN17337P5_007166-T1, TFCN17337P5_008709-T1, TFCN17337P5_014788-T1	DBVPG3775_000374-T1, DBVPG3775_000721-T1, DBVPG3775_002392-T1, DBVPG3775_003162-T1, DBVPG3775_005346-T1, DBVPG3775_006413-T1, DBVPG3775_006419-T1
GF00000029	TFCN17337P5_001007-T1, TFCN17337P5_003005-T1, TFCN17337P5_012337-T1, TFCN17337P5_008661-T1, TFCN17337P5_002893-T1, TFCN17337P5_013265-T1, TFCN17337P5_002398-T1, TFCN17337P5_013268-T1, TFCN17337P5_008660-T1, TFCN17337P5_009390-T1, TFCN17337P5_012338-T1, TFCN17337P5_002895-T1, TFCN17337P5_013267-T1, TFCN17337P5_008659-T1	DBVPG3775_000357-T1, DBVPG3775_002000-T1, DBVPG3775_002002-T1, DBVPG3775_002382-T1, DBVPG3775_006698-T1, DBVPG3775_006699-T1, DBVPG3775_006700-T1, DBVPG3775_006701-T1
GF00000030	TFCN17337P5_002356-T1, TFCN17337P5_010273-T1, TFCN17337P5_002357-T1, TFCN17337P5_010272-T1, TFCN17337P5_011020-T1, TFCN17337P5_004513-T1, TFCN17337P5_004514-T1, TFCN17337P5_006520-T1, TFCN17337P5_007526-T1, TFCN17337P5_011884-T1, TFCN17337P5_007288-T1, TFCN17337P5_004422-T1, TFCN17337P5_007527-T1, TFCN17337P5_007289-T1	DBVPG3775_000976-T1, DBVPG3775_000977-T1, DBVPG3775_000978-T1, DBVPG3775_001426-T1, DBVPG3775_001427-T1, DBVPG3775_002210-T1, DBVPG3775_002618-T1, DBVPG3775_007152-T1
GF00000031	TFCN17337P5_000653-T1, TFCN17337P5_012790-T1, TFCN17337P5_004535-T1, TFCN17337P5_011041-T1, TFCN17337P5_004802-T1, TFCN17337P5_002198-T1, TFCN17337P5_012929-T1, TFCN17337P5_013098-T1, TFCN17337P5_006754-T1, TFCN17337P5_005783-T1, TFCN17337P5_005299-T1, TFCN17337P5_011269-T1, TFCN17337P5_004902-T1, TFCN17337P5_004612-T1	DBVPG3775_000054-T1, DBVPG3775_002869-T1, DBVPG3775_005020-T1, DBVPG3775_005220-T1, DBVPG3775_005649-T1, DBVPG3775_005752-T1, DBVPG3775_007131-T1
GF00000032	TFCN17337P5_006802-T1, TFCN17337P5_005607-T1, TFCN17337P5_010157-T1, TFCN17337P5_006287-T1, TFCN17337P5_010516-T1, TFCN17337P5_006673-T1, TFCN17337P5_010406-T1, TFCN17337P5_005626-T1, TFCN17337P5_012158-T1, TFCN17337P5_011493-T1, TFCN17337P5_005971-T1, TFCN17337P5_012776-T1, TFCN17337P5_008641-T1, TFCN17337P5_012358-T1, TFCN17337P5_013844-T1	DBVPG3775_001589-T1, DBVPG3775_003674-T1, DBVPG3775_004622-T1, DBVPG3775_005981-T1, DBVPG3775_006317-T1, DBVPG3775_006619-T1
GF00000033	TFCN17337P5_001876-T1, TFCN17337P5_003152-T1, TFCN17337P5_009958-T1, TFCN17337P5_011730-T1, TFCN17337P5_009102-T1, TFCN17337P5_010813-T1, TFCN17337P5_013769-T1, TFCN17337P5_003147-T1, TFCN17337P5_002405-T1, TFCN17337P5_001881-T1, TFCN17337P5_012511-T1, TFCN17337P5_007857-T1, TFCN17337P5_006919-T1, TFCN17337P5_009941-T1	DBVPG3775_000350-T1, DBVPG3775_002101-T1, DBVPG3775_004055-T1, DBVPG3775_004060-T1, DBVPG3775_005885-T1, DBVPG3775_006531-T1, DBVPG3775_007326-T1
GF00000034	TFCN17337P5_000012-T1, TFCN17337P5_007451-T1, TFCN17337P5_005075-T1, TFCN17337P5_003892-T1, TFCN17337P5_007266-T1, TFCN17337P5_001952-T1, TFCN17337P5_006149-T1, TFCN17337P5_006070-T1, TFCN17337P5_002112-T1, TFCN17337P5_003404-T1, TFCN17337P5_009884-T1, TFCN17337P5_001985-T1, TFCN17337P5_010164-T1	DBVPG3775_002812-T1, DBVPG3775_002951-T1, DBVPG3775_003096-T1, DBVPG3775_004329-T1, DBVPG3775_004630-T1, DBVPG3775_006174-T1, DBVPG3775_007584-T1
GF00000035	TFCN17337P5_000658-T1, TFCN17337P5_014736-T1, TFCN17337P5_013125-T1, TFCN17337P5_007406-T1, TFCN17337P5_004982-T1, TFCN17337P5_004631-T1, TFCN17337P5_007906-T1, TFCN17337P5_010795-T1, TFCN17337P5_009084-T1, TFCN17337P5_007503-T1, TFCN17337P5_014344-T1, TFCN17337P5_005722-T1, TFCN17337P5_012469-T1, TFCN17337P5_004981-T1	DBVPG3775_000049-T1, DBVPG3775_000502-T1, DBVPG3775_001000-T1, DBVPG3775_002083-T1, DBVPG3775_006221-T1, DBVPG3775_006836-T1
GF00000036	TFCN17337P5_003634-T1, TFCN17337P5_003640-T1, TFCN17337P5_003659-T1, TFCN17337P5_003651-T1, TFCN17337P5_012466-T1, TFCN17337P5_003652-T1, TFCN17337P5_013409-T1, TFCN17337P5_008011-T1, TFCN17337P5_003635-T1, TFCN17337P5_012461-T1, TFCN17337P5_003636-T1, TFCN17337P5_012462-T1	DBVPG3775_001826-T1, DBVPG3775_001834-T1, DBVPG3775_001835-T1, DBVPG3775_001836-T1, DBVPG3775_001847-T1, DBVPG3775_001851-T1, DBVPG3775_001852-T1, DBVPG3775_001853-T1
GF00000037	TFCN17337P5_003903-T1, TFCN17337P5_005065-T1, TFCN17337P5_010255-T1, TFCN17337P5_006355-T1, TFCN17337P5_005938-T1, TFCN17337P5_010929-T1, TFCN17337P5_010610-T1, TFCN17337P5_008909-T1, TFCN17337P5_007063-T1, TFCN17337P5_007796-T1, TFCN17337P5_010780-T1, TFCN17337P5_006221-T1, TFCN17337P5_007062-T1	DBVPG3775_000636-T1, DBVPG3775_001471-T1, DBVPG3775_003107-T1, DBVPG3775_003326-T1, DBVPG3775_005871-T1, DBVPG3775_005872-T1, DBVPG3775_007096-T1
GF00000038	TFCN17337P5_000089-T1, TFCN17337P5_001301-T1, TFCN17337P5_010669-T1, TFCN17337P5_008493-T1, TFCN17337P5_001300-T1, TFCN17337P5_010370-T1, TFCN17337P5_003354-T1, TFCN17337P5_006371-T1, TFCN17337P5_004672-T1, TFCN17337P5_010599-T1, TFCN17337P5_008897-T1, TFCN17337P5_004675-T1	DBVPG3775_000459-T1, DBVPG3775_000462-T1, DBVPG3775_002577-T1, DBVPG3775_003313-T1, DBVPG3775_003851-T1, DBVPG3775_004149-T1, DBVPG3775_004150-T1
GF00000039	TFCN17337P5_009489-T1, TFCN17337P5_013089-T1, TFCN17337P5_013287-T1, TFCN17337P5_013088-T1, TFCN17337P5_000699-T1, TFCN17337P5_014011-T1, TFCN17337P5_014214-T1, TFCN17337P5_006932-T1, TFCN17337P5_010202-T1, TFCN17337P5_013286-T1, TFCN17337P5_010201-T1, TFCN17337P5_010498-T1, TFCN17337P5_011542-T1	DBVPG3775_005321-T1, DBVPG3775_005595-T1, DBVPG3775_006563-T1, DBVPG3775_007033-T1, DBVPG3775_007034-T1, DBVPG3775_007200-T1
GF00000040	TFCN17337P5_001370-T1, TFCN17337P5_004951-T1, TFCN17337P5_009000-T1, TFCN17337P5_008159-T1, TFCN17337P5_008999-T1, TFCN17337P5_003515-T1, TFCN17337P5_007093-T1, TFCN17337P5_009806-T1, TFCN17337P5_008542-T1, TFCN17337P5_007381-T1, TFCN17337P5_014631-T1	DBVPG3775_000805-T1, DBVPG3775_000924-T1, DBVPG3775_001536-T1, DBVPG3775_001537-T1, DBVPG3775_001538-T1, DBVPG3775_001539-T1, DBVPG3775_006982-T1, DBVPG3775_007083-T1
GF00000041	TFCN17337P5_001375-T1, TFCN17337P5_004946-T1, TFCN17337P5_012560-T1, TFCN17337P5_011776-T1, TFCN17337P5_007319-T1, TFCN17337P5_007352-T1, TFCN17337P5_006357-T1, TFCN17337P5_012302-T1, TFCN17337P5_008863-T1, TFCN17337P5_010131-T1, TFCN17337P5_014786-T1, TFCN17337P5_014299-T1, TFCN17337P5_014358-T1	DBVPG3775_000946-T1, DBVPG3775_001534-T1, DBVPG3775_002127-T1, DBVPG3775_003280-T1, DBVPG3775_004260-T1, DBVPG3775_007088-T1
GF00000042	TFCN17337P5_002213-T1, TFCN17337P5_004782-T1, TFCN17337P5_004783-T1, TFCN17337P5_011010-T1, TFCN17337P5_004503-T1, TFCN17337P5_012896-T1, TFCN17337P5_012653-T1, TFCN17337P5_003517-T1, TFCN17337P5_007095-T1, TFCN17337P5_007106-T1, TFCN17337P5_003527-T1, TFCN17337P5_014389-T1, TFCN17337P5_009508-T1	DBVPG3775_000807-T1, DBVPG3775_000818-T1, DBVPG3775_005001-T1, DBVPG3775_006584-T1, DBVPG3775_007027-T1, DBVPG3775_007162-T1
GF00000043	TFCN17337P5_002298-T1, TFCN17337P5_006455-T1, TFCN17337P5_002543-T1, TFCN17337P5_008409-T1, TFCN17337P5_012901-T1, TFCN17337P5_003205-T1, TFCN17337P5_012940-T1, TFCN17337P5_013108-T1, TFCN17337P5_014573-T1, TFCN17337P5_003481-T1, TFCN17337P5_011764-T1, TFCN17337P5_012036-T1, TFCN17337P5_003204-T1	DBVPG3775_000716-T1, DBVPG3775_000776-T1, DBVPG3775_001370-T1, DBVPG3775_002859-T1, DBVPG3775_003489-T1, DBVPG3775_004002-T1
GF00000044	TFCN17337P5_006322-T1, TFCN17337P5_010224-T1, TFCN17337P5_010226-T1, TFCN17337P5_010983-T1, TFCN17337P5_013452-T1, TFCN17337P5_010984-T1, TFCN17337P5_012280-T1, TFCN17337P5_010067-T1, TFCN17337P5_014701-T1, TFCN17337P5_010988-T1, TFCN17337P5_014790-T1	DBVPG3775_002317-T1, DBVPG3775_002318-T1, DBVPG3775_002327-T1, DBVPG3775_002328-T1, DBVPG3775_002333-T1, DBVPG3775_007125-T1, DBVPG3775_007571-T1, DBVPG3775_007573-T1
GF00000045	TFCN17337P5_000079-T1, TFCN17337P5_001311-T1, TFCN17337P5_007923-T1, TFCN17337P5_012488-T1, TFCN17337P5_007676-T1, TFCN17337P5_009255-T1, TFCN17337P5_003457-T1, TFCN17337P5_002451-T1, TFCN17337P5_002615-T1, TFCN17337P5_001988-T1, TFCN17337P5_007231-T1, TFCN17337P5_008434-T1	DBVPG3775_000298-T1, DBVPG3775_000564-T1, DBVPG3775_002898-T1, DBVPG3775_004139-T1, DBVPG3775_004293-T1, DBVPG3775_005085-T1
GF00000046	TFCN17337P5_000947-T1, TFCN17337P5_003061-T1, TFCN17337P5_013295-T1, TFCN17337P5_014042-T1, TFCN17337P5_007532-T1, TFCN17337P5_002724-T1, TFCN17337P5_007294-T1, TFCN17337P5_004299-T1, TFCN17337P5_007884-T1, TFCN17337P5_012708-T1, TFCN17337P5_011016-T1, TFCN17337P5_004509-T1	DBVPG3775_000026-T1, DBVPG3775_000589-T1, DBVPG3775_000971-T1, DBVPG3775_002444-T1, DBVPG3775_007156-T1, DBVPG3775_007415-T1
GF00000047	TFCN17337P5_002370-T1, TFCN17337P5_004674-T1, TFCN17337P5_004673-T1, TFCN17337P5_002371-T1, TFCN17337P5_005760-T1, TFCN17337P5_002630-T1, TFCN17337P5_002438-T1, TFCN17337P5_005761-T1, TFCN17337P5_013760-T1, TFCN17337P5_006251-T1, TFCN17337P5_013761-T1	DBVPG3775_000387-T1, DBVPG3775_000388-T1, DBVPG3775_000460-T1, DBVPG3775_000461-T1, DBVPG3775_005070-T1, DBVPG3775_005779-T1, DBVPG3775_005780-T1
GF00000048	TFCN17337P5_000512-T1, TFCN17337P5_009284-T1, TFCN17337P5_000515-T1, TFCN17337P5_000516-T1, TFCN17337P5_000514-T1, TFCN17337P5_000517-T1, TFCN17337P5_000513-T1, TFCN17337P5_000518-T1, TFCN17337P5_009283-T1, TFCN17337P5_009282-T1	DBVPG3775_000190-T1, DBVPG3775_000191-T1, DBVPG3775_000192-T1, DBVPG3775_000193-T1, DBVPG3775_000194-T1, DBVPG3775_000195-T1, DBVPG3775_000196-T1
GF00000049	TFCN17337P5_001091-T1, TFCN17337P5_009747-T1, TFCN17337P5_012564-T1, TFCN17337P5_013691-T1, TFCN17337P5_010499-T1, TFCN17337P5_011541-T1, TFCN17337P5_014657-T1, TFCN17337P5_014654-T1, TFCN17337P5_014760-T1, TFCN17337P5_006240-T1, TFCN17337P5_009061-T1, TFCN17337P5_014765-T1	DBVPG3775_001451-T1, DBVPG3775_004734-T1, DBVPG3775_006928-T1, DBVPG3775_007199-T1, DBVPG3775_007594-T1
GF00000050	TFCN17337P5_005887-T1, TFCN17337P5_006514-T1, TFCN17337P5_006529-T1, TFCN17337P5_006531-T1, TFCN17337P5_006530-T1, TFCN17337P5_006515-T1, TFCN17337P5_006516-T1, TFCN17337P5_005888-T1, TFCN17337P5_009420-T1, TFCN17337P5_009421-T1, TFCN17337P5_009422-T1	DBVPG3775_002205-T1, DBVPG3775_002206-T1, DBVPG3775_002207-T1, DBVPG3775_002219-T1, DBVPG3775_002220-T1, DBVPG3775_003704-T1
GF00000051	TFCN17337P5_000153-T1, TFCN17337P5_001238-T1, TFCN17337P5_008429-T1, TFCN17337P5_007672-T1, TFCN17337P5_002875-T1, TFCN17337P5_014277-T1, TFCN17337P5_005889-T1, TFCN17337P5_006528-T1, TFCN17337P5_005962-T1, TFCN17337P5_010909-T1, TFCN17337P5_007671-T1	DBVPG3775_000293-T1, DBVPG3775_000613-T1, DBVPG3775_002020-T1, DBVPG3775_002218-T1, DBVPG3775_004210-T1
GF00000052	TFCN17337P5_008566-T1, TFCN17337P5_009784-T1, TFCN17337P5_003910-T1, TFCN17337P5_003891-T1, TFCN17337P5_005058-T1, TFCN17337P5_010954-T1, TFCN17337P5_007743-T1, TFCN17337P5_002446-T1, TFCN17337P5_002620-T1, TFCN17337P5_005076-T1	DBVPG3775_003095-T1, DBVPG3775_003114-T1, DBVPG3775_003115-T1, DBVPG3775_003344-T1, DBVPG3775_005080-T1, DBVPG3775_007004-T1
GF00000053	TFCN17337P5_002851-T1, TFCN17337P5_011139-T1, TFCN17337P5_002886-T1, TFCN17337P5_013259-T1, TFCN17337P5_002852-T1, TFCN17337P5_013260-T1, TFCN17337P5_002887-T1, TFCN17337P5_011138-T1, TFCN17337P5_014280-T1, TFCN17337P5_012649-T1, TFCN17337P5_012891-T1	DBVPG3775_002008-T1, DBVPG3775_002009-T1, DBVPG3775_002042-T1, DBVPG3775_002043-T1, DBVPG3775_007023-T1
GF00000054	TFCN17337P5_002859-T1, TFCN17337P5_011074-T1, TFCN17337P5_005564-T1, TFCN17337P5_007016-T1, TFCN17337P5_008106-T1, TFCN17337P5_010247-T1, TFCN17337P5_010249-T1, TFCN17337P5_006348-T1, TFCN17337P5_006347-T1, TFCN17337P5_010248-T1	DBVPG3775_001902-T1, DBVPG3775_002036-T1, DBVPG3775_005827-T1, DBVPG3775_007101-T1, DBVPG3775_007102-T1, DBVPG3775_007103-T1
GF00000055	TFCN17337P5_000081-T1, TFCN17337P5_001309-T1, TFCN17337P5_008329-T1, TFCN17337P5_008328-T1, TFCN17337P5_014592-T1, TFCN17337P5_012109-T1, TFCN17337P5_012108-T1, TFCN17337P5_000082-T1, TFCN17337P5_007612-T1	DBVPG3775_003417-T1, DBVPG3775_003418-T1, DBVPG3775_004141-T1, DBVPG3775_006243-T1, DBVPG3775_006244-T1, DBVPG3775_006249-T1
GF00000056	TFCN17337P5_000200-T1, TFCN17337P5_002680-T1, TFCN17337P5_013246-T1, TFCN17337P5_012126-T1, TFCN17337P5_006212-T1, TFCN17337P5_010785-T1, TFCN17337P5_006519-T1, TFCN17337P5_013792-T1, TFCN17337P5_010075-T1, TFCN17337P5_006213-T1	DBVPG3775_001055-T1, DBVPG3775_001479-T1, DBVPG3775_001480-T1, DBVPG3775_002309-T1, DBVPG3775_007424-T1
GF00000057	TFCN17337P5_000231-T1, TFCN17337P5_002647-T1, TFCN17337P5_005375-T1, TFCN17337P5_009826-T1, TFCN17337P5_013426-T1, TFCN17337P5_002908-T1, TFCN17337P5_013995-T1, TFCN17337P5_013363-T1, TFCN17337P5_011925-T1, TFCN17337P5_006616-T1	DBVPG3775_001088-T1, DBVPG3775_001986-T1, DBVPG3775_003576-T1, DBVPG3775_004540-T1, DBVPG3775_007455-T1
GF00000058	TFCN17337P5_003557-T1, TFCN17337P5_009244-T1, TFCN17337P5_007168-T1, TFCN17337P5_008707-T1, TFCN17337P5_003449-T1, TFCN17337P5_007817-T1, TFCN17337P5_008378-T1, TFCN17337P5_009648-T1, TFCN17337P5_007984-T1, TFCN17337P5_012375-T1	DBVPG3775_000849-T1, DBVPG3775_002908-T1, DBVPG3775_003520-T1, DBVPG3775_004673-T1, DBVPG3775_006411-T1
GF00000059	TFCN17337P5_013535-T1, TFCN17337P5_004565-T1, TFCN17337P5_004854-T1, TFCN17337P5_008423-T1, TFCN17337P5_007665-T1, TFCN17337P5_014399-T1, TFCN17337P5_007485-T1, TFCN17337P5_007372-T1, TFCN17337P5_010059-T1, TFCN17337P5_013189-T1	DBVPG3775_000287-T1, DBVPG3775_000915-T1, DBVPG3775_001018-T1, DBVPG3775_003244-T1, DBVPG3775_005171-T1
GF00000060	TFCN17337P5_000725-T1, TFCN17337P5_008924-T1, TFCN17337P5_008939-T1, TFCN17337P5_000755-T1, TFCN17337P5_007993-T1, TFCN17337P5_013633-T1, TFCN17337P5_005427-T1, TFCN17337P5_004347-T1, TFCN17337P5_004344-T1, TFCN17337P5_005430-T1	DBVPG3775_003744-T1, DBVPG3775_003747-T1, DBVPG3775_004665-T1, DBVPG3775_005266-T1, DBVPG3775_005295-T1
GF00000061	TFCN17337P5_001872-T1, TFCN17337P5_003156-T1, TFCN17337P5_007936-T1, TFCN17337P5_012501-T1, TFCN17337P5_002122-T1, TFCN17337P5_003414-T1, TFCN17337P5_014350-T1, TFCN17337P5_008513-T1, TFCN17337P5_002905-T1, TFCN17337P5_013423-T1	DBVPG3775_000578-T1, DBVPG3775_001989-T1, DBVPG3775_002558-T1, DBVPG3775_002941-T1, DBVPG3775_004051-T1
GF00000062	TFCN17337P5_001971-T1, TFCN17337P5_007246-T1, TFCN17337P5_007238-T1, TFCN17337P5_010802-T1, TFCN17337P5_009091-T1, TFCN17337P5_007245-T1, TFCN17337P5_001979-T1, TFCN17337P5_001978-T1, TFCN17337P5_003495-T1, TFCN17337P5_007076-T1	DBVPG3775_000789-T1, DBVPG3775_002090-T1, DBVPG3775_004300-T1, DBVPG3775_004307-T1, DBVPG3775_004308-T1
GF00000063	TFCN17337P5_009673-T1, TFCN17337P5_005336-T1, TFCN17337P5_013022-T1, TFCN17337P5_011916-T1, TFCN17337P5_005563-T1, TFCN17337P5_011073-T1, TFCN17337P5_011072-T1, TFCN17337P5_005562-T1, TFCN17337P5_014021-T1, TFCN17337P5_009127-T1	DBVPG3775_001329-T1, DBVPG3775_001903-T1, DBVPG3775_001904-T1, DBVPG3775_004502-T1, DBVPG3775_007362-T1
GF00000064	TFCN17337P5_002236-T1, TFCN17337P5_004762-T1, TFCN17337P5_009971-T1, TFCN17337P5_011742-T1, TFCN17337P5_013392-T1, TFCN17337P5_003170-T1, TFCN17337P5_011014-T1, TFCN17337P5_004507-T1, TFCN17337P5_011080-T1, TFCN17337P5_005570-T1	DBVPG3775_001896-T1, DBVPG3775_004037-T1, DBVPG3775_004982-T1, DBVPG3775_006518-T1, DBVPG3775_007158-T1
GF00000065	TFCN17337P5_002346-T1, TFCN17337P5_010283-T1, TFCN17337P5_009712-T1, TFCN17337P5_010542-T1, TFCN17337P5_004560-T1, TFCN17337P5_004849-T1, TFCN17337P5_008976-T1, TFCN17337P5_008138-T1, TFCN17337P5_006988-T1, TFCN17337P5_010458-T1	DBVPG3775_001416-T1, DBVPG3775_001505-T1, DBVPG3775_005166-T1, DBVPG3775_005441-T1, DBVPG3775_007337-T1
GF00000066	TFCN17337P5_008135-T1, TFCN17337P5_008973-T1, TFCN17337P5_010519-T1, TFCN17337P5_012856-T1, TFCN17337P5_014126-T1, TFCN17337P5_014139-T1, TFCN17337P5_011466-T1, TFCN17337P5_007510-T1, TFCN17337P5_014337-T1, TFCN17337P5_013847-T1	DBVPG3775_000993-T1, DBVPG3775_001502-T1, DBVPG3775_001586-T1, DBVPG3775_001616-T1, DBVPG3775_006953-T1
GF00000067	TFCN17337P5_002912-T1, TFCN17337P5_013429-T1, TFCN17337P5_003909-T1, TFCN17337P5_005059-T1, TFCN17337P5_012841-T1, TFCN17337P5_009653-T1, TFCN17337P5_005355-T1, TFCN17337P5_006840-T1, TFCN17337P5_007599-T1, TFCN17337P5_010700-T1	DBVPG3775_001982-T1, DBVPG3775_003113-T1, DBVPG3775_003819-T1, DBVPG3775_004521-T1, DBVPG3775_006937-T1
GF00000068	TFCN17337P5_004666-T1, TFCN17337P5_006376-T1, TFCN17337P5_006203-T1, TFCN17337P5_008150-T1, TFCN17337P5_008989-T1, TFCN17337P5_009705-T1, TFCN17337P5_010537-T1, TFCN17337P5_006205-T1, TFCN17337P5_008122-T1, TFCN17337P5_009707-T1	DBVPG3775_000467-T1, DBVPG3775_001488-T1, DBVPG3775_001490-T1, DBVPG3775_001518-T1, DBVPG3775_005436-T1
GF00000069	TFCN17337P5_005800-T1, TFCN17337P5_003622-T1, TFCN17337P5_013172-T1, TFCN17337P5_005769-T1, TFCN17337P5_006769-T1, TFCN17337P5_005770-T1, TFCN17337P5_006745-T1, TFCN17337P5_006744-T1	DBVPG3775_000685-T1, DBVPG3775_001866-T1, DBVPG3775_005735-T1, DBVPG3775_005736-T1, DBVPG3775_005769-T1, DBVPG3775_005770-T1
GF00000070	TFCN17337P5_000075-T1, TFCN17337P5_001316-T1, TFCN17337P5_003434-T1, TFCN17337P5_002141-T1, TFCN17337P5_007496-T1, TFCN17337P5_012666-T1, TFCN17337P5_002142-T1, TFCN17337P5_007131-T1, TFCN17337P5_003550-T1	DBVPG3775_000842-T1, DBVPG3775_001007-T1, DBVPG3775_002923-T1, DBVPG3775_004133-T1
GF00000071	TFCN17337P5_007972-T1, TFCN17337P5_006204-T1, TFCN17337P5_008123-T1, TFCN17337P5_012364-T1, TFCN17337P5_004534-T1, TFCN17337P5_011040-T1, TFCN17337P5_013790-T1, TFCN17337P5_010077-T1, TFCN17337P5_008741-T1	DBVPG3775_001489-T1, DBVPG3775_002307-T1, DBVPG3775_004685-T1, DBVPG3775_007132-T1
GF00000072	TFCN17337P5_002478-T1, TFCN17337P5_000904-T1, TFCN17337P5_001859-T1, TFCN17337P5_000905-T1, TFCN17337P5_004394-T1, TFCN17337P5_005475-T1, TFCN17337P5_002587-T1, TFCN17337P5_003487-T1, TFCN17337P5_007069-T1	DBVPG3775_000782-T1, DBVPG3775_002483-T1, DBVPG3775_003792-T1, DBVPG3775_005112-T1
GF00000073	TFCN17337P5_001097-T1, TFCN17337P5_009741-T1, TFCN17337P5_014624-T1, TFCN17337P5_014663-T1, TFCN17337P5_008593-T1, TFCN17337P5_011569-T1, TFCN17337P5_008597-T1, TFCN17337P5_014792-T1, TFCN17337P5_014626-T1	DBVPG3775_006027-T1, DBVPG3775_007226-T1, DBVPG3775_007562-T1, DBVPG3775_007595-T1
GF00000074	TFCN17337P5_001208-T1, TFCN17337P5_011316-T1, TFCN17337P5_013050-T1, TFCN17337P5_007143-T1, TFCN17337P5_009505-T1, TFCN17337P5_010182-T1, TFCN17337P5_008352-T1, TFCN17337P5_014205-T1	DBVPG3775_003439-T1, DBVPG3775_006345-T1, DBVPG3775_006580-T1, DBVPG3775_006581-T1, DBVPG3775_006958-T1
GF00000075	TFCN17337P5_002064-T1, TFCN17337P5_003358-T1, TFCN17337P5_003367-T1, TFCN17337P5_002073-T1, TFCN17337P5_014755-T1, TFCN17337P5_004808-T1, TFCN17337P5_002192-T1, TFCN17337P5_009174-T1, TFCN17337P5_003323-T1	DBVPG3775_002988-T1, DBVPG3775_002997-T1, DBVPG3775_003881-T1, DBVPG3775_005026-T1
GF00000076	TFCN17337P5_002172-T1, TFCN17337P5_014469-T1, TFCN17337P5_008962-T1, TFCN17337P5_014311-T1, TFCN17337P5_014413-T1, TFCN17337P5_005814-T1, TFCN17337P5_010091-T1, TFCN17337P5_005815-T1, TFCN17337P5_010092-T1	DBVPG3775_001027-T1, DBVPG3775_002294-T1, DBVPG3775_002295-T1, DBVPG3775_003686-T1
GF00000077	TFCN17337P5_007300-T1, TFCN17337P5_005704-T1, TFCN17337P5_005209-T1, TFCN17337P5_014145-T1, TFCN17337P5_006144-T1, TFCN17337P5_006074-T1, TFCN17337P5_014546-T1, TFCN17337P5_008640-T1, TFCN17337P5_012483-T1	DBVPG3775_000964-T1, DBVPG3775_002807-T1, DBVPG3775_006818-T1, DBVPG3775_007247-T1
GF00000078	TFCN17337P5_004517-T1, TFCN17337P5_004550-T1, TFCN17337P5_011023-T1, TFCN17337P5_004839-T1, TFCN17337P5_011025-T1, TFCN17337P5_004838-T1, TFCN17337P5_011024-T1, TFCN17337P5_004518-T1, TFCN17337P5_004549-T1	DBVPG3775_005156-T1, DBVPG3775_005157-T1, DBVPG3775_007148-T1, DBVPG3775_007149-T1
