	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa
GF00000062	CHIFNET13H1268_007397-T1, CHIFNET13H1268_007594-T1, CHIFNET13H1268_007640-T1, CHIFNET13H1268_013394-T1, CHIFNET13H1268_007639-T1, CHIFNET13H1268_002136-T1, CHIFNET13H1268_007446-T1, CHIFNET13H1268_007445-T1
GF00000063	CHIFNET13H1268_005428-T1, CHIFNET13H1268_013051-T1, CHIFNET13H1268_005430-T1, CHIFNET13H1268_013049-T1, CHIFNET13H1268_004524-T1, CHIFNET13H1268_006782-T1, CHIFNET13H1268_006171-T1, CHIFNET13H1268_002142-T1
GF00000064	CHIFNET13H1268_009128-T1, CHIFNET13H1268_013254-T1, CHIFNET13H1268_006670-T1, CHIFNET13H1268_006688-T1, CHIFNET13H1268_013255-T1, CHIFNET13H1268_006675-T1, CHIFNET13H1268_006671-T1, CHIFNET13H1268_006669-T1
GF00000065	CHIFNET13H1268_010518-T1, CHIFNET13H1268_009204-T1, CHIFNET13H1268_000882-T1, CHIFNET13H1268_003106-T1, CHIFNET13H1268_004810-T1, CHIFNET13H1268_005608-T1, CHIFNET13H1268_011584-T1, CHIFNET13H1268_012704-T1
GF00000066	CHIFNET13H1268_013319-T1, CHIFNET13H1268_014740-T1, CHIFNET13H1268_001635-T1, CHIFNET13H1268_012196-T1, CHIFNET13H1268_001577-T1, CHIFNET13H1268_012497-T1, CHIFNET13H1268_008365-T1, CHIFNET13H1268_013372-T1
GF00000067	CHIFNET13H1268_010883-T1, CHIFNET13H1268_007947-T1, CHIFNET13H1268_004774-T1, CHIFNET13H1268_012163-T1, CHIFNET13H1268_004589-T1, CHIFNET13H1268_005646-T1, CHIFNET13H1268_003331-T1, CHIFNET13H1268_002385-T1
GF00000068	CHIFNET13H1268_009607-T1, CHIFNET13H1268_004870-T1, CHIFNET13H1268_008594-T1, CHIFNET13H1268_004389-T1, CHIFNET13H1268_007728-T1, CHIFNET13H1268_011662-T1, CHIFNET13H1268_002673-T1, CHIFNET13H1268_012108-T1
GF00000069	CHIFNET13H1268_007128-T1, CHIFNET13H1268_007570-T1, CHIFNET13H1268_007569-T1, CHIFNET13H1268_007125-T1, CHIFNET13H1268_007126-T1, CHIFNET13H1268_007127-T1, CHIFNET13H1268_007568-T1, CHIFNET13H1268_007567-T1
GF00000070	CHIFNET13H1268_000897-T1, CHIFNET13H1268_003663-T1, CHIFNET13H1268_000899-T1, CHIFNET13H1268_003664-T1, CHIFNET13H1268_006749-T1, CHIFNET13H1268_000898-T1, CHIFNET13H1268_004555-T1, CHIFNET13H1268_003662-T1
GF00000071	CHIFNET13H1268_009707-T1, CHIFNET13H1268_002099-T1, CHIFNET13H1268_002105-T1, CHIFNET13H1268_009720-T1, CHIFNET13H1268_013389-T1, CHIFNET13H1268_008761-T1, CHIFNET13H1268_015028-T1
GF00000072	CHIFNET13H1268_010370-T1, CHIFNET13H1268_000213-T1, CHIFNET13H1268_004863-T1, CHIFNET13H1268_008601-T1, CHIFNET13H1268_008083-T1, CHIFNET13H1268_003709-T1, CHIFNET13H1268_000946-T1
GF00000073	CHIFNET13H1268_005039-T1, CHIFNET13H1268_012812-T1, CHIFNET13H1268_008811-T1, CHIFNET13H1268_005713-T1, CHIFNET13H1268_015080-T1, CHIFNET13H1268_015072-T1, CHIFNET13H1268_008810-T1
GF00000074	CHIFNET13H1268_005714-T1, CHIFNET13H1268_005040-T1, CHIFNET13H1268_005045-T1, CHIFNET13H1268_002225-T1, CHIFNET13H1268_005718-T1, CHIFNET13H1268_003535-T1, CHIFNET13H1268_003534-T1
GF00000075	CHIFNET13H1268_008553-T1, CHIFNET13H1268_002954-T1, CHIFNET13H1268_002955-T1, CHIFNET13H1268_002458-T1, CHIFNET13H1268_002456-T1, CHIFNET13H1268_012951-T1, CHIFNET13H1268_012949-T1
GF00000076	CHIFNET13H1268_008052-T1, CHIFNET13H1268_014336-T1, CHIFNET13H1268_000999-T1, CHIFNET13H1268_014337-T1, CHIFNET13H1268_000998-T1, CHIFNET13H1268_003738-T1, CHIFNET13H1268_000975-T1
GF00000077	CHIFNET13H1268_012011-T1, CHIFNET13H1268_004496-T1, CHIFNET13H1268_002687-T1, CHIFNET13H1268_006246-T1, CHIFNET13H1268_014775-T1, CHIFNET13H1268_014930-T1, CHIFNET13H1268_014773-T1
GF00000078	CHIFNET13H1268_010721-T1, CHIFNET13H1268_010601-T1, CHIFNET13H1268_010328-T1, CHIFNET13H1268_010602-T1, CHIFNET13H1268_007502-T1, CHIFNET13H1268_010720-T1, CHIFNET13H1268_007503-T1
GF00000079	CHIFNET13H1268_003348-T1, CHIFNET13H1268_007758-T1, CHIFNET13H1268_007757-T1, CHIFNET13H1268_011493-T1, CHIFNET13H1268_001159-T1, CHIFNET13H1268_012088-T1, CHIFNET13H1268_012089-T1
GF00000080	CHIFNET13H1268_009746-T1, CHIFNET13H1268_002009-T1, CHIFNET13H1268_014600-T1, CHIFNET13H1268_012102-T1, CHIFNET13H1268_004383-T1, CHIFNET13H1268_002122-T1, CHIFNET13H1268_002121-T1
GF00000081	CHIFNET13H1268_007809-T1, CHIFNET13H1268_007810-T1, CHIFNET13H1268_012380-T1, CHIFNET13H1268_007811-T1, CHIFNET13H1268_007813-T1, CHIFNET13H1268_012381-T1, CHIFNET13H1268_007812-T1
GF00000082	CHIFNET13H1268_003787-T1, CHIFNET13H1268_003788-T1, CHIFNET13H1268_007052-T1, CHIFNET13H1268_007051-T1, CHIFNET13H1268_003789-T1, CHIFNET13H1268_007049-T1, CHIFNET13H1268_007050-T1
GF00000083	CHIFNET13H1268_005816-T1, CHIFNET13H1268_009091-T1, CHIFNET13H1268_006941-T1, CHIFNET13H1268_009365-T1, CHIFNET13H1268_003000-T1, CHIFNET13H1268_008134-T1, CHIFNET13H1268_008135-T1
GF00000084	CHIFNET13H1268_006105-T1, CHIFNET13H1268_012407-T1, CHIFNET13H1268_006106-T1, CHIFNET13H1268_012406-T1, CHIFNET13H1268_012408-T1, CHIFNET13H1268_012409-T1, CHIFNET13H1268_006104-T1
GF00000085	CHIFNET13H1268_000778-T1, CHIFNET13H1268_013938-T1, CHIFNET13H1268_001533-T1, CHIFNET13H1268_012480-T1, CHIFNET13H1268_012487-T1, CHIFNET13H1268_001542-T1, CHIFNET13H1268_001543-T1
GF00000086	CHIFNET13H1268_002343-T1, CHIFNET13H1268_003375-T1, CHIFNET13H1268_003376-T1, CHIFNET13H1268_002341-T1, CHIFNET13H1268_003377-T1, CHIFNET13H1268_002342-T1, CHIFNET13H1268_002344-T1
GF00000087	CHIFNET13H1268_004597-T1, CHIFNET13H1268_012152-T1, CHIFNET13H1268_011546-T1, CHIFNET13H1268_011781-T1, CHIFNET13H1268_012532-T1, CHIFNET13H1268_003937-T1, CHIFNET13H1268_012573-T1
GF00000088	CHIFNET13H1268_001135-T1, CHIFNET13H1268_013383-T1, CHIFNET13H1268_001142-T1, CHIFNET13H1268_001130-T1, CHIFNET13H1268_015034-T1, CHIFNET13H1268_013388-T1, CHIFNET13H1268_011477-T1
GF00000089	CHIFNET13H1268_013810-T1, CHIFNET13H1268_001964-T1, CHIFNET13H1268_006489-T1, CHIFNET13H1268_006490-T1, CHIFNET13H1268_000362-T1, CHIFNET13H1268_005120-T1, CHIFNET13H1268_012190-T1
GF00000090	CHIFNET13H1268_009119-T1, CHIFNET13H1268_010261-T1, CHIFNET13H1268_003917-T1, CHIFNET13H1268_000492-T1, CHIFNET13H1268_006683-T1, CHIFNET13H1268_010970-T1, CHIFNET13H1268_011795-T1
GF00000091	CHIFNET13H1268_006522-T1, CHIFNET13H1268_006534-T1, CHIFNET13H1268_011935-T1, CHIFNET13H1268_011947-T1, CHIFNET13H1268_006535-T1, CHIFNET13H1268_011934-T1, CHIFNET13H1268_011933-T1
GF00000092	CHIFNET13H1268_001377-T1, CHIFNET13H1268_001824-T1, CHIFNET13H1268_001823-T1, CHIFNET13H1268_007244-T1, CHIFNET13H1268_007242-T1, CHIFNET13H1268_007243-T1
GF00000093	CHIFNET13H1268_014134-T1, CHIFNET13H1268_011385-T1, CHIFNET13H1268_014441-T1, CHIFNET13H1268_014784-T1, CHIFNET13H1268_014647-T1, CHIFNET13H1268_015007-T1
GF00000094	CHIFNET13H1268_011634-T1, CHIFNET13H1268_004631-T1, CHIFNET13H1268_002978-T1, CHIFNET13H1268_009384-T1, CHIFNET13H1268_005280-T1, CHIFNET13H1268_001450-T1
GF00000095	CHIFNET13H1268_013077-T1, CHIFNET13H1268_010193-T1, CHIFNET13H1268_005476-T1, CHIFNET13H1268_010090-T1, CHIFNET13H1268_014219-T1, CHIFNET13H1268_006030-T1
GF00000096	CHIFNET13H1268_010292-T1, CHIFNET13H1268_003885-T1, CHIFNET13H1268_010997-T1, CHIFNET13H1268_014029-T1, CHIFNET13H1268_006832-T1, CHIFNET13H1268_004295-T1
GF00000097	CHIFNET13H1268_002069-T1, CHIFNET13H1268_009861-T1, CHIFNET13H1268_009853-T1, CHIFNET13H1268_002077-T1, CHIFNET13H1268_009852-T1, CHIFNET13H1268_002078-T1
GF00000098	CHIFNET13H1268_001388-T1, CHIFNET13H1268_001836-T1, CHIFNET13H1268_012260-T1, CHIFNET13H1268_009223-T1, CHIFNET13H1268_014935-T1, CHIFNET13H1268_001637-T1
GF00000099	CHIFNET13H1268_010018-T1, CHIFNET13H1268_003434-T1, CHIFNET13H1268_003509-T1, CHIFNET13H1268_002251-T1, CHIFNET13H1268_002250-T1, CHIFNET13H1268_002252-T1
GF00000100	CHIFNET13H1268_001116-T1, CHIFNET13H1268_013666-T1, CHIFNET13H1268_005946-T1, CHIFNET13H1268_011767-T1, CHIFNET13H1268_011768-T1, CHIFNET13H1268_005945-T1
GF00000101	CHIFNET13H1268_009882-T1, CHIFNET13H1268_002047-T1, CHIFNET13H1268_002048-T1, CHIFNET13H1268_002074-T1, CHIFNET13H1268_009883-T1, CHIFNET13H1268_009856-T1
GF00000102	CHIFNET13H1268_011545-T1, CHIFNET13H1268_011782-T1, CHIFNET13H1268_000334-T1, CHIFNET13H1268_003653-T1, CHIFNET13H1268_015069-T1, CHIFNET13H1268_015059-T1
GF00000103	CHIFNET13H1268_002952-T1, CHIFNET13H1268_001157-T1, CHIFNET13H1268_008555-T1, CHIFNET13H1268_011492-T1, CHIFNET13H1268_011491-T1, CHIFNET13H1268_001158-T1
GF00000104	CHIFNET13H1268_008245-T1, CHIFNET13H1268_013630-T1, CHIFNET13H1268_008246-T1, CHIFNET13H1268_014185-T1, CHIFNET13H1268_013631-T1, CHIFNET13H1268_008259-T1
GF00000105	CHIFNET13H1268_009515-T1, CHIFNET13H1268_002870-T1, CHIFNET13H1268_004941-T1, CHIFNET13H1268_006080-T1, CHIFNET13H1268_007260-T1, CHIFNET13H1268_005458-T1
GF00000106	CHIFNET13H1268_006848-T1, CHIFNET13H1268_004310-T1, CHIFNET13H1268_006849-T1, CHIFNET13H1268_004311-T1, CHIFNET13H1268_012273-T1, CHIFNET13H1268_006556-T1
GF00000107	CHIFNET13H1268_009848-T1, CHIFNET13H1268_002082-T1, CHIFNET13H1268_003475-T1, CHIFNET13H1268_010059-T1, CHIFNET13H1268_015009-T1, CHIFNET13H1268_010060-T1
GF00000108	CHIFNET13H1268_014962-T1, CHIFNET13H1268_010151-T1, CHIFNET13H1268_011740-T1, CHIFNET13H1268_011755-T1, CHIFNET13H1268_014956-T1, CHIFNET13H1268_014965-T1
GF00000109	CHIFNET13H1268_004581-T1, CHIFNET13H1268_014453-T1, CHIFNET13H1268_008225-T1, CHIFNET13H1268_009844-T1, CHIFNET13H1268_002086-T1, CHIFNET13H1268_009691-T1
GF00000110	CHIFNET13H1268_011064-T1, CHIFNET13H1268_004066-T1, CHIFNET13H1268_001760-T1, CHIFNET13H1268_003988-T1, CHIFNET13H1268_008666-T1, CHIFNET13H1268_001315-T1
GF00000111	CHIFNET13H1268_012205-T1, CHIFNET13H1268_001570-T1, CHIFNET13H1268_012204-T1, CHIFNET13H1268_001571-T1, CHIFNET13H1268_012201-T1, CHIFNET13H1268_012202-T1
GF00000112	CHIFNET13H1268_008229-T1, CHIFNET13H1268_009695-T1, CHIFNET13H1268_009828-T1, CHIFNET13H1268_009917-T1, CHIFNET13H1268_009918-T1, CHIFNET13H1268_009829-T1
GF00000113	CHIFNET13H1268_009825-T1, CHIFNET13H1268_009914-T1, CHIFNET13H1268_005712-T1, CHIFNET13H1268_014994-T1, CHIFNET13H1268_015005-T1, CHIFNET13H1268_014993-T1
GF00000114	CHIFNET13H1268_000648-T1, CHIFNET13H1268_007015-T1, CHIFNET13H1268_007172-T1, CHIFNET13H1268_000619-T1, CHIFNET13H1268_006985-T1, CHIFNET13H1268_006007-T1
GF00000115	CHIFNET13H1268_001976-T1, CHIFNET13H1268_000350-T1, CHIFNET13H1268_008469-T1, CHIFNET13H1268_013295-T1, CHIFNET13H1268_008470-T1, CHIFNET13H1268_013294-T1
GF00000116	CHIFNET13H1268_001704-T1, CHIFNET13H1268_007918-T1, CHIFNET13H1268_007916-T1, CHIFNET13H1268_001703-T1, CHIFNET13H1268_010894-T1, CHIFNET13H1268_007917-T1
GF00000117	CHIFNET13H1268_007277-T1, CHIFNET13H1268_010751-T1, CHIFNET13H1268_010753-T1, CHIFNET13H1268_007278-T1, CHIFNET13H1268_007274-T1, CHIFNET13H1268_007273-T1
GF00000118	CHIFNET13H1268_013909-T1, CHIFNET13H1268_005704-T1, CHIFNET13H1268_001126-T1, CHIFNET13H1268_013379-T1, CHIFNET13H1268_001127-T1, CHIFNET13H1268_013380-T1
GF00000119	CHIFNET13H1268_014924-T1, CHIFNET13H1268_014960-T1, CHIFNET13H1268_015004-T1, CHIFNET13H1268_015010-T1, CHIFNET13H1268_015058-T1, CHIFNET13H1268_015025-T1
GF00000120	CHIFNET13H1268_004173-T1, CHIFNET13H1268_004174-T1, CHIFNET13H1268_000035-T1, CHIFNET13H1268_000036-T1, CHIFNET13H1268_002488-T1, CHIFNET13H1268_011714-T1
GF00000121	CHIFNET13H1268_004982-T1, CHIFNET13H1268_004981-T1, CHIFNET13H1268_008441-T1, CHIFNET13H1268_006021-T1, CHIFNET13H1268_014210-T1, CHIFNET13H1268_008440-T1
GF00000122	CHIFNET13H1268_005181-T1, CHIFNET13H1268_007079-T1, CHIFNET13H1268_012610-T1, CHIFNET13H1268_011089-T1, CHIFNET13H1268_006767-T1, CHIFNET13H1268_004537-T1
GF00000123	CHIFNET13H1268_012183-T1, CHIFNET13H1268_012171-T1, CHIFNET13H1268_005163-T1, CHIFNET13H1268_005127-T1, CHIFNET13H1268_005128-T1, CHIFNET13H1268_005164-T1
GF00000124	CHIFNET13H1268_005584-T1, CHIFNET13H1268_012733-T1, CHIFNET13H1268_003624-T1, CHIFNET13H1268_000305-T1, CHIFNET13H1268_012940-T1, CHIFNET13H1268_012941-T1
GF00000125	CHIFNET13H1268_006488-T1, CHIFNET13H1268_007716-T1, CHIFNET13H1268_010662-T1, CHIFNET13H1268_001010-T1, CHIFNET13H1268_005725-T1, CHIFNET13H1268_005054-T1
GF00000126	CHIFNET13H1268_003444-T1, CHIFNET13H1268_014312-T1, CHIFNET13H1268_010020-T1, CHIFNET13H1268_014880-T1, CHIFNET13H1268_003436-T1, CHIFNET13H1268_010028-T1
GF00000127	CHIFNET13H1268_009130-T1, CHIFNET13H1268_006690-T1, CHIFNET13H1268_007978-T1, CHIFNET13H1268_012302-T1, CHIFNET13H1268_001610-T1, CHIFNET13H1268_012545-T1
GF00000128	CHIFNET13H1268_014146-T1, CHIFNET13H1268_001855-T1, CHIFNET13H1268_014145-T1, CHIFNET13H1268_001856-T1, CHIFNET13H1268_011161-T1, CHIFNET13H1268_002607-T1
GF00000129	CHIFNET13H1268_006127-T1, CHIFNET13H1268_006126-T1, CHIFNET13H1268_006128-T1, CHIFNET13H1268_012388-T1, CHIFNET13H1268_012386-T1, CHIFNET13H1268_012387-T1
GF00000130	CHIFNET13H1268_006108-T1, CHIFNET13H1268_012401-T1, CHIFNET13H1268_006112-T1, CHIFNET13H1268_012403-T1, CHIFNET13H1268_012404-T1, CHIFNET13H1268_006111-T1
GF00000131	CHIFNET13H1268_007042-T1, CHIFNET13H1268_003778-T1, CHIFNET13H1268_004674-T1, CHIFNET13H1268_010944-T1, CHIFNET13H1268_010943-T1, CHIFNET13H1268_004675-T1
GF00000132	CHIFNET13H1268_003288-T1, CHIFNET13H1268_002429-T1, CHIFNET13H1268_002430-T1, CHIFNET13H1268_003287-T1, CHIFNET13H1268_000713-T1, CHIFNET13H1268_003818-T1
GF00000133	CHIFNET13H1268_000498-T1, CHIFNET13H1268_006570-T1, CHIFNET13H1268_004166-T1, CHIFNET13H1268_011802-T1, CHIFNET13H1268_010955-T1, CHIFNET13H1268_010956-T1
GF00000134	CHIFNET13H1268_001516-T1, CHIFNET13H1268_004556-T1, CHIFNET13H1268_004552-T1, CHIFNET13H1268_013759-T1, CHIFNET13H1268_006748-T1, CHIFNET13H1268_006752-T1
GF00000135	CHIFNET13H1268_002123-T1, CHIFNET13H1268_013694-T1, CHIFNET13H1268_009747-T1, CHIFNET13H1268_002605-T1, CHIFNET13H1268_013921-T1, CHIFNET13H1268_013001-T1
GF00000136	CHIFNET13H1268_005814-T1, CHIFNET13H1268_006939-T1, CHIFNET13H1268_005815-T1, CHIFNET13H1268_006940-T1, CHIFNET13H1268_013769-T1, CHIFNET13H1268_013737-T1
GF00000137	CHIFNET13H1268_004165-T1, CHIFNET13H1268_007848-T1, CHIFNET13H1268_009571-T1, CHIFNET13H1268_005915-T1, CHIFNET13H1268_000139-T1, CHIFNET13H1268_006573-T1
GF00000138	CHIFNET13H1268_000679-T1, CHIFNET13H1268_005214-T1, CHIFNET13H1268_007806-T1, CHIFNET13H1268_010417-T1, CHIFNET13H1268_007659-T1, CHIFNET13H1268_006431-T1
GF00000139	CHIFNET13H1268_012954-T1, CHIFNET13H1268_002453-T1, CHIFNET13H1268_002454-T1, CHIFNET13H1268_012953-T1, CHIFNET13H1268_014314-T1, CHIFNET13H1268_014878-T1
GF00000140	CHIFNET13H1268_008107-T1, CHIFNET13H1268_000923-T1, CHIFNET13H1268_003686-T1, CHIFNET13H1268_004602-T1, CHIFNET13H1268_014733-T1, CHIFNET13H1268_014734-T1
GF00000141	CHIFNET13H1268_003612-T1, CHIFNET13H1268_000294-T1, CHIFNET13H1268_000293-T1, CHIFNET13H1268_003611-T1, CHIFNET13H1268_010142-T1, CHIFNET13H1268_011750-T1
GF00000142	CHIFNET13H1268_008400-T1, CHIFNET13H1268_011299-T1, CHIFNET13H1268_007550-T1, CHIFNET13H1268_008703-T1, CHIFNET13H1268_004626-T1, CHIFNET13H1268_011630-T1
GF00000143	CHIFNET13H1268_003349-T1, CHIFNET13H1268_013718-T1, CHIFNET13H1268_000088-T1, CHIFNET13H1268_014188-T1, CHIFNET13H1268_008243-T1, CHIFNET13H1268_012844-T1
GF00000144	CHIFNET13H1268_010885-T1, CHIFNET13H1268_006774-T1, CHIFNET13H1268_008133-T1, CHIFNET13H1268_005442-T1, CHIFNET13H1268_009090-T1, CHIFNET13H1268_010895-T1
GF00000145	CHIFNET13H1268_009919-T1, CHIFNET13H1268_009830-T1, CHIFNET13H1268_008874-T1, CHIFNET13H1268_004222-T1, CHIFNET13H1268_014372-T1, CHIFNET13H1268_010162-T1
GF00000146	CHIFNET13H1268_012292-T1, CHIFNET13H1268_007992-T1, CHIFNET13H1268_012291-T1, CHIFNET13H1268_007989-T1, CHIFNET13H1268_007991-T1, CHIFNET13H1268_007990-T1
GF00000147	CHIFNET13H1268_000493-T1, CHIFNET13H1268_013317-T1, CHIFNET13H1268_011540-T1, CHIFNET13H1268_011796-T1, CHIFNET13H1268_000790-T1, CHIFNET13H1268_010421-T1
GF00000148	CHIFNET13H1268_010191-T1, CHIFNET13H1268_013079-T1, CHIFNET13H1268_002751-T1, CHIFNET13H1268_013513-T1, CHIFNET13H1268_012806-T1, CHIFNET13H1268_006315-T1
GF00000149	CHIFNET13H1268_004913-T1, CHIFNET13H1268_012657-T1, CHIFNET13H1268_005349-T1, CHIFNET13H1268_003220-T1, CHIFNET13H1268_001014-T1, CHIFNET13H1268_010658-T1
GF00000150	CHIFNET13H1268_014987-T1, CHIFNET13H1268_007287-T1, CHIFNET13H1268_010744-T1, CHIFNET13H1268_007286-T1, CHIFNET13H1268_014986-T1, CHIFNET13H1268_007285-T1
GF00000151	CHIFNET13H1268_014083-T1, CHIFNET13H1268_006909-T1, CHIFNET13H1268_009636-T1, CHIFNET13H1268_002645-T1, CHIFNET13H1268_012971-T1, CHIFNET13H1268_002435-T1
GF00000152	CHIFNET13H1268_009577-T1, CHIFNET13H1268_007860-T1, CHIFNET13H1268_004153-T1, CHIFNET13H1268_005909-T1, CHIFNET13H1268_000125-T1, CHIFNET13H1268_006587-T1
GF00000153	CHIFNET13H1268_005902-T1, CHIFNET13H1268_005890-T1, CHIFNET13H1268_010047-T1, CHIFNET13H1268_007736-T1, CHIFNET13H1268_011670-T1, CHIFNET13H1268_003463-T1
GF00000154	CHIFNET13H1268_009400-T1, CHIFNET13H1268_014640-T1, CHIFNET13H1268_014676-T1, CHIFNET13H1268_009412-T1, CHIFNET13H1268_014677-T1, CHIFNET13H1268_009413-T1
GF00000155	CHIFNET13H1268_013408-T1, CHIFNET13H1268_013024-T1, CHIFNET13H1268_007559-T1, CHIFNET13H1268_007118-T1, CHIFNET13H1268_013411-T1
GF00000156	CHIFNET13H1268_005532-T1, CHIFNET13H1268_010466-T1, CHIFNET13H1268_001195-T1, CHIFNET13H1268_010565-T1, CHIFNET13H1268_012855-T1
GF00000157	CHIFNET13H1268_000300-T1, CHIFNET13H1268_003619-T1, CHIFNET13H1268_012728-T1, CHIFNET13H1268_012726-T1, CHIFNET13H1268_012725-T1
GF00000158	CHIFNET13H1268_009251-T1, CHIFNET13H1268_013326-T1, CHIFNET13H1268_001667-T1, CHIFNET13H1268_001628-T1, CHIFNET13H1268_001627-T1
GF00000159	CHIFNET13H1268_014641-T1, CHIFNET13H1268_011949-T1, CHIFNET13H1268_006520-T1, CHIFNET13H1268_009402-T1, CHIFNET13H1268_009401-T1
GF00000160	CHIFNET13H1268_002888-T1, CHIFNET13H1268_009500-T1, CHIFNET13H1268_006355-T1, CHIFNET13H1268_011698-T1, CHIFNET13H1268_006354-T1
GF00000161	CHIFNET13H1268_011098-T1, CHIFNET13H1268_012600-T1, CHIFNET13H1268_001713-T1, CHIFNET13H1268_007926-T1, CHIFNET13H1268_006837-T1
GF00000162	CHIFNET13H1268_001776-T1, CHIFNET13H1268_001336-T1, CHIFNET13H1268_008298-T1, CHIFNET13H1268_008299-T1, CHIFNET13H1268_008297-T1
GF00000163	CHIFNET13H1268_005796-T1, CHIFNET13H1268_013144-T1, CHIFNET13H1268_006555-T1, CHIFNET13H1268_012274-T1, CHIFNET13H1268_005792-T1
GF00000164	CHIFNET13H1268_004809-T1, CHIFNET13H1268_004808-T1, CHIFNET13H1268_005609-T1, CHIFNET13H1268_005611-T1, CHIFNET13H1268_005610-T1
GF00000165	CHIFNET13H1268_003001-T1, CHIFNET13H1268_010161-T1, CHIFNET13H1268_014371-T1, CHIFNET13H1268_009363-T1, CHIFNET13H1268_009364-T1
GF00000166	CHIFNET13H1268_007245-T1, CHIFNET13H1268_005443-T1, CHIFNET13H1268_007247-T1, CHIFNET13H1268_005444-T1, CHIFNET13H1268_005441-T1
GF00000167	CHIFNET13H1268_012987-T1, CHIFNET13H1268_014053-T1, CHIFNET13H1268_005011-T1, CHIFNET13H1268_008410-T1, CHIFNET13H1268_010704-T1
GF00000168	CHIFNET13H1268_011036-T1, CHIFNET13H1268_010318-T1, CHIFNET13H1268_004036-T1, CHIFNET13H1268_007493-T1, CHIFNET13H1268_004037-T1
GF00000169	CHIFNET13H1268_011046-T1, CHIFNET13H1268_011038-T1, CHIFNET13H1268_004049-T1, CHIFNET13H1268_004039-T1, CHIFNET13H1268_004040-T1
GF00000170	CHIFNET13H1268_009318-T1, CHIFNET13H1268_012139-T1, CHIFNET13H1268_004798-T1, CHIFNET13H1268_005620-T1, CHIFNET13H1268_012138-T1
GF00000171	CHIFNET13H1268_005131-T1, CHIFNET13H1268_007086-T1, CHIFNET13H1268_012181-T1, CHIFNET13H1268_005174-T1, CHIFNET13H1268_007087-T1
GF00000172	CHIFNET13H1268_012199-T1, CHIFNET13H1268_001575-T1, CHIFNET13H1268_012200-T1, CHIFNET13H1268_001574-T1, CHIFNET13H1268_001573-T1
GF00000173	CHIFNET13H1268_007801-T1, CHIFNET13H1268_010412-T1, CHIFNET13H1268_008752-T1, CHIFNET13H1268_001064-T1, CHIFNET13H1268_001065-T1
GF00000174	CHIFNET13H1268_010926-T1, CHIFNET13H1268_005288-T1, CHIFNET13H1268_001442-T1, CHIFNET13H1268_005291-T1, CHIFNET13H1268_001439-T1
GF00000175	CHIFNET13H1268_003433-T1, CHIFNET13H1268_010017-T1, CHIFNET13H1268_002248-T1, CHIFNET13H1268_003512-T1, CHIFNET13H1268_003511-T1
GF00000176	CHIFNET13H1268_005896-T1, CHIFNET13H1268_005895-T1, CHIFNET13H1268_012747-T1, CHIFNET13H1268_013440-T1, CHIFNET13H1268_015064-T1
GF00000177	CHIFNET13H1268_011350-T1, CHIFNET13H1268_004071-T1, CHIFNET13H1268_009929-T1, CHIFNET13H1268_009012-T1, CHIFNET13H1268_011069-T1
GF00000178	CHIFNET13H1268_008836-T1, CHIFNET13H1268_005013-T1, CHIFNET13H1268_005012-T1, CHIFNET13H1268_012919-T1, CHIFNET13H1268_005014-T1
GF00000179	CHIFNET13H1268_008635-T1, CHIFNET13H1268_004831-T1, CHIFNET13H1268_008576-T1, CHIFNET13H1268_002930-T1, CHIFNET13H1268_004830-T1
GF00000180	CHIFNET13H1268_013443-T1, CHIFNET13H1268_002732-T1, CHIFNET13H1268_006276-T1, CHIFNET13H1268_002781-T1, CHIFNET13H1268_002782-T1
GF00000181	CHIFNET13H1268_007769-T1, CHIFNET13H1268_006545-T1, CHIFNET13H1268_013851-T1, CHIFNET13H1268_011923-T1, CHIFNET13H1268_012285-T1
GF00000182	CHIFNET13H1268_003367-T1, CHIFNET13H1268_002351-T1, CHIFNET13H1268_003365-T1, CHIFNET13H1268_003368-T1, CHIFNET13H1268_003366-T1
GF00000183	CHIFNET13H1268_009187-T1, CHIFNET13H1268_012722-T1, CHIFNET13H1268_010533-T1, CHIFNET13H1268_000297-T1, CHIFNET13H1268_003616-T1
GF00000184	CHIFNET13H1268_011775-T1, CHIFNET13H1268_011552-T1, CHIFNET13H1268_011998-T1, CHIFNET13H1268_011396-T1, CHIFNET13H1268_011397-T1
GF00000185	CHIFNET13H1268_014375-T1, CHIFNET13H1268_010165-T1, CHIFNET13H1268_013190-T1, CHIFNET13H1268_014831-T1, CHIFNET13H1268_014047-T1
GF00000186	CHIFNET13H1268_000259-T1, CHIFNET13H1268_007369-T1, CHIFNET13H1268_007368-T1, CHIFNET13H1268_000257-T1, CHIFNET13H1268_000258-T1
GF00000187	CHIFNET13H1268_007824-T1, CHIFNET13H1268_010402-T1, CHIFNET13H1268_007823-T1, CHIFNET13H1268_010401-T1, CHIFNET13H1268_010400-T1
GF00000188	CHIFNET13H1268_011125-T1, CHIFNET13H1268_009987-T1, CHIFNET13H1268_011124-T1, CHIFNET13H1268_009988-T1, CHIFNET13H1268_011126-T1
GF00000189	CHIFNET13H1268_013648-T1, CHIFNET13H1268_013566-T1, CHIFNET13H1268_008391-T1, CHIFNET13H1268_011307-T1, CHIFNET13H1268_008392-T1
