	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa
GF00000092	TFCN25331D1_011649-T1, TFCN25331D1_011646-T1, TFCN25331D1_013726-T1, TFCN25331D1_013729-T1, TFCN25331D1_012835-T1, TFCN25331D1_011747-T1
GF00000093	TFCN25331D1_005749-T1, TFCN25331D1_008628-T1, TFCN25331D1_008579-T1, TFCN25331D1_005790-T1, TFCN25331D1_008580-T1, TFCN25331D1_005750-T1
GF00000094	TFCN25331D1_005667-T1, TFCN25331D1_007738-T1, TFCN25331D1_004556-T1, TFCN25331D1_008678-T1, TFCN25331D1_009055-T1, TFCN25331D1_006646-T1
GF00000095	TFCN25331D1_009850-T1, TFCN25331D1_003512-T1, TFCN25331D1_003616-T1, TFCN25331D1_000105-T1, TFCN25331D1_002739-T1, TFCN25331D1_012295-T1
GF00000096	TFCN25331D1_001976-T1, TFCN25331D1_011986-T1, TFCN25331D1_013325-T1, TFCN25331D1_001986-T1, TFCN25331D1_013568-T1, TFCN25331D1_013560-T1
GF00000097	TFCN25331D1_007616-T1, TFCN25331D1_007615-T1, TFCN25331D1_007614-T1, TFCN25331D1_007612-T1, TFCN25331D1_008351-T1, TFCN25331D1_007613-T1
GF00000098	TFCN25331D1_010978-T1, TFCN25331D1_006472-T1, TFCN25331D1_010219-T1, TFCN25331D1_011583-T1, TFCN25331D1_003272-T1, TFCN25331D1_003271-T1
GF00000099	TFCN25331D1_008787-T1, TFCN25331D1_008802-T1, TFCN25331D1_013168-T1, TFCN25331D1_013167-T1, TFCN25331D1_008801-T1, TFCN25331D1_003636-T1
GF00000100	TFCN25331D1_005846-T1, TFCN25331D1_005847-T1, TFCN25331D1_002664-T1, TFCN25331D1_004716-T1, TFCN25331D1_004220-T1, TFCN25331D1_002663-T1
GF00000101	TFCN25331D1_003817-T1, TFCN25331D1_002410-T1, TFCN25331D1_002403-T1, TFCN25331D1_010105-T1, TFCN25331D1_010113-T1, TFCN25331D1_010112-T1
GF00000102	TFCN25331D1_000766-T1, TFCN25331D1_000761-T1, TFCN25331D1_000770-T1, TFCN25331D1_000782-T1, TFCN25331D1_000760-T1, TFCN25331D1_000781-T1
GF00000103	TFCN25331D1_006591-T1, TFCN25331D1_008985-T1, TFCN25331D1_011908-T1, TFCN25331D1_013520-T1, TFCN25331D1_013823-T1, TFCN25331D1_013824-T1
GF00000104	TFCN25331D1_005546-T1, TFCN25331D1_008685-T1, TFCN25331D1_009051-T1, TFCN25331D1_005542-T1, TFCN25331D1_007174-T1, TFCN25331D1_007178-T1
GF00000105	TFCN25331D1_004646-T1, TFCN25331D1_004290-T1, TFCN25331D1_006717-T1, TFCN25331D1_000649-T1, TFCN25331D1_010665-T1, TFCN25331D1_000832-T1
GF00000106	TFCN25331D1_006303-T1, TFCN25331D1_006302-T1, TFCN25331D1_003675-T1, TFCN25331D1_003676-T1, TFCN25331D1_011060-T1, TFCN25331D1_007506-T1
GF00000107	TFCN25331D1_003511-T1, TFCN25331D1_004714-T1, TFCN25331D1_009851-T1, TFCN25331D1_004222-T1, TFCN25331D1_001307-T1, TFCN25331D1_001347-T1
GF00000108	TFCN25331D1_009631-T1, TFCN25331D1_003391-T1, TFCN25331D1_007619-T1, TFCN25331D1_010954-T1, TFCN25331D1_008354-T1, TFCN25331D1_008108-T1
GF00000109	TFCN25331D1_000158-T1, TFCN25331D1_002795-T1, TFCN25331D1_000159-T1, TFCN25331D1_002796-T1, TFCN25331D1_002797-T1, TFCN25331D1_000157-T1
GF00000110	TFCN25331D1_010392-T1, TFCN25331D1_006132-T1, TFCN25331D1_006131-T1, TFCN25331D1_003482-T1, TFCN25331D1_010858-T1, TFCN25331D1_010430-T1
GF00000111	TFCN25331D1_002368-T1, TFCN25331D1_005461-T1, TFCN25331D1_011933-T1, TFCN25331D1_008848-T1, TFCN25331D1_003966-T1, TFCN25331D1_011115-T1
GF00000112	TFCN25331D1_007430-T1, TFCN25331D1_006957-T1, TFCN25331D1_012961-T1, TFCN25331D1_009776-T1, TFCN25331D1_010981-T1, TFCN25331D1_006469-T1
GF00000113	TFCN25331D1_007177-T1, TFCN25331D1_004097-T1, TFCN25331D1_004098-T1, TFCN25331D1_005545-T1, TFCN25331D1_000390-T1, TFCN25331D1_004099-T1
GF00000114	TFCN25331D1_010645-T1, TFCN25331D1_013234-T1, TFCN25331D1_000814-T1, TFCN25331D1_000757-T1, TFCN25331D1_000868-T1, TFCN25331D1_012201-T1
GF00000115	TFCN25331D1_005059-T1, TFCN25331D1_013158-T1, TFCN25331D1_011934-T1, TFCN25331D1_008847-T1, TFCN25331D1_004972-T1, TFCN25331D1_001678-T1
GF00000116	TFCN25331D1_013044-T1, TFCN25331D1_011513-T1, TFCN25331D1_001180-T1, TFCN25331D1_009607-T1, TFCN25331D1_003366-T1, TFCN25331D1_001477-T1
GF00000117	TFCN25331D1_006061-T1, TFCN25331D1_006100-T1, TFCN25331D1_006147-T1, TFCN25331D1_009111-T1, TFCN25331D1_010408-T1, TFCN25331D1_009158-T1
GF00000118	TFCN25331D1_004427-T1, TFCN25331D1_003088-T1, TFCN25331D1_011467-T1, TFCN25331D1_000276-T1, TFCN25331D1_005987-T1, TFCN25331D1_008226-T1
GF00000119	TFCN25331D1_010280-T1, TFCN25331D1_011190-T1, TFCN25331D1_003580-T1, TFCN25331D1_006199-T1, TFCN25331D1_001571-T1, TFCN25331D1_003919-T1
GF00000120	TFCN25331D1_012108-T1, TFCN25331D1_010164-T1, TFCN25331D1_000546-T1, TFCN25331D1_009581-T1, TFCN25331D1_000662-T1, TFCN25331D1_006730-T1
GF00000121	TFCN25331D1_006923-T1, TFCN25331D1_007467-T1, TFCN25331D1_013745-T1, TFCN25331D1_000184-T1, TFCN25331D1_000186-T1
GF00000122	TFCN25331D1_000406-T1, TFCN25331D1_004083-T1, TFCN25331D1_000167-T1, TFCN25331D1_002805-T1, TFCN25331D1_002807-T1
GF00000123	TFCN25331D1_011633-T1, TFCN25331D1_008850-T1, TFCN25331D1_011931-T1, TFCN25331D1_009304-T1, TFCN25331D1_011803-T1
GF00000124	TFCN25331D1_006226-T1, TFCN25331D1_013521-T1, TFCN25331D1_006263-T1, TFCN25331D1_009225-T1, TFCN25331D1_006225-T1
GF00000125	TFCN25331D1_013146-T1, TFCN25331D1_002378-T1, TFCN25331D1_010082-T1, TFCN25331D1_008465-T1, TFCN25331D1_011350-T1
GF00000126	TFCN25331D1_011880-T1, TFCN25331D1_009016-T1, TFCN25331D1_009613-T1, TFCN25331D1_003372-T1, TFCN25331D1_003373-T1
GF00000127	TFCN25331D1_002319-T1, TFCN25331D1_012449-T1, TFCN25331D1_007106-T1, TFCN25331D1_012030-T1, TFCN25331D1_002877-T1
GF00000128	TFCN25331D1_001988-T1, TFCN25331D1_001909-T1, TFCN25331D1_002125-T1, TFCN25331D1_002124-T1, TFCN25331D1_001910-T1
GF00000129	TFCN25331D1_011694-T1, TFCN25331D1_009723-T1, TFCN25331D1_013799-T1, TFCN25331D1_009545-T1, TFCN25331D1_009546-T1
GF00000130	TFCN25331D1_012200-T1, TFCN25331D1_000762-T1, TFCN25331D1_002324-T1, TFCN25331D1_007111-T1, TFCN25331D1_007112-T1
GF00000131	TFCN25331D1_013731-T1, TFCN25331D1_003187-T1, TFCN25331D1_003189-T1, TFCN25331D1_010593-T1, TFCN25331D1_013732-T1
GF00000132	TFCN25331D1_010463-T1, TFCN25331D1_007495-T1, TFCN25331D1_001638-T1, TFCN25331D1_013832-T1, TFCN25331D1_005015-T1
GF00000133	TFCN25331D1_004380-T1, TFCN25331D1_003033-T1, TFCN25331D1_004379-T1, TFCN25331D1_003035-T1, TFCN25331D1_003034-T1
GF00000134	TFCN25331D1_011570-T1, TFCN25331D1_010232-T1, TFCN25331D1_009952-T1, TFCN25331D1_003876-T1, TFCN25331D1_004024-T1
GF00000135	TFCN25331D1_006443-T1, TFCN25331D1_006458-T1, TFCN25331D1_013409-T1, TFCN25331D1_010992-T1, TFCN25331D1_013815-T1
GF00000136	TFCN25331D1_005468-T1, TFCN25331D1_013813-T1, TFCN25331D1_013753-T1, TFCN25331D1_013752-T1, TFCN25331D1_013807-T1
GF00000137	TFCN25331D1_011241-T1, TFCN25331D1_008478-T1, TFCN25331D1_011243-T1, TFCN25331D1_013836-T1, TFCN25331D1_011242-T1
GF00000138	TFCN25331D1_008178-T1, TFCN25331D1_000228-T1, TFCN25331D1_000229-T1, TFCN25331D1_000227-T1, TFCN25331D1_008177-T1
GF00000139	TFCN25331D1_010845-T1, TFCN25331D1_010125-T1, TFCN25331D1_002420-T1, TFCN25331D1_010124-T1, TFCN25331D1_002419-T1
GF00000140	TFCN25331D1_009814-T1, TFCN25331D1_003543-T1, TFCN25331D1_009828-T1, TFCN25331D1_009829-T1, TFCN25331D1_003530-T1
GF00000141	TFCN25331D1_003144-T1, TFCN25331D1_012795-T1, TFCN25331D1_005693-T1, TFCN25331D1_010889-T1, TFCN25331D1_010890-T1
GF00000142	TFCN25331D1_012761-T1, TFCN25331D1_004368-T1, TFCN25331D1_004365-T1, TFCN25331D1_012758-T1, TFCN25331D1_012759-T1
GF00000143	TFCN25331D1_007754-T1, TFCN25331D1_007753-T1, TFCN25331D1_013256-T1, TFCN25331D1_009415-T1, TFCN25331D1_005653-T1
GF00000144	TFCN25331D1_007876-T1, TFCN25331D1_000949-T1, TFCN25331D1_000966-T1, TFCN25331D1_000955-T1, TFCN25331D1_004748-T1
GF00000145	TFCN25331D1_010555-T1, TFCN25331D1_003226-T1, TFCN25331D1_003224-T1, TFCN25331D1_010556-T1, TFCN25331D1_003225-T1
GF00000146	TFCN25331D1_001065-T1, TFCN25331D1_001454-T1, TFCN25331D1_001198-T1, TFCN25331D1_004872-T1, TFCN25331D1_004871-T1
GF00000147	TFCN25331D1_010114-T1, TFCN25331D1_002412-T1, TFCN25331D1_002411-T1, TFCN25331D1_010117-T1, TFCN25331D1_010116-T1
GF00000148	TFCN25331D1_005071-T1, TFCN25331D1_013152-T1, TFCN25331D1_011455-T1, TFCN25331D1_008438-T1, TFCN25331D1_009206-T1
GF00000149	TFCN25331D1_008422-T1, TFCN25331D1_009193-T1, TFCN25331D1_008421-T1, TFCN25331D1_009194-T1, TFCN25331D1_009195-T1
GF00000150	TFCN25331D1_008853-T1, TFCN25331D1_011928-T1, TFCN25331D1_000646-T1, TFCN25331D1_006714-T1, TFCN25331D1_008854-T1
GF00000151	TFCN25331D1_006384-T1, TFCN25331D1_003759-T1, TFCN25331D1_006385-T1, TFCN25331D1_006386-T1, TFCN25331D1_006383-T1
GF00000152	TFCN25331D1_012475-T1, TFCN25331D1_005396-T1, TFCN25331D1_012472-T1, TFCN25331D1_012471-T1, TFCN25331D1_012474-T1
GF00000153	TFCN25331D1_010679-T1, TFCN25331D1_005023-T1, TFCN25331D1_010611-T1, TFCN25331D1_012260-T1, TFCN25331D1_013035-T1
GF00000154	TFCN25331D1_010241-T1, TFCN25331D1_004241-T1, TFCN25331D1_002567-T1, TFCN25331D1_004694-T1, TFCN25331D1_004695-T1
GF00000155	TFCN25331D1_000209-T1, TFCN25331D1_002844-T1, TFCN25331D1_002846-T1, TFCN25331D1_000211-T1, TFCN25331D1_000208-T1
GF00000156	TFCN25331D1_001744-T1, TFCN25331D1_004911-T1, TFCN25331D1_012019-T1, TFCN25331D1_012441-T1, TFCN25331D1_001738-T1
GF00000157	TFCN25331D1_011042-T1, TFCN25331D1_002352-T1, TFCN25331D1_007524-T1, TFCN25331D1_007137-T1, TFCN25331D1_007138-T1
GF00000158	TFCN25331D1_001793-T1, TFCN25331D1_002008-T1, TFCN25331D1_001782-T1, TFCN25331D1_001996-T1, TFCN25331D1_001997-T1
GF00000159	TFCN25331D1_006278-T1, TFCN25331D1_003653-T1, TFCN25331D1_003652-T1, TFCN25331D1_006277-T1, TFCN25331D1_013707-T1
GF00000160	TFCN25331D1_008982-T1, TFCN25331D1_007710-T1, TFCN25331D1_000529-T1, TFCN25331D1_009427-T1, TFCN25331D1_009428-T1
GF00000161	TFCN25331D1_010619-T1, TFCN25331D1_013026-T1, TFCN25331D1_000175-T1, TFCN25331D1_002817-T1, TFCN25331D1_005343-T1
GF00000162	TFCN25331D1_011811-T1, TFCN25331D1_000584-T1, TFCN25331D1_008805-T1, TFCN25331D1_003639-T1, TFCN25331D1_003734-T1
GF00000163	TFCN25331D1_011108-T1, TFCN25331D1_013642-T1, TFCN25331D1_005148-T1, TFCN25331D1_013637-T1, TFCN25331D1_011675-T1
GF00000164	TFCN25331D1_006507-T1, TFCN25331D1_011725-T1, TFCN25331D1_006508-T1, TFCN25331D1_011723-T1, TFCN25331D1_011724-T1
GF00000165	TFCN25331D1_006660-T1, TFCN25331D1_006661-T1, TFCN25331D1_004572-T1, TFCN25331D1_004571-T1, TFCN25331D1_006662-T1
GF00000166	TFCN25331D1_009201-T1, TFCN25331D1_008433-T1, TFCN25331D1_009186-T1, TFCN25331D1_009184-T1, TFCN25331D1_009185-T1
GF00000167	TFCN25331D1_002940-T1, TFCN25331D1_012879-T1, TFCN25331D1_001621-T1, TFCN25331D1_012880-T1, TFCN25331D1_001622-T1
GF00000168	TFCN25331D1_011980-T1, TFCN25331D1_003780-T1, TFCN25331D1_003777-T1, TFCN25331D1_013394-T1, TFCN25331D1_013395-T1
GF00000169	TFCN25331D1_007365-T1, TFCN25331D1_007366-T1, TFCN25331D1_013442-T1, TFCN25331D1_013440-T1, TFCN25331D1_013441-T1
GF00000170	TFCN25331D1_002898-T1, TFCN25331D1_001370-T1, TFCN25331D1_001286-T1, TFCN25331D1_003670-T1, TFCN25331D1_006297-T1
GF00000171	TFCN25331D1_012380-T1, TFCN25331D1_005799-T1, TFCN25331D1_008619-T1, TFCN25331D1_012379-T1, TFCN25331D1_008620-T1
GF00000172	TFCN25331D1_009142-T1, TFCN25331D1_009579-T1, TFCN25331D1_009143-T1, TFCN25331D1_006074-T1, TFCN25331D1_013828-T1
GF00000173	TFCN25331D1_009823-T1, TFCN25331D1_003538-T1, TFCN25331D1_009830-T1, TFCN25331D1_003529-T1
GF00000174	TFCN25331D1_009550-T1, TFCN25331D1_010130-T1, TFCN25331D1_010132-T1, TFCN25331D1_010131-T1
GF00000175	TFCN25331D1_012080-T1, TFCN25331D1_002429-T1, TFCN25331D1_006182-T1, TFCN25331D1_001587-T1
GF00000176	TFCN25331D1_010859-T1, TFCN25331D1_006006-T1, TFCN25331D1_008013-T1, TFCN25331D1_003852-T1
GF00000177	TFCN25331D1_006915-T1, TFCN25331D1_012600-T1, TFCN25331D1_012601-T1, TFCN25331D1_012604-T1
GF00000178	TFCN25331D1_005106-T1, TFCN25331D1_008724-T1, TFCN25331D1_010689-T1, TFCN25331D1_010688-T1
GF00000179	TFCN25331D1_008597-T1, TFCN25331D1_005765-T1, TFCN25331D1_005764-T1, TFCN25331D1_005766-T1
GF00000180	TFCN25331D1_008406-T1, TFCN25331D1_009175-T1, TFCN25331D1_007832-T1, TFCN25331D1_000911-T1
GF00000181	TFCN25331D1_006439-T1, TFCN25331D1_013431-T1, TFCN25331D1_003494-T1, TFCN25331D1_009868-T1
GF00000182	TFCN25331D1_003007-T1, TFCN25331D1_003902-T1, TFCN25331D1_001602-T1, TFCN25331D1_006167-T1
GF00000183	TFCN25331D1_000804-T1, TFCN25331D1_010635-T1, TFCN25331D1_000764-T1, TFCN25331D1_012198-T1
GF00000184	TFCN25331D1_009872-T1, TFCN25331D1_002235-T1, TFCN25331D1_012633-T1, TFCN25331D1_007409-T1
GF00000185	TFCN25331D1_008721-T1, TFCN25331D1_005109-T1, TFCN25331D1_007578-T1, TFCN25331D1_008322-T1
GF00000186	TFCN25331D1_012154-T1, TFCN25331D1_006835-T1, TFCN25331D1_012297-T1, TFCN25331D1_003618-T1
GF00000187	TFCN25331D1_011353-T1, TFCN25331D1_008538-T1, TFCN25331D1_004227-T1, TFCN25331D1_004709-T1
GF00000188	TFCN25331D1_007716-T1, TFCN25331D1_000535-T1, TFCN25331D1_011669-T1, TFCN25331D1_012814-T1
GF00000189	TFCN25331D1_010609-T1, TFCN25331D1_012262-T1, TFCN25331D1_010608-T1, TFCN25331D1_012263-T1
GF00000190	TFCN25331D1_009690-T1, TFCN25331D1_007392-T1, TFCN25331D1_007393-T1, TFCN25331D1_009689-T1
GF00000191	TFCN25331D1_000989-T1, TFCN25331D1_004770-T1, TFCN25331D1_007350-T1, TFCN25331D1_007349-T1
GF00000192	TFCN25331D1_008670-T1, TFCN25331D1_009063-T1, TFCN25331D1_004231-T1, TFCN25331D1_004705-T1
GF00000193	TFCN25331D1_010937-T1, TFCN25331D1_012314-T1, TFCN25331D1_012315-T1, TFCN25331D1_010936-T1
GF00000194	TFCN25331D1_006544-T1, TFCN25331D1_013357-T1, TFCN25331D1_013861-T1, TFCN25331D1_013851-T1
GF00000195	TFCN25331D1_000082-T1, TFCN25331D1_002717-T1, TFCN25331D1_005349-T1, TFCN25331D1_012508-T1
GF00000196	TFCN25331D1_008399-T1, TFCN25331D1_011868-T1, TFCN25331D1_011384-T1, TFCN25331D1_012859-T1
GF00000197	TFCN25331D1_002228-T1, TFCN25331D1_002227-T1, TFCN25331D1_011308-T1, TFCN25331D1_011309-T1
GF00000198	TFCN25331D1_001741-T1, TFCN25331D1_003749-T1, TFCN25331D1_006371-T1, TFCN25331D1_009921-T1
GF00000199	TFCN25331D1_008912-T1, TFCN25331D1_001064-T1, TFCN25331D1_004874-T1, TFCN25331D1_004875-T1
GF00000200	TFCN25331D1_008584-T1, TFCN25331D1_005754-T1, TFCN25331D1_008585-T1, TFCN25331D1_008586-T1
GF00000201	TFCN25331D1_003128-T1, TFCN25331D1_004467-T1, TFCN25331D1_004466-T1, TFCN25331D1_004465-T1
GF00000202	TFCN25331D1_013783-T1, TFCN25331D1_013769-T1, TFCN25331D1_013770-T1, TFCN25331D1_013784-T1
GF00000203	TFCN25331D1_002300-T1, TFCN25331D1_004656-T1, TFCN25331D1_004279-T1, TFCN25331D1_007087-T1
GF00000204	TFCN25331D1_000973-T1, TFCN25331D1_004753-T1, TFCN25331D1_004749-T1, TFCN25331D1_000967-T1
GF00000205	TFCN25331D1_008682-T1, TFCN25331D1_009053-T1, TFCN25331D1_008689-T1, TFCN25331D1_009047-T1
GF00000206	TFCN25331D1_011100-T1, TFCN25331D1_005157-T1, TFCN25331D1_006572-T1, TFCN25331D1_012043-T1
GF00000207	TFCN25331D1_000824-T1, TFCN25331D1_010657-T1, TFCN25331D1_009248-T1, TFCN25331D1_002505-T1
GF00000208	TFCN25331D1_001230-T1, TFCN25331D1_001425-T1, TFCN25331D1_010904-T1, TFCN25331D1_003157-T1
GF00000209	TFCN25331D1_005439-T1, TFCN25331D1_013811-T1, TFCN25331D1_013809-T1, TFCN25331D1_013208-T1
GF00000210	TFCN25331D1_003916-T1, TFCN25331D1_012450-T1, TFCN25331D1_012031-T1, TFCN25331D1_011606-T1
GF00000211	TFCN25331D1_000172-T1, TFCN25331D1_002812-T1, TFCN25331D1_002814-T1, TFCN25331D1_002813-T1
GF00000212	TFCN25331D1_007547-T1, TFCN25331D1_003932-T1, TFCN25331D1_003931-T1, TFCN25331D1_003933-T1
GF00000213	TFCN25331D1_004823-T1, TFCN25331D1_001038-T1, TFCN25331D1_008969-T1, TFCN25331D1_008970-T1
GF00000214	TFCN25331D1_008636-T1, TFCN25331D1_009082-T1, TFCN25331D1_009096-T1, TFCN25331D1_008638-T1
GF00000215	TFCN25331D1_012584-T1, TFCN25331D1_011332-T1, TFCN25331D1_004766-T1, TFCN25331D1_000985-T1
GF00000216	TFCN25331D1_004446-T1, TFCN25331D1_003109-T1, TFCN25331D1_008535-T1, TFCN25331D1_011355-T1
GF00000217	TFCN25331D1_011589-T1, TFCN25331D1_010213-T1, TFCN25331D1_003572-T1, TFCN25331D1_011181-T1
GF00000218	TFCN25331D1_007270-T1, TFCN25331D1_003265-T1, TFCN25331D1_005683-T1, TFCN25331D1_007722-T1
GF00000219	TFCN25331D1_001219-T1, TFCN25331D1_001436-T1, TFCN25331D1_012351-T1, TFCN25331D1_005827-T1
GF00000220	TFCN25331D1_007860-T1, TFCN25331D1_000936-T1, TFCN25331D1_010974-T1, TFCN25331D1_006476-T1
GF00000221	TFCN25331D1_011284-T1, TFCN25331D1_002201-T1, TFCN25331D1_011297-T1, TFCN25331D1_002214-T1
GF00000222	TFCN25331D1_012417-T1, TFCN25331D1_006867-T1, TFCN25331D1_006868-T1, TFCN25331D1_012415-T1
GF00000223	TFCN25331D1_007580-T1, TFCN25331D1_008325-T1, TFCN25331D1_001830-T1, TFCN25331D1_002048-T1
GF00000224	TFCN25331D1_009401-T1, TFCN25331D1_002276-T1, TFCN25331D1_009897-T1, TFCN25331D1_013243-T1
GF00000225	TFCN25331D1_004579-T1, TFCN25331D1_006675-T1, TFCN25331D1_006676-T1, TFCN25331D1_006674-T1
GF00000226	TFCN25331D1_003550-T1, TFCN25331D1_011161-T1, TFCN25331D1_002158-T1, TFCN25331D1_001946-T1
GF00000227	TFCN25331D1_001532-T1, TFCN25331D1_001113-T1, TFCN25331D1_008412-T1, TFCN25331D1_009180-T1
GF00000228	TFCN25331D1_007399-T1, TFCN25331D1_009683-T1, TFCN25331D1_000823-T1, TFCN25331D1_010656-T1
GF00000229	TFCN25331D1_001161-T1, TFCN25331D1_001484-T1, TFCN25331D1_001188-T1, TFCN25331D1_001189-T1
GF00000230	TFCN25331D1_008381-T1, TFCN25331D1_011851-T1, TFCN25331D1_012323-T1, TFCN25331D1_010927-T1
GF00000231	TFCN25331D1_010578-T1, TFCN25331D1_003202-T1, TFCN25331D1_003213-T1, TFCN25331D1_010567-T1
GF00000232	TFCN25331D1_008309-T1, TFCN25331D1_009032-T1, TFCN25331D1_009033-T1, TFCN25331D1_003921-T1
GF00000233	TFCN25331D1_004457-T1, TFCN25331D1_003119-T1, TFCN25331D1_003111-T1, TFCN25331D1_004448-T1
GF00000234	TFCN25331D1_009423-T1, TFCN25331D1_013632-T1, TFCN25331D1_000653-T1, TFCN25331D1_006721-T1
GF00000235	TFCN25331D1_000981-T1, TFCN25331D1_004762-T1, TFCN25331D1_013248-T1, TFCN25331D1_009407-T1
GF00000236	TFCN25331D1_002232-T1, TFCN25331D1_011313-T1, TFCN25331D1_008110-T1, TFCN25331D1_010953-T1
GF00000237	TFCN25331D1_013215-T1, TFCN25331D1_012847-T1, TFCN25331D1_012253-T1, TFCN25331D1_010828-T1
GF00000238	TFCN25331D1_010281-T1, TFCN25331D1_002991-T1, TFCN25331D1_005645-T1, TFCN25331D1_007763-T1
GF00000239	TFCN25331D1_004478-T1, TFCN25331D1_005512-T1, TFCN25331D1_003602-T1, TFCN25331D1_012641-T1
GF00000240	TFCN25331D1_006024-T1, TFCN25331D1_011967-T1, TFCN25331D1_007995-T1, TFCN25331D1_013177-T1
GF00000241	TFCN25331D1_004250-T1, TFCN25331D1_004685-T1, TFCN25331D1_007701-T1, TFCN25331D1_000519-T1
GF00000242	TFCN25331D1_002532-T1, TFCN25331D1_012394-T1, TFCN25331D1_003018-T1, TFCN25331D1_013559-T1
GF00000243	TFCN25331D1_012863-T1, TFCN25331D1_011388-T1, TFCN25331D1_008996-T1, TFCN25331D1_011899-T1
GF00000244	TFCN25331D1_008359-T1, TFCN25331D1_007624-T1, TFCN25331D1_008179-T1, TFCN25331D1_000230-T1
GF00000245	TFCN25331D1_008919-T1, TFCN25331D1_010035-T1, TFCN25331D1_010038-T1, TFCN25331D1_010034-T1
GF00000246	TFCN25331D1_006218-T1, TFCN25331D1_001551-T1, TFCN25331D1_003078-T1, TFCN25331D1_004418-T1
GF00000247	TFCN25331D1_001680-T1, TFCN25331D1_004970-T1, TFCN25331D1_009121-T1, TFCN25331D1_006091-T1
GF00000248	TFCN25331D1_000132-T1, TFCN25331D1_002769-T1, TFCN25331D1_001112-T1, TFCN25331D1_001533-T1
GF00000249	TFCN25331D1_008392-T1, TFCN25331D1_011862-T1, TFCN25331D1_008391-T1, TFCN25331D1_011861-T1
GF00000250	TFCN25331D1_012934-T1, TFCN25331D1_006761-T1, TFCN25331D1_000700-T1, TFCN25331D1_000699-T1
GF00000251	TFCN25331D1_006190-T1, TFCN25331D1_006191-T1, TFCN25331D1_001579-T1, TFCN25331D1_013855-T1
GF00000252	TFCN25331D1_005241-T1, TFCN25331D1_007931-T1, TFCN25331D1_002708-T1, TFCN25331D1_000073-T1
GF00000253	TFCN25331D1_003836-T1, TFCN25331D1_003447-T1, TFCN25331D1_010457-T1, TFCN25331D1_003857-T1
GF00000254	TFCN25331D1_010596-T1, TFCN25331D1_012278-T1, TFCN25331D1_012277-T1, TFCN25331D1_012276-T1
GF00000255	TFCN25331D1_000931-T1, TFCN25331D1_007855-T1, TFCN25331D1_010357-T1, TFCN25331D1_010517-T1
GF00000256	TFCN25331D1_008837-T1, TFCN25331D1_011943-T1, TFCN25331D1_001299-T1, TFCN25331D1_001355-T1
GF00000257	TFCN25331D1_009504-T1, TFCN25331D1_012517-T1, TFCN25331D1_012530-T1, TFCN25331D1_009491-T1
GF00000258	TFCN25331D1_005692-T1, TFCN25331D1_012794-T1, TFCN25331D1_008946-T1, TFCN25331D1_009459-T1
GF00000259	TFCN25331D1_009805-T1, TFCN25331D1_006812-T1, TFCN25331D1_009809-T1, TFCN25331D1_006815-T1
GF00000260	TFCN25331D1_003113-T1, TFCN25331D1_004451-T1, TFCN25331D1_003114-T1, TFCN25331D1_004452-T1
GF00000261	TFCN25331D1_011660-T1, TFCN25331D1_012824-T1, TFCN25331D1_011559-T1, TFCN25331D1_008139-T1
GF00000262	TFCN25331D1_005598-T1, TFCN25331D1_007227-T1, TFCN25331D1_001319-T1, TFCN25331D1_001333-T1
GF00000263	TFCN25331D1_006546-T1, TFCN25331D1_013796-T1, TFCN25331D1_000840-T1, TFCN25331D1_013740-T1
GF00000264	TFCN25331D1_009664-T1, TFCN25331D1_003424-T1, TFCN25331D1_007519-T1, TFCN25331D1_011047-T1
GF00000265	TFCN25331D1_006165-T1, TFCN25331D1_001604-T1, TFCN25331D1_001603-T1, TFCN25331D1_006166-T1
GF00000266	TFCN25331D1_005769-T1, TFCN25331D1_008600-T1, TFCN25331D1_008602-T1, TFCN25331D1_008601-T1
GF00000267	TFCN25331D1_001907-T1, TFCN25331D1_001989-T1, TFCN25331D1_001327-T1, TFCN25331D1_001326-T1
GF00000268	TFCN25331D1_008386-T1, TFCN25331D1_008385-T1, TFCN25331D1_011855-T1, TFCN25331D1_011856-T1
GF00000269	TFCN25331D1_008419-T1, TFCN25331D1_008418-T1, TFCN25331D1_009197-T1, TFCN25331D1_009198-T1
GF00000270	TFCN25331D1_011683-T1, TFCN25331D1_009712-T1, TFCN25331D1_009713-T1, TFCN25331D1_011684-T1
GF00000271	TFCN25331D1_006096-T1, TFCN25331D1_009116-T1, TFCN25331D1_001059-T1, TFCN25331D1_004845-T1
GF00000272	TFCN25331D1_009136-T1, TFCN25331D1_006080-T1, TFCN25331D1_001516-T1, TFCN25331D1_001129-T1
GF00000273	TFCN25331D1_013268-T1, TFCN25331D1_008151-T1, TFCN25331D1_008150-T1, TFCN25331D1_013269-T1
GF00000274	TFCN25331D1_003102-T1, TFCN25331D1_004439-T1, TFCN25331D1_000674-T1, TFCN25331D1_006741-T1
GF00000275	TFCN25331D1_001717-T1, TFCN25331D1_004932-T1, TFCN25331D1_001718-T1, TFCN25331D1_004931-T1
GF00000276	TFCN25331D1_012779-T1, TFCN25331D1_008288-T1, TFCN25331D1_000133-T1, TFCN25331D1_002770-T1
GF00000277	TFCN25331D1_009591-T1, TFCN25331D1_010173-T1, TFCN25331D1_004191-T1, TFCN25331D1_000300-T1
