	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00000629	1	3	4	1.0	multi-copy
GF00000630	1	3	4	1.0	multi-copy
GF00000631	2	2	4	1.0	multi-copy
GF00000632	1	3	4	1.0	multi-copy
GF00000633	2	1	3	1.0	multi-copy
GF00000634	1	2	3	1.0	multi-copy
GF00000635	1	2	3	1.0	multi-copy
GF00000636	2	1	3	1.0	multi-copy
GF00000637	2	1	3	1.0	multi-copy
GF00000638	2	1	3	1.0	multi-copy
GF00000639	1	2	3	1.0	multi-copy
GF00000640	2	1	3	1.0	multi-copy
GF00000641	1	2	3	1.0	multi-copy
GF00000642	1	2	3	1.0	multi-copy
GF00000643	1	2	3	1.0	multi-copy
GF00000644	2	1	3	1.0	multi-copy
GF00000645	2	1	3	1.0	multi-copy
GF00000646	1	2	3	1.0	multi-copy
GF00000647	2	1	3	1.0	multi-copy
GF00000648	1	2	3	1.0	multi-copy
GF00000649	1	2	3	1.0	multi-copy
GF00000650	2	1	3	1.0	multi-copy
GF00000651	1	2	3	1.0	multi-copy
GF00000652	1	2	3	1.0	multi-copy
GF00000653	2	1	3	1.0	multi-copy
GF00000654	1	2	3	1.0	multi-copy
GF00000655	1	2	3	1.0	multi-copy
GF00000656	1	2	3	1.0	multi-copy
GF00000657	2	1	3	1.0	multi-copy
GF00000658	2	1	3	1.0	multi-copy
GF00000659	2	1	3	1.0	multi-copy
GF00000660	2	1	3	1.0	multi-copy
GF00000661	1	2	3	1.0	multi-copy
GF00000662	1	2	3	1.0	multi-copy
GF00000663	1	2	3	1.0	multi-copy
GF00000664	2	1	3	1.0	multi-copy
GF00000665	2	1	3	1.0	multi-copy
GF00000666	2	1	3	1.0	multi-copy
GF00000667	2	1	3	1.0	multi-copy
GF00000668	1	2	3	1.0	multi-copy
GF00000669	2	1	3	1.0	multi-copy
GF00000670	2	1	3	1.0	multi-copy
GF00000671	2	1	3	1.0	multi-copy
GF00000672	2	1	3	1.0	multi-copy
GF00000673	2	1	3	1.0	multi-copy
GF00000674	1	2	3	1.0	multi-copy
GF00000675	2	1	3	1.0	multi-copy
GF00000676	1	2	3	1.0	multi-copy
GF00000677	3	0	3	0.5	multi-copy
GF00000678	1	2	3	1.0	multi-copy
GF00000679	1	2	3	1.0	multi-copy
GF00000680	1	2	3	1.0	multi-copy
GF00000681	1	2	3	1.0	multi-copy
GF00000682	1	2	3	1.0	multi-copy
GF00000683	1	2	3	1.0	multi-copy
GF00000684	1	2	3	1.0	multi-copy
GF00000685	1	2	3	1.0	multi-copy
GF00000686	2	1	3	1.0	multi-copy
GF00000687	1	2	3	1.0	multi-copy
GF00000688	2	1	3	1.0	multi-copy
GF00000689	1	2	3	1.0	multi-copy
GF00000690	1	2	3	1.0	multi-copy
GF00000691	1	2	3	1.0	multi-copy
GF00000692	1	2	3	1.0	multi-copy
GF00000693	2	1	3	1.0	multi-copy
GF00000694	1	2	3	1.0	multi-copy
GF00000695	2	1	3	1.0	multi-copy
GF00000696	1	2	3	1.0	multi-copy
GF00000697	1	2	3	1.0	multi-copy
GF00000698	2	1	3	1.0	multi-copy
GF00000699	2	1	3	1.0	multi-copy
GF00000700	2	1	3	1.0	multi-copy
GF00000701	1	2	3	1.0	multi-copy
GF00000702	2	1	3	1.0	multi-copy
GF00000703	1	2	3	1.0	multi-copy
GF00000704	1	2	3	1.0	multi-copy
GF00000705	2	1	3	1.0	multi-copy
GF00000706	1	2	3	1.0	multi-copy
GF00000707	1	2	3	1.0	multi-copy
GF00000708	1	2	3	1.0	multi-copy
GF00000709	2	1	3	1.0	multi-copy
GF00000710	1	2	3	1.0	multi-copy
GF00000711	1	2	3	1.0	multi-copy
GF00000712	1	2	3	1.0	multi-copy
GF00000713	1	2	3	1.0	multi-copy
GF00000714	1	2	3	1.0	multi-copy
GF00000715	1	2	3	1.0	multi-copy
GF00000716	2	1	3	1.0	multi-copy
GF00000717	2	1	3	1.0	multi-copy
GF00000718	2	1	3	1.0	multi-copy
GF00000719	1	2	3	1.0	multi-copy
GF00000720	2	1	3	1.0	multi-copy
GF00000721	2	1	3	1.0	multi-copy
GF00000722	2	1	3	1.0	multi-copy
GF00000723	2	1	3	1.0	multi-copy
GF00000724	1	2	3	1.0	multi-copy
GF00000725	1	2	3	1.0	multi-copy
GF00000726	1	2	3	1.0	multi-copy
GF00000727	1	2	3	1.0	multi-copy
GF00000728	1	2	3	1.0	multi-copy
GF00000729	1	2	3	1.0	multi-copy
GF00000730	1	2	3	1.0	multi-copy
GF00000731	1	2	3	1.0	multi-copy
GF00000732	1	2	3	1.0	multi-copy
GF00000733	1	2	3	1.0	multi-copy
GF00000734	1	2	3	1.0	multi-copy
GF00000735	1	2	3	1.0	multi-copy
GF00000736	1	2	3	1.0	multi-copy
GF00000737	1	2	3	1.0	multi-copy
GF00000738	1	2	3	1.0	multi-copy
GF00000739	1	2	3	1.0	multi-copy
GF00000740	1	2	3	1.0	multi-copy
GF00000741	1	2	3	1.0	multi-copy
GF00000742	1	2	3	1.0	multi-copy
GF00000743	1	2	3	1.0	multi-copy
GF00000744	2	1	3	1.0	multi-copy
GF00000745	2	1	3	1.0	multi-copy
GF00000746	2	1	3	1.0	multi-copy
GF00000747	2	1	3	1.0	multi-copy
GF00000748	1	2	3	1.0	multi-copy
GF00000749	2	1	3	1.0	multi-copy
GF00000750	2	1	3	1.0	multi-copy
GF00000751	1	2	3	1.0	multi-copy
GF00000752	1	2	3	1.0	multi-copy
GF00000753	1	2	3	1.0	multi-copy
GF00000754	2	1	3	1.0	multi-copy
GF00000755	2	1	3	1.0	multi-copy
GF00000756	1	2	3	1.0	multi-copy
GF00000757	2	1	3	1.0	multi-copy
GF00000758	2	1	3	1.0	multi-copy
GF00000759	2	1	3	1.0	multi-copy
GF00000760	1	2	3	1.0	multi-copy
GF00000761	1	2	3	1.0	multi-copy
GF00000762	1	2	3	1.0	multi-copy
GF00000763	1	2	3	1.0	multi-copy
GF00000764	2	1	3	1.0	multi-copy
GF00000765	2	1	3	1.0	multi-copy
GF00000766	2	1	3	1.0	multi-copy
GF00000767	2	1	3	1.0	multi-copy
GF00000768	1	2	3	1.0	multi-copy
GF00000769	2	1	3	1.0	multi-copy
GF00000770	2	1	3	1.0	multi-copy
GF00000771	1	2	3	1.0	multi-copy
GF00000772	2	1	3	1.0	multi-copy
GF00000773	1	2	3	1.0	multi-copy
GF00000774	1	2	3	1.0	multi-copy
GF00000775	1	2	3	1.0	multi-copy
GF00000776	1	2	3	1.0	multi-copy
GF00000777	2	1	3	1.0	multi-copy
GF00000778	1	2	3	1.0	multi-copy
GF00000779	1	2	3	1.0	multi-copy
GF00000780	1	2	3	1.0	multi-copy
GF00000781	1	2	3	1.0	multi-copy
GF00000782	1	2	3	1.0	multi-copy
GF00000783	1	2	3	1.0	multi-copy
GF00000784	2	1	3	1.0	multi-copy
GF00000785	1	2	3	1.0	multi-copy
GF00000786	2	1	3	1.0	multi-copy
GF00000787	1	2	3	1.0	multi-copy
GF00000788	2	1	3	1.0	multi-copy
GF00000789	1	2	3	1.0	multi-copy
GF00000790	2	1	3	1.0	multi-copy
GF00000791	1	2	3	1.0	multi-copy
GF00000792	1	2	3	1.0	multi-copy
GF00000793	2	1	3	1.0	multi-copy
GF00000794	1	2	3	1.0	multi-copy
GF00000795	1	2	3	1.0	multi-copy
GF00000796	2	1	3	1.0	multi-copy
GF00000797	2	1	3	1.0	multi-copy
GF00000798	2	1	3	1.0	multi-copy
GF00000799	2	1	3	1.0	multi-copy
GF00000800	2	1	3	1.0	multi-copy
GF00000801	1	2	3	1.0	multi-copy
GF00000802	1	2	3	1.0	multi-copy
GF00000803	1	2	3	1.0	multi-copy
GF00000804	2	1	3	1.0	multi-copy
GF00000805	2	1	3	1.0	multi-copy
GF00000806	1	2	3	1.0	multi-copy
GF00000807	1	2	3	1.0	multi-copy
GF00000808	1	2	3	1.0	multi-copy
GF00000809	1	2	3	1.0	multi-copy
GF00000810	1	2	3	1.0	multi-copy
GF00000811	2	1	3	1.0	multi-copy
GF00000812	1	2	3	1.0	multi-copy
GF00000813	1	2	3	1.0	multi-copy
GF00000814	2	1	3	1.0	multi-copy
GF00000815	2	1	3	1.0	multi-copy
GF00000816	2	1	3	1.0	multi-copy
GF00000817	2	1	3	1.0	multi-copy
GF00000818	1	2	3	1.0	multi-copy
GF00000819	1	2	3	1.0	multi-copy
GF00000820	1	2	3	1.0	multi-copy
GF00000821	2	1	3	1.0	multi-copy
GF00000822	2	1	3	1.0	multi-copy
GF00000823	2	1	3	1.0	multi-copy
GF00000824	2	1	3	1.0	multi-copy
GF00000825	1	2	3	1.0	multi-copy
GF00000826	2	1	3	1.0	multi-copy
GF00000827	2	1	3	1.0	multi-copy
GF00000828	1	2	3	1.0	multi-copy
GF00000829	1	2	3	1.0	multi-copy
GF00000830	2	1	3	1.0	multi-copy
GF00000831	1	2	3	1.0	multi-copy
GF00000832	1	2	3	1.0	multi-copy
GF00000833	1	2	3	1.0	multi-copy
GF00000834	1	2	3	1.0	multi-copy
GF00000835	2	1	3	1.0	multi-copy
GF00000836	2	1	3	1.0	multi-copy
GF00000837	2	1	3	1.0	multi-copy
GF00000838	2	1	3	1.0	multi-copy
GF00000839	1	2	3	1.0	multi-copy
GF00000840	1	2	3	1.0	multi-copy
GF00000841	2	1	3	1.0	multi-copy
GF00000842	2	1	3	1.0	multi-copy
GF00000843	2	1	3	1.0	multi-copy
GF00000844	2	1	3	1.0	multi-copy
GF00000845	2	1	3	1.0	multi-copy
GF00000846	1	2	3	1.0	multi-copy
GF00000847	1	2	3	1.0	multi-copy
GF00000848	1	2	3	1.0	multi-copy
GF00000849	0	3	3	0.5	multi-copy
GF00000850	1	1	2	1.0	single-copy
GF00000851	1	1	2	1.0	single-copy
GF00000852	1	1	2	1.0	single-copy
GF00000853	1	1	2	1.0	single-copy
GF00000854	1	1	2	1.0	single-copy
GF00000855	1	1	2	1.0	single-copy
GF00000856	1	1	2	1.0	single-copy
GF00000857	1	1	2	1.0	single-copy
GF00000858	1	1	2	1.0	single-copy
GF00000859	1	1	2	1.0	single-copy
GF00000860	1	1	2	1.0	single-copy
GF00000861	1	1	2	1.0	single-copy
GF00000862	1	1	2	1.0	single-copy
GF00000863	1	1	2	1.0	single-copy
GF00000864	1	1	2	1.0	single-copy
GF00000865	1	1	2	1.0	single-copy
GF00000866	1	1	2	1.0	single-copy
GF00000867	1	1	2	1.0	single-copy
GF00000868	1	1	2	1.0	single-copy
GF00000869	1	1	2	1.0	single-copy
GF00000870	1	1	2	1.0	single-copy
GF00000871	1	1	2	1.0	single-copy
GF00000872	1	1	2	1.0	single-copy
GF00000873	1	1	2	1.0	single-copy
GF00000874	1	1	2	1.0	single-copy
GF00000875	1	1	2	1.0	single-copy
GF00000876	1	1	2	1.0	single-copy
GF00000877	1	1	2	1.0	single-copy
GF00000878	1	1	2	1.0	single-copy
GF00000879	1	1	2	1.0	single-copy
GF00000880	1	1	2	1.0	single-copy
GF00000881	1	1	2	1.0	single-copy
GF00000882	1	1	2	1.0	single-copy
GF00000883	1	1	2	1.0	single-copy
GF00000884	1	1	2	1.0	single-copy
GF00000885	1	1	2	1.0	single-copy
GF00000886	1	1	2	1.0	single-copy
GF00000887	1	1	2	1.0	single-copy
GF00000888	1	1	2	1.0	single-copy
GF00000889	1	1	2	1.0	single-copy
GF00000890	1	1	2	1.0	single-copy
GF00000891	1	1	2	1.0	single-copy
GF00000892	1	1	2	1.0	single-copy
GF00000893	1	1	2	1.0	single-copy
GF00000894	1	1	2	1.0	single-copy
GF00000895	1	1	2	1.0	single-copy
GF00000896	1	1	2	1.0	single-copy
GF00000897	1	1	2	1.0	single-copy
GF00000898	1	1	2	1.0	single-copy
GF00000899	1	1	2	1.0	single-copy
GF00000900	1	1	2	1.0	single-copy
GF00000901	1	1	2	1.0	single-copy
GF00000902	1	1	2	1.0	single-copy
GF00000903	1	1	2	1.0	single-copy
GF00000904	1	1	2	1.0	single-copy
GF00000905	1	1	2	1.0	single-copy
GF00000906	1	1	2	1.0	single-copy
GF00000907	1	1	2	1.0	single-copy
GF00000908	1	1	2	1.0	single-copy
GF00000909	1	1	2	1.0	single-copy
GF00000910	1	1	2	1.0	single-copy
GF00000911	1	1	2	1.0	single-copy
GF00000912	1	1	2	1.0	single-copy
GF00000913	1	1	2	1.0	single-copy
GF00000914	1	1	2	1.0	single-copy
GF00000915	1	1	2	1.0	single-copy
GF00000916	1	1	2	1.0	single-copy
GF00000917	1	1	2	1.0	single-copy
GF00000918	1	1	2	1.0	single-copy
GF00000919	1	1	2	1.0	single-copy
GF00000920	1	1	2	1.0	single-copy
GF00000921	1	1	2	1.0	single-copy
GF00000922	1	1	2	1.0	single-copy
GF00000923	1	1	2	1.0	single-copy
GF00000924	1	1	2	1.0	single-copy
GF00000925	1	1	2	1.0	single-copy
GF00000926	1	1	2	1.0	single-copy
GF00000927	1	1	2	1.0	single-copy
GF00000928	1	1	2	1.0	single-copy
GF00000929	1	1	2	1.0	single-copy
GF00000930	2	0	2	0.5	multi-copy
GF00000931	1	1	2	1.0	single-copy
GF00000932	1	1	2	1.0	single-copy
GF00000933	1	1	2	1.0	single-copy
GF00000934	1	1	2	1.0	single-copy
GF00000935	1	1	2	1.0	single-copy
GF00000936	1	1	2	1.0	single-copy
GF00000937	1	1	2	1.0	single-copy
GF00000938	1	1	2	1.0	single-copy
GF00000939	1	1	2	1.0	single-copy
GF00000940	1	1	2	1.0	single-copy
GF00000941	1	1	2	1.0	single-copy
GF00000942	1	1	2	1.0	single-copy
GF00000943	1	1	2	1.0	single-copy
GF00000944	1	1	2	1.0	single-copy
GF00000945	1	1	2	1.0	single-copy
GF00000946	1	1	2	1.0	single-copy
GF00000947	1	1	2	1.0	single-copy
GF00000948	1	1	2	1.0	single-copy
GF00000949	1	1	2	1.0	single-copy
GF00000950	1	1	2	1.0	single-copy
GF00000951	1	1	2	1.0	single-copy
GF00000952	1	1	2	1.0	single-copy
GF00000953	1	1	2	1.0	single-copy
GF00000954	1	1	2	1.0	single-copy
GF00000955	1	1	2	1.0	single-copy
GF00000956	1	1	2	1.0	single-copy
GF00000957	1	1	2	1.0	single-copy
GF00000958	1	1	2	1.0	single-copy
GF00000959	1	1	2	1.0	single-copy
GF00000960	1	1	2	1.0	single-copy
GF00000961	1	1	2	1.0	single-copy
GF00000962	1	1	2	1.0	single-copy
GF00000963	1	1	2	1.0	single-copy
GF00000964	1	1	2	1.0	single-copy
GF00000965	1	1	2	1.0	single-copy
GF00000966	1	1	2	1.0	single-copy
GF00000967	1	1	2	1.0	single-copy
GF00000968	1	1	2	1.0	single-copy
GF00000969	1	1	2	1.0	single-copy
GF00000970	1	1	2	1.0	single-copy
GF00000971	1	1	2	1.0	single-copy
GF00000972	1	1	2	1.0	single-copy
GF00000973	1	1	2	1.0	single-copy
GF00000974	1	1	2	1.0	single-copy
GF00000975	1	1	2	1.0	single-copy
GF00000976	1	1	2	1.0	single-copy
GF00000977	1	1	2	1.0	single-copy
GF00000978	1	1	2	1.0	single-copy
GF00000979	1	1	2	1.0	single-copy
GF00000980	1	1	2	1.0	single-copy
GF00000981	1	1	2	1.0	single-copy
GF00000982	1	1	2	1.0	single-copy
GF00000983	1	1	2	1.0	single-copy
GF00000984	1	1	2	1.0	single-copy
GF00000985	1	1	2	1.0	single-copy
GF00000986	1	1	2	1.0	single-copy
GF00000987	1	1	2	1.0	single-copy
GF00000988	1	1	2	1.0	single-copy
GF00000989	1	1	2	1.0	single-copy
GF00000990	1	1	2	1.0	single-copy
GF00000991	1	1	2	1.0	single-copy
GF00000992	1	1	2	1.0	single-copy
GF00000993	1	1	2	1.0	single-copy
GF00000994	1	1	2	1.0	single-copy
GF00000995	1	1	2	1.0	single-copy
GF00000996	1	1	2	1.0	single-copy
GF00000997	1	1	2	1.0	single-copy
GF00000998	1	1	2	1.0	single-copy
GF00000999	1	1	2	1.0	single-copy
GF00001000	1	1	2	1.0	single-copy
GF00001001	1	1	2	1.0	single-copy
GF00001002	1	1	2	1.0	single-copy
GF00001003	2	0	2	0.5	multi-copy
GF00001004	1	1	2	1.0	single-copy
GF00001005	1	1	2	1.0	single-copy
GF00001006	1	1	2	1.0	single-copy
GF00001007	1	1	2	1.0	single-copy
GF00001008	1	1	2	1.0	single-copy
GF00001009	1	1	2	1.0	single-copy
GF00001010	1	1	2	1.0	single-copy
GF00001011	1	1	2	1.0	single-copy
GF00001012	1	1	2	1.0	single-copy
GF00001013	1	1	2	1.0	single-copy
GF00001014	1	1	2	1.0	single-copy
GF00001015	1	1	2	1.0	single-copy
GF00001016	1	1	2	1.0	single-copy
GF00001017	1	1	2	1.0	single-copy
GF00001018	1	1	2	1.0	single-copy
GF00001019	1	1	2	1.0	single-copy
GF00001020	1	1	2	1.0	single-copy
GF00001021	1	1	2	1.0	single-copy
GF00001022	1	1	2	1.0	single-copy
GF00001023	1	1	2	1.0	single-copy
GF00001024	1	1	2	1.0	single-copy
GF00001025	1	1	2	1.0	single-copy
GF00001026	1	1	2	1.0	single-copy
GF00001027	1	1	2	1.0	single-copy
GF00001028	1	1	2	1.0	single-copy
GF00001029	1	1	2	1.0	single-copy
GF00001030	1	1	2	1.0	single-copy
GF00001031	1	1	2	1.0	single-copy
GF00001032	1	1	2	1.0	single-copy
GF00001033	1	1	2	1.0	single-copy
GF00001034	1	1	2	1.0	single-copy
GF00001035	1	1	2	1.0	single-copy
GF00001036	1	1	2	1.0	single-copy
GF00001037	1	1	2	1.0	single-copy
GF00001038	1	1	2	1.0	single-copy
GF00001039	1	1	2	1.0	single-copy
GF00001040	1	1	2	1.0	single-copy
GF00001041	1	1	2	1.0	single-copy
GF00001042	1	1	2	1.0	single-copy
GF00001043	1	1	2	1.0	single-copy
GF00001044	1	1	2	1.0	single-copy
GF00001045	1	1	2	1.0	single-copy
GF00001046	1	1	2	1.0	single-copy
GF00001047	1	1	2	1.0	single-copy
GF00001048	1	1	2	1.0	single-copy
GF00001049	1	1	2	1.0	single-copy
GF00001050	1	1	2	1.0	single-copy
GF00001051	1	1	2	1.0	single-copy
GF00001052	1	1	2	1.0	single-copy
GF00001053	1	1	2	1.0	single-copy
GF00001054	1	1	2	1.0	single-copy
GF00001055	1	1	2	1.0	single-copy
GF00001056	1	1	2	1.0	single-copy
GF00001057	1	1	2	1.0	single-copy
GF00001058	1	1	2	1.0	single-copy
GF00001059	1	1	2	1.0	single-copy
GF00001060	1	1	2	1.0	single-copy
GF00001061	1	1	2	1.0	single-copy
GF00001062	1	1	2	1.0	single-copy
GF00001063	1	1	2	1.0	single-copy
GF00001064	1	1	2	1.0	single-copy
GF00001065	1	1	2	1.0	single-copy
GF00001066	1	1	2	1.0	single-copy
GF00001067	1	1	2	1.0	single-copy
GF00001068	1	1	2	1.0	single-copy
GF00001069	1	1	2	1.0	single-copy
GF00001070	1	1	2	1.0	single-copy
GF00001071	1	1	2	1.0	single-copy
GF00001072	1	1	2	1.0	single-copy
GF00001073	1	1	2	1.0	single-copy
GF00001074	1	1	2	1.0	single-copy
GF00001075	1	1	2	1.0	single-copy
GF00001076	1	1	2	1.0	single-copy
GF00001077	1	1	2	1.0	single-copy
GF00001078	1	1	2	1.0	single-copy
GF00001079	1	1	2	1.0	single-copy
GF00001080	1	1	2	1.0	single-copy
GF00001081	1	1	2	1.0	single-copy
GF00001082	1	1	2	1.0	single-copy
GF00001083	1	1	2	1.0	single-copy
GF00001084	1	1	2	1.0	single-copy
GF00001085	1	1	2	1.0	single-copy
GF00001086	1	1	2	1.0	single-copy
GF00001087	1	1	2	1.0	single-copy
GF00001088	1	1	2	1.0	single-copy
GF00001089	1	1	2	1.0	single-copy
GF00001090	1	1	2	1.0	single-copy
GF00001091	1	1	2	1.0	single-copy
GF00001092	1	1	2	1.0	single-copy
GF00001093	1	1	2	1.0	single-copy
GF00001094	1	1	2	1.0	single-copy
GF00001095	1	1	2	1.0	single-copy
GF00001096	1	1	2	1.0	single-copy
GF00001097	1	1	2	1.0	single-copy
GF00001098	1	1	2	1.0	single-copy
GF00001099	1	1	2	1.0	single-copy
GF00001100	1	1	2	1.0	single-copy
GF00001101	1	1	2	1.0	single-copy
GF00001102	1	1	2	1.0	single-copy
GF00001103	1	1	2	1.0	single-copy
GF00001104	1	1	2	1.0	single-copy
GF00001105	1	1	2	1.0	single-copy
GF00001106	1	1	2	1.0	single-copy
GF00001107	1	1	2	1.0	single-copy
GF00001108	1	1	2	1.0	single-copy
GF00001109	1	1	2	1.0	single-copy
GF00001110	1	1	2	1.0	single-copy
GF00001111	1	1	2	1.0	single-copy
GF00001112	1	1	2	1.0	single-copy
GF00001113	1	1	2	1.0	single-copy
GF00001114	1	1	2	1.0	single-copy
GF00001115	1	1	2	1.0	single-copy
GF00001116	1	1	2	1.0	single-copy
GF00001117	1	1	2	1.0	single-copy
GF00001118	1	1	2	1.0	single-copy
GF00001119	1	1	2	1.0	single-copy
GF00001120	1	1	2	1.0	single-copy
GF00001121	1	1	2	1.0	single-copy
GF00001122	1	1	2	1.0	single-copy
GF00001123	1	1	2	1.0	single-copy
GF00001124	1	1	2	1.0	single-copy
GF00001125	1	1	2	1.0	single-copy
GF00001126	1	1	2	1.0	single-copy
GF00001127	1	1	2	1.0	single-copy
GF00001128	1	1	2	1.0	single-copy
GF00001129	1	1	2	1.0	single-copy
GF00001130	1	1	2	1.0	single-copy
GF00001131	1	1	2	1.0	single-copy
GF00001132	1	1	2	1.0	single-copy
GF00001133	1	1	2	1.0	single-copy
GF00001134	1	1	2	1.0	single-copy
GF00001135	1	1	2	1.0	single-copy
GF00001136	1	1	2	1.0	single-copy
GF00001137	1	1	2	1.0	single-copy
GF00001138	1	1	2	1.0	single-copy
GF00001139	1	1	2	1.0	single-copy
GF00001140	1	1	2	1.0	single-copy
GF00001141	1	1	2	1.0	single-copy
GF00001142	1	1	2	1.0	single-copy
GF00001143	1	1	2	1.0	single-copy
GF00001144	1	1	2	1.0	single-copy
GF00001145	1	1	2	1.0	single-copy
GF00001146	1	1	2	1.0	single-copy
GF00001147	1	1	2	1.0	single-copy
GF00001148	1	1	2	1.0	single-copy
GF00001149	1	1	2	1.0	single-copy
GF00001150	1	1	2	1.0	single-copy
GF00001151	1	1	2	1.0	single-copy
GF00001152	1	1	2	1.0	single-copy
GF00001153	1	1	2	1.0	single-copy
GF00001154	1	1	2	1.0	single-copy
GF00001155	1	1	2	1.0	single-copy
GF00001156	1	1	2	1.0	single-copy
GF00001157	1	1	2	1.0	single-copy
GF00001158	1	1	2	1.0	single-copy
GF00001159	1	1	2	1.0	single-copy
GF00001160	1	1	2	1.0	single-copy
GF00001161	1	1	2	1.0	single-copy
GF00001162	1	1	2	1.0	single-copy
GF00001163	1	1	2	1.0	single-copy
GF00001164	1	1	2	1.0	single-copy
GF00001165	1	1	2	1.0	single-copy
GF00001166	1	1	2	1.0	single-copy
GF00001167	1	1	2	1.0	single-copy
GF00001168	1	1	2	1.0	single-copy
GF00001169	1	1	2	1.0	single-copy
GF00001170	1	1	2	1.0	single-copy
GF00001171	1	1	2	1.0	single-copy
GF00001172	1	1	2	1.0	single-copy
GF00001173	1	1	2	1.0	single-copy
GF00001174	1	1	2	1.0	single-copy
GF00001175	1	1	2	1.0	single-copy
GF00001176	1	1	2	1.0	single-copy
GF00001177	1	1	2	1.0	single-copy
GF00001178	1	1	2	1.0	single-copy
GF00001179	1	1	2	1.0	single-copy
GF00001180	1	1	2	1.0	single-copy
GF00001181	1	1	2	1.0	single-copy
GF00001182	1	1	2	1.0	single-copy
GF00001183	1	1	2	1.0	single-copy
GF00001184	1	1	2	1.0	single-copy
GF00001185	1	1	2	1.0	single-copy
GF00001186	1	1	2	1.0	single-copy
GF00001187	1	1	2	1.0	single-copy
GF00001188	1	1	2	1.0	single-copy
GF00001189	1	1	2	1.0	single-copy
GF00001190	1	1	2	1.0	single-copy
GF00001191	1	1	2	1.0	single-copy
GF00001192	1	1	2	1.0	single-copy
GF00001193	1	1	2	1.0	single-copy
GF00001194	1	1	2	1.0	single-copy
GF00001195	1	1	2	1.0	single-copy
GF00001196	1	1	2	1.0	single-copy
GF00001197	1	1	2	1.0	single-copy
GF00001198	1	1	2	1.0	single-copy
GF00001199	1	1	2	1.0	single-copy
GF00001200	1	1	2	1.0	single-copy
GF00001201	1	1	2	1.0	single-copy
GF00001202	1	1	2	1.0	single-copy
GF00001203	1	1	2	1.0	single-copy
GF00001204	1	1	2	1.0	single-copy
GF00001205	1	1	2	1.0	single-copy
GF00001206	1	1	2	1.0	single-copy
GF00001207	1	1	2	1.0	single-copy
GF00001208	1	1	2	1.0	single-copy
GF00001209	1	1	2	1.0	single-copy
GF00001210	1	1	2	1.0	single-copy
GF00001211	1	1	2	1.0	single-copy
GF00001212	1	1	2	1.0	single-copy
GF00001213	1	1	2	1.0	single-copy
GF00001214	1	1	2	1.0	single-copy
GF00001215	1	1	2	1.0	single-copy
GF00001216	1	1	2	1.0	single-copy
GF00001217	1	1	2	1.0	single-copy
GF00001218	1	1	2	1.0	single-copy
GF00001219	1	1	2	1.0	single-copy
GF00001220	1	1	2	1.0	single-copy
GF00001221	1	1	2	1.0	single-copy
GF00001222	1	1	2	1.0	single-copy
GF00001223	1	1	2	1.0	single-copy
GF00001224	1	1	2	1.0	single-copy
GF00001225	1	1	2	1.0	single-copy
GF00001226	1	1	2	1.0	single-copy
GF00001227	1	1	2	1.0	single-copy
GF00001228	1	1	2	1.0	single-copy
GF00001229	1	1	2	1.0	single-copy
GF00001230	1	1	2	1.0	single-copy
GF00001231	1	1	2	1.0	single-copy
GF00001232	1	1	2	1.0	single-copy
GF00001233	1	1	2	1.0	single-copy
GF00001234	1	1	2	1.0	single-copy
GF00001235	1	1	2	1.0	single-copy
GF00001236	1	1	2	1.0	single-copy
GF00001237	1	1	2	1.0	single-copy
GF00001238	1	1	2	1.0	single-copy
GF00001239	1	1	2	1.0	single-copy
GF00001240	1	1	2	1.0	single-copy
GF00001241	1	1	2	1.0	single-copy
GF00001242	1	1	2	1.0	single-copy
GF00001243	1	1	2	1.0	single-copy
GF00001244	1	1	2	1.0	single-copy
GF00001245	1	1	2	1.0	single-copy
GF00001246	1	1	2	1.0	single-copy
GF00001247	1	1	2	1.0	single-copy
GF00001248	1	1	2	1.0	single-copy
GF00001249	1	1	2	1.0	single-copy
GF00001250	1	1	2	1.0	single-copy
GF00001251	1	1	2	1.0	single-copy
GF00001252	1	1	2	1.0	single-copy
GF00001253	1	1	2	1.0	single-copy
GF00001254	1	1	2	1.0	single-copy
GF00001255	1	1	2	1.0	single-copy
GF00001256	1	1	2	1.0	single-copy
GF00001257	1	1	2	1.0	single-copy
GF00001258	1	1	2	1.0	single-copy
GF00001259	1	1	2	1.0	single-copy
GF00001260	1	1	2	1.0	single-copy
GF00001261	1	1	2	1.0	single-copy
GF00001262	1	1	2	1.0	single-copy
GF00001263	1	1	2	1.0	single-copy
GF00001264	1	1	2	1.0	single-copy
GF00001265	1	1	2	1.0	single-copy
GF00001266	1	1	2	1.0	single-copy
GF00001267	1	1	2	1.0	single-copy
GF00001268	1	1	2	1.0	single-copy
GF00001269	1	1	2	1.0	single-copy
GF00001270	1	1	2	1.0	single-copy
GF00001271	1	1	2	1.0	single-copy
GF00001272	1	1	2	1.0	single-copy
GF00001273	1	1	2	1.0	single-copy
GF00001274	1	1	2	1.0	single-copy
GF00001275	1	1	2	1.0	single-copy
GF00001276	1	1	2	1.0	single-copy
GF00001277	1	1	2	1.0	single-copy
GF00001278	1	1	2	1.0	single-copy
GF00001279	1	1	2	1.0	single-copy
GF00001280	1	1	2	1.0	single-copy
