	Rhodotorula_mucilaginosa_TFCN_17-334D-6.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000397	TFCN17334D6_000966-T1	DBVPG3775_002484-T1
GF00000398	TFCN17334D6_002078-T1	DBVPG3775_004306-T1
GF00000399	TFCN17334D6_005009-T1	DBVPG3775_000876-T1
GF00000400	TFCN17334D6_002671-T1	DBVPG3775_002427-T1
GF00000401	TFCN17334D6_002654-T1	DBVPG3775_002410-T1
GF00000402	TFCN17334D6_013149-T1	DBVPG3775_000003-T1
GF00000403	TFCN17334D6_011198-T1	DBVPG3775_002379-T1
GF00000404	TFCN17334D6_002200-T1	DBVPG3775_006968-T1
GF00000405	TFCN17334D6_006691-T1	DBVPG3775_005888-T1
GF00000406	TFCN17334D6_012302-T1	DBVPG3775_007425-T1
GF00000407	TFCN17334D6_008833-T1	DBVPG3775_002621-T1
GF00000408	TFCN17334D6_004445-T1	DBVPG3775_004968-T1
GF00000409	TFCN17334D6_002582-T1	DBVPG3775_005952-T1
GF00000410	TFCN17334D6_003335-T1	DBVPG3775_002165-T1
GF00000411	TFCN17334D6_008868-T1	DBVPG3775_003315-T1
GF00000412	TFCN17334D6_012616-T1	DBVPG3775_002530-T1
GF00000413	TFCN17334D6_004909-T1	DBVPG3775_002947-T1
GF00000414	TFCN17334D6_014587-T1	DBVPG3775_002978-T1
GF00000415	TFCN17334D6_001191-T1	DBVPG3775_002992-T1
GF00000416	TFCN17334D6_001306-T1	DBVPG3775_004377-T1
GF00000417	TFCN17334D6_009643-T1	DBVPG3775_006121-T1
GF00000418	TFCN17334D6_011811-T1	DBVPG3775_003007-T1
GF00000419	TFCN17334D6_004197-T1	DBVPG3775_007577-T1
GF00000420	TFCN17334D6_009992-T1	DBVPG3775_003018-T1
GF00000421	TFCN17334D6_013895-T1	DBVPG3775_004575-T1
GF00000422	TFCN17334D6_004188-T1	DBVPG3775_003964-T1
GF00000423	TFCN17334D6_001251-T1	DBVPG3775_006555-T1
GF00000424	TFCN17334D6_001252-T1	DBVPG3775_006556-T1
GF00000425	TFCN17334D6_010051-T1	DBVPG3775_006568-T1
GF00000426	TFCN17334D6_010058-T1	DBVPG3775_006576-T1
GF00000427	TFCN17334D6_013145-T1	DBVPG3775_006582-T1
GF00000428	TFCN17334D6_003466-T1	DBVPG3775_002301-T1
GF00000429	TFCN17334D6_003872-T1	DBVPG3775_001380-T1
GF00000430	TFCN17334D6_001661-T1	DBVPG3775_004381-T1
GF00000431	TFCN17334D6_001673-T1	DBVPG3775_004387-T1
GF00000432	TFCN17334D6_001354-T1	DBVPG3775_004423-T1
GF00000433	TFCN17334D6_001355-T1	DBVPG3775_004424-T1
GF00000434	TFCN17334D6_001381-T1	DBVPG3775_004449-T1
GF00000435	TFCN17334D6_001737-T1	DBVPG3775_004462-T1
GF00000436	TFCN17334D6_003575-T1	DBVPG3775_004469-T1
GF00000437	TFCN17334D6_001419-T1	DBVPG3775_005721-T1
GF00000438	TFCN17334D6_007290-T1	DBVPG3775_004566-T1
GF00000439	TFCN17334D6_001436-T1	DBVPG3775_005702-T1
GF00000440	TFCN17334D6_008216-T1	DBVPG3775_006009-T1
GF00000441	TFCN17334D6_011932-T1	DBVPG3775_004019-T1
GF00000442	TFCN17334D6_010153-T1	DBVPG3775_001338-T1
GF00000443	TFCN17334D6_012719-T1	DBVPG3775_005238-T1
GF00000444	TFCN17334D6_001816-T1	DBVPG3775_005065-T1
GF00000445	TFCN17334D6_011147-T1	DBVPG3775_000703-T1
GF00000446	TFCN17334D6_001834-T1	DBVPG3775_005084-T1
GF00000447	TFCN17334D6_001847-T1	DBVPG3775_005097-T1
GF00000448	TFCN17334D6_014167-T1	DBVPG3775_005122-T1
GF00000449	TFCN17334D6_001879-T1	DBVPG3775_005129-T1
GF00000450	TFCN17334D6_007396-T1	DBVPG3775_003902-T1
GF00000451	TFCN17334D6_001930-T1	DBVPG3775_004294-T1
GF00000452	TFCN17334D6_001955-T1	DBVPG3775_004029-T1
GF00000453	TFCN17334D6_002522-T1	DBVPG3775_007010-T1
GF00000454	TFCN17334D6_013587-T1	DBVPG3775_003386-T1
GF00000455	TFCN17334D6_002047-T1	DBVPG3775_004342-T1
GF00000456	TFCN17334D6_002753-T1	DBVPG3775_001256-T1
GF00000457	TFCN17334D6_006401-T1	DBVPG3775_001584-T1
GF00000458	TFCN17334D6_008125-T1	DBVPG3775_004311-T1
GF00000459	TFCN17334D6_002121-T1	DBVPG3775_006277-T1
GF00000460	TFCN17334D6_008990-T1	DBVPG3775_006269-T1
GF00000461	TFCN17334D6_004050-T1	DBVPG3775_007157-T1
GF00000462	TFCN17334D6_002179-T1	DBVPG3775_006947-T1
GF00000463	TFCN17334D6_002197-T1	DBVPG3775_006965-T1
GF00000464	TFCN17334D6_008358-T1	DBVPG3775_006652-T1
GF00000465	TFCN17334D6_002229-T1	DBVPG3775_005938-T1
GF00000466	TFCN17334D6_002255-T1	DBVPG3775_006453-T1
GF00000467	TFCN17334D6_002264-T1	DBVPG3775_005323-T1
GF00000468	TFCN17334D6_006665-T1	DBVPG3775_005544-T1
GF00000469	TFCN17334D6_007430-T1	DBVPG3775_006786-T1
GF00000470	TFCN17334D6_002272-T1	DBVPG3775_005314-T1
GF00000471	TFCN17334D6_003461-T1	DBVPG3775_002296-T1
GF00000472	TFCN17334D6_002276-T1	DBVPG3775_005310-T1
GF00000473	TFCN17334D6_008412-T1	DBVPG3775_001887-T1
GF00000474	TFCN17334D6_011034-T1	DBVPG3775_000692-T1
GF00000475	TFCN17334D6_002307-T1	DBVPG3775_005278-T1
GF00000476	TFCN17334D6_011257-T1	DBVPG3775_000832-T1
GF00000477	TFCN17334D6_002361-T1	DBVPG3775_000500-T1
GF00000478	TFCN17334D6_008513-T1	DBVPG3775_000508-T1
GF00000479	TFCN17334D6_002500-T1	DBVPG3775_006988-T1
GF00000480	TFCN17334D6_011738-T1	DBVPG3775_006976-T1
GF00000481	TFCN17334D6_003090-T1	DBVPG3775_000701-T1
GF00000482	TFCN17334D6_011258-T1	DBVPG3775_000831-T1
GF00000483	TFCN17334D6_007712-T1	DBVPG3775_004756-T1
GF00000484	TFCN17334D6_004833-T1	DBVPG3775_000790-T1
GF00000485	TFCN17334D6_002576-T1	DBVPG3775_000778-T1
GF00000486	TFCN17334D6_008776-T1	DBVPG3775_001321-T1
GF00000487	TFCN17334D6_008795-T1	DBVPG3775_001296-T1
GF00000488	TFCN17334D6_014096-T1	DBVPG3775_000120-T1
GF00000489	TFCN17334D6_005775-T1	DBVPG3775_006931-T1
GF00000490	TFCN17334D6_005843-T1	DBVPG3775_001255-T1
GF00000491	TFCN17334D6_013216-T1	DBVPG3775_001393-T1
GF00000492	TFCN17334D6_006110-T1	DBVPG3775_003599-T1
GF00000493	TFCN17334D6_005904-T1	DBVPG3775_001949-T1
GF00000494	TFCN17334D6_002849-T1	DBVPG3775_002111-T1
GF00000495	TFCN17334D6_002856-T1	DBVPG3775_001972-T1
GF00000496	TFCN17334D6_014427-T1	DBVPG3775_001995-T1
GF00000497	TFCN17334D6_002910-T1	DBVPG3775_002024-T1
GF00000498	TFCN17334D6_002914-T1	DBVPG3775_002028-T1
GF00000499	TFCN17334D6_008729-T1	DBVPG3775_002031-T1
GF00000500	TFCN17334D6_006992-T1	DBVPG3775_000027-T1
GF00000501	TFCN17334D6_012827-T1	DBVPG3775_006399-T1
GF00000502	TFCN17334D6_008756-T1	DBVPG3775_002056-T1
GF00000503	TFCN17334D6_014868-T1	DBVPG3775_000693-T1
GF00000504	TFCN17334D6_014246-T1	DBVPG3775_000675-T1
GF00000505	TFCN17334D6_008287-T1	DBVPG3775_002610-T1
GF00000506	TFCN17334D6_003141-T1	DBVPG3775_000653-T1
GF00000507	TFCN17334D6_005231-T1	DBVPG3775_007400-T1
GF00000508	TFCN17334D6_003186-T1	DBVPG3775_000608-T1
GF00000509	TFCN17334D6_011292-T1	DBVPG3775_002573-T1
GF00000510	TFCN17334D6_003269-T1	DBVPG3775_004646-T1
GF00000511	TFCN17334D6_009618-T1	DBVPG3775_004672-T1
GF00000512	TFCN17334D6_011632-T1	DBVPG3775_003708-T1
GF00000513	TFCN17334D6_003382-T1	DBVPG3775_002216-T1
GF00000514	TFCN17334D6_003432-T1	DBVPG3775_002266-T1
GF00000515	TFCN17334D6_006230-T1	DBVPG3775_004931-T1
GF00000516	TFCN17334D6_003447-T1	DBVPG3775_002281-T1
GF00000517	TFCN17334D6_005007-T1	DBVPG3775_000878-T1
GF00000518	TFCN17334D6_008272-T1	DBVPG3775_002626-T1
GF00000519	TFCN17334D6_008026-T1	DBVPG3775_006021-T1
GF00000520	TFCN17334D6_003504-T1	DBVPG3775_001675-T1
GF00000521	TFCN17334D6_011120-T1	DBVPG3775_006362-T1
GF00000522	TFCN17334D6_014488-T1	DBVPG3775_001692-T1
GF00000523	TFCN17334D6_006269-T1	DBVPG3775_001117-T1
GF00000524	TFCN17334D6_003535-T1	DBVPG3775_001706-T1
GF00000525	TFCN17334D6_008003-T1	DBVPG3775_001728-T1
GF00000526	TFCN17334D6_008997-T1	DBVPG3775_006738-T1
GF00000527	TFCN17334D6_006526-T1	DBVPG3775_004784-T1
GF00000528	TFCN17334D6_010119-T1	DBVPG3775_005491-T1
GF00000529	TFCN17334D6_012527-T1	DBVPG3775_005426-T1
GF00000530	TFCN17334D6_014697-T1	DBVPG3775_004888-T1
GF00000531	TFCN17334D6_011502-T1	DBVPG3775_007359-T1
GF00000532	TFCN17334D6_007476-T1	DBVPG3775_007433-T1
GF00000533	TFCN17334D6_007149-T1	DBVPG3775_002838-T1
GF00000534	TFCN17334D6_005202-T1	DBVPG3775_001414-T1
GF00000535	TFCN17334D6_004535-T1	DBVPG3775_006913-T1
GF00000536	TFCN17334D6_009701-T1	DBVPG3775_003282-T1
GF00000537	TFCN17334D6_008508-T1	DBVPG3775_006459-T1
GF00000538	TFCN17334D6_009191-T1	DBVPG3775_005556-T1
GF00000539	TFCN17334D6_005420-T1	DBVPG3775_005203-T1
GF00000540	TFCN17334D6_009106-T1	DBVPG3775_003895-T1
GF00000541	TFCN17334D6_004104-T1	DBVPG3775_005499-T1
GF00000542	TFCN17334D6_009168-T1	DBVPG3775_005578-T1
GF00000543	TFCN17334D6_004493-T1	DBVPG3775_006047-T1
GF00000544	TFCN17334D6_005291-T1	DBVPG3775_004887-T1
GF00000545	TFCN17334D6_004176-T1	DBVPG3775_003952-T1
GF00000546	TFCN17334D6_004194-T1	DBVPG3775_003970-T1
GF00000547	TFCN17334D6_009048-T1	DBVPG3775_002672-T1
GF00000548	TFCN17334D6_008670-T1	DBVPG3775_001454-T1
GF00000549	TFCN17334D6_012667-T1	DBVPG3775_002716-T1
GF00000550	TFCN17334D6_012980-T1	DBVPG3775_007207-T1
GF00000551	TFCN17334D6_004329-T1	DBVPG3775_005820-T1
GF00000552	TFCN17334D6_004343-T1	DBVPG3775_007378-T1
GF00000553	TFCN17334D6_008994-T1	DBVPG3775_006741-T1
GF00000554	TFCN17334D6_004349-T1	DBVPG3775_007371-T1
GF00000555	TFCN17334D6_004390-T1	DBVPG3775_005379-T1
GF00000556	TFCN17334D6_004415-T1	DBVPG3775_004998-T1
GF00000557	TFCN17334D6_007078-T1	DBVPG3775_006485-T1
GF00000558	TFCN17334D6_007216-T1	DBVPG3775_002521-T1
GF00000559	TFCN17334D6_006993-T1	DBVPG3775_000028-T1
GF00000560	TFCN17334D6_011497-T1	DBVPG3775_007354-T1
GF00000561	TFCN17334D6_006098-T1	DBVPG3775_003612-T1
GF00000562	TFCN17334D6_004603-T1	DBVPG3775_000094-T1
GF00000563	TFCN17334D6_004615-T1	DBVPG3775_000105-T1
GF00000564	TFCN17334D6_004659-T1	DBVPG3775_003065-T1
GF00000565	TFCN17334D6_013199-T1	DBVPG3775_001535-T1
GF00000566	TFCN17334D6_009368-T1	DBVPG3775_002677-T1
GF00000567	TFCN17334D6_014694-T1	DBVPG3775_002543-T1
GF00000568	TFCN17334D6_013634-T1	DBVPG3775_003149-T1
GF00000569	TFCN17334D6_011649-T1	DBVPG3775_003688-T1
GF00000570	TFCN17334D6_005082-T1	DBVPG3775_007277-T1
GF00000571	TFCN17334D6_005118-T1	DBVPG3775_007293-T1
GF00000572	TFCN17334D6_005147-T1	DBVPG3775_002690-T1
GF00000573	TFCN17334D6_006262-T1	DBVPG3775_007398-T1
GF00000574	TFCN17334D6_010817-T1	DBVPG3775_007188-T1
GF00000575	TFCN17334D6_007539-T1	DBVPG3775_003156-T1
GF00000576	TFCN17334D6_007948-T1	DBVPG3775_005633-T1
GF00000577	TFCN17334D6_005339-T1	DBVPG3775_005626-T1
GF00000578	TFCN17334D6_007933-T1	DBVPG3775_005621-T1
GF00000579	TFCN17334D6_012048-T1	DBVPG3775_004819-T1
GF00000580	TFCN17334D6_012596-T1	DBVPG3775_006084-T1
GF00000581	TFCN17334D6_006041-T1	DBVPG3775_003671-T1
GF00000582	TFCN17334D6_006062-T1	DBVPG3775_003650-T1
GF00000583	TFCN17334D6_006103-T1	DBVPG3775_007256-T1
GF00000584	TFCN17334D6_006944-T1	DBVPG3775_007574-T1
GF00000585	TFCN17334D6_006736-T1	DBVPG3775_005932-T1
GF00000586	TFCN17334D6_006362-T1	DBVPG3775_001623-T1
GF00000587	TFCN17334D6_006383-T1	DBVPG3775_001602-T1
GF00000588	TFCN17334D6_009377-T1	DBVPG3775_001529-T1
GF00000589	TFCN17334D6_007086-T1	DBVPG3775_006493-T1
GF00000590	TFCN17334D6_009402-T1	DBVPG3775_001554-T1
GF00000591	TFCN17334D6_014661-T1	DBVPG3775_000966-T1
GF00000592	TFCN17334D6_012174-T1	DBVPG3775_004779-T1
GF00000593	TFCN17334D6_008254-T1	DBVPG3775_005967-T1
GF00000594	TFCN17334D6_010806-T1	DBVPG3775_002625-T1
GF00000595	TFCN17334D6_011420-T1	DBVPG3775_003358-T1
GF00000596	TFCN17334D6_006763-T1	DBVPG3775_001813-T1
GF00000597	TFCN17334D6_008468-T1	DBVPG3775_006499-T1
GF00000598	TFCN17334D6_009718-T1	DBVPG3775_005411-T1
GF00000599	TFCN17334D6_007126-T1	DBVPG3775_005383-T1
GF00000600	TFCN17334D6_010452-T1	DBVPG3775_002156-T1
GF00000601	TFCN17334D6_008707-T1	DBVPG3775_000139-T1
GF00000602	TFCN17334D6_012692-T1	DBVPG3775_006528-T1
GF00000603	TFCN17334D6_009496-T1	DBVPG3775_007250-T1
GF00000604	TFCN17334D6_007250-T1	DBVPG3775_006525-T1
GF00000605	TFCN17334D6_013750-T1	DBVPG3775_006509-T1
GF00000606	TFCN17334D6_007267-T1	DBVPG3775_004482-T1
GF00000607	TFCN17334D6_014573-T1	DBVPG3775_002557-T1
GF00000608	TFCN17334D6_007455-T1	DBVPG3775_006810-T1
GF00000609	TFCN17334D6_007457-T1	DBVPG3775_006812-T1
GF00000610	TFCN17334D6_012424-T1	DBVPG3775_006814-T1
GF00000611	TFCN17334D6_012881-T1	DBVPG3775_003203-T1
GF00000612	TFCN17334D6_012934-T1	DBVPG3775_003218-T1
GF00000613	TFCN17334D6_010329-T1	DBVPG3775_002736-T1
GF00000614	TFCN17334D6_007655-T1	DBVPG3775_006737-T1
GF00000615	TFCN17334D6_007694-T1	DBVPG3775_004737-T1
GF00000616	TFCN17334D6_009540-T1	DBVPG3775_006116-T1
GF00000617	TFCN17334D6_012099-T1	DBVPG3775_003312-T1
GF00000618	TFCN17334D6_008061-T1	DBVPG3775_005986-T1
GF00000619	TFCN17334D6_008438-T1	DBVPG3775_006842-T1
GF00000620	TFCN17334D6_013927-T1	DBVPG3775_007418-T1
GF00000621	TFCN17334D6_014155-T1	DBVPG3775_003324-T1
GF00000622	TFCN17334D6_014028-T1	DBVPG3775_003396-T1
GF00000623	TFCN17334D6_009680-T1	DBVPG3775_003257-T1
GF00000624	TFCN17334D6_010338-T1	DBVPG3775_001855-T1
GF00000625	TFCN17334D6_009220-T1	DBVPG3775_004865-T1
GF00000626	TFCN17334D6_010106-T1	DBVPG3775_003407-T1
GF00000627	TFCN17334D6_009630-T1	DBVPG3775_003224-T1
GF00000628	TFCN17334D6_009489-T1	DBVPG3775_007236-T1
GF00000629	TFCN17334D6_011450-T1	DBVPG3775_007244-T1
GF00000630	TFCN17334D6_009689-T1	DBVPG3775_003268-T1
GF00000631	TFCN17334D6_010448-T1	DBVPG3775_002157-T1
GF00000632	TFCN17334D6_010548-T1	DBVPG3775_002907-T1
GF00000633	TFCN17334D6_011129-T1	DBVPG3775_006371-T1
GF00000634	TFCN17334D6_011979-T1	DBVPG3775_002756-T1
GF00000635	TFCN17334D6_013576-T1	DBVPG3775_003375-T1
GF00000636	TFCN17334D6_009272-T1	DBVPG3775_004157-T1
GF00000637	TFCN17334D6_000128-T1	DBVPG3775_006307-T1
GF00000638	TFCN17334D6_000016-T1	DBVPG3775_006295-T1
GF00000639	TFCN17334D6_000034-T1	DBVPG3775_007124-T1
GF00000640	TFCN17334D6_000035-T1	DBVPG3775_007123-T1
GF00000641	TFCN17334D6_001516-T1	DBVPG3775_007122-T1
GF00000642	TFCN17334D6_001517-T1	DBVPG3775_007121-T1
GF00000643	TFCN17334D6_000038-T1	DBVPG3775_007120-T1
GF00000644	TFCN17334D6_000041-T1	DBVPG3775_007118-T1
GF00000645	TFCN17334D6_000042-T1	DBVPG3775_007117-T1
GF00000646	TFCN17334D6_000043-T1	DBVPG3775_007116-T1
GF00000647	TFCN17334D6_000044-T1	DBVPG3775_007115-T1
GF00000648	TFCN17334D6_000045-T1	DBVPG3775_007114-T1
GF00000649	TFCN17334D6_000046-T1	DBVPG3775_007113-T1
GF00000650	TFCN17334D6_000047-T1	DBVPG3775_007112-T1
GF00000651	TFCN17334D6_000049-T1	DBVPG3775_007110-T1
GF00000652	TFCN17334D6_000050-T1	DBVPG3775_007109-T1
GF00000653	TFCN17334D6_000051-T1	DBVPG3775_007108-T1
GF00000654	TFCN17334D6_000052-T1	DBVPG3775_007107-T1
GF00000655	TFCN17334D6_001532-T1	DBVPG3775_007106-T1
GF00000656	TFCN17334D6_001534-T1	DBVPG3775_007104-T1
GF00000657	TFCN17334D6_000058-T1	DBVPG3775_007100-T1
GF00000658	TFCN17334D6_000065-T1	DBVPG3775_007095-T1
GF00000659	TFCN17334D6_000152-T1	DBVPG3775_006331-T1
GF00000660	TFCN17334D6_004695-T1	DBVPG3775_003098-T1
GF00000661	TFCN17334D6_001490-T1	DBVPG3775_006332-T1
GF00000662	TFCN17334D6_005574-T1	DBVPG3775_003802-T1
GF00000663	TFCN17334D6_003381-T1	DBVPG3775_005476-T1
GF00000664	TFCN17334D6_010317-T1	DBVPG3775_002723-T1
GF00000665	TFCN17334D6_001715-T1	DBVPG3775_004436-T1
GF00000666	TFCN17334D6_009269-T1	DBVPG3775_004154-T1
GF00000667	TFCN17334D6_000401-T1	DBVPG3775_004179-T1
GF00000668	TFCN17334D6_006921-T1	DBVPG3775_007189-T1
GF00000669	TFCN17334D6_003731-T1	DBVPG3775_001106-T1
GF00000670	TFCN17334D6_001224-T1	DBVPG3775_003027-T1
GF00000671	TFCN17334D6_005418-T1	DBVPG3775_001546-T1
GF00000672	TFCN17334D6_000652-T1	DBVPG3775_003511-T1
GF00000673	TFCN17334D6_014323-T1	DBVPG3775_006548-T1
GF00000674	TFCN17334D6_000722-T1	DBVPG3775_005833-T1
GF00000675	TFCN17334D6_004320-T1	DBVPG3775_005830-T1
GF00000676	TFCN17334D6_000740-T1	DBVPG3775_000149-T1
GF00000677	TFCN17334D6_009878-T1	DBVPG3775_000196-T1
GF00000678	TFCN17334D6_012205-T1	DBVPG3775_000314-T1
GF00000679	TFCN17334D6_000957-T1	DBVPG3775_002492-T1
GF00000680	TFCN17334D6_014145-T1	DBVPG3775_000546-T1
GF00000681	TFCN17334D6_007443-T1	DBVPG3775_006798-T1
GF00000682	TFCN17334D6_001051-T1	DBVPG3775_002398-T1
GF00000683	TFCN17334D6_004374-T1	DBVPG3775_005038-T1
GF00000684	TFCN17334D6_008704-T1	DBVPG3775_007524-T1
GF00000685	TFCN17334D6_004905-T1	DBVPG3775_002943-T1
GF00000686	TFCN17334D6_009037-T1	DBVPG3775_006696-T1
GF00000687	TFCN17334D6_014588-T1	DBVPG3775_002979-T1
GF00000688	TFCN17334D6_012585-T1	DBVPG3775_007179-T1
GF00000689	TFCN17334D6_006564-T1	DBVPG3775_003559-T1
GF00000690	TFCN17334D6_011806-T1	DBVPG3775_003003-T1
GF00000691	TFCN17334D6_001678-T1	DBVPG3775_004398-T1
GF00000692	TFCN17334D6_001709-T1	DBVPG3775_004430-T1
GF00000693	TFCN17334D6_008626-T1	DBVPG3775_000449-T1
GF00000694	TFCN17334D6_001880-T1	DBVPG3775_005130-T1
GF00000695	TFCN17334D6_001899-T1	DBVPG3775_005143-T1
GF00000696	TFCN17334D6_009949-T1	DBVPG3775_003984-T1
GF00000697	TFCN17334D6_009924-T1	DBVPG3775_004009-T1
GF00000698	TFCN17334D6_011948-T1	DBVPG3775_004034-T1
GF00000699	TFCN17334D6_007773-T1	DBVPG3775_004072-T1
GF00000700	TFCN17334D6_002043-T1	DBVPG3775_004347-T1
GF00000701	TFCN17334D6_002112-T1	DBVPG3775_004276-T1
GF00000702	TFCN17334D6_002113-T1	DBVPG3775_004275-T1
GF00000703	TFCN17334D6_002220-T1	DBVPG3775_006406-T1
GF00000704	TFCN17334D6_007323-T1	DBVPG3775_004533-T1
GF00000705	TFCN17334D6_014142-T1	DBVPG3775_000543-T1
GF00000706	TFCN17334D6_008510-T1	DBVPG3775_000511-T1
GF00000707	TFCN17334D6_002482-T1	DBVPG3775_002569-T1
GF00000708	TFCN17334D6_011477-T1	DBVPG3775_007548-T1
GF00000709	TFCN17334D6_002542-T1	DBVPG3775_000811-T1
GF00000710	TFCN17334D6_008786-T1	DBVPG3775_001306-T1
GF00000711	TFCN17334D6_002764-T1	DBVPG3775_001245-T1
GF00000712	TFCN17334D6_002815-T1	DBVPG3775_001191-T1
GF00000713	TFCN17334D6_002860-T1	DBVPG3775_001976-T1
GF00000714	TFCN17334D6_012037-T1	DBVPG3775_007566-T1
GF00000715	TFCN17334D6_003014-T1	DBVPG3775_000347-T1
GF00000716	TFCN17334D6_003086-T1	DBVPG3775_000704-T1
GF00000717	TFCN17334D6_003089-T1	DBVPG3775_000702-T1
GF00000718	TFCN17334D6_011063-T1	DBVPG3775_000666-T1
GF00000719	TFCN17334D6_003158-T1	DBVPG3775_000635-T1
GF00000720	TFCN17334D6_003165-T1	DBVPG3775_000629-T1
GF00000721	TFCN17334D6_006574-T1	DBVPG3775_003569-T1
GF00000722	TFCN17334D6_003189-T1	DBVPG3775_000605-T1
GF00000723	TFCN17334D6_014176-T1	DBVPG3775_000596-T1
GF00000724	TFCN17334D6_003226-T1	DBVPG3775_004602-T1
GF00000725	TFCN17334D6_003250-T1	DBVPG3775_004627-T1
GF00000726	TFCN17334D6_012829-T1	DBVPG3775_006401-T1
GF00000727	TFCN17334D6_003372-T1	DBVPG3775_002202-T1
GF00000728	TFCN17334D6_003614-T1	DBVPG3775_002224-T1
GF00000729	TFCN17334D6_008624-T1	DBVPG3775_000451-T1
GF00000730	TFCN17334D6_003626-T1	DBVPG3775_002239-T1
GF00000731	TFCN17334D6_003547-T1	DBVPG3775_001718-T1
GF00000732	TFCN17334D6_003569-T1	DBVPG3775_001740-T1
GF00000733	TFCN17334D6_005300-T1	DBVPG3775_004878-T1
GF00000734	TFCN17334D6_003750-T1	DBVPG3775_001126-T1
GF00000735	TFCN17334D6_003751-T1	DBVPG3775_001128-T1
GF00000736	TFCN17334D6_005173-T1	DBVPG3775_001443-T1
GF00000737	TFCN17334D6_005182-T1	DBVPG3775_001433-T1
GF00000738	TFCN17334D6_010181-T1	DBVPG3775_001367-T1
GF00000739	TFCN17334D6_004005-T1	DBVPG3775_005159-T1
GF00000740	TFCN17334D6_004006-T1	DBVPG3775_005158-T1
GF00000741	TFCN17334D6_010149-T1	DBVPG3775_005462-T1
GF00000742	TFCN17334D6_007645-T1	DBVPG3775_006725-T1
GF00000743	TFCN17334D6_010672-T1	DBVPG3775_000934-T1
GF00000744	TFCN17334D6_004365-T1	DBVPG3775_007388-T1
GF00000745	TFCN17334D6_004369-T1	DBVPG3775_005043-T1
GF00000746	TFCN17334D6_004438-T1	
GF00000747	TFCN17334D6_004450-T1	DBVPG3775_004963-T1
GF00000748	TFCN17334D6_005744-T1	DBVPG3775_006051-T1
GF00000749	TFCN17334D6_004610-T1	DBVPG3775_000101-T1
GF00000750	TFCN17334D6_004749-T1	DBVPG3775_000871-T1
GF00000751	TFCN17334D6_005025-T1	DBVPG3775_000860-T1
GF00000752	TFCN17334D6_004979-T1	DBVPG3775_000908-T1
GF00000753	TFCN17334D6_007588-T1	DBVPG3775_005656-T1
GF00000754	TFCN17334D6_005073-T1	DBVPG3775_007285-T1
GF00000755	TFCN17334D6_005095-T1	DBVPG3775_007265-T1
GF00000756	TFCN17334D6_005114-T1	DBVPG3775_007297-T1
GF00000757	TFCN17334D6_010660-T1	DBVPG3775_001476-T1
GF00000758	TFCN17334D6_007956-T1	DBVPG3775_007344-T1
GF00000759	TFCN17334D6_007935-T1	DBVPG3775_005622-T1
GF00000760	TFCN17334D6_005607-T1	DBVPG3775_005771-T1
GF00000761	TFCN17334D6_007680-T1	DBVPG3775_004725-T1
GF00000762	TFCN17334D6_010968-T1	DBVPG3775_004668-T1
GF00000763	TFCN17334D6_009369-T1	DBVPG3775_002678-T1
GF00000764	TFCN17334D6_009752-T1	DBVPG3775_005446-T1
GF00000765	TFCN17334D6_006357-T1	DBVPG3775_001630-T1
GF00000766	TFCN17334D6_006422-T1	DBVPG3775_001507-T1
GF00000767	TFCN17334D6_006454-T1	DBVPG3775_001541-T1
GF00000768	TFCN17334D6_006515-T1	DBVPG3775_004797-T1
GF00000769	TFCN17334D6_006529-T1	DBVPG3775_004778-T1
GF00000770	TFCN17334D6_006532-T1	DBVPG3775_004774-T1
GF00000771	TFCN17334D6_011588-T1	DBVPG3775_004749-T1
GF00000772	TFCN17334D6_014440-T1	DBVPG3775_000019-T1
GF00000773	TFCN17334D6_006863-T1	DBVPG3775_000038-T1
GF00000774	TFCN17334D6_010829-T1	DBVPG3775_006151-T1
GF00000775	TFCN17334D6_007046-T1	DBVPG3775_002074-T1
GF00000776	TFCN17334D6_009891-T1	DBVPG3775_002817-T1
GF00000777	TFCN17334D6_007268-T1	DBVPG3775_004484-T1
GF00000778	TFCN17334D6_007272-T1	DBVPG3775_004488-T1
GF00000779	TFCN17334D6_007297-T1	DBVPG3775_004558-T1
GF00000780	TFCN17334D6_007341-T1	DBVPG3775_004515-T1
GF00000781	TFCN17334D6_007905-T1	DBVPG3775_006785-T1
GF00000782	TFCN17334D6_007865-T1	DBVPG3775_007439-T1
GF00000783	TFCN17334D6_007484-T1	DBVPG3775_003207-T1
GF00000784	TFCN17334D6_008256-T1	DBVPG3775_005964-T1
GF00000785	TFCN17334D6_008267-T1	DBVPG3775_002631-T1
GF00000786	TFCN17334D6_008819-T1	DBVPG3775_002606-T1
GF00000787	TFCN17334D6_008294-T1	DBVPG3775_002602-T1
GF00000788	TFCN17334D6_008460-T1	DBVPG3775_007500-T1
GF00000789	TFCN17334D6_008900-T1	DBVPG3775_003286-T1
GF00000790	TFCN17334D6_009061-T1	DBVPG3775_001859-T1
GF00000791	TFCN17334D6_010429-T1	DBVPG3775_003343-T1
GF00000792	TFCN17334D6_013575-T1	DBVPG3775_003374-T1
GF00000793	TFCN17334D6_012027-T1	DBVPG3775_006767-T1
GF00000794	TFCN17334D6_013382-T1	DBVPG3775_006753-T1
