	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000037	RIT389_000772-T1, RIT389_002246-T1, RIT389_001342-T1, RIT389_005321-T1, RIT389_012816-T1, RIT389_011644-T1, RIT389_003046-T1, RIT389_003425-T1, RIT389_010132-T1, RIT389_008487-T1, RIT389_002170-T1, RIT389_010455-T1, RIT389_010456-T1	DBVPG3775_000054-T1, DBVPG3775_002869-T1, DBVPG3775_005020-T1, DBVPG3775_005220-T1, DBVPG3775_005649-T1, DBVPG3775_005752-T1, DBVPG3775_007131-T1
GF00000038	RIT389_001472-T1, RIT389_011938-T1, RIT389_009003-T1, RIT389_011423-T1, RIT389_001517-T1, RIT389_002753-T1, RIT389_009301-T1, RIT389_008574-T1, RIT389_011302-T1, RIT389_008692-T1, RIT389_015177-T1, RIT389_010871-T1, RIT389_015179-T1, RIT389_014460-T1, RIT389_014996-T1	DBVPG3775_000293-T1, DBVPG3775_000613-T1, DBVPG3775_002020-T1, DBVPG3775_002218-T1, DBVPG3775_004210-T1
GF00000039	RIT389_007558-T1, RIT389_014152-T1, RIT389_011912-T1, RIT389_011830-T1, RIT389_008428-T1, RIT389_014402-T1, RIT389_012765-T1, RIT389_012726-T1, RIT389_013712-T1, RIT389_012087-T1, RIT389_010107-T1, RIT389_008444-T1, RIT389_013713-T1	DBVPG3775_000716-T1, DBVPG3775_000776-T1, DBVPG3775_000777-T1, DBVPG3775_001370-T1, DBVPG3775_002859-T1, DBVPG3775_003489-T1, DBVPG3775_004002-T1
GF00000040	RIT389_000066-T1, RIT389_003461-T1, RIT389_013906-T1, RIT389_004631-T1, RIT389_014115-T1, RIT389_013531-T1, RIT389_014114-T1, RIT389_001726-T1, RIT389_013532-T1, RIT389_001727-T1, RIT389_002388-T1, RIT389_011377-T1, RIT389_014125-T1	DBVPG3775_005321-T1, DBVPG3775_005595-T1, DBVPG3775_006563-T1, DBVPG3775_007033-T1, DBVPG3775_007034-T1, DBVPG3775_007200-T1
GF00000041	RIT389_000597-T1, RIT389_007029-T1, RIT389_005787-T1, RIT389_013582-T1, RIT389_002623-T1, RIT389_005822-T1, RIT389_007051-T1, RIT389_005336-T1, RIT389_003600-T1, RIT389_005600-T1, RIT389_014722-T1, RIT389_006598-T1, RIT389_015138-T1	DBVPG3775_001589-T1, DBVPG3775_003674-T1, DBVPG3775_004622-T1, DBVPG3775_005981-T1, DBVPG3775_006317-T1, DBVPG3775_006619-T1
GF00000042	RIT389_002716-T1, RIT389_006013-T1, RIT389_006448-T1, RIT389_005561-T1, RIT389_014880-T1, RIT389_003104-T1, RIT389_014953-T1, RIT389_014193-T1, RIT389_015149-T1, RIT389_012467-T1, RIT389_010307-T1, RIT389_003107-T1, RIT389_006809-T1	DBVPG3775_000459-T1, DBVPG3775_000462-T1, DBVPG3775_002577-T1, DBVPG3775_003313-T1, DBVPG3775_003851-T1, DBVPG3775_004149-T1
GF00000043	RIT389_014254-T1, RIT389_010279-T1, RIT389_011258-T1, RIT389_001588-T1, RIT389_006843-T1, RIT389_004154-T1, RIT389_001740-T1, RIT389_009022-T1, RIT389_006057-T1, RIT389_014065-T1, RIT389_013138-T1, RIT389_012955-T1, RIT389_015150-T1	DBVPG3775_000527-T1, DBVPG3775_004277-T1, DBVPG3775_005887-T1, DBVPG3775_005902-T1, DBVPG3775_006341-T1
GF00000044	RIT389_000383-T1, RIT389_009147-T1, RIT389_006938-T1, RIT389_008216-T1, RIT389_011721-T1, RIT389_007842-T1, RIT389_008779-T1, RIT389_011934-T1, RIT389_007483-T1, RIT389_006524-T1, RIT389_001467-T1, RIT389_012382-T1	DBVPG3775_000298-T1, DBVPG3775_000564-T1, DBVPG3775_002898-T1, DBVPG3775_004139-T1, DBVPG3775_004293-T1, DBVPG3775_005085-T1
GF00000045	RIT389_001910-T1, RIT389_013988-T1, RIT389_010281-T1, RIT389_011169-T1, RIT389_014310-T1, RIT389_009803-T1, RIT389_013963-T1, RIT389_001956-T1, RIT389_006272-T1, RIT389_002193-T1, RIT389_012345-T1, RIT389_014141-T1	DBVPG3775_000026-T1, DBVPG3775_000589-T1, DBVPG3775_000971-T1, DBVPG3775_002444-T1, DBVPG3775_007156-T1, DBVPG3775_007415-T1
GF00000046	RIT389_005533-T1, RIT389_009799-T1, RIT389_007349-T1, RIT389_013125-T1, RIT389_014785-T1, RIT389_007350-T1, RIT389_011826-T1, RIT389_007354-T1, RIT389_014854-T1, RIT389_007351-T1	DBVPG3775_002317-T1, DBVPG3775_002318-T1, DBVPG3775_002327-T1, DBVPG3775_002328-T1, DBVPG3775_002333-T1, DBVPG3775_007125-T1, DBVPG3775_007571-T1, DBVPG3775_007573-T1
GF00000047	RIT389_000703-T1, RIT389_012167-T1, RIT389_012323-T1, RIT389_001750-T1, RIT389_012990-T1, RIT389_013162-T1, RIT389_014734-T1, RIT389_012494-T1, RIT389_002308-T1, RIT389_006365-T1, RIT389_006366-T1, RIT389_014931-T1	DBVPG3775_000578-T1, DBVPG3775_001989-T1, DBVPG3775_002558-T1, DBVPG3775_002941-T1, DBVPG3775_004051-T1
GF00000048	RIT389_011982-T1, RIT389_006376-T1, RIT389_010586-T1, RIT389_003578-T1, RIT389_009901-T1, RIT389_009585-T1, RIT389_015075-T1, RIT389_003577-T1, RIT389_005849-T1, RIT389_005667-T1, RIT389_013747-T1, RIT389_013914-T1	DBVPG3775_000049-T1, DBVPG3775_000502-T1, DBVPG3775_001000-T1, DBVPG3775_006221-T1, DBVPG3775_006836-T1
GF00000049	RIT389_002577-T1, RIT389_003106-T1, RIT389_010547-T1, RIT389_012288-T1, RIT389_002578-T1, RIT389_010487-T1, RIT389_003105-T1, RIT389_012740-T1, RIT389_012286-T1, RIT389_012287-T1	DBVPG3775_000387-T1, DBVPG3775_000388-T1, DBVPG3775_000460-T1, DBVPG3775_000461-T1, DBVPG3775_005070-T1, DBVPG3775_005779-T1, DBVPG3775_005780-T1
GF00000050	RIT389_005389-T1, RIT389_006777-T1, RIT389_009001-T1, RIT389_006776-T1, RIT389_011422-T1, RIT389_011421-T1, RIT389_006775-T1, RIT389_015086-T1, RIT389_005391-T1, RIT389_005390-T1, RIT389_009002-T1	DBVPG3775_002205-T1, DBVPG3775_002206-T1, DBVPG3775_002207-T1, DBVPG3775_002219-T1, DBVPG3775_002220-T1, DBVPG3775_003704-T1
GF00000051	RIT389_003381-T1, RIT389_013949-T1, RIT389_005645-T1, RIT389_012750-T1, RIT389_006005-T1, RIT389_012752-T1, RIT389_009681-T1, RIT389_005647-T1, RIT389_010886-T1, RIT389_013508-T1, RIT389_015123-T1	DBVPG3775_000467-T1, DBVPG3775_001488-T1, DBVPG3775_001490-T1, DBVPG3775_001518-T1, DBVPG3775_005436-T1
GF00000052	RIT389_004204-T1, RIT389_015180-T1, RIT389_013638-T1, RIT389_012777-T1, RIT389_008676-T1, RIT389_008904-T1, RIT389_010877-T1, RIT389_012613-T1, RIT389_009061-T1, RIT389_007627-T1, RIT389_011882-T1	DBVPG3775_000287-T1, DBVPG3775_000915-T1, DBVPG3775_001018-T1, DBVPG3775_003244-T1, DBVPG3775_005171-T1
GF00000053	RIT389_007607-T1, RIT389_008703-T1, RIT389_010118-T1, RIT389_013705-T1, RIT389_007608-T1, RIT389_008704-T1, RIT389_013704-T1, RIT389_010119-T1, RIT389_011299-T1, RIT389_010056-T1, RIT389_014842-T1	DBVPG3775_002008-T1, DBVPG3775_002009-T1, DBVPG3775_002042-T1, DBVPG3775_002043-T1, DBVPG3775_007023-T1
GF00000054	RIT389_000010-T1, RIT389_012154-T1, RIT389_008788-T1, RIT389_004199-T1, RIT389_005405-T1, RIT389_001626-T1, RIT389_006563-T1, RIT389_005652-T1, RIT389_009686-T1, RIT389_005990-T1	DBVPG3775_001416-T1, DBVPG3775_001505-T1, DBVPG3775_005166-T1, DBVPG3775_005441-T1, DBVPG3775_007337-T1
GF00000055	RIT389_000330-T1, RIT389_012994-T1, RIT389_005993-T1, RIT389_006566-T1, RIT389_004390-T1, RIT389_000568-T1, RIT389_010684-T1, RIT389_011176-T1, RIT389_014259-T1, RIT389_009625-T1	DBVPG3775_000993-T1, DBVPG3775_001502-T1, DBVPG3775_001586-T1, DBVPG3775_001616-T1, DBVPG3775_006953-T1
GF00000056	RIT389_000380-T1, RIT389_009149-T1, RIT389_009594-T1, RIT389_000381-T1, RIT389_009593-T1, RIT389_013841-T1, RIT389_010761-T1, RIT389_010760-T1, RIT389_000819-T1	DBVPG3775_003417-T1, DBVPG3775_003418-T1, DBVPG3775_004141-T1, DBVPG3775_006243-T1, DBVPG3775_006244-T1, DBVPG3775_006249-T1
GF00000057	RIT389_013159-T1, RIT389_000710-T1, RIT389_013285-T1, RIT389_002103-T1, RIT389_001887-T1, RIT389_012177-T1, RIT389_002372-T1, RIT389_008013-T1, RIT389_000806-T1, RIT389_009826-T1	DBVPG3775_001982-T1, DBVPG3775_003113-T1, DBVPG3775_003819-T1, DBVPG3775_004521-T1, DBVPG3775_006937-T1
GF00000058	RIT389_000706-T1, RIT389_013288-T1, RIT389_010986-T1, RIT389_008257-T1, RIT389_002352-T1, RIT389_011793-T1, RIT389_003292-T1, RIT389_013859-T1, RIT389_002847-T1, RIT389_002977-T1	DBVPG3775_001088-T1, DBVPG3775_001986-T1, DBVPG3775_003576-T1, DBVPG3775_004540-T1, DBVPG3775_007455-T1
GF00000059	RIT389_000888-T1, RIT389_003521-T1, RIT389_008681-T1, RIT389_001704-T1, RIT389_008771-T1, RIT389_009243-T1, RIT389_008951-T1, RIT389_007832-T1, RIT389_007833-T1, RIT389_009244-T1	DBVPG3775_000789-T1, DBVPG3775_002090-T1, DBVPG3775_004300-T1, DBVPG3775_004307-T1, DBVPG3775_004308-T1
GF00000060	RIT389_000982-T1, RIT389_006700-T1, RIT389_002195-T1, RIT389_006274-T1, RIT389_008106-T1, RIT389_011623-T1, RIT389_004674-T1, RIT389_005898-T1, RIT389_002148-T1, RIT389_010385-T1	DBVPG3775_001896-T1, DBVPG3775_004037-T1, DBVPG3775_004982-T1, DBVPG3775_006518-T1, DBVPG3775_007158-T1
GF00000061	RIT389_001851-T1, RIT389_010163-T1, RIT389_005052-T1, RIT389_003419-T1, RIT389_005974-T1, RIT389_008920-T1, RIT389_005965-T1, RIT389_008911-T1, RIT389_005964-T1	DBVPG3775_002988-T1, DBVPG3775_002997-T1, DBVPG3775_002998-T1, DBVPG3775_002999-T1, DBVPG3775_003881-T1, DBVPG3775_005026-T1
GF00000062	RIT389_006918-T1, RIT389_008530-T1, RIT389_008528-T1, RIT389_006920-T1, RIT389_008526-T1, RIT389_008527-T1, RIT389_006919-T1, RIT389_008529-T1, RIT389_008525-T1	DBVPG3775_007238-T1, DBVPG3775_007239-T1, DBVPG3775_007240-T1, DBVPG3775_007241-T1, DBVPG3775_007242-T1, DBVPG3775_007243-T1
GF00000063	RIT389_000004-T1, RIT389_015044-T1, RIT389_009173-T1, RIT389_006004-T1, RIT389_012751-T1, RIT389_005175-T1, RIT389_013627-T1, RIT389_002171-T1, RIT389_010131-T1	DBVPG3775_001489-T1, DBVPG3775_002307-T1, DBVPG3775_004685-T1, DBVPG3775_007132-T1, DBVPG3775_007331-T1
GF00000064	RIT389_006711-T1, RIT389_012712-T1, RIT389_008364-T1, RIT389_014615-T1, RIT389_012445-T1, RIT389_013327-T1, RIT389_014290-T1, RIT389_011076-T1, RIT389_007234-T1, RIT389_010122-T1	DBVPG3775_001907-T1, DBVPG3775_002039-T1, DBVPG3775_002738-T1, DBVPG3775_003794-T1
GF00000065	RIT389_002567-T1, RIT389_008343-T1, RIT389_012423-T1, RIT389_003029-T1, RIT389_014227-T1, RIT389_003030-T1, RIT389_002568-T1, RIT389_005330-T1	DBVPG3775_000685-T1, DBVPG3775_001866-T1, DBVPG3775_005735-T1, DBVPG3775_005736-T1, DBVPG3775_005769-T1, DBVPG3775_005770-T1
GF00000066	RIT389_003328-T1, RIT389_012700-T1, RIT389_009506-T1, RIT389_006862-T1, RIT389_011749-T1, RIT389_007635-T1, RIT389_008791-T1, RIT389_004194-T1, RIT389_004195-T1, RIT389_004196-T1	DBVPG3775_003252-T1, DBVPG3775_003900-T1, DBVPG3775_005163-T1, DBVPG3775_006910-T1
GF00000067	RIT389_000083-T1, RIT389_001501-T1, RIT389_006791-T1, RIT389_004843-T1, RIT389_004245-T1, RIT389_012432-T1, RIT389_000255-T1, RIT389_008995-T1, RIT389_011392-T1	DBVPG3775_002226-T1, DBVPG3775_003075-T1, DBVPG3775_003776-T1, DBVPG3775_006182-T1
GF00000068	RIT389_000134-T1, RIT389_014768-T1, RIT389_008730-T1, RIT389_006739-T1, RIT389_001422-T1, RIT389_014154-T1, RIT389_006495-T1, RIT389_003803-T1, RIT389_010522-T1	DBVPG3775_000344-T1, DBVPG3775_003724-T1, DBVPG3775_004339-T1, DBVPG3775_007319-T1
GF00000069	RIT389_000323-T1, RIT389_007580-T1, RIT389_011769-T1, RIT389_007581-T1, RIT389_004773-T1, RIT389_013899-T1, RIT389_013928-T1, RIT389_009052-T1, RIT389_014596-T1, RIT389_015184-T1	DBVPG3775_001027-T1, DBVPG3775_002294-T1, DBVPG3775_002295-T1
GF00000070	RIT389_000335-T1, RIT389_010560-T1, RIT389_001744-T1, RIT389_002871-T1, RIT389_007129-T1, RIT389_004509-T1, RIT389_006061-T1, RIT389_012386-T1	DBVPG3775_003439-T1, DBVPG3775_006345-T1, DBVPG3775_006580-T1, DBVPG3775_006581-T1, DBVPG3775_006958-T1
GF00000071	RIT389_000336-T1, RIT389_010559-T1, RIT389_008888-T1, RIT389_000811-T1, RIT389_014952-T1, RIT389_008889-T1, RIT389_015103-T1, RIT389_015011-T1	DBVPG3775_006224-T1, DBVPG3775_006225-T1, DBVPG3775_006226-T1, DBVPG3775_006932-T1, DBVPG3775_006959-T1
GF00000072	RIT389_000387-T1, RIT389_009142-T1, RIT389_002327-T1, RIT389_006346-T1, RIT389_007955-T1, RIT389_011344-T1, RIT389_014275-T1, RIT389_003208-T1, RIT389_008090-T1	DBVPG3775_000842-T1, DBVPG3775_001007-T1, DBVPG3775_002923-T1, DBVPG3775_004133-T1
GF00000073	RIT389_000486-T1, RIT389_002005-T1, RIT389_003337-T1, RIT389_001861-T1, RIT389_003574-T1, RIT389_010581-T1, RIT389_015015-T1, RIT389_004628-T1, RIT389_010242-T1	DBVPG3775_003891-T1, DBVPG3775_005324-T1, DBVPG3775_006216-T1, DBVPG3775_007089-T1
GF00000074	RIT389_005495-T1, RIT389_002102-T1, RIT389_001886-T1, RIT389_002499-T1, RIT389_012377-T1, RIT389_013388-T1, RIT389_002122-T1, RIT389_001905-T1	DBVPG3775_003095-T1, DBVPG3775_003114-T1, DBVPG3775_003115-T1, DBVPG3775_005080-T1, DBVPG3775_007004-T1
GF00000075	RIT389_000664-T1, RIT389_005880-T1, RIT389_001091-T1, RIT389_013028-T1, RIT389_013181-T1, RIT389_003019-T1, RIT389_003020-T1, RIT389_000665-T1	DBVPG3775_003169-T1, DBVPG3775_003170-T1, DBVPG3775_004717-T1, DBVPG3775_006376-T1, DBVPG3775_006377-T1
GF00000076	RIT389_006940-T1, RIT389_008218-T1, RIT389_001236-T1, RIT389_012142-T1, RIT389_003131-T1, RIT389_006640-T1, RIT389_013016-T1, RIT389_003879-T1, RIT389_014691-T1	DBVPG3775_000436-T1, DBVPG3775_000562-T1, DBVPG3775_002489-T1, DBVPG3775_006501-T1
GF00000077	RIT389_000733-T1, RIT389_006623-T1, RIT389_002848-T1, RIT389_000928-T1, RIT389_003225-T1, RIT389_002976-T1, RIT389_008591-T1, RIT389_002975-T1, RIT389_003224-T1, RIT389_015041-T1	DBVPG3775_000826-T1, DBVPG3775_001087-T1, DBVPG3775_001962-T1
GF00000078	RIT389_000879-T1, RIT389_003528-T1, RIT389_008362-T1, RIT389_012790-T1, RIT389_006969-T1, RIT389_005620-T1, RIT389_001242-T1, RIT389_008612-T1, RIT389_008613-T1	DBVPG3775_000782-T1, DBVPG3775_002483-T1, DBVPG3775_003792-T1, DBVPG3775_005112-T1
GF00000079	RIT389_001268-T1, RIT389_014165-T1, RIT389_002526-T1, RIT389_007745-T1, RIT389_001641-T1, RIT389_003051-T1, RIT389_001778-T1, RIT389_003703-T1, RIT389_001269-T1	DBVPG3775_001814-T1, DBVPG3775_002655-T1, DBVPG3775_004080-T1, DBVPG3775_005815-T1
GF00000080	RIT389_001653-T1, RIT389_003063-T1, RIT389_006706-T1, RIT389_012716-T1, RIT389_007237-T1, RIT389_007102-T1, RIT389_001654-T1	DBVPG3775_001902-T1, DBVPG3775_002036-T1, DBVPG3775_005827-T1, DBVPG3775_005828-T1, DBVPG3775_007101-T1, DBVPG3775_007103-T1
GF00000081	RIT389_002186-T1, RIT389_012292-T1, RIT389_006264-T1, RIT389_006263-T1, RIT389_008799-T1, RIT389_006265-T1, RIT389_008798-T1, RIT389_002187-T1, RIT389_012291-T1	DBVPG3775_005156-T1, DBVPG3775_005157-T1, DBVPG3775_007148-T1, DBVPG3775_007149-T1
GF00000082	RIT389_002209-T1, RIT389_003091-T1, RIT389_002210-T1, RIT389_002211-T1, RIT389_003092-T1, RIT389_003095-T1, RIT389_003094-T1, RIT389_003096-T1	DBVPG3775_003273-T1, DBVPG3775_003274-T1, DBVPG3775_003275-T1, DBVPG3775_003277-T1, DBVPG3775_003278-T1
GF00000083	RIT389_008161-T1, RIT389_007391-T1, RIT389_002956-T1, RIT389_008119-T1, RIT389_007537-T1, RIT389_004048-T1, RIT389_011984-T1, RIT389_004635-T1, RIT389_004634-T1	DBVPG3775_001065-T1, DBVPG3775_005050-T1, DBVPG3775_005318-T1, DBVPG3775_005407-T1
GF00000084	RIT389_003897-T1, RIT389_012684-T1, RIT389_005248-T1, RIT389_011053-T1, RIT389_014998-T1, RIT389_004812-T1, RIT389_010978-T1, RIT389_015054-T1	DBVPG3775_001451-T1, DBVPG3775_004734-T1, DBVPG3775_006928-T1, DBVPG3775_007199-T1, DBVPG3775_007594-T1
GF00000085	RIT389_004064-T1, RIT389_007685-T1, RIT389_004065-T1, RIT389_007686-T1, RIT389_005243-T1, RIT389_013721-T1, RIT389_011822-T1, RIT389_007359-T1, RIT389_007360-T1	DBVPG3775_002338-T1, DBVPG3775_004729-T1, DBVPG3775_005391-T1, DBVPG3775_005392-T1
GF00000086	RIT389_005799-T1, RIT389_006225-T1, RIT389_009175-T1, RIT389_012825-T1, RIT389_006772-T1, RIT389_009322-T1, RIT389_010251-T1, RIT389_011015-T1, RIT389_011235-T1	DBVPG3775_001055-T1, DBVPG3775_001480-T1, DBVPG3775_002309-T1, DBVPG3775_007424-T1
GF00000087	RIT389_000019-T1, RIT389_008938-T1, RIT389_005680-T1, RIT389_005862-T1, RIT389_001978-T1, RIT389_003568-T1, RIT389_001976-T1, RIT389_001977-T1	DBVPG3775_006209-T1, DBVPG3775_006210-T1, DBVPG3775_006850-T1, DBVPG3775_007347-T1
GF00000088	RIT389_000062-T1, RIT389_009362-T1, RIT389_009368-T1, RIT389_000063-T1, RIT389_009369-T1, RIT389_009358-T1	DBVPG3775_005576-T1, DBVPG3775_005577-T1, DBVPG3775_005583-T1, DBVPG3775_005587-T1, DBVPG3775_005598-T1, DBVPG3775_005599-T1
GF00000089	RIT389_000072-T1, RIT389_014608-T1, RIT389_000217-T1, RIT389_010797-T1, RIT389_005631-T1, RIT389_006980-T1, RIT389_005116-T1, RIT389_007217-T1	DBVPG3775_001311-T1, DBVPG3775_003785-T1, DBVPG3775_005101-T1, DBVPG3775_005540-T1
GF00000090	RIT389_000116-T1, RIT389_006682-T1, RIT389_008851-T1, RIT389_009258-T1, RIT389_006686-T1, RIT389_000120-T1, RIT389_012175-T1, RIT389_000808-T1	DBVPG3775_003379-T1, DBVPG3775_003738-T1, DBVPG3775_003742-T1, DBVPG3775_006935-T1
GF00000091	RIT389_000129-T1, RIT389_006695-T1, RIT389_014851-T1, RIT389_007104-T1, RIT389_007724-T1, RIT389_001235-T1, RIT389_012141-T1, RIT389_014978-T1	DBVPG3775_002490-T1, DBVPG3775_003729-T1, DBVPG3775_004242-T1, DBVPG3775_007105-T1
GF00000092	RIT389_000285-T1, RIT389_003258-T1, RIT389_001807-T1, RIT389_002821-T1, RIT389_009943-T1, RIT389_003781-T1, RIT389_002822-T1, RIT389_009944-T1	DBVPG3775_001112-T1, DBVPG3775_001113-T1, DBVPG3775_001136-T1, DBVPG3775_002257-T1
GF00000093	RIT389_000325-T1, RIT389_000796-T1, RIT389_009629-T1, RIT389_012658-T1, RIT389_009712-T1, RIT389_005582-T1, RIT389_001576-T1, RIT389_004481-T1	DBVPG3775_000753-T1, DBVPG3775_005914-T1, DBVPG3775_006654-T1, DBVPG3775_006948-T1
GF00000094	RIT389_000483-T1, RIT389_002002-T1, RIT389_002593-T1, RIT389_010027-T1, RIT389_001249-T1, RIT389_006080-T1, RIT389_004928-T1, RIT389_011555-T1, RIT389_015176-T1	DBVPG3775_001795-T1, DBVPG3775_005795-T1, DBVPG3775_007086-T1
GF00000095	RIT389_000507-T1, RIT389_000511-T1, RIT389_000508-T1, RIT389_000509-T1, RIT389_000512-T1, RIT389_012335-T1, RIT389_012334-T1	DBVPG3775_000190-T1, DBVPG3775_000191-T1, DBVPG3775_000192-T1, DBVPG3775_000194-T1, DBVPG3775_000195-T1
GF00000096	RIT389_000648-T1, RIT389_014889-T1, RIT389_015048-T1, RIT389_000649-T1, RIT389_014888-T1, RIT389_015047-T1, RIT389_013339-T1, RIT389_015116-T1, RIT389_015136-T1	DBVPG3775_003185-T1, DBVPG3775_003186-T1, DBVPG3775_003187-T1
GF00000097	RIT389_000662-T1, RIT389_005878-T1, RIT389_010405-T1, RIT389_006925-T1, RIT389_000845-T1, RIT389_014812-T1, RIT389_011141-T1, RIT389_011666-T1	DBVPG3775_000429-T1, DBVPG3775_003172-T1, DBVPG3775_006788-T1, DBVPG3775_007233-T1
GF00000098	RIT389_000854-T1, RIT389_012938-T1, RIT389_013106-T1, RIT389_011188-T1, RIT389_011262-T1, RIT389_012562-T1, RIT389_014603-T1, RIT389_014087-T1	DBVPG3775_003015-T1, DBVPG3775_003980-T1, DBVPG3775_006031-T1, DBVPG3775_006798-T1
GF00000099	RIT389_001293-T1, RIT389_006608-T1, RIT389_012913-T1, RIT389_006285-T1, RIT389_006446-T1, RIT389_006011-T1, RIT389_001548-T1, RIT389_011530-T1	DBVPG3775_001041-T1, DBVPG3775_001939-T1, DBVPG3775_002579-T1, DBVPG3775_003664-T1
GF00000100	RIT389_002224-T1, RIT389_009478-T1, RIT389_002225-T1, RIT389_011748-T1, RIT389_009477-T1, RIT389_007633-T1, RIT389_009474-T1, RIT389_007634-T1	DBVPG3775_003251-T1, DBVPG3775_003258-T1, DBVPG3775_003259-T1, DBVPG3775_003263-T1
GF00000101	RIT389_002228-T1, RIT389_009482-T1, RIT389_006537-T1, RIT389_002437-T1, RIT389_014394-T1, RIT389_006534-T1, RIT389_006535-T1, RIT389_006536-T1, RIT389_011854-T1	DBVPG3775_003255-T1, DBVPG3775_003451-T1, DBVPG3775_006879-T1
GF00000102	RIT389_002449-T1, RIT389_013376-T1, RIT389_012788-T1, RIT389_008360-T1, RIT389_009993-T1, RIT389_014032-T1, RIT389_004651-T1, RIT389_009224-T1	DBVPG3775_000082-T1, DBVPG3775_000269-T1, DBVPG3775_000411-T1, DBVPG3775_003790-T1
GF00000103	RIT389_003047-T1, RIT389_005322-T1, RIT389_014260-T1, RIT389_014261-T1, RIT389_014263-T1, RIT389_014262-T1	DBVPG3775_005753-T1, DBVPG3775_005754-T1, DBVPG3775_005755-T1, DBVPG3775_005756-T1, DBVPG3775_005757-T1, DBVPG3775_005758-T1
GF00000104	RIT389_003613-T1, RIT389_013086-T1, RIT389_011474-T1, RIT389_007367-T1, RIT389_005299-T1, RIT389_014456-T1, RIT389_009680-T1, RIT389_011475-T1, RIT389_015181-T1	DBVPG3775_001230-T1, DBVPG3775_004193-T1, DBVPG3775_004609-T1
GF00000105	RIT389_003672-T1, RIT389_004361-T1, RIT389_011569-T1, RIT389_011571-T1, RIT389_006947-T1, RIT389_006949-T1, RIT389_010659-T1, RIT389_011605-T1	DBVPG3775_002517-T1, DBVPG3775_002524-T1, DBVPG3775_002526-T1, DBVPG3775_003711-T1
GF00000106	RIT389_003752-T1, RIT389_010698-T1, RIT389_004106-T1, RIT389_010750-T1, RIT389_004107-T1, RIT389_012040-T1, RIT389_012692-T1, RIT389_010749-T1	DBVPG3775_001677-T1, DBVPG3775_001722-T1, DBVPG3775_001723-T1, DBVPG3775_006452-T1
GF00000107	RIT389_005617-T1, RIT389_006966-T1, RIT389_008192-T1, RIT389_014267-T1, RIT389_013706-T1, RIT389_010117-T1, RIT389_005949-T1, RIT389_010061-T1	DBVPG3775_000368-T1, DBVPG3775_002044-T1, DBVPG3775_002067-T1, DBVPG3775_005115-T1
GF00000108	RIT389_007347-T1, RIT389_013122-T1, RIT389_007348-T1, RIT389_013123-T1, RIT389_009179-T1, RIT389_009178-T1, RIT389_012822-T1, RIT389_013124-T1, RIT389_010149-T1	DBVPG3775_002312-T1, DBVPG3775_002313-T1, DBVPG3775_002326-T1
GF00000109	RIT389_000172-T1, RIT389_005426-T1, RIT389_003812-T1, RIT389_014655-T1, RIT389_010510-T1, RIT389_002950-T1, RIT389_010512-T1, RIT389_010513-T1	DBVPG3775_002835-T1, DBVPG3775_003607-T1, DBVPG3775_007309-T1
GF00000110	RIT389_000331-T1, RIT389_012995-T1, RIT389_010556-T1, RIT389_010555-T1, RIT389_000341-T1, RIT389_000339-T1, RIT389_000340-T1	DBVPG3775_006954-T1, DBVPG3775_006962-T1, DBVPG3775_006963-T1, DBVPG3775_006964-T1
GF00000111	RIT389_000485-T1, RIT389_002004-T1, RIT389_014328-T1, RIT389_012866-T1, RIT389_004395-T1, RIT389_003151-T1, RIT389_014015-T1, RIT389_014016-T1	DBVPG3775_000946-T1, DBVPG3775_004260-T1, DBVPG3775_007088-T1
GF00000112	RIT389_000491-T1, RIT389_003555-T1, RIT389_013214-T1, RIT389_014949-T1, RIT389_013418-T1, RIT389_014076-T1, RIT389_011079-T1, RIT389_014077-T1	DBVPG3775_000174-T1, DBVPG3775_003230-T1, DBVPG3775_003411-T1
GF00000113	RIT389_000609-T1, RIT389_014406-T1, RIT389_005493-T1, RIT389_000611-T1, RIT389_000610-T1, RIT389_014407-T1, RIT389_000612-T1	DBVPG3775_003328-T1, DBVPG3775_003329-T1, DBVPG3775_003330-T1, DBVPG3775_003331-T1
GF00000114	RIT389_000699-T1, RIT389_001867-T1, RIT389_008243-T1, RIT389_002306-T1, RIT389_013900-T1, RIT389_009285-T1, RIT389_009286-T1	DBVPG3775_002944-T1, DBVPG3775_003134-T1, DBVPG3775_003939-T1, DBVPG3775_003941-T1
GF00000115	RIT389_000863-T1, RIT389_007004-T1, RIT389_008593-T1, RIT389_008377-T1, RIT389_013403-T1, RIT389_012118-T1, RIT389_012189-T1, RIT389_014417-T1	DBVPG3775_002890-T1, DBVPG3775_004757-T1, DBVPG3775_006806-T1
GF00000116	RIT389_004788-T1, RIT389_011239-T1, RIT389_008275-T1, RIT389_004899-T1, RIT389_013970-T1, RIT389_008271-T1, RIT389_015173-T1	DBVPG3775_000114-T1, DBVPG3775_007575-T1, DBVPG3775_007581-T1, DBVPG3775_007602-T1
GF00000117	RIT389_001836-T1, RIT389_005547-T1, RIT389_011684-T1, RIT389_010171-T1, RIT389_001837-T1, RIT389_002426-T1, RIT389_013076-T1, RIT389_015126-T1	DBVPG3775_003865-T1, DBVPG3775_006892-T1, DBVPG3775_007402-T1
