	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000448	RIT389_012859-T1	DBVPG3775_006142-T1
GF00000449	RIT389_001646-T1	DBVPG3775_005820-T1
GF00000450	RIT389_001669-T1	DBVPG3775_005842-T1
GF00000451	RIT389_009745-T1	DBVPG3775_006039-T1
GF00000452	RIT389_009033-T1	DBVPG3775_006556-T1
GF00000453	RIT389_008905-T1	DBVPG3775_000288-T1
GF00000454	RIT389_011633-T1	DBVPG3775_005426-T1
GF00000455	RIT389_007206-T1	DBVPG3775_000400-T1
GF00000456	RIT389_011248-T1	DBVPG3775_000105-T1
GF00000457	RIT389_001865-T1	DBVPG3775_003895-T1
GF00000458	RIT389_002113-T1	DBVPG3775_003104-T1
GF00000459	RIT389_012849-T1	DBVPG3775_003007-T1
GF00000460	RIT389_002119-T1	DBVPG3775_003098-T1
GF00000461	RIT389_001906-T1	DBVPG3775_000966-T1
GF00000462	RIT389_001920-T1	DBVPG3775_003224-T1
GF00000463	RIT389_002724-T1	DBVPG3775_004155-T1
GF00000464	RIT389_011905-T1	DBVPG3775_000028-T1
GF00000465	RIT389_001955-T1	DBVPG3775_000027-T1
GF00000466	RIT389_007242-T1	DBVPG3775_002031-T1
GF00000467	RIT389_001963-T1	DBVPG3775_000019-T1
GF00000468	RIT389_002018-T1	DBVPG3775_002626-T1
GF00000469	RIT389_013135-T1	DBVPG3775_002625-T1
GF00000470	RIT389_007977-T1	DBVPG3775_001991-T1
GF00000471	RIT389_002034-T1	DBVPG3775_002610-T1
GF00000472	RIT389_010881-T1	DBVPG3775_000282-T1
GF00000473	RIT389_010542-T1	DBVPG3775_005065-T1
GF00000474	RIT389_009207-T1	DBVPG3775_007188-T1
GF00000475	RIT389_002134-T1	DBVPG3775_004968-T1
GF00000476	RIT389_006859-T1	DBVPG3775_006913-T1
GF00000477	RIT389_010128-T1	DBVPG3775_007135-T1
GF00000478	RIT389_006273-T1	DBVPG3775_007157-T1
GF00000479	RIT389_006452-T1	DBVPG3775_002573-T1
GF00000480	RIT389_003087-T1	DBVPG3775_003282-T1
GF00000481	RIT389_002217-T1	DBVPG3775_003268-T1
GF00000482	RIT389_002226-T1	DBVPG3775_003257-T1
GF00000483	RIT389_002269-T1	DBVPG3775_000254-T1
GF00000484	RIT389_008246-T1	DBVPG3775_002947-T1
GF00000485	RIT389_004949-T1	DBVPG3775_000876-T1
GF00000486	RIT389_010343-T1	DBVPG3775_002165-T1
GF00000487	RIT389_011384-T1	DBVPG3775_007207-T1
GF00000488	RIT389_010330-T1	DBVPG3775_002716-T1
GF00000489	RIT389_003846-T1	DBVPG3775_004865-T1
GF00000490	RIT389_008952-T1	DBVPG3775_004306-T1
GF00000491	RIT389_002483-T1	DBVPG3775_006988-T1
GF00000492	RIT389_011158-T1	DBVPG3775_000701-T1
GF00000493	RIT389_012842-T1	DBVPG3775_003027-T1
GF00000494	RIT389_002691-T1	DBVPG3775_002145-T1
GF00000495	RIT389_003887-T1	DBVPG3775_006493-T1
GF00000496	RIT389_012438-T1	DBVPG3775_001554-T1
GF00000497	RIT389_011478-T1	DBVPG3775_006509-T1
GF00000498	RIT389_002706-T1	DBVPG3775_002159-T1
GF00000499	RIT389_002736-T1	DBVPG3775_004167-T1
GF00000500	RIT389_006817-T1	DBVPG3775_000577-T1
GF00000501	RIT389_009899-T1	DBVPG3775_000500-T1
GF00000502	RIT389_012306-T1	DBVPG3775_002978-T1
GF00000503	RIT389_013297-T1	DBVPG3775_003856-T1
GF00000504	RIT389_011144-T1	DBVPG3775_007418-T1
GF00000505	RIT389_002870-T1	DBVPG3775_006582-T1
GF00000506	RIT389_011941-T1	DBVPG3775_007371-T1
GF00000507	RIT389_007424-T1	DBVPG3775_004888-T1
GF00000508	RIT389_002946-T1	DBVPG3775_003612-T1
GF00000509	RIT389_012877-T1	DBVPG3775_007256-T1
GF00000510	RIT389_004704-T1	DBVPG3775_001657-T1
GF00000511	RIT389_003039-T1	DBVPG3775_005745-T1
GF00000512	RIT389_009005-T1	DBVPG3775_002216-T1
GF00000513	RIT389_003692-T1	DBVPG3775_003688-T1
GF00000514	RIT389_006041-T1	DBVPG3775_000908-T1
GF00000515	RIT389_011083-T1	DBVPG3775_003407-T1
GF00000516	RIT389_003181-T1	DBVPG3775_005203-T1
GF00000517	RIT389_003218-T1	DBVPG3775_000832-T1
GF00000518	RIT389_003383-T1	DBVPG3775_003537-T1
GF00000519	RIT389_011653-T1	DBVPG3775_006548-T1
GF00000520	RIT389_003423-T1	DBVPG3775_005379-T1
GF00000521	RIT389_003446-T1	DBVPG3775_004998-T1
GF00000522	RIT389_003787-T1	DBVPG3775_000155-T1
GF00000523	RIT389_004540-T1	DBVPG3775_004602-T1
GF00000524	RIT389_013001-T1	DBVPG3775_002595-T1
GF00000525	RIT389_003738-T1	DBVPG3775_001688-T1
GF00000526	RIT389_003741-T1	DBVPG3775_001692-T1
GF00000527	RIT389_008716-T1	DBVPG3775_000003-T1
GF00000528	RIT389_012221-T1	DBVPG3775_004847-T1
GF00000529	RIT389_004730-T1	DBVPG3775_006485-T1
GF00000530	RIT389_005115-T1	DBVPG3775_005541-T1
GF00000531	RIT389_004009-T1	DBVPG3775_004459-T1
GF00000532	RIT389_005763-T1	DBVPG3775_004797-T1
GF00000533	RIT389_004024-T1	DBVPG3775_004784-T1
GF00000534	RIT389_009415-T1	DBVPG3775_005967-T1
GF00000535	RIT389_004044-T1	DBVPG3775_005411-T1
GF00000536	RIT389_007711-T1	DBVPG3775_005873-T1
GF00000537	RIT389_004111-T1	DBVPG3775_001718-T1
GF00000538	RIT389_012512-T1	DBVPG3775_000675-T1
GF00000539	RIT389_004187-T1	DBVPG3775_000653-T1
GF00000540	RIT389_009379-T1	DBVPG3775_006176-T1
GF00000541	RIT389_012437-T1	DBVPG3775_002672-T1
GF00000542	RIT389_004276-T1	DBVPG3775_007577-T1
GF00000543	RIT389_005751-T1	DBVPG3775_001255-T1
GF00000544	RIT389_004388-T1	DBVPG3775_001584-T1
GF00000545	RIT389_004519-T1	DBVPG3775_003503-T1
GF00000546	RIT389_007824-T1	DBVPG3775_001855-T1
GF00000547	RIT389_009656-T1	DBVPG3775_002296-T1
GF00000548	RIT389_012312-T1	DBVPG3775_002056-T1
GF00000549	RIT389_004675-T1	DBVPG3775_006519-T1
GF00000550	RIT389_004681-T1	DBVPG3775_006525-T1
GF00000551	RIT389_004684-T1	DBVPG3775_006528-T1
GF00000552	RIT389_011566-T1	DBVPG3775_002521-T1
GF00000553	RIT389_004832-T1	DBVPG3775_003065-T1
GF00000554	RIT389_005732-T1	DBVPG3775_002756-T1
GF00000555	RIT389_006232-T1	DBVPG3775_002690-T1
GF00000556	RIT389_011553-T1	DBVPG3775_001792-T1
GF00000557	RIT389_013268-T1	DBVPG3775_007378-T1
GF00000558	RIT389_013741-T1	DBVPG3775_003218-T1
GF00000559	RIT389_005062-T1	DBVPG3775_007277-T1
GF00000560	RIT389_008858-T1	DBVPG3775_000900-T1
GF00000561	RIT389_010254-T1	DBVPG3775_007427-T1
GF00000562	RIT389_011175-T1	DBVPG3775_004672-T1
GF00000563	RIT389_011057-T1	DBVPG3775_004737-T1
GF00000564	RIT389_014350-T1	DBVPG3775_001995-T1
GF00000565	RIT389_011995-T1	DBVPG3775_006283-T1
GF00000566	RIT389_013613-T1	DBVPG3775_001728-T1
GF00000567	RIT389_014051-T1	DBVPG3775_007410-T1
GF00000568	RIT389_006965-T1	DBVPG3775_000263-T1
GF00000569	RIT389_005635-T1	DBVPG3775_005097-T1
GF00000570	RIT389_005673-T1	DBVPG3775_006842-T1
GF00000571	RIT389_005691-T1	DBVPG3775_002427-T1
GF00000572	RIT389_013797-T1	DBVPG3775_000775-T1
GF00000573	RIT389_010046-T1	DBVPG3775_004342-T1
GF00000574	RIT389_009783-T1	DBVPG3775_007010-T1
GF00000575	RIT389_012031-T1	DBVPG3775_007364-T1
GF00000576	RIT389_006672-T1	DBVPG3775_004377-T1
GF00000577	RIT389_005970-T1	DBVPG3775_002992-T1
GF00000578	RIT389_007283-T1	DBVPG3775_006696-T1
GF00000579	RIT389_012798-T1	DBVPG3775_001887-T1
GF00000580	RIT389_011781-T1	DBVPG3775_000692-T1
GF00000581	RIT389_007058-T1	DBVPG3775_004469-T1
GF00000582	RIT389_006525-T1	DBVPG3775_005084-T1
GF00000583	RIT389_010474-T1	DBVPG3775_000703-T1
GF00000584	RIT389_006587-T1	DBVPG3775_006062-T1
GF00000585	RIT389_006881-T1	DBVPG3775_004381-T1
GF00000586	RIT389_008370-T1	DBVPG3775_003800-T1
GF00000587	RIT389_008531-T1	DBVPG3775_007244-T1
GF00000588	RIT389_008523-T1	DBVPG3775_007236-T1
GF00000589	RIT389_007054-T1	DBVPG3775_001751-T1
GF00000590	RIT389_007064-T1	DBVPG3775_001740-T1
GF00000591	RIT389_007165-T1	DBVPG3775_003952-T1
GF00000592	RIT389_014064-T1	DBVPG3775_005888-T1
GF00000593	RIT389_009321-T1	DBVPG3775_007425-T1
GF00000594	RIT389_008696-T1	DBVPG3775_002016-T1
GF00000595	RIT389_008777-T1	DBVPG3775_004294-T1
GF00000596	RIT389_007871-T1	DBVPG3775_006021-T1
GF00000597	RIT389_008286-T1	DBVPG3775_007175-T1
GF00000598	RIT389_012039-T1	DBVPG3775_006453-T1
GF00000599	RIT389_008758-T1	DBVPG3775_004423-T1
GF00000600	RIT389_009261-T1	DBVPG3775_003375-T1
GF00000601	RIT389_009242-T1	DBVPG3775_004311-T1
GF00000602	RIT389_013119-T1	DBVPG3775_005970-T1
GF00000603	RIT389_011127-T1	DBVPG3775_004482-T1
GF00000604	RIT389_009641-T1	DBVPG3775_000763-T1
GF00000605	RIT389_011436-T1	DBVPG3775_004819-T1
GF00000606	RIT389_010173-T1	DBVPG3775_007400-T1
GF00000607	RIT389_010314-T1	DBVPG3775_006857-T1
GF00000608	RIT389_013714-T1	DBVPG3775_000778-T1
GF00000609	RIT389_010826-T1	DBVPG3775_006269-T1
GF00000610	RIT389_012196-T1	DBVPG3775_000605-T1
GF00000611	RIT389_013309-T1	DBVPG3775_007293-T1
GF00000612	RIT389_014334-T1	DBVPG3775_000733-T1
GF00000613	RIT389_000038-T1	DBVPG3775_005622-T1
GF00000614	RIT389_009718-T1	DBVPG3775_000759-T1
GF00000615	RIT389_009353-T1	DBVPG3775_002723-T1
GF00000616	RIT389_014521-T1	DBVPG3775_003723-T1
GF00000617	RIT389_003491-T1	DBVPG3775_002799-T1
GF00000618	RIT389_000205-T1	DBVPG3775_001326-T1
GF00000619	RIT389_000210-T1	DBVPG3775_001321-T1
GF00000620	RIT389_003276-T1	DBVPG3775_002239-T1
GF00000621	RIT389_003256-T1	DBVPG3775_002259-T1
GF00000622	RIT389_000351-T1	DBVPG3775_006974-T1
GF00000623	RIT389_012336-T1	DBVPG3775_000196-T1
GF00000624	RIT389_000517-T1	DBVPG3775_000200-T1
GF00000625	RIT389_002125-T1	DBVPG3775_004957-T1
GF00000626	RIT389_008959-T1	DBVPG3775_001630-T1
GF00000627	RIT389_000566-T1	DBVPG3775_001618-T1
GF00000628	RIT389_000580-T1	DBVPG3775_001606-T1
GF00000629	RIT389_009294-T1	DBVPG3775_000620-T1
GF00000630	RIT389_010222-T1	DBVPG3775_003324-T1
GF00000631	RIT389_000608-T1	DBVPG3775_003327-T1
GF00000632	RIT389_005494-T1	DBVPG3775_003343-T1
GF00000633	RIT389_003722-T1	DBVPG3775_004061-T1
GF00000634	RIT389_013699-T1	DBVPG3775_003149-T1
GF00000635	RIT389_014678-T1	DBVPG3775_007566-T1
GF00000636	RIT389_012465-T1	DBVPG3775_003968-T1
GF00000637	RIT389_000726-T1	DBVPG3775_001970-T1
GF00000638	RIT389_006630-T1	DBVPG3775_001955-T1
GF00000639	RIT389_000755-T1	DBVPG3775_007285-T1
GF00000640	RIT389_002238-T1	DBVPG3775_005656-T1
GF00000641	RIT389_000838-T1	DBVPG3775_006260-T1
GF00000642	RIT389_000953-T1	DBVPG3775_005472-T1
GF00000643	RIT389_001079-T1	DBVPG3775_006364-T1
GF00000644	RIT389_008304-T1	DBVPG3775_001128-T1
GF00000645	RIT389_001167-T1	DBVPG3775_001367-T1
GF00000646	RIT389_001214-T1	DBVPG3775_005563-T1
GF00000647	RIT389_001225-T1	DBVPG3775_002499-T1
GF00000648	RIT389_001232-T1	DBVPG3775_002492-T1
GF00000649	RIT389_006609-T1	DBVPG3775_003663-T1
GF00000650	RIT389_001339-T1	DBVPG3775_005217-T1
GF00000651	RIT389_010539-T1	DBVPG3775_005062-T1
GF00000652	RIT389_001374-T1	DBVPG3775_005250-T1
GF00000653	RIT389_001908-T1	DBVPG3775_000968-T1
GF00000654	RIT389_010467-T1	DBVPG3775_000659-T1
GF00000655	RIT389_011227-T1	DBVPG3775_001047-T1
GF00000656	RIT389_001659-T1	DBVPG3775_005833-T1
GF00000657	RIT389_002356-T1	DBVPG3775_006555-T1
GF00000658	RIT389_003711-T1	DBVPG3775_004072-T1
GF00000659	RIT389_008305-T1	DBVPG3775_001126-T1
GF00000660	RIT389_005915-T1	DBVPG3775_002677-T1
GF00000661	RIT389_001945-T1	DBVPG3775_000038-T1
GF00000662	RIT389_004117-T1	DBVPG3775_001713-T1
GF00000663	RIT389_006244-T1	DBVPG3775_002609-T1
GF00000664	RIT389_006246-T1	DBVPG3775_002606-T1
GF00000665	RIT389_006253-T1	DBVPG3775_002599-T1
GF00000666	RIT389_008198-T1	DBVPG3775_002074-T1
GF00000667	RIT389_006141-T1	DBVPG3775_004927-T1
GF00000668	RIT389_006146-T1	DBVPG3775_006594-T1
GF00000669	RIT389_006150-T1	DBVPG3775_004918-T1
GF00000670	RIT389_008394-T1	DBVPG3775_004896-T1
GF00000671	RIT389_002129-T1	DBVPG3775_004963-T1
GF00000672	RIT389_002141-T1	
GF00000673	RIT389_009985-T1	DBVPG3775_000261-T1
GF00000674	RIT389_011616-T1	DBVPG3775_005372-T1
GF00000675	RIT389_002383-T1	DBVPG3775_007388-T1
GF00000676	RIT389_002398-T1	DBVPG3775_007210-T1
GF00000677	RIT389_002494-T1	DBVPG3775_007000-T1
GF00000678	RIT389_002529-T1	DBVPG3775_002658-T1
GF00000679	RIT389_002569-T1	DBVPG3775_005771-T1
GF00000680	RIT389_007506-T1	DBVPG3775_006325-T1
GF00000681	RIT389_003359-T1	DBVPG3775_001541-T1
GF00000682	RIT389_002723-T1	DBVPG3775_004154-T1
GF00000683	RIT389_005234-T1	DBVPG3775_006666-T1
GF00000684	RIT389_012910-T1	DBVPG3775_001106-T1
GF00000685	RIT389_002909-T1	DBVPG3775_004878-T1
GF00000686	RIT389_013726-T1	DBVPG3775_004725-T1
GF00000687	RIT389_014337-T1	DBVPG3775_000465-T1
GF00000688	RIT389_003139-T1	DBVPG3775_000934-T1
GF00000689	RIT389_006314-T1	DBVPG3775_003511-T1
GF00000690	RIT389_007926-T1	DBVPG3775_000168-T1
GF00000691	RIT389_014622-T1	DBVPG3775_004627-T1
GF00000692	RIT389_003685-T1	DBVPG3775_003697-T1
GF00000693	RIT389_003730-T1	DBVPG3775_001702-T1
GF00000694	RIT389_008336-T1	DBVPG3775_004774-T1
GF00000695	RIT389_007535-T1	DBVPG3775_005410-T1
GF00000696	RIT389_005112-T1	DBVPG3775_005544-T1
GF00000697	RIT389_004439-T1	DBVPG3775_005278-T1
GF00000698	RIT389_011129-T1	DBVPG3775_001706-T1
GF00000699	RIT389_004189-T1	DBVPG3775_005159-T1
GF00000700	RIT389_004192-T1	DBVPG3775_005162-T1
GF00000701	RIT389_004292-T1	DBVPG3775_001245-T1
GF00000702	RIT389_009092-T1	DBVPG3775_005043-T1
GF00000703	RIT389_004757-T1	DBVPG3775_005273-T1
GF00000704	RIT389_012211-T1	DBVPG3775_002402-T1
GF00000705	RIT389_004451-T1	DBVPG3775_002398-T1
GF00000706	RIT389_004465-T1	DBVPG3775_002380-T1
GF00000707	RIT389_004523-T1	DBVPG3775_003498-T1
GF00000708	RIT389_014885-T1	DBVPG3775_003492-T1
GF00000709	RIT389_013758-T1	DBVPG3775_007458-T1
GF00000710	RIT389_004889-T1	DBVPG3775_002700-T1
GF00000711	RIT389_013452-T1	DBVPG3775_001772-T1
GF00000712	RIT389_005467-T1	DBVPG3775_001163-T1
GF00000713	RIT389_005003-T1	DBVPG3775_003205-T1
GF00000714	RIT389_009437-T1	DBVPG3775_003203-T1
GF00000715	RIT389_005143-T1	DBVPG3775_003470-T1
GF00000716	RIT389_005295-T1	DBVPG3775_004198-T1
GF00000717	RIT389_009669-T1	DBVPG3775_004179-T1
GF00000718	RIT389_005564-T1	DBVPG3775_003848-T1
GF00000719	RIT389_009734-T1	DBVPG3775_007548-T1
GF00000720	RIT389_005579-T1	DBVPG3775_006651-T1
GF00000721	RIT389_011439-T1	DBVPG3775_004816-T1
GF00000722	RIT389_005784-T1	DBVPG3775_005986-T1
GF00000723	RIT389_006227-T1	DBVPG3775_001476-T1
GF00000724	RIT389_005819-T1	DBVPG3775_001462-T1
GF00000725	RIT389_014484-T1	DBVPG3775_000382-T1
GF00000726	RIT389_008907-T1	DBVPG3775_003003-T1
GF00000727	RIT389_005967-T1	DBVPG3775_003559-T1
GF00000728	RIT389_006121-T1	DBVPG3775_004519-T1
GF00000729	RIT389_006125-T1	DBVPG3775_004515-T1
GF00000730	RIT389_011374-T1	DBVPG3775_004504-T1
GF00000731	RIT389_006394-T1	DBVPG3775_004093-T1
GF00000732	RIT389_006600-T1	DBVPG3775_003671-T1
GF00000733	RIT389_012782-T1	DBVPG3775_004325-T1
GF00000734	RIT389_006759-T1	DBVPG3775_006162-T1
GF00000735	RIT389_006845-T1	DBVPG3775_004276-T1
GF00000736	RIT389_012557-T1	DBVPG3775_000554-T1
GF00000737	RIT389_007144-T1	DBVPG3775_004254-T1
GF00000738	RIT389_011755-T1	DBVPG3775_002028-T1
GF00000739	RIT389_011513-T1	DBVPG3775_000085-T1
GF00000740	RIT389_014975-T1	DBVPG3775_002330-T1
GF00000741	RIT389_007485-T1	DBVPG3775_002900-T1
GF00000742	RIT389_007496-T1	DBVPG3775_002909-T1
GF00000743	RIT389_013057-T1	DBVPG3775_005383-T1
GF00000744	RIT389_008239-T1	DBVPG3775_000625-T1
GF00000745	RIT389_007586-T1	DBVPG3775_000629-T1
GF00000746	RIT389_007592-T1	DBVPG3775_000635-T1
GF00000747	RIT389_007790-T1	DBVPG3775_006855-T1
GF00000748	RIT389_007868-T1	DBVPG3775_006018-T1
GF00000749	RIT389_008093-T1	DBVPG3775_000845-T1
GF00000750	RIT389_012787-T1	DBVPG3775_003789-T1
GF00000751	RIT389_012452-T1	DBVPG3775_003802-T1
GF00000752	RIT389_014881-T1	DBVPG3775_002540-T1
GF00000753	RIT389_008471-T1	DBVPG3775_002551-T1
GF00000754	RIT389_008569-T1	DBVPG3775_000608-T1
GF00000755	RIT389_012903-T1	DBVPG3775_003569-T1
GF00000756	RIT389_008839-T1	DBVPG3775_004414-T1
GF00000757	RIT389_014923-T1	DBVPG3775_002224-T1
GF00000758	RIT389_012835-T1	DBVPG3775_007465-T1
GF00000759	RIT389_012819-T1	DBVPG3775_002315-T1
GF00000760	RIT389_009191-T1	DBVPG3775_005511-T1
GF00000761	RIT389_013272-T1	DBVPG3775_006767-T1
GF00000762	RIT389_013995-T1	DBVPG3775_000621-T1
GF00000763	RIT389_010255-T1	DBVPG3775_007428-T1
GF00000764	RIT389_010157-T1	DBVPG3775_002331-T1
GF00000765	RIT389_009800-T1	DBVPG3775_006281-T1
GF00000766	RIT389_009880-T1	DBVPG3775_000871-T1
GF00000767	RIT389_012107-T1	DBVPG3775_003386-T1
GF00000768	RIT389_010050-T1	DBVPG3775_007015-T1
GF00000769	RIT389_010054-T1	DBVPG3775_007021-T1
GF00000770	RIT389_010249-T1	DBVPG3775_007504-T1
GF00000771	RIT389_010289-T1	DBVPG3775_000596-T1
GF00000772	RIT389_011395-T1	DBVPG3775_007439-T1
GF00000773	RIT389_010420-T1	DBVPG3775_006753-T1
GF00000774	RIT389_010591-T1	DBVPG3775_006831-T1
GF00000775	RIT389_010700-T1	DBVPG3775_001675-T1
GF00000776	RIT389_011000-T1	DBVPG3775_006263-T1
GF00000777	RIT389_010931-T1	DBVPG3775_003844-T1
GF00000778	RIT389_012496-T1	DBVPG3775_005357-T1
GF00000779	RIT389_013839-T1	DBVPG3775_000553-T1
GF00000780	RIT389_011122-T1	DBVPG3775_004488-T1
GF00000781	RIT389_014630-T1	DBVPG3775_000737-T1
GF00000782	RIT389_014399-T1	DBVPG3775_004827-T1
GF00000783	RIT389_014600-T1	DBVPG3775_006512-T1
GF00000784	RIT389_013177-T1	DBVPG3775_007265-T1
GF00000785	RIT389_013464-T1	DBVPG3775_005421-T1
GF00000786	RIT389_012688-T1	DBVPG3775_001455-T1
GF00000787	RIT389_014048-T1	DBVPG3775_005061-T1
GF00000788	RIT389_013197-T1	DBVPG3775_004269-T1
GF00000789	RIT389_013487-T1	DBVPG3775_007291-T1
GF00000790	RIT389_014708-T1	DBVPG3775_001394-T1
GF00000791	RIT389_005801-T1	DBVPG3775_001478-T1
GF00000792	RIT389_010630-T1	DBVPG3775_006444-T1
GF00000793	RIT389_000855-T1	DBVPG3775_006799-T1
GF00000794	RIT389_000047-T1	DBVPG3775_005613-T1
GF00000795	RIT389_000054-T1	DBVPG3775_005606-T1
GF00000796	RIT389_003457-T1	DBVPG3775_005591-T1
GF00000797	RIT389_000070-T1	DBVPG3775_003787-T1
GF00000798	RIT389_011426-T1	DBVPG3775_002215-T1
GF00000799	RIT389_000085-T1	DBVPG3775_003774-T1
GF00000800	RIT389_012265-T1	DBVPG3775_003762-T1
GF00000801	RIT389_000113-T1	DBVPG3775_003745-T1
GF00000802	RIT389_000122-T1	DBVPG3775_003736-T1
GF00000803	RIT389_002333-T1	DBVPG3775_002917-T1
GF00000804	RIT389_000167-T1	DBVPG3775_002830-T1
GF00000805	RIT389_000191-T1	DBVPG3775_002855-T1
GF00000806	RIT389_000196-T1	DBVPG3775_001334-T1
GF00000807	RIT389_012047-T1	DBVPG3775_001329-T1
GF00000808	RIT389_010795-T1	DBVPG3775_001313-T1
GF00000809	RIT389_000221-T1	DBVPG3775_001306-T1
GF00000810	RIT389_000243-T1	DBVPG3775_001280-T1
GF00000811	RIT389_000246-T1	DBVPG3775_001276-T1
GF00000812	RIT389_000256-T1	DBVPG3775_002227-T1
GF00000813	RIT389_000302-T1	DBVPG3775_002274-T1
GF00000814	RIT389_007569-T1	DBVPG3775_002283-T1
GF00000815	RIT389_007464-T1	DBVPG3775_007179-T1
GF00000816	RIT389_003424-T1	DBVPG3775_005021-T1
GF00000817	RIT389_000317-T1	DBVPG3775_002288-T1
GF00000818	RIT389_000328-T1	DBVPG3775_006951-T1
GF00000819	RIT389_000365-T1	DBVPG3775_006406-T1
GF00000820	RIT389_000390-T1	DBVPG3775_004130-T1
GF00000821	RIT389_000392-T1	DBVPG3775_004128-T1
GF00000822	RIT389_000394-T1	DBVPG3775_004126-T1
GF00000823	RIT389_009120-T1	DBVPG3775_004436-T1
GF00000824	RIT389_000430-T1	DBVPG3775_007073-T1
GF00000825	RIT389_000473-T1	DBVPG3775_007077-T1
GF00000826	RIT389_000515-T1	DBVPG3775_000198-T1
GF00000827	RIT389_000526-T1	DBVPG3775_000209-T1
GF00000828	RIT389_010677-T1	DBVPG3775_001609-T1
GF00000829	RIT389_000579-T1	DBVPG3775_001607-T1
GF00000830	RIT389_004302-T1	DBVPG3775_001256-T1
GF00000831	RIT389_000615-T1	DBVPG3775_003334-T1
GF00000832	RIT389_000642-T1	DBVPG3775_003360-T1
GF00000833	RIT389_000673-T1	DBVPG3775_003161-T1
GF00000834	RIT389_000674-T1	DBVPG3775_003160-T1
GF00000835	RIT389_000701-T1	DBVPG3775_003132-T1
GF00000836	RIT389_000704-T1	DBVPG3775_001988-T1
GF00000837	RIT389_006504-T1	DBVPG3775_001976-T1
GF00000838	RIT389_000858-T1	DBVPG3775_006802-T1
GF00000839	RIT389_012180-T1	DBVPG3775_006940-T1
GF00000840	RIT389_000835-T1	DBVPG3775_006257-T1
GF00000841	RIT389_000852-T1	DBVPG3775_006796-T1
GF00000842	RIT389_008021-T1	DBVPG3775_005693-T1
GF00000843	RIT389_000856-T1	DBVPG3775_006800-T1
GF00000844	RIT389_003526-T1	DBVPG3775_000784-T1
GF00000845	RIT389_003507-T1	DBVPG3775_000803-T1
GF00000846	RIT389_011920-T1	DBVPG3775_005452-T1
GF00000847	RIT389_000983-T1	DBVPG3775_001895-T1
GF00000848	RIT389_001007-T1	DBVPG3775_006723-T1
GF00000849	RIT389_001016-T1	DBVPG3775_006714-T1
GF00000850	RIT389_013457-T1	DBVPG3775_001767-T1
GF00000851	RIT389_001042-T1	DBVPG3775_005706-T1
GF00000852	RIT389_002904-T1	DBVPG3775_004873-T1
GF00000853	RIT389_001087-T1	DBVPG3775_006373-T1
GF00000854	RIT389_001119-T1	DBVPG3775_006076-T1
GF00000855	RIT389_005795-T1	DBVPG3775_001483-T1
GF00000856	RIT389_003179-T1	DBVPG3775_001546-T1
GF00000857	RIT389_005280-T1	DBVPG3775_006106-T1
GF00000858	RIT389_003839-T1	DBVPG3775_007482-T1
GF00000859	RIT389_001152-T1	DBVPG3775_007487-T1
GF00000860	RIT389_003829-T1	DBVPG3775_007524-T1
GF00000861	RIT389_001191-T1	DBVPG3775_001343-T1
GF00000862	RIT389_004279-T1	DBVPG3775_003970-T1
GF00000863	RIT389_006086-T1	DBVPG3775_001802-T1
GF00000864	RIT389_001266-T1	DBVPG3775_001812-T1
GF00000865	RIT389_001278-T1	DBVPG3775_001823-T1
GF00000866	RIT389_006457-T1	DBVPG3775_002569-T1
GF00000867	RIT389_006603-T1	DBVPG3775_003668-T1
GF00000868	RIT389_001290-T1	DBVPG3775_003667-T1
GF00000869	RIT389_002938-T1	DBVPG3775_003621-T1
GF00000870	RIT389_001349-T1	DBVPG3775_005226-T1
GF00000871	RIT389_001363-T1	DBVPG3775_005240-T1
GF00000872	RIT389_013277-T1	DBVPG3775_005252-T1
GF00000873	RIT389_006963-T1	DBVPG3775_005118-T1
GF00000874	RIT389_001431-T1	DBVPG3775_000334-T1
GF00000875	RIT389_001450-T1	DBVPG3775_000315-T1
GF00000876	RIT389_010470-T1	DBVPG3775_000699-T1
GF00000877	RIT389_001465-T1	DBVPG3775_000301-T1
GF00000878	RIT389_001468-T1	DBVPG3775_000297-T1
GF00000879	RIT389_011936-T1	DBVPG3775_000296-T1
GF00000880	RIT389_005289-T1	DBVPG3775_004204-T1
GF00000881	RIT389_001546-T1	DBVPG3775_001038-T1
GF00000882	RIT389_010373-T1	DBVPG3775_007537-T1
GF00000883	RIT389_001582-T1	DBVPG3775_005908-T1
GF00000884	RIT389_001601-T1	DBVPG3775_001443-T1
GF00000885	RIT389_001603-T1	DBVPG3775_001441-T1
GF00000886	RIT389_001610-T1	DBVPG3775_001433-T1
GF00000887	RIT389_001611-T1	DBVPG3775_001432-T1
GF00000888	RIT389_001612-T1	DBVPG3775_001431-T1
GF00000889	RIT389_013193-T1	DBVPG3775_006662-T1
GF00000890	RIT389_006311-T1	DBVPG3775_003514-T1
GF00000891	RIT389_005395-T1	DBVPG3775_001406-T1
GF00000892	RIT389_001642-T1	DBVPG3775_005816-T1
GF00000893	RIT389_004841-T1	DBVPG3775_005826-T1
GF00000894	RIT389_001656-T1	DBVPG3775_005830-T1
GF00000895	RIT389_007479-T1	DBVPG3775_005846-T1
GF00000896	RIT389_013556-T1	DBVPG3775_002117-T1
GF00000897	RIT389_013098-T1	DBVPG3775_002112-T1
