	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000409	TFCN22C4_007330-T1	DBVPG3775_006968-T1
GF00000410	TFCN22C4_008734-T1	DBVPG3775_007425-T1
GF00000411	TFCN22C4_011078-T1	DBVPG3775_002621-T1
GF00000412	TFCN22C4_006283-T1	DBVPG3775_004968-T1
GF00000413	TFCN22C4_005008-T1	DBVPG3775_003782-T1
GF00000414	TFCN22C4_001569-T1	DBVPG3775_004409-T1
GF00000415	TFCN22C4_003697-T1	DBVPG3775_000258-T1
GF00000416	TFCN22C4_013168-T1	DBVPG3775_006009-T1
GF00000417	TFCN22C4_002882-T1	DBVPG3775_000208-T1
GF00000418	TFCN22C4_004006-T1	DBVPG3775_007135-T1
GF00000419	TFCN22C4_008039-T1	DBVPG3775_001059-T1
GF00000420	TFCN22C4_007945-T1	DBVPG3775_005745-T1
GF00000421	TFCN22C4_001947-T1	DBVPG3775_001045-T1
GF00000422	TFCN22C4_002166-T1	DBVPG3775_003895-T1
GF00000423	TFCN22C4_012118-T1	DBVPG3775_006523-T1
GF00000424	TFCN22C4_010600-T1	DBVPG3775_000400-T1
GF00000425	TFCN22C4_002203-T1	DBVPG3775_003856-T1
GF00000426	TFCN22C4_004376-T1	DBVPG3775_007410-T1
GF00000427	TFCN22C4_011766-T1	DBVPG3775_007364-T1
GF00000428	TFCN22C4_002240-T1	DBVPG3775_004847-T1
GF00000429	TFCN22C4_007103-T1	DBVPG3775_003755-T1
GF00000430	TFCN22C4_012928-T1	DBVPG3775_007371-T1
GF00000431	TFCN22C4_002279-T1	DBVPG3775_004887-T1
GF00000432	TFCN22C4_007504-T1	DBVPG3775_007188-T1
GF00000433	TFCN22C4_004356-T1	DBVPG3775_004931-T1
GF00000434	TFCN22C4_009965-T1	DBVPG3775_002266-T1
GF00000435	TFCN22C4_004388-T1	DBVPG3775_007398-T1
GF00000436	TFCN22C4_002339-T1	DBVPG3775_007400-T1
GF00000437	TFCN22C4_002360-T1	DBVPG3775_005541-T1
GF00000438	TFCN22C4_008908-T1	DBVPG3775_005533-T1
GF00000439	TFCN22C4_002370-T1	DBVPG3775_005531-T1
GF00000440	TFCN22C4_013471-T1	DBVPG3775_003968-T1
GF00000441	TFCN22C4_005908-T1	DBVPG3775_006976-T1
GF00000442	TFCN22C4_003340-T1	DBVPG3775_006362-T1
GF00000443	TFCN22C4_003132-T1	DBVPG3775_000543-T1
GF00000444	TFCN22C4_013587-T1	DBVPG3775_000692-T1
GF00000445	TFCN22C4_006356-T1	DBVPG3775_001887-T1
GF00000446	TFCN22C4_006349-T1	DBVPG3775_005310-T1
GF00000447	TFCN22C4_003516-T1	DBVPG3775_002296-T1
GF00000448	TFCN22C4_013456-T1	DBVPG3775_006786-T1
GF00000449	TFCN22C4_002516-T1	DBVPG3775_005323-T1
GF00000450	TFCN22C4_002759-T1	DBVPG3775_000084-T1
GF00000451	TFCN22C4_006112-T1	DBVPG3775_004575-T1
GF00000452	TFCN22C4_013895-T1	DBVPG3775_007577-T1
GF00000453	TFCN22C4_002649-T1	DBVPG3775_002947-T1
GF00000454	TFCN22C4_005759-T1	DBVPG3775_002917-T1
GF00000455	TFCN22C4_002696-T1	DBVPG3775_002907-T1
GF00000456	TFCN22C4_008972-T1	DBVPG3775_000028-T1
GF00000457	TFCN22C4_006435-T1	DBVPG3775_000094-T1
GF00000458	TFCN22C4_006020-T1	DBVPG3775_000500-T1
GF00000459	TFCN22C4_002814-T1	DBVPG3775_000139-T1
GF00000460	TFCN22C4_009870-T1	DBVPG3775_003596-T1
GF00000461	TFCN22C4_002842-T1	DBVPG3775_000168-T1
GF00000462	TFCN22C4_002853-T1	DBVPG3775_000179-T1
GF00000463	TFCN22C4_003828-T1	DBVPG3775_000395-T1
GF00000464	TFCN22C4_012206-T1	DBVPG3775_000346-T1
GF00000465	TFCN22C4_006129-T1	DBVPG3775_004558-T1
GF00000466	TFCN22C4_011742-T1	DBVPG3775_002573-T1
GF00000467	TFCN22C4_010415-T1	DBVPG3775_006924-T1
GF00000468	TFCN22C4_005560-T1	DBVPG3775_006062-T1
GF00000469	TFCN22C4_005521-T1	DBVPG3775_006371-T1
GF00000470	TFCN22C4_013619-T1	DBVPG3775_006509-T1
GF00000471	TFCN22C4_011708-T1	DBVPG3775_002145-T1
GF00000472	TFCN22C4_010303-T1	DBVPG3775_002156-T1
GF00000473	TFCN22C4_005667-T1	DBVPG3775_006283-T1
GF00000474	TFCN22C4_007060-T1	DBVPG3775_003800-T1
GF00000475	TFCN22C4_008133-T1	DBVPG3775_005856-T1
GF00000476	TFCN22C4_009950-T1	DBVPG3775_002281-T1
GF00000477	TFCN22C4_008337-T1	DBVPG3775_004784-T1
GF00000478	TFCN22C4_007400-T1	DBVPG3775_005411-T1
GF00000479	TFCN22C4_010119-T1	DBVPG3775_006499-T1
GF00000480	TFCN22C4_010135-T1	DBVPG3775_006485-T1
GF00000481	TFCN22C4_011376-T1	DBVPG3775_000254-T1
GF00000482	TFCN22C4_003708-T1	DBVPG3775_000268-T1
GF00000483	TFCN22C4_003727-T1	DBVPG3775_000288-T1
GF00000484	TFCN22C4_010690-T1	DBVPG3775_000699-T1
GF00000485	TFCN22C4_013810-T1	DBVPG3775_007093-T1
GF00000486	TFCN22C4_012207-T1	DBVPG3775_000345-T1
GF00000487	TFCN22C4_013743-T1	DBVPG3775_002595-T1
GF00000488	TFCN22C4_003903-T1	DBVPG3775_005379-T1
GF00000489	TFCN22C4_006252-T1	DBVPG3775_004998-T1
GF00000490	TFCN22C4_003983-T1	DBVPG3775_007157-T1
GF00000491	TFCN22C4_004029-T1	DBVPG3775_005159-T1
GF00000492	TFCN22C4_003990-T1	DBVPG3775_005158-T1
GF00000493	TFCN22C4_011273-T1	DBVPG3775_006576-T1
GF00000494	TFCN22C4_012717-T1	DBVPG3775_006814-T1
GF00000495	TFCN22C4_004682-T1	DBVPG3775_002672-T1
GF00000496	TFCN22C4_010866-T1	DBVPG3775_001855-T1
GF00000497	TFCN22C4_004737-T1	DBVPG3775_001818-T1
GF00000498	TFCN22C4_009037-T1	DBVPG3775_001813-T1
GF00000499	TFCN22C4_010840-T1	DBVPG3775_005869-T1
GF00000500	TFCN22C4_009018-T1	DBVPG3775_001792-T1
GF00000501	TFCN22C4_009548-T1	DBVPG3775_005820-T1
GF00000502	TFCN22C4_004824-T1	DBVPG3775_002626-T1
GF00000503	TFCN22C4_004792-T1	DBVPG3775_001751-T1
GF00000504	TFCN22C4_004809-T1	DBVPG3775_002610-T1
GF00000505	TFCN22C4_008500-T1	DBVPG3775_005970-T1
GF00000506	TFCN22C4_009572-T1	DBVPG3775_007375-T1
GF00000507	TFCN22C4_009715-T1	DBVPG3775_006147-T1
GF00000508	TFCN22C4_005254-T1	DBVPG3775_003952-T1
GF00000509	TFCN22C4_008549-T1	DBVPG3775_006021-T1
GF00000510	TFCN22C4_005321-T1	DBVPG3775_001688-T1
GF00000511	TFCN22C4_005318-T1	DBVPG3775_001692-T1
GF00000512	TFCN22C4_008971-T1	DBVPG3775_000027-T1
GF00000513	TFCN22C4_008828-T1	DBVPG3775_001718-T1
GF00000514	TFCN22C4_008148-T1	DBVPG3775_005842-T1
GF00000515	TFCN22C4_009529-T1	DBVPG3775_003386-T1
GF00000516	TFCN22C4_005455-T1	DBVPG3775_004342-T1
GF00000517	TFCN22C4_013354-T1	DBVPG3775_001584-T1
GF00000518	TFCN22C4_008291-T1	DBVPG3775_004737-T1
GF00000519	TFCN22C4_012511-T1	DBVPG3775_004819-T1
GF00000520	TFCN22C4_011461-T1	DBVPG3775_005967-T1
GF00000521	TFCN22C4_008309-T1	DBVPG3775_004756-T1
GF00000522	TFCN22C4_009745-T1	DBVPG3775_006116-T1
GF00000523	TFCN22C4_005920-T1	DBVPG3775_006988-T1
GF00000524	TFCN22C4_010688-T1	DBVPG3775_000701-T1
GF00000525	TFCN22C4_005943-T1	DBVPG3775_007010-T1
GF00000526	TFCN22C4_007327-T1	DBVPG3775_006965-T1
GF00000527	TFCN22C4_005968-T1	DBVPG3775_006652-T1
GF00000528	TFCN22C4_006088-T1	DBVPG3775_007418-T1
GF00000529	TFCN22C4_006151-T1	DBVPG3775_006555-T1
GF00000530	TFCN22C4_008690-T1	DBVPG3775_006556-T1
GF00000531	TFCN22C4_010476-T1	DBVPG3775_004482-T1
GF00000532	TFCN22C4_006551-T1	DBVPG3775_006176-T1
GF00000533	TFCN22C4_007619-T1	DBVPG3775_003143-T1
GF00000534	TFCN22C4_006813-T1	DBVPG3775_003187-T1
GF00000535	TFCN22C4_010484-T1	DBVPG3775_003218-T1
GF00000536	TFCN22C4_006863-T1	DBVPG3775_003236-T1
GF00000537	TFCN22C4_006869-T1	DBVPG3775_007236-T1
GF00000538	TFCN22C4_006880-T1	DBVPG3775_007250-T1
GF00000539	TFCN22C4_006984-T1	DBVPG3775_001602-T1
GF00000540	TFCN22C4_010183-T1	DBVPG3775_006842-T1
GF00000541	TFCN22C4_011933-T1	DBVPG3775_004269-T1
GF00000542	TFCN22C4_007309-T1	DBVPG3775_006947-T1
GF00000543	TFCN22C4_008228-T1	DBVPG3775_006418-T1
GF00000544	TFCN22C4_008193-T1	DBVPG3775_006453-T1
GF00000545	TFCN22C4_011957-T1	DBVPG3775_005383-T1
GF00000546	TFCN22C4_007825-T1	DBVPG3775_003471-T1
GF00000547	TFCN22C4_013396-T1	DBVPG3775_007427-T1
GF00000548	TFCN22C4_013521-T1	DBVPG3775_006548-T1
GF00000549	TFCN22C4_010833-T1	DBVPG3775_003537-T1
GF00000550	TFCN22C4_008514-T1	DBVPG3775_005986-T1
GF00000551	TFCN22C4_008767-T1	DBVPG3775_000605-T1
GF00000552	TFCN22C4_009520-T1	DBVPG3775_003375-T1
GF00000553	TFCN22C4_008981-T1	DBVPG3775_000038-T1
GF00000554	TFCN22C4_009143-T1	DBVPG3775_002756-T1
GF00000555	TFCN22C4_012090-T1	DBVPG3775_006269-T1
GF00000556	TFCN22C4_009309-T1	DBVPG3775_006252-T1
GF00000557	TFCN22C4_011869-T1	DBVPG3775_000653-T1
GF00000558	TFCN22C4_013640-T1	DBVPG3775_003396-T1
GF00000559	TFCN22C4_010647-T1	DBVPG3775_006810-T1
GF00000560	TFCN22C4_010645-T1	DBVPG3775_006812-T1
GF00000561	TFCN22C4_011744-T1	DBVPG3775_002575-T1
GF00000562	TFCN22C4_012686-T1	DBVPG3775_002716-T1
GF00000563	TFCN22C4_011220-T1	DBVPG3775_003257-T1
GF00000564	TFCN22C4_011822-T1	DBVPG3775_006519-T1
GF00000565	TFCN22C4_011828-T1	DBVPG3775_006525-T1
GF00000566	TFCN22C4_011831-T1	DBVPG3775_006528-T1
GF00000567	TFCN22C4_012938-T1	DBVPG3775_000733-T1
GF00000568	TFCN22C4_012488-T1	DBVPG3775_007293-T1
GF00000569	TFCN22C4_000117-T1	DBVPG3775_001338-T1
GF00000570	TFCN22C4_000037-T1	DBVPG3775_005622-T1
GF00000571	TFCN22C4_006500-T1	DBVPG3775_007175-T1
GF00000572	TFCN22C4_000214-T1	DBVPG3775_001433-T1
GF00000573	TFCN22C4_008645-T1	DBVPG3775_001495-T1
GF00000574	TFCN22C4_002286-T1	DBVPG3775_004896-T1
GF00000575	TFCN22C4_000416-T1	DBVPG3775_000968-T1
GF00000576	TFCN22C4_000449-T1	DBVPG3775_000934-T1
GF00000577	TFCN22C4_004246-T1	DBVPG3775_000900-T1
GF00000578	TFCN22C4_009439-T1	DBVPG3775_000861-T1
GF00000579	TFCN22C4_000532-T1	DBVPG3775_000854-T1
GF00000580	TFCN22C4_009933-T1	DBVPG3775_002298-T1
GF00000581	TFCN22C4_000598-T1	DBVPG3775_000792-T1
GF00000582	TFCN22C4_012303-T1	DBVPG3775_004019-T1
GF00000583	TFCN22C4_000635-T1	DBVPG3775_004009-T1
GF00000584	TFCN22C4_000650-T1	DBVPG3775_003992-T1
GF00000585	TFCN22C4_000711-T1	DBVPG3775_005106-T1
GF00000586	TFCN22C4_000758-T1	DBVPG3775_003051-T1
GF00000587	TFCN22C4_006921-T1	DBVPG3775_001949-T1
GF00000588	TFCN22C4_006514-T1	DBVPG3775_007189-T1
GF00000589	TFCN22C4_013491-T1	DBVPG3775_004702-T1
GF00000590	TFCN22C4_005031-T1	DBVPG3775_004179-T1
GF00000591	TFCN22C4_000932-T1	DBVPG3775_004154-T1
GF00000592	TFCN22C4_001097-T1	DBVPG3775_001106-T1
GF00000593	TFCN22C4_001116-T1	DBVPG3775_001126-T1
GF00000594	TFCN22C4_001178-T1	DBVPG3775_001192-T1
GF00000595	TFCN22C4_001228-T1	DBVPG3775_001245-T1
GF00000596	TFCN22C4_001237-T1	DBVPG3775_001255-T1
GF00000597	TFCN22C4_001255-T1	DBVPG3775_001277-T1
GF00000598	TFCN22C4_001270-T1	DBVPG3775_001296-T1
GF00000599	TFCN22C4_011035-T1	DBVPG3775_006684-T1
GF00000600	TFCN22C4_010770-T1	DBVPG3775_005476-T1
GF00000601	TFCN22C4_001467-T1	DBVPG3775_002377-T1
GF00000602	TFCN22C4_001991-T1	DBVPG3775_002376-T1
GF00000603	TFCN22C4_001535-T1	DBVPG3775_004377-T1
GF00000604	TFCN22C4_001602-T1	DBVPG3775_004449-T1
GF00000605	TFCN22C4_001618-T1	DBVPG3775_004462-T1
GF00000606	TFCN22C4_012982-T1	DBVPG3775_004469-T1
GF00000607	TFCN22C4_006121-T1	DBVPG3775_004566-T1
GF00000608	TFCN22C4_001656-T1	DBVPG3775_005703-T1
GF00000609	TFCN22C4_008134-T1	DBVPG3775_005855-T1
GF00000610	TFCN22C4_001702-T1	DBVPG3775_005655-T1
GF00000611	TFCN22C4_001709-T1	DBVPG3775_005648-T1
GF00000612	TFCN22C4_001718-T1	DBVPG3775_005638-T1
GF00000613	TFCN22C4_005781-T1	DBVPG3775_003646-T1
GF00000614	TFCN22C4_003752-T1	DBVPG3775_001936-T1
GF00000615	TFCN22C4_010562-T1	DBVPG3775_004627-T1
GF00000616	TFCN22C4_004290-T1	DBVPG3775_004865-T1
GF00000617	TFCN22C4_002270-T1	DBVPG3775_004878-T1
GF00000618	TFCN22C4_002307-T1	DBVPG3775_004918-T1
GF00000619	TFCN22C4_002357-T1	DBVPG3775_005544-T1
GF00000620	TFCN22C4_002427-T1	DBVPG3775_005472-T1
GF00000621	TFCN22C4_006384-T1	DBVPG3775_005273-T1
GF00000622	TFCN22C4_002471-T1	DBVPG3775_005278-T1
GF00000623	TFCN22C4_003055-T1	DBVPG3775_003027-T1
GF00000624	TFCN22C4_002592-T1	DBVPG3775_003003-T1
GF00000625	TFCN22C4_002596-T1	DBVPG3775_002998-T1
GF00000626	TFCN22C4_009835-T1	DBVPG3775_003559-T1
GF00000627	TFCN22C4_012399-T1	DBVPG3775_007179-T1
GF00000628	TFCN22C4_005725-T1	DBVPG3775_002037-T1
GF00000629	TFCN22C4_002929-T1	DBVPG3775_002905-T1
GF00000630	TFCN22C4_002707-T1	DBVPG3775_002895-T1
GF00000631	TFCN22C4_002767-T1	DBVPG3775_003612-T1
GF00000632	TFCN22C4_005704-T1	DBVPG3775_002016-T1
GF00000633	TFCN22C4_007706-T1	DBVPG3775_000196-T1
GF00000634	TFCN22C4_007527-T1	DBVPG3775_006162-T1
GF00000635	TFCN22C4_003221-T1	DBVPG3775_000596-T1
GF00000636	TFCN22C4_003304-T1	DBVPG3775_006399-T1
GF00000637	TFCN22C4_003448-T1	DBVPG3775_002224-T1
GF00000638	TFCN22C4_005744-T1	DBVPG3775_002056-T1
GF00000639	TFCN22C4_004927-T1	DBVPG3775_003703-T1
GF00000640	TFCN22C4_003870-T1	DBVPG3775_003697-T1
GF00000641	TFCN22C4_003880-T1	DBVPG3775_005043-T1
GF00000642	TFCN22C4_006276-T1	
GF00000643	TFCN22C4_004032-T1	DBVPG3775_005162-T1
GF00000644	TFCN22C4_004617-T1	DBVPG3775_005202-T1
GF00000645	TFCN22C4_013760-T1	DBVPG3775_005252-T1
GF00000646	TFCN22C4_012502-T1	DBVPG3775_004829-T1
GF00000647	TFCN22C4_007922-T1	DBVPG3775_005771-T1
GF00000648	TFCN22C4_010539-T1	DBVPG3775_004602-T1
GF00000649	TFCN22C4_009000-T1	DBVPG3775_001772-T1
GF00000650	TFCN22C4_006644-T1	DBVPG3775_006705-T1
GF00000651	TFCN22C4_009874-T1	DBVPG3775_003601-T1
GF00000652	TFCN22C4_011065-T1	DBVPG3775_002606-T1
GF00000653	TFCN22C4_011067-T1	DBVPG3775_002609-T1
GF00000654	TFCN22C4_008021-T1	DBVPG3775_002700-T1
GF00000655	TFCN22C4_013231-T1	DBVPG3775_002723-T1
GF00000656	TFCN22C4_005015-T1	DBVPG3775_003789-T1
GF00000657	TFCN22C4_005024-T1	DBVPG3775_003802-T1
GF00000658	TFCN22C4_010551-T1	DBVPG3775_004614-T1
GF00000659	TFCN22C4_008876-T1	DBVPG3775_001675-T1
GF00000660	TFCN22C4_005329-T1	DBVPG3775_001702-T1
GF00000661	TFCN22C4_012977-T1	DBVPG3775_001740-T1
GF00000662	TFCN22C4_006674-T1	DBVPG3775_006738-T1
GF00000663	TFCN22C4_009615-T1	DBVPG3775_004072-T1
GF00000664	TFCN22C4_007234-T1	DBVPG3775_004340-T1
GF00000665	TFCN22C4_005553-T1	DBVPG3775_006082-T1
GF00000666	TFCN22C4_005629-T1	DBVPG3775_006325-T1
GF00000667	TFCN22C4_008045-T1	DBVPG3775_007103-T1
GF00000668	TFCN22C4_005719-T1	DBVPG3775_002031-T1
GF00000669	TFCN22C4_005742-T1	DBVPG3775_002054-T1
GF00000670	TFCN22C4_005843-T1	DBVPG3775_004783-T1
GF00000671	TFCN22C4_005848-T1	DBVPG3775_004774-T1
GF00000672	TFCN22C4_006968-T1	DBVPG3775_001995-T1
GF00000673	TFCN22C4_008277-T1	DBVPG3775_004725-T1
GF00000674	TFCN22C4_008190-T1	DBVPG3775_006456-T1
GF00000675	TFCN22C4_009914-T1	DBVPG3775_006993-T1
GF00000676	TFCN22C4_009883-T1	DBVPG3775_007548-T1
GF00000677	TFCN22C4_010471-T1	DBVPG3775_004488-T1
GF00000678	TFCN22C4_010475-T1	DBVPG3775_004484-T1
GF00000679	TFCN22C4_006288-T1	DBVPG3775_004963-T1
GF00000680	TFCN22C4_009163-T1	DBVPG3775_002736-T1
GF00000681	TFCN22C4_006828-T1	DBVPG3775_003203-T1
GF00000682	TFCN22C4_013873-T1	DBVPG3775_007566-T1
GF00000683	TFCN22C4_006981-T1	DBVPG3775_001606-T1
GF00000684	TFCN22C4_007471-T1	DBVPG3775_001630-T1
GF00000685	TFCN22C4_013224-T1	DBVPG3775_003149-T1
GF00000686	TFCN22C4_007824-T1	DBVPG3775_003470-T1
GF00000687	TFCN22C4_007785-T1	DBVPG3775_003503-T1
GF00000688	TFCN22C4_007863-T1	DBVPG3775_003511-T1
GF00000689	TFCN22C4_010835-T1	DBVPG3775_005874-T1
GF00000690	TFCN22C4_007900-T1	DBVPG3775_005793-T1
GF00000691	TFCN22C4_008158-T1	DBVPG3775_005833-T1
GF00000692	TFCN22C4_006677-T1	DBVPG3775_006741-T1
GF00000693	TFCN22C4_010324-T1	DBVPG3775_002798-T1
GF00000694	TFCN22C4_013397-T1	DBVPG3775_007428-T1
GF00000695	TFCN22C4_008770-T1	DBVPG3775_000608-T1
GF00000696	TFCN22C4_009845-T1	DBVPG3775_003569-T1
GF00000697	TFCN22C4_011635-T1	DBVPG3775_000621-T1
GF00000698	TFCN22C4_011632-T1	DBVPG3775_000625-T1
GF00000699	TFCN22C4_008793-T1	DBVPG3775_000629-T1
GF00000700	TFCN22C4_008799-T1	DBVPG3775_000635-T1
GF00000701	TFCN22C4_009490-T1	DBVPG3775_003343-T1
GF00000702	TFCN22C4_008963-T1	DBVPG3775_000019-T1
GF00000703	TFCN22C4_012268-T1	DBVPG3775_002330-T1
GF00000704	TFCN22C4_009096-T1	DBVPG3775_002331-T1
GF00000705	TFCN22C4_009343-T1	DBVPG3775_006939-T1
GF00000706	TFCN22C4_012035-T1	DBVPG3775_007210-T1
GF00000707	TFCN22C4_009584-T1	DBVPG3775_007388-T1
GF00000708	TFCN22C4_010528-T1	DBVPG3775_007256-T1
GF00000709	TFCN22C4_011229-T1	DBVPG3775_003268-T1
GF00000710	TFCN22C4_011401-T1	DBVPG3775_003245-T1
GF00000711	TFCN22C4_011799-T1	DBVPG3775_000666-T1
GF00000712	TFCN22C4_011923-T1	DBVPG3775_006753-T1
GF00000713	TFCN22C4_011924-T1	DBVPG3775_006767-T1
GF00000714	TFCN22C4_012492-T1	DBVPG3775_007297-T1
GF00000715	TFCN22C4_012660-T1	DBVPG3775_007015-T1
GF00000716	TFCN22C4_012664-T1	DBVPG3775_007021-T1
GF00000717	TFCN22C4_013733-T1	DBVPG3775_002600-T1
GF00000718	TFCN22C4_000009-T1	DBVPG3775_007336-T1
GF00000719	TFCN22C4_000046-T1	DBVPG3775_005613-T1
GF00000720	TFCN22C4_000053-T1	DBVPG3775_005606-T1
GF00000721	TFCN22C4_000092-T1	DBVPG3775_005568-T1
GF00000722	TFCN22C4_000122-T1	DBVPG3775_001343-T1
GF00000723	TFCN22C4_002175-T1	DBVPG3775_003886-T1
GF00000724	TFCN22C4_000152-T1	DBVPG3775_001372-T1
GF00000725	TFCN22C4_000212-T1	DBVPG3775_001431-T1
GF00000726	TFCN22C4_008669-T1	DBVPG3775_001466-T1
GF00000727	TFCN22C4_008661-T1	DBVPG3775_001474-T1
GF00000728	TFCN22C4_000255-T1	DBVPG3775_001476-T1
GF00000729	TFCN22C4_008633-T1	DBVPG3775_001507-T1
GF00000730	TFCN22C4_000344-T1	DBVPG3775_001564-T1
GF00000731	TFCN22C4_004151-T1	DBVPG3775_000998-T1
GF00000732	TFCN22C4_009971-T1	DBVPG3775_002259-T1
GF00000733	TFCN22C4_000476-T1	DBVPG3775_000909-T1
GF00000734	TFCN22C4_007543-T1	DBVPG3775_006178-T1
GF00000735	TFCN22C4_006637-T1	DBVPG3775_006696-T1
GF00000736	TFCN22C4_000531-T1	DBVPG3775_000855-T1
GF00000737	TFCN22C4_000543-T1	DBVPG3775_000845-T1
GF00000738	TFCN22C4_010959-T1	DBVPG3775_004549-T1
GF00000739	TFCN22C4_000586-T1	DBVPG3775_000803-T1
GF00000740	TFCN22C4_000606-T1	DBVPG3775_000784-T1
GF00000741	TFCN22C4_004509-T1	DBVPG3775_003994-T1
GF00000742	TFCN22C4_000660-T1	DBVPG3775_003982-T1
GF00000743	TFCN22C4_010716-T1	DBVPG3775_006798-T1
GF00000744	TFCN22C4_008147-T1	DBVPG3775_005843-T1
GF00000745	TFCN22C4_000762-T1	DBVPG3775_003052-T1
GF00000746	TFCN22C4_004399-T1	DBVPG3775_007590-T1
GF00000747	TFCN22C4_000780-T1	DBVPG3775_003071-T1
GF00000748	TFCN22C4_000783-T1	DBVPG3775_005826-T1
GF00000749	TFCN22C4_013781-T1	DBVPG3775_003076-T1
GF00000750	TFCN22C4_007637-T1	DBVPG3775_003125-T1
GF00000751	TFCN22C4_007630-T1	DBVPG3775_003132-T1
GF00000752	TFCN22C4_000901-T1	DBVPG3775_004187-T1
GF00000753	TFCN22C4_000929-T1	DBVPG3775_004157-T1
GF00000754	TFCN22C4_000981-T1	DBVPG3775_007057-T1
GF00000755	TFCN22C4_005491-T1	DBVPG3775_006341-T1
GF00000756	TFCN22C4_001050-T1	DBVPG3775_005908-T1
GF00000757	TFCN22C4_001068-T1	DBVPG3775_005925-T1
GF00000758	TFCN22C4_006106-T1	DBVPG3775_007537-T1
GF00000759	TFCN22C4_013187-T1	DBVPG3775_005424-T1
GF00000760	TFCN22C4_001855-T1	DBVPG3775_001135-T1
GF00000761	TFCN22C4_001837-T1	DBVPG3775_001153-T1
GF00000762	TFCN22C4_001814-T1	DBVPG3775_001176-T1
GF00000763	TFCN22C4_002143-T1	DBVPG3775_004475-T1
GF00000764	TFCN22C4_001350-T1	DBVPG3775_002492-T1
GF00000765	TFCN22C4_001380-T1	DBVPG3775_002463-T1
GF00000766	TFCN22C4_001394-T1	DBVPG3775_002449-T1
GF00000767	TFCN22C4_002058-T1	DBVPG3775_002448-T1
GF00000768	TFCN22C4_001452-T1	DBVPG3775_002391-T1
GF00000769	TFCN22C4_001498-T1	DBVPG3775_000759-T1
GF00000770	TFCN22C4_001539-T1	DBVPG3775_004381-T1
GF00000771	TFCN22C4_001582-T1	DBVPG3775_004423-T1
GF00000772	TFCN22C4_001657-T1	DBVPG3775_005702-T1
GF00000773	TFCN22C4_002265-T1	DBVPG3775_004873-T1
GF00000774	TFCN22C4_001946-T1	DBVPG3775_001046-T1
GF00000775	TFCN22C4_008563-T1	DBVPG3775_003904-T1
GF00000776	TFCN22C4_008599-T1	DBVPG3775_003868-T1
GF00000777	TFCN22C4_002211-T1	DBVPG3775_003848-T1
GF00000778	TFCN22C4_002219-T1	DBVPG3775_003839-T1
GF00000779	TFCN22C4_004287-T1	DBVPG3775_004862-T1
GF00000780	TFCN22C4_002281-T1	DBVPG3775_004890-T1
GF00000781	TFCN22C4_002306-T1	DBVPG3775_004917-T1
GF00000782	TFCN22C4_006493-T1	DBVPG3775_007168-T1
GF00000783	TFCN22C4_006726-T1	DBVPG3775_005511-T1
GF00000784	TFCN22C4_002426-T1	DBVPG3775_005474-T1
GF00000785	TFCN22C4_006385-T1	DBVPG3775_005275-T1
GF00000786	TFCN22C4_003074-T1	DBVPG3775_003045-T1
GF00000787	TFCN22C4_002563-T1	DBVPG3775_003031-T1
GF00000788	TFCN22C4_002589-T1	DBVPG3775_003005-T1
GF00000789	TFCN22C4_004850-T1	DBVPG3775_002652-T1
GF00000790	TFCN22C4_003027-T1	DBVPG3775_003000-T1
GF00000791	TFCN22C4_002614-T1	DBVPG3775_002979-T1
GF00000792	TFCN22C4_003001-T1	DBVPG3775_002975-T1
GF00000793	TFCN22C4_002653-T1	DBVPG3775_002943-T1
GF00000794	TFCN22C4_008406-T1	DBVPG3775_007524-T1
GF00000795	TFCN22C4_002968-T1	DBVPG3775_002940-T1
GF00000796	TFCN22C4_002957-T1	DBVPG3775_002930-T1
GF00000797	TFCN22C4_002951-T1	DBVPG3775_002925-T1
GF00000798	TFCN22C4_011967-T1	DBVPG3775_005372-T1
GF00000799	TFCN22C4_002675-T1	DBVPG3775_002924-T1
GF00000800	TFCN22C4_012318-T1	DBVPG3775_004034-T1
GF00000801	TFCN22C4_002934-T1	DBVPG3775_002909-T1
GF00000802	TFCN22C4_002926-T1	DBVPG3775_002900-T1
GF00000803	TFCN22C4_002708-T1	DBVPG3775_002894-T1
GF00000804	TFCN22C4_002918-T1	DBVPG3775_002892-T1
GF00000805	TFCN22C4_006413-T1	DBVPG3775_000072-T1
GF00000806	TFCN22C4_002774-T1	DBVPG3775_000100-T1
GF00000807	TFCN22C4_002823-T1	DBVPG3775_000149-T1
GF00000808	TFCN22C4_002883-T1	DBVPG3775_000209-T1
GF00000809	TFCN22C4_010648-T1	DBVPG3775_006809-T1
GF00000810	TFCN22C4_006071-T1	DBVPG3775_000447-T1
GF00000811	TFCN22C4_006066-T1	DBVPG3775_000452-T1
GF00000812	TFCN22C4_006028-T1	DBVPG3775_000490-T1
GF00000813	TFCN22C4_003208-T1	DBVPG3775_000584-T1
GF00000814	TFCN22C4_003209-T1	DBVPG3775_000585-T1
GF00000815	TFCN22C4_003210-T1	DBVPG3775_000586-T1
GF00000816	TFCN22C4_010417-T1	DBVPG3775_006922-T1
GF00000817	TFCN22C4_010400-T1	DBVPG3775_006032-T1
GF00000818	TFCN22C4_003367-T1	DBVPG3775_002137-T1
