	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000026	TFCN17Y2781_000348-T1, TFCN17Y2781_012263-T1, TFCN17Y2781_008297-T1, TFCN17Y2781_000747-T1, TFCN17Y2781_008688-T1, TFCN17Y2781_009220-T1, TFCN17Y2781_002387-T1, TFCN17Y2781_012637-T1, TFCN17Y2781_007376-T1, TFCN17Y2781_013359-T1, TFCN17Y2781_008292-T1, TFCN17Y2781_000752-T1, TFCN17Y2781_009285-T1, TFCN17Y2781_011407-T1	DBVPG3775_000350-T1, DBVPG3775_002101-T1, DBVPG3775_004055-T1, DBVPG3775_004060-T1, DBVPG3775_005885-T1, DBVPG3775_006531-T1, DBVPG3775_007325-T1, DBVPG3775_007326-T1
GF00000027	TFCN17Y2781_000554-T1, TFCN17Y2781_006792-T1, TFCN17Y2781_011147-T1, TFCN17Y2781_006791-T1, TFCN17Y2781_005666-T1, TFCN17Y2781_001936-T1, TFCN17Y2781_003777-T1, TFCN17Y2781_010569-T1, TFCN17Y2781_003817-T1, TFCN17Y2781_010100-T1, TFCN17Y2781_006142-T1, TFCN17Y2781_005157-T1, TFCN17Y2781_009052-T1, TFCN17Y2781_009268-T1	DBVPG3775_000226-T1, DBVPG3775_000227-T1, DBVPG3775_000339-T1, DBVPG3775_002045-T1, DBVPG3775_004856-T1, DBVPG3775_004903-T1, DBVPG3775_005006-T1, DBVPG3775_006208-T1
GF00000028	TFCN17Y2781_001055-T1, TFCN17Y2781_013384-T1, TFCN17Y2781_005420-T1, TFCN17Y2781_007425-T1, TFCN17Y2781_011884-T1, TFCN17Y2781_008748-T1, TFCN17Y2781_004543-T1, TFCN17Y2781_010462-T1, TFCN17Y2781_005076-T1, TFCN17Y2781_006984-T1, TFCN17Y2781_005523-T1, TFCN17Y2781_003378-T1, TFCN17Y2781_004544-T1	DBVPG3775_000990-T1, DBVPG3775_000991-T1, DBVPG3775_001797-T1, DBVPG3775_001798-T1, DBVPG3775_005455-T1, DBVPG3775_005693-T1, DBVPG3775_005995-T1, DBVPG3775_005996-T1, DBVPG3775_006335-T1
GF00000029	TFCN17Y2781_004570-T1, TFCN17Y2781_007452-T1, TFCN17Y2781_007764-T1, TFCN17Y2781_004017-T1, TFCN17Y2781_004867-T1, TFCN17Y2781_001275-T1, TFCN17Y2781_011374-T1, TFCN17Y2781_003875-T1, TFCN17Y2781_003236-T1, TFCN17Y2781_001171-T1, TFCN17Y2781_001109-T1, TFCN17Y2781_008816-T1, TFCN17Y2781_004351-T1, TFCN17Y2781_008571-T1	DBVPG3775_001167-T1, DBVPG3775_001288-T1, DBVPG3775_001825-T1, DBVPG3775_002916-T1, DBVPG3775_005306-T1, DBVPG3775_005571-T1, DBVPG3775_006977-T1
GF00000030	TFCN17Y2781_012488-T1, TFCN17Y2781_010054-T1, TFCN17Y2781_009174-T1, TFCN17Y2781_005182-T1, TFCN17Y2781_009240-T1, TFCN17Y2781_006038-T1, TFCN17Y2781_008445-T1, TFCN17Y2781_007700-T1, TFCN17Y2781_008446-T1, TFCN17Y2781_008620-T1, TFCN17Y2781_010770-T1, TFCN17Y2781_008670-T1, TFCN17Y2781_013424-T1	DBVPG3775_002018-T1, DBVPG3775_002666-T1, DBVPG3775_004563-T1, DBVPG3775_005431-T1, DBVPG3775_005960-T1, DBVPG3775_006128-T1, DBVPG3775_006129-T1, DBVPG3775_006647-T1
GF00000031	TFCN17Y2781_000169-T1, TFCN17Y2781_006488-T1, TFCN17Y2781_008893-T1, TFCN17Y2781_003902-T1, TFCN17Y2781_003352-T1, TFCN17Y2781_007067-T1, TFCN17Y2781_008895-T1, TFCN17Y2781_008894-T1, TFCN17Y2781_004440-T1, TFCN17Y2781_010846-T1, TFCN17Y2781_012385-T1, TFCN17Y2781_012355-T1	DBVPG3775_000633-T1, DBVPG3775_002944-T1, DBVPG3775_002945-T1, DBVPG3775_002946-T1, DBVPG3775_003134-T1, DBVPG3775_003939-T1, DBVPG3775_003941-T1, DBVPG3775_007022-T1
GF00000032	TFCN17Y2781_012451-T1, TFCN17Y2781_008061-T1, TFCN17Y2781_007218-T1, TFCN17Y2781_013074-T1, TFCN17Y2781_001919-T1, TFCN17Y2781_005651-T1, TFCN17Y2781_010012-T1, TFCN17Y2781_003608-T1, TFCN17Y2781_011104-T1, TFCN17Y2781_006427-T1, TFCN17Y2781_003683-T1, TFCN17Y2781_006428-T1	DBVPG3775_000054-T1, DBVPG3775_002869-T1, DBVPG3775_005020-T1, DBVPG3775_005219-T1, DBVPG3775_005220-T1, DBVPG3775_005649-T1, DBVPG3775_005752-T1, DBVPG3775_007131-T1
GF00000033	TFCN17Y2781_001505-T1, TFCN17Y2781_004115-T1, TFCN17Y2781_002016-T1, TFCN17Y2781_011037-T1, TFCN17Y2781_004662-T1, TFCN17Y2781_005196-T1, TFCN17Y2781_011039-T1, TFCN17Y2781_002394-T1, TFCN17Y2781_010701-T1, TFCN17Y2781_004663-T1, TFCN17Y2781_002015-T1, TFCN17Y2781_005198-T1	DBVPG3775_000357-T1, DBVPG3775_002000-T1, DBVPG3775_002002-T1, DBVPG3775_002382-T1, DBVPG3775_006698-T1, DBVPG3775_006699-T1, DBVPG3775_006700-T1, DBVPG3775_006701-T1
GF00000034	TFCN17Y2781_001581-T1, TFCN17Y2781_006679-T1, TFCN17Y2781_008575-T1, TFCN17Y2781_004356-T1, TFCN17Y2781_011430-T1, TFCN17Y2781_008967-T1, TFCN17Y2781_008966-T1, TFCN17Y2781_009071-T1, TFCN17Y2781_001598-T1, TFCN17Y2781_011429-T1, TFCN17Y2781_002803-T1, TFCN17Y2781_005357-T1	DBVPG3775_000805-T1, DBVPG3775_000924-T1, DBVPG3775_001536-T1, DBVPG3775_001537-T1, DBVPG3775_001538-T1, DBVPG3775_001539-T1, DBVPG3775_006982-T1, DBVPG3775_007083-T1
GF00000035	TFCN17Y2781_001794-T1, TFCN17Y2781_006577-T1, TFCN17Y2781_011014-T1, TFCN17Y2781_002072-T1, TFCN17Y2781_009722-T1, TFCN17Y2781_011768-T1, TFCN17Y2781_005162-T1, TFCN17Y2781_009263-T1, TFCN17Y2781_006022-T1, TFCN17Y2781_007682-T1, TFCN17Y2781_005085-T1, TFCN17Y2781_006992-T1	DBVPG3775_001907-T1, DBVPG3775_002039-T1, DBVPG3775_002040-T1, DBVPG3775_002049-T1, DBVPG3775_002738-T1, DBVPG3775_003794-T1, DBVPG3775_004544-T1, DBVPG3775_006324-T1
GF00000036	TFCN17Y2781_001997-T1, TFCN17Y2781_004680-T1, TFCN17Y2781_006999-T1, TFCN17Y2781_005092-T1, TFCN17Y2781_007118-T1, TFCN17Y2781_004966-T1, TFCN17Y2781_009464-T1, TFCN17Y2781_009877-T1, TFCN17Y2781_008735-T1, TFCN17Y2781_010449-T1, TFCN17Y2781_005043-T1, TFCN17Y2781_008022-T1, TFCN17Y2781_007000-T1	DBVPG3775_001589-T1, DBVPG3775_003674-T1, DBVPG3775_004622-T1, DBVPG3775_005981-T1, DBVPG3775_006316-T1, DBVPG3775_006317-T1, DBVPG3775_006619-T1
GF00000037	TFCN17Y2781_002123-T1, TFCN17Y2781_011945-T1, TFCN17Y2781_010915-T1, TFCN17Y2781_012862-T1, TFCN17Y2781_013604-T1, TFCN17Y2781_012824-T1, TFCN17Y2781_010919-T1, TFCN17Y2781_010918-T1, TFCN17Y2781_005128-T1, TFCN17Y2781_005126-T1, TFCN17Y2781_006968-T1	DBVPG3775_002317-T1, DBVPG3775_002318-T1, DBVPG3775_002327-T1, DBVPG3775_002328-T1, DBVPG3775_002332-T1, DBVPG3775_002333-T1, DBVPG3775_007125-T1, DBVPG3775_007571-T1, DBVPG3775_007573-T1
GF00000038	TFCN17Y2781_005898-T1, TFCN17Y2781_004768-T1, TFCN17Y2781_004767-T1, TFCN17Y2781_004784-T1, TFCN17Y2781_004783-T1, TFCN17Y2781_005920-T1, TFCN17Y2781_005899-T1, TFCN17Y2781_004785-T1, TFCN17Y2781_005919-T1, TFCN17Y2781_004787-T1, TFCN17Y2781_005913-T1	DBVPG3775_001667-T1, DBVPG3775_001668-T1, DBVPG3775_001669-T1, DBVPG3775_001670-T1, DBVPG3775_001685-T1, DBVPG3775_001686-T1, DBVPG3775_001687-T1, DBVPG3775_001688-T1, DBVPG3775_001690-T1
GF00000039	TFCN17Y2781_000053-T1, TFCN17Y2781_008522-T1, TFCN17Y2781_007480-T1, TFCN17Y2781_012087-T1, TFCN17Y2781_011391-T1, TFCN17Y2781_003476-T1, TFCN17Y2781_000645-T1, TFCN17Y2781_008169-T1, TFCN17Y2781_001652-T1, TFCN17Y2781_003477-T1, TFCN17Y2781_003858-T1	DBVPG3775_000298-T1, DBVPG3775_000564-T1, DBVPG3775_002898-T1, DBVPG3775_004138-T1, DBVPG3775_004139-T1, DBVPG3775_004140-T1, DBVPG3775_004293-T1, DBVPG3775_005085-T1
GF00000040	TFCN17Y2781_000147-T1, TFCN17Y2781_006512-T1, TFCN17Y2781_005154-T1, TFCN17Y2781_004443-T1, TFCN17Y2781_010844-T1, TFCN17Y2781_009315-T1, TFCN17Y2781_010616-T1, TFCN17Y2781_002529-T1, TFCN17Y2781_007292-T1, TFCN17Y2781_006327-T1, TFCN17Y2781_008263-T1, TFCN17Y2781_002530-T1	DBVPG3775_000636-T1, DBVPG3775_001471-T1, DBVPG3775_003107-T1, DBVPG3775_003326-T1, DBVPG3775_005871-T1, DBVPG3775_005872-T1, DBVPG3775_007096-T1
GF00000041	TFCN17Y2781_000295-T1, TFCN17Y2781_009412-T1, TFCN17Y2781_009410-T1, TFCN17Y2781_009419-T1, TFCN17Y2781_010373-T1, TFCN17Y2781_003478-T1, TFCN17Y2781_009418-T1, TFCN17Y2781_009411-T1, TFCN17Y2781_001653-T1, TFCN17Y2781_009409-T1, TFCN17Y2781_010372-T1, TFCN17Y2781_012773-T1	DBVPG3775_003416-T1, DBVPG3775_003417-T1, DBVPG3775_003418-T1, DBVPG3775_004141-T1, DBVPG3775_006243-T1, DBVPG3775_006244-T1, DBVPG3775_006249-T1
GF00000042	TFCN17Y2781_000803-T1, TFCN17Y2781_010175-T1, TFCN17Y2781_007716-T1, TFCN17Y2781_003967-T1, TFCN17Y2781_002479-T1, TFCN17Y2781_010957-T1, TFCN17Y2781_012442-T1, TFCN17Y2781_013415-T1, TFCN17Y2781_006648-T1, TFCN17Y2781_001553-T1, TFCN17Y2781_011644-T1, TFCN17Y2781_010480-T1	DBVPG3775_000716-T1, DBVPG3775_000776-T1, DBVPG3775_000777-T1, DBVPG3775_001370-T1, DBVPG3775_002859-T1, DBVPG3775_003489-T1, DBVPG3775_004002-T1
GF00000043	TFCN17Y2781_000960-T1, TFCN17Y2781_001016-T1, TFCN17Y2781_004023-T1, TFCN17Y2781_007767-T1, TFCN17Y2781_004022-T1, TFCN17Y2781_004031-T1, TFCN17Y2781_004041-T1, TFCN17Y2781_004042-T1, TFCN17Y2781_012936-T1, TFCN17Y2781_004027-T1, TFCN17Y2781_013258-T1	DBVPG3775_005490-T1, DBVPG3775_005576-T1, DBVPG3775_005577-T1, DBVPG3775_005578-T1, DBVPG3775_005583-T1, DBVPG3775_005587-T1, DBVPG3775_005598-T1, DBVPG3775_005599-T1
GF00000044	TFCN17Y2781_002994-T1, TFCN17Y2781_002226-T1, TFCN17Y2781_001881-T1, TFCN17Y2781_002232-T1, TFCN17Y2781_002219-T1, TFCN17Y2781_002986-T1, TFCN17Y2781_002217-T1, TFCN17Y2781_002218-T1, TFCN17Y2781_002231-T1, TFCN17Y2781_002995-T1, TFCN17Y2781_002996-T1, TFCN17Y2781_002987-T1	DBVPG3775_002205-T1, DBVPG3775_002206-T1, DBVPG3775_002207-T1, DBVPG3775_002211-T1, DBVPG3775_002219-T1, DBVPG3775_002220-T1, DBVPG3775_003704-T1
GF00000045	TFCN17Y2781_001660-T1, TFCN17Y2781_003486-T1, TFCN17Y2781_011298-T1, TFCN17Y2781_010527-T1, TFCN17Y2781_012659-T1, TFCN17Y2781_003443-T1, TFCN17Y2781_009006-T1, TFCN17Y2781_003119-T1, TFCN17Y2781_009328-T1, TFCN17Y2781_010605-T1, TFCN17Y2781_001661-T1	DBVPG3775_000459-T1, DBVPG3775_000462-T1, DBVPG3775_002577-T1, DBVPG3775_003313-T1, DBVPG3775_003851-T1, DBVPG3775_004149-T1, DBVPG3775_004150-T1
GF00000046	TFCN17Y2781_002455-T1, TFCN17Y2781_004188-T1, TFCN17Y2781_006056-T1, TFCN17Y2781_013057-T1, TFCN17Y2781_011154-T1, TFCN17Y2781_002456-T1, TFCN17Y2781_010931-T1, TFCN17Y2781_010930-T1, TFCN17Y2781_010932-T1, TFCN17Y2781_002457-T1, TFCN17Y2781_013444-T1	DBVPG3775_003459-T1, DBVPG3775_003460-T1, DBVPG3775_003461-T1, DBVPG3775_003463-T1, DBVPG3775_003464-T1, DBVPG3775_003466-T1, DBVPG3775_006388-T1
GF00000047	TFCN17Y2781_007522-T1, TFCN17Y2781_011909-T1, TFCN17Y2781_007565-T1, TFCN17Y2781_008115-T1, TFCN17Y2781_011074-T1, TFCN17Y2781_008153-T1, TFCN17Y2781_008114-T1, TFCN17Y2781_008125-T1, TFCN17Y2781_007575-T1, TFCN17Y2781_008126-T1	DBVPG3775_004721-T1, DBVPG3775_004751-T1, DBVPG3775_004752-T1, DBVPG3775_004753-T1, DBVPG3775_004754-T1, DBVPG3775_004765-T1, DBVPG3775_004766-T1, DBVPG3775_004818-T1
GF00000048	TFCN17Y2781_000151-T1, TFCN17Y2781_006506-T1, TFCN17Y2781_007662-T1, TFCN17Y2781_000282-T1, TFCN17Y2781_010258-T1, TFCN17Y2781_006002-T1, TFCN17Y2781_011022-T1, TFCN17Y2781_005215-T1, TFCN17Y2781_005059-T1, TFCN17Y2781_010741-T1, TFCN17Y2781_007663-T1	DBVPG3775_001982-T1, DBVPG3775_003113-T1, DBVPG3775_003819-T1, DBVPG3775_004521-T1, DBVPG3775_004522-T1, DBVPG3775_006937-T1
GF00000049	TFCN17Y2781_000376-T1, TFCN17Y2781_004403-T1, TFCN17Y2781_007501-T1, TFCN17Y2781_002759-T1, TFCN17Y2781_005409-T1, TFCN17Y2781_013529-T1, TFCN17Y2781_003588-T1, TFCN17Y2781_001456-T1, TFCN17Y2781_004162-T1, TFCN17Y2781_010671-T1, TFCN17Y2781_009988-T1	DBVPG3775_000026-T1, DBVPG3775_000589-T1, DBVPG3775_000971-T1, DBVPG3775_002444-T1, DBVPG3775_007156-T1, DBVPG3775_007415-T1
GF00000050	TFCN17Y2781_000756-T1, TFCN17Y2781_008288-T1, TFCN17Y2781_007491-T1, TFCN17Y2781_012075-T1, TFCN17Y2781_003900-T1, TFCN17Y2781_012012-T1, TFCN17Y2781_013401-T1, TFCN17Y2781_008890-T1, TFCN17Y2781_005208-T1, TFCN17Y2781_011027-T1, TFCN17Y2781_003899-T1, TFCN17Y2781_010508-T1	DBVPG3775_000578-T1, DBVPG3775_001989-T1, DBVPG3775_002558-T1, DBVPG3775_002941-T1, DBVPG3775_004051-T1
GF00000051	TFCN17Y2781_001123-T1, TFCN17Y2781_008803-T1, TFCN17Y2781_005289-T1, TFCN17Y2781_013250-T1, TFCN17Y2781_004039-T1, TFCN17Y2781_012669-T1, TFCN17Y2781_012106-T1, TFCN17Y2781_012105-T1, TFCN17Y2781_012670-T1, TFCN17Y2781_007243-T1, TFCN17Y2781_011627-T1	DBVPG3775_005321-T1, DBVPG3775_005595-T1, DBVPG3775_006563-T1, DBVPG3775_007033-T1, DBVPG3775_007034-T1, DBVPG3775_007200-T1
GF00000052	TFCN17Y2781_003634-T1, TFCN17Y2781_006476-T1, TFCN17Y2781_009516-T1, TFCN17Y2781_012324-T1, TFCN17Y2781_006378-T1, TFCN17Y2781_009646-T1, TFCN17Y2781_006377-T1, TFCN17Y2781_009164-T1, TFCN17Y2781_008433-T1, TFCN17Y2781_008233-T1, TFCN17Y2781_008937-T1	DBVPG3775_001416-T1, DBVPG3775_001417-T1, DBVPG3775_001505-T1, DBVPG3775_005166-T1, DBVPG3775_005441-T1, DBVPG3775_007337-T1
GF00000053	TFCN17Y2781_004571-T1, TFCN17Y2781_004593-T1, TFCN17Y2781_004589-T1, TFCN17Y2781_004578-T1, TFCN17Y2781_013590-T1, TFCN17Y2781_007453-T1, TFCN17Y2781_012786-T1, TFCN17Y2781_012715-T1, TFCN17Y2781_012716-T1	DBVPG3775_001826-T1, DBVPG3775_001834-T1, DBVPG3775_001835-T1, DBVPG3775_001836-T1, DBVPG3775_001847-T1, DBVPG3775_001851-T1, DBVPG3775_001852-T1, DBVPG3775_001853-T1
GF00000054	TFCN17Y2781_009245-T1, TFCN17Y2781_005159-T1, TFCN17Y2781_009266-T1, TFCN17Y2781_005190-T1, TFCN17Y2781_011045-T1, TFCN17Y2781_005160-T1, TFCN17Y2781_011044-T1, TFCN17Y2781_005191-T1, TFCN17Y2781_009265-T1, TFCN17Y2781_012386-T1, TFCN17Y2781_012354-T1	DBVPG3775_002008-T1, DBVPG3775_002009-T1, DBVPG3775_002042-T1, DBVPG3775_002043-T1, DBVPG3775_007023-T1
GF00000055	TFCN17Y2781_003397-T1, TFCN17Y2781_012150-T1, TFCN17Y2781_004279-T1, TFCN17Y2781_007139-T1, TFCN17Y2781_012521-T1, TFCN17Y2781_009964-T1, TFCN17Y2781_003631-T1, TFCN17Y2781_006479-T1, TFCN17Y2781_004278-T1, TFCN17Y2781_007140-T1	DBVPG3775_003252-T1, DBVPG3775_003900-T1, DBVPG3775_005163-T1, DBVPG3775_006909-T1, DBVPG3775_006910-T1, DBVPG3775_006911-T1
GF00000056	TFCN17Y2781_004262-T1, TFCN17Y2781_006126-T1, TFCN17Y2781_013643-T1, TFCN17Y2781_008144-T1, TFCN17Y2781_011063-T1, TFCN17Y2781_007242-T1, TFCN17Y2781_011628-T1, TFCN17Y2781_013555-T1, TFCN17Y2781_006345-T1, TFCN17Y2781_005804-T1, TFCN17Y2781_013636-T1	DBVPG3775_001451-T1, DBVPG3775_004734-T1, DBVPG3775_006928-T1, DBVPG3775_007199-T1, DBVPG3775_007594-T1
GF00000057	TFCN17Y2781_008534-T1, TFCN17Y2781_008083-T1, TFCN17Y2781_003118-T1, TFCN17Y2781_002419-T1, TFCN17Y2781_002418-T1, TFCN17Y2781_012645-T1	DBVPG3775_000387-T1, DBVPG3775_000388-T1, DBVPG3775_000460-T1, DBVPG3775_000461-T1, DBVPG3775_005070-T1, DBVPG3775_005778-T1, DBVPG3775_005779-T1, DBVPG3775_005780-T1, DBVPG3775_005781-T1
GF00000058	TFCN17Y2781_008093-T1, TFCN17Y2781_011981-T1, TFCN17Y2781_001618-T1, TFCN17Y2781_012205-T1, TFCN17Y2781_011329-T1, TFCN17Y2781_002641-T1, TFCN17Y2781_005490-T1, TFCN17Y2781_001877-T1, TFCN17Y2781_001878-T1, TFCN17Y2781_001879-T1	DBVPG3775_003706-T1, DBVPG3775_003707-T1, DBVPG3775_004479-T1, DBVPG3775_005791-T1, DBVPG3775_007063-T1
GF00000059	TFCN17Y2781_000208-T1, TFCN17Y2781_007589-T1, TFCN17Y2781_008348-T1, TFCN17Y2781_011529-T1, TFCN17Y2781_012436-T1, TFCN17Y2781_009598-T1, TFCN17Y2781_003090-T1, TFCN17Y2781_012127-T1, TFCN17Y2781_012435-T1	DBVPG3775_000429-T1, DBVPG3775_003172-T1, DBVPG3775_006788-T1, DBVPG3775_007233-T1, DBVPG3775_007234-T1, DBVPG3775_007235-T1
GF00000060	TFCN17Y2781_000268-T1, TFCN17Y2781_010244-T1, TFCN17Y2781_008236-T1, TFCN17Y2781_008934-T1, TFCN17Y2781_008402-T1, TFCN17Y2781_009461-T1, TFCN17Y2781_009904-T1, TFCN17Y2781_005429-T1, TFCN17Y2781_011881-T1, TFCN17Y2781_009874-T1	DBVPG3775_000993-T1, DBVPG3775_001502-T1, DBVPG3775_001586-T1, DBVPG3775_001616-T1, DBVPG3775_006953-T1
GF00000061	TFCN17Y2781_000628-T1, TFCN17Y2781_011240-T1, TFCN17Y2781_007822-T1, TFCN17Y2781_010870-T1, TFCN17Y2781_007810-T1, TFCN17Y2781_010871-T1, TFCN17Y2781_007821-T1, TFCN17Y2781_009313-T1, TFCN17Y2781_010618-T1, TFCN17Y2781_013661-T1	DBVPG3775_003328-T1, DBVPG3775_003329-T1, DBVPG3775_003330-T1, DBVPG3775_003331-T1, DBVPG3775_004277-T1
GF00000062	TFCN17Y2781_000769-T1, TFCN17Y2781_011724-T1, TFCN17Y2781_001953-T1, TFCN17Y2781_005688-T1, TFCN17Y2781_011397-T1, TFCN17Y2781_009295-T1, TFCN17Y2781_002062-T1, TFCN17Y2781_011004-T1, TFCN17Y2781_003586-T1, TFCN17Y2781_009986-T1	DBVPG3775_001896-T1, DBVPG3775_004037-T1, DBVPG3775_004982-T1, DBVPG3775_006518-T1, DBVPG3775_007158-T1
GF00000063	TFCN17Y2781_001352-T1, TFCN17Y2781_004934-T1, TFCN17Y2781_007679-T1, TFCN17Y2781_006019-T1, TFCN17Y2781_005211-T1, TFCN17Y2781_011024-T1, TFCN17Y2781_005600-T1, TFCN17Y2781_010632-T1, TFCN17Y2781_011936-T1, TFCN17Y2781_013356-T1	DBVPG3775_001088-T1, DBVPG3775_001986-T1, DBVPG3775_003576-T1, DBVPG3775_004540-T1, DBVPG3775_007455-T1
GF00000064	TFCN17Y2781_009002-T1, TFCN17Y2781_003124-T1, TFCN17Y2781_006309-T1, TFCN17Y2781_008440-T1, TFCN17Y2781_008950-T1, TFCN17Y2781_013392-T1, TFCN17Y2781_009169-T1, TFCN17Y2781_006311-T1, TFCN17Y2781_008248-T1, TFCN17Y2781_008438-T1	DBVPG3775_000467-T1, DBVPG3775_001488-T1, DBVPG3775_001490-T1, DBVPG3775_001518-T1, DBVPG3775_005436-T1
GF00000065	TFCN17Y2781_009599-T1, TFCN17Y2781_012434-T1, TFCN17Y2781_009600-T1, TFCN17Y2781_012433-T1, TFCN17Y2781_009601-T1, TFCN17Y2781_009602-T1, TFCN17Y2781_012432-T1	DBVPG3775_007236-T1, DBVPG3775_007237-T1, DBVPG3775_007238-T1, DBVPG3775_007239-T1, DBVPG3775_007240-T1, DBVPG3775_007241-T1, DBVPG3775_007242-T1, DBVPG3775_007243-T1
GF00000066	TFCN17Y2781_000041-T1, TFCN17Y2781_000873-T1, TFCN17Y2781_001803-T1, TFCN17Y2781_006585-T1, TFCN17Y2781_003215-T1, TFCN17Y2781_001150-T1, TFCN17Y2781_011575-T1, TFCN17Y2781_000914-T1, TFCN17Y2781_001802-T1	DBVPG3775_001311-T1, DBVPG3775_003785-T1, DBVPG3775_003786-T1, DBVPG3775_005101-T1, DBVPG3775_005540-T1
GF00000067	TFCN17Y2781_000255-T1, TFCN17Y2781_010235-T1, TFCN17Y2781_010236-T1, TFCN17Y2781_010243-T1, TFCN17Y2781_000257-T1, TFCN17Y2781_000267-T1, TFCN17Y2781_000256-T1, TFCN17Y2781_000258-T1, TFCN17Y2781_000266-T1	DBVPG3775_006954-T1, DBVPG3775_006955-T1, DBVPG3775_006962-T1, DBVPG3775_006963-T1, DBVPG3775_006964-T1
GF00000068	TFCN17Y2781_000299-T1, TFCN17Y2781_009416-T1, TFCN17Y2781_012316-T1, TFCN17Y2781_000750-T1, TFCN17Y2781_008294-T1, TFCN17Y2781_009508-T1, TFCN17Y2781_001485-T1, TFCN17Y2781_004135-T1, TFCN17Y2781_004136-T1	DBVPG3775_002409-T1, DBVPG3775_002410-T1, DBVPG3775_004057-T1, DBVPG3775_006241-T1, DBVPG3775_007346-T1
GF00000069	TFCN17Y2781_000343-T1, TFCN17Y2781_012269-T1, TFCN17Y2781_012268-T1, TFCN17Y2781_008214-T1, TFCN17Y2781_000687-T1, TFCN17Y2781_002381-T1, TFCN17Y2781_001860-T1, TFCN17Y2781_006642-T1, TFCN17Y2781_011152-T1	DBVPG3775_000344-T1, DBVPG3775_003724-T1, DBVPG3775_004339-T1, DBVPG3775_007318-T1, DBVPG3775_007319-T1
GF00000070	TFCN17Y2781_000395-T1, TFCN17Y2781_005849-T1, TFCN17Y2781_006132-T1, TFCN17Y2781_009042-T1, TFCN17Y2781_007461-T1, TFCN17Y2781_003155-T1, TFCN17Y2781_008705-T1, TFCN17Y2781_009204-T1	DBVPG3775_000049-T1, DBVPG3775_000502-T1, DBVPG3775_002083-T1, DBVPG3775_006219-T1, DBVPG3775_006220-T1, DBVPG3775_006221-T1
GF00000071	TFCN17Y2781_011142-T1, TFCN17Y2781_002372-T1, TFCN17Y2781_000501-T1, TFCN17Y2781_006745-T1, TFCN17Y2781_001650-T1, TFCN17Y2781_003474-T1, TFCN17Y2781_010821-T1, TFCN17Y2781_002854-T1, TFCN17Y2781_003599-T1, TFCN17Y2781_010001-T1	DBVPG3775_000170-T1, DBVPG3775_000872-T1, DBVPG3775_004136-T1, DBVPG3775_007143-T1
GF00000072	TFCN17Y2781_000654-T1, TFCN17Y2781_008175-T1, TFCN17Y2781_009210-T1, TFCN17Y2781_008699-T1, TFCN17Y2781_000661-T1, TFCN17Y2781_008183-T1, TFCN17Y2781_006661-T1, TFCN17Y2781_001566-T1, TFCN17Y2781_008182-T1	DBVPG3775_000789-T1, DBVPG3775_002090-T1, DBVPG3775_004300-T1, DBVPG3775_004307-T1, DBVPG3775_004308-T1
GF00000073	TFCN17Y2781_001381-T1, TFCN17Y2781_001766-T1, TFCN17Y2781_006319-T1, TFCN17Y2781_008257-T1, TFCN17Y2781_005254-T1, TFCN17Y2781_012871-T1, TFCN17Y2781_002130-T1, TFCN17Y2781_013095-T1, TFCN17Y2781_002228-T1, TFCN17Y2781_003377-T1	DBVPG3775_001055-T1, DBVPG3775_001480-T1, DBVPG3775_002309-T1, DBVPG3775_007424-T1
GF00000074	TFCN17Y2781_006866-T1, TFCN17Y2781_003103-T1, TFCN17Y2781_009022-T1, TFCN17Y2781_004052-T1, TFCN17Y2781_012926-T1, TFCN17Y2781_013641-T1, TFCN17Y2781_013642-T1, TFCN17Y2781_006226-T1, TFCN17Y2781_006931-T1	DBVPG3775_000444-T1, DBVPG3775_002710-T1, DBVPG3775_005609-T1, DBVPG3775_007165-T1, DBVPG3775_007598-T1
GF00000075	TFCN17Y2781_001914-T1, TFCN17Y2781_005646-T1, TFCN17Y2781_003416-T1, TFCN17Y2781_012132-T1, TFCN17Y2781_003942-T1, TFCN17Y2781_007046-T1, TFCN17Y2781_003949-T1, TFCN17Y2781_003950-T1	DBVPG3775_002988-T1, DBVPG3775_002997-T1, DBVPG3775_002998-T1, DBVPG3775_002999-T1, DBVPG3775_003881-T1, DBVPG3775_005026-T1
GF00000076	TFCN17Y2781_004488-T1, TFCN17Y2781_004604-T1, TFCN17Y2781_012287-T1, TFCN17Y2781_012286-T1, TFCN17Y2781_008074-T1, TFCN17Y2781_008075-T1, TFCN17Y2781_007232-T1, TFCN17Y2781_007209-T1	DBVPG3775_000685-T1, DBVPG3775_001866-T1, DBVPG3775_005735-T1, DBVPG3775_005736-T1, DBVPG3775_005769-T1, DBVPG3775_005770-T1
GF00000077	TFCN17Y2781_009953-T1, TFCN17Y2781_010288-T1, TFCN17Y2781_009957-T1, TFCN17Y2781_009958-T1, TFCN17Y2781_009966-T1, TFCN17Y2781_009965-T1, TFCN17Y2781_012519-T1, TFCN17Y2781_010287-T1, TFCN17Y2781_012520-T1, TFCN17Y2781_009954-T1	DBVPG3775_003251-T1, DBVPG3775_003258-T1, DBVPG3775_003259-T1, DBVPG3775_003263-T1
