	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000375	CHIFNET13H1268_012212-T1	DBVPG3775_007250-T1
GF00000376	CHIFNET13H1268_006166-T1	DBVPG3775_002156-T1
GF00000377	CHIFNET13H1268_000482-T1	DBVPG3775_002822-T1
GF00000378	CHIFNET13H1268_006206-T1	DBVPG3775_002484-T1
GF00000379	CHIFNET13H1268_010976-T1	DBVPG3775_002858-T1
GF00000380	CHIFNET13H1268_004818-T1	DBVPG3775_005945-T1
GF00000381	CHIFNET13H1268_014151-T1	DBVPG3775_006362-T1
GF00000382	CHIFNET13H1268_008763-T1	DBVPG3775_006976-T1
GF00000383	CHIFNET13H1268_010830-T1	DBVPG3775_003968-T1
GF00000384	CHIFNET13H1268_000572-T1	DBVPG3775_005491-T1
GF00000385	CHIFNET13H1268_000583-T1	DBVPG3775_005503-T1
GF00000386	CHIFNET13H1268_013005-T1	DBVPG3775_000790-T1
GF00000387	CHIFNET13H1268_009470-T1	DBVPG3775_000543-T1
GF00000388	CHIFNET13H1268_000632-T1	DBVPG3775_005278-T1
GF00000389	CHIFNET13H1268_000656-T1	DBVPG3775_001887-T1
GF00000390	CHIFNET13H1268_006907-T1	DBVPG3775_001936-T1
GF00000391	CHIFNET13H1268_010936-T1	DBVPG3775_005703-T1
GF00000392	CHIFNET13H1268_005179-T1	DBVPG3775_000346-T1
GF00000393	CHIFNET13H1268_011555-T1	DBVPG3775_005531-T1
GF00000394	CHIFNET13H1268_000753-T1	DBVPG3775_000179-T1
GF00000395	CHIFNET13H1268_014603-T1	DBVPG3775_003596-T1
GF00000396	CHIFNET13H1268_006877-T1	DBVPG3775_000120-T1
GF00000397	CHIFNET13H1268_004730-T1	DBVPG3775_007189-T1
GF00000398	CHIFNET13H1268_014215-T1	DBVPG3775_004646-T1
GF00000399	CHIFNET13H1268_010457-T1	DBVPG3775_000105-T1
GF00000400	CHIFNET13H1268_000838-T1	DBVPG3775_000094-T1
GF00000401	CHIFNET13H1268_002987-T1	DBVPG3775_002024-T1
GF00000402	CHIFNET13H1268_001527-T1	DBVPG3775_007354-T1
GF00000403	CHIFNET13H1268_011641-T1	DBVPG3775_004462-T1
GF00000404	CHIFNET13H1268_007592-T1	DBVPG3775_001675-T1
GF00000405	CHIFNET13H1268_009216-T1	DBVPG3775_002071-T1
GF00000406	CHIFNET13H1268_013021-T1	DBVPG3775_001227-T1
GF00000407	CHIFNET13H1268_001110-T1	DBVPG3775_002569-T1
GF00000408	CHIFNET13H1268_002328-T1	DBVPG3775_002165-T1
GF00000409	CHIFNET13H1268_001532-T1	DBVPG3775_007359-T1
GF00000410	CHIFNET13H1268_002861-T1	DBVPG3775_004888-T1
GF00000411	CHIFNET13H1268_006814-T1	DBVPG3775_005426-T1
GF00000412	CHIFNET13H1268_008155-T1	DBVPG3775_005847-T1
GF00000413	CHIFNET13H1268_009696-T1	DBVPG3775_005039-T1
GF00000414	CHIFNET13H1268_014308-T1	DBVPG3775_007554-T1
GF00000415	CHIFNET13H1268_002505-T1	DBVPG3775_007135-T1
GF00000416	CHIFNET13H1268_013615-T1	DBVPG3775_001059-T1
GF00000417	CHIFNET13H1268_012325-T1	DBVPG3775_003893-T1
GF00000418	CHIFNET13H1268_001217-T1	DBVPG3775_002677-T1
GF00000419	CHIFNET13H1268_002137-T1	DBVPG3775_006453-T1
GF00000420	CHIFNET13H1268_006666-T1	DBVPG3775_001855-T1
GF00000421	CHIFNET13H1268_001114-T1	DBVPG3775_002573-T1
GF00000422	CHIFNET13H1268_001134-T1	DBVPG3775_002595-T1
GF00000423	CHIFNET13H1268_001151-T1	DBVPG3775_002610-T1
GF00000424	CHIFNET13H1268_011496-T1	DBVPG3775_002621-T1
GF00000425	CHIFNET13H1268_001165-T1	DBVPG3775_002625-T1
GF00000426	CHIFNET13H1268_001166-T1	DBVPG3775_002626-T1
GF00000427	CHIFNET13H1268_008904-T1	DBVPG3775_006501-T1
GF00000428	CHIFNET13H1268_001537-T1	DBVPG3775_007364-T1
GF00000429	CHIFNET13H1268_009656-T1	DBVPG3775_004998-T1
GF00000430	CHIFNET13H1268_001206-T1	DBVPG3775_002667-T1
GF00000431	CHIFNET13H1268_001212-T1	DBVPG3775_002672-T1
GF00000432	CHIFNET13H1268_001235-T1	DBVPG3775_002694-T1
GF00000433	CHIFNET13H1268_011638-T1	DBVPG3775_004459-T1
GF00000434	CHIFNET13H1268_014530-T1	DBVPG3775_006116-T1
GF00000435	CHIFNET13H1268_001368-T1	DBVPG3775_006397-T1
GF00000436	CHIFNET13H1268_014535-T1	DBVPG3775_006110-T1
GF00000437	CHIFNET13H1268_005962-T1	DBVPG3775_001602-T1
GF00000438	CHIFNET13H1268_004364-T1	DBVPG3775_007056-T1
GF00000439	CHIFNET13H1268_005433-T1	DBVPG3775_002521-T1
GF00000440	CHIFNET13H1268_001306-T1	DBVPG3775_006931-T1
GF00000441	CHIFNET13H1268_002586-T1	DBVPG3775_005215-T1
GF00000442	CHIFNET13H1268_005288-T1	DBVPG3775_003302-T1
GF00000443	CHIFNET13H1268_001336-T1	DBVPG3775_006047-T1
GF00000444	CHIFNET13H1268_001768-T1	DBVPG3775_006039-T1
GF00000445	CHIFNET13H1268_002786-T1	DBVPG3775_007398-T1
GF00000446	CHIFNET13H1268_001366-T1	DBVPG3775_006399-T1
GF00000447	CHIFNET13H1268_001394-T1	DBVPG3775_006371-T1
GF00000448	CHIFNET13H1268_011743-T1	DBVPG3775_003267-T1
GF00000449	CHIFNET13H1268_014328-T1	DBVPG3775_000268-T1
GF00000450	CHIFNET13H1268_014448-T1	DBVPG3775_003257-T1
GF00000451	CHIFNET13H1268_012829-T1	DBVPG3775_001806-T1
GF00000452	CHIFNET13H1268_001453-T1	DBVPG3775_003312-T1
GF00000453	CHIFNET13H1268_013183-T1	DBVPG3775_003396-T1
GF00000454	CHIFNET13H1268_011855-T1	DBVPG3775_001256-T1
GF00000455	CHIFNET13H1268_011774-T1	DBVPG3775_005533-T1
GF00000456	CHIFNET13H1268_001497-T1	DBVPG3775_003358-T1
GF00000457	CHIFNET13H1268_013755-T1	DBVPG3775_003375-T1
GF00000458	CHIFNET13H1268_008782-T1	DBVPG3775_006996-T1
GF00000459	CHIFNET13H1268_003980-T1	DBVPG3775_005145-T1
GF00000460	CHIFNET13H1268_012445-T1	DBVPG3775_005884-T1
GF00000461	CHIFNET13H1268_012218-T1	DBVPG3775_007256-T1
GF00000462	CHIFNET13H1268_013896-T1	DBVPG3775_003236-T1
GF00000463	CHIFNET13H1268_012083-T1	DBVPG3775_003224-T1
GF00000464	CHIFNET13H1268_012563-T1	DBVPG3775_003218-T1
GF00000465	CHIFNET13H1268_012559-T1	DBVPG3775_003215-T1
GF00000466	CHIFNET13H1268_007372-T1	DBVPG3775_003156-T1
GF00000467	CHIFNET13H1268_001661-T1	DBVPG3775_003149-T1
GF00000468	CHIFNET13H1268_004059-T1	DBVPG3775_003007-T1
GF00000469	CHIFNET13H1268_007924-T1	DBVPG3775_003098-T1
GF00000470	CHIFNET13H1268_014597-T1	DBVPG3775_006269-T1
GF00000471	CHIFNET13H1268_010288-T1	DBVPG3775_005054-T1
GF00000472	CHIFNET13H1268_009868-T1	DBVPG3775_006947-T1
GF00000473	CHIFNET13H1268_002079-T1	DBVPG3775_006965-T1
GF00000474	CHIFNET13H1268_008225-T1	DBVPG3775_006972-T1
GF00000475	CHIFNET13H1268_002112-T1	DBVPG3775_005938-T1
GF00000476	CHIFNET13H1268_003430-T1	DBVPG3775_000778-T1
GF00000477	CHIFNET13H1268_009473-T1	DBVPG3775_000546-T1
GF00000478	CHIFNET13H1268_013307-T1	DBVPG3775_004306-T1
GF00000479	CHIFNET13H1268_002202-T1	DBVPG3775_002458-T1
GF00000480	CHIFNET13H1268_006269-T1	DBVPG3775_000876-T1
GF00000481	CHIFNET13H1268_003527-T1	DBVPG3775_002427-T1
GF00000482	CHIFNET13H1268_010108-T1	DBVPG3775_000003-T1
GF00000483	CHIFNET13H1268_007759-T1	DBVPG3775_002379-T1
GF00000484	CHIFNET13H1268_002307-T1	DBVPG3775_002145-T1
GF00000485	CHIFNET13H1268_002320-T1	DBVPG3775_002157-T1
GF00000486	CHIFNET13H1268_003396-T1	DBVPG3775_002159-T1
GF00000487	CHIFNET13H1268_004521-T1	DBVPG3775_003708-T1
GF00000488	CHIFNET13H1268_003198-T1	DBVPG3775_006283-T1
GF00000489	CHIFNET13H1268_014719-T1	DBVPG3775_003800-T1
GF00000490	CHIFNET13H1268_002375-T1	DBVPG3775_002216-T1
GF00000491	CHIFNET13H1268_003333-T1	DBVPG3775_002224-T1
GF00000492	CHIFNET13H1268_009818-T1	DBVPG3775_000451-T1
GF00000493	CHIFNET13H1268_002425-T1	DBVPG3775_002266-T1
GF00000494	CHIFNET13H1268_002819-T1	DBVPG3775_004931-T1
GF00000495	CHIFNET13H1268_002440-T1	DBVPG3775_002281-T1
GF00000496	CHIFNET13H1268_002455-T1	DBVPG3775_002296-T1
GF00000497	CHIFNET13H1268_012281-T1	DBVPG3775_004737-T1
GF00000498	CHIFNET13H1268_012279-T1	DBVPG3775_004735-T1
GF00000499	CHIFNET13H1268_009633-T1	DBVPG3775_000818-T1
GF00000500	CHIFNET13H1268_010810-T1	DBVPG3775_005159-T1
GF00000501	CHIFNET13H1268_002490-T1	DBVPG3775_005158-T1
GF00000502	CHIFNET13H1268_012323-T1	DBVPG3775_003895-T1
GF00000503	CHIFNET13H1268_008922-T1	DBVPG3775_001264-T1
GF00000504	CHIFNET13H1268_007490-T1	DBVPG3775_006576-T1
GF00000505	CHIFNET13H1268_002610-T1	DBVPG3775_005238-T1
GF00000506	CHIFNET13H1268_014419-T1	DBVPG3775_004829-T1
GF00000507	CHIFNET13H1268_009639-T1	DBVPG3775_000811-T1
GF00000508	CHIFNET13H1268_009617-T1	DBVPG3775_000832-T1
GF00000509	CHIFNET13H1268_005424-T1	DBVPG3775_002530-T1
GF00000510	CHIFNET13H1268_011446-T1	DBVPG3775_007207-T1
GF00000511	CHIFNET13H1268_002711-T1	DBVPG3775_000878-T1
GF00000512	CHIFNET13H1268_002733-T1	DBVPG3775_000900-T1
GF00000513	CHIFNET13H1268_006322-T1	DBVPG3775_000908-T1
GF00000514	CHIFNET13H1268_006806-T1	DBVPG3775_003688-T1
GF00000515	CHIFNET13H1268_002788-T1	DBVPG3775_007400-T1
GF00000516	CHIFNET13H1268_002799-T1	DBVPG3775_007410-T1
GF00000517	CHIFNET13H1268_013509-T1	DBVPG3775_000282-T1
GF00000518	CHIFNET13H1268_003900-T1	DBVPG3775_005065-T1
GF00000519	CHIFNET13H1268_005691-T1	DBVPG3775_007188-T1
GF00000520	CHIFNET13H1268_011474-T1	DBVPG3775_007371-T1
GF00000521	CHIFNET13H1268_004569-T1	DBVPG3775_003755-T1
GF00000522	CHIFNET13H1268_002888-T1	DBVPG3775_004865-T1
GF00000523	CHIFNET13H1268_009176-T1	DBVPG3775_002111-T1
GF00000524	CHIFNET13H1268_005023-T1	DBVPG3775_000594-T1
GF00000525	CHIFNET13H1268_002957-T1	DBVPG3775_001995-T1
GF00000526	CHIFNET13H1268_009362-T1	DBVPG3775_002028-T1
GF00000527	CHIFNET13H1268_002994-T1	DBVPG3775_002031-T1
GF00000528	CHIFNET13H1268_013201-T1	DBVPG3775_000027-T1
GF00000529	CHIFNET13H1268_003019-T1	DBVPG3775_002054-T1
GF00000530	CHIFNET13H1268_003021-T1	DBVPG3775_002056-T1
GF00000531	CHIFNET13H1268_003078-T1	DBVPG3775_000019-T1
GF00000532	CHIFNET13H1268_003226-T1	DBVPG3775_005047-T1
GF00000533	CHIFNET13H1268_010029-T1	DBVPG3775_000763-T1
GF00000534	CHIFNET13H1268_003443-T1	DBVPG3775_005952-T1
GF00000535	CHIFNET13H1268_009306-T1	DBVPG3775_004968-T1
GF00000536	CHIFNET13H1268_007466-T1	DBVPG3775_007425-T1
GF00000537	CHIFNET13H1268_013533-T1	DBVPG3775_005888-T1
GF00000538	CHIFNET13H1268_013830-T1	DBVPG3775_006548-T1
GF00000539	CHIFNET13H1268_012516-T1	DBVPG3775_000263-T1
GF00000540	CHIFNET13H1268_005450-T1	DBVPG3775_003471-T1
GF00000541	CHIFNET13H1268_003886-T1	DBVPG3775_005051-T1
GF00000542	CHIFNET13H1268_010013-T1	DBVPG3775_000703-T1
GF00000543	CHIFNET13H1268_003919-T1	DBVPG3775_005084-T1
GF00000544	CHIFNET13H1268_003932-T1	DBVPG3775_005097-T1
GF00000545	CHIFNET13H1268_007952-T1	DBVPG3775_003071-T1
GF00000546	CHIFNET13H1268_003958-T1	DBVPG3775_005122-T1
GF00000547	CHIFNET13H1268_012355-T1	DBVPG3775_003902-T1
GF00000548	CHIFNET13H1268_004021-T1	DBVPG3775_005341-T1
GF00000549	CHIFNET13H1268_011002-T1	DBVPG3775_005323-T1
GF00000550	CHIFNET13H1268_012290-T1	DBVPG3775_004377-T1
GF00000551	CHIFNET13H1268_011051-T1	DBVPG3775_003003-T1
GF00000552	CHIFNET13H1268_014971-T1	DBVPG3775_007577-T1
GF00000553	CHIFNET13H1268_011067-T1	DBVPG3775_003018-T1
GF00000554	CHIFNET13H1268_010834-T1	DBVPG3775_003964-T1
GF00000555	CHIFNET13H1268_004078-T1	DBVPG3775_003027-T1
GF00000556	CHIFNET13H1268_012699-T1	DBVPG3775_000508-T1
GF00000557	CHIFNET13H1268_004115-T1	DBVPG3775_001554-T1
GF00000558	CHIFNET13H1268_008896-T1	DBVPG3775_006493-T1
GF00000559	CHIFNET13H1268_011967-T1	DBVPG3775_001535-T1
GF00000560	CHIFNET13H1268_008409-T1	DBVPG3775_007433-T1
GF00000561	CHIFNET13H1268_009680-T1	DBVPG3775_005379-T1
GF00000562	CHIFNET13H1268_008950-T1	DBVPG3775_001296-T1
GF00000563	CHIFNET13H1268_004292-T1	DBVPG3775_005411-T1
GF00000564	CHIFNET13H1268_004267-T1	DBVPG3775_006499-T1
GF00000565	CHIFNET13H1268_008888-T1	DBVPG3775_006485-T1
GF00000566	CHIFNET13H1268_012467-T1	DBVPG3775_007079-T1
GF00000567	CHIFNET13H1268_006400-T1	DBVPG3775_006842-T1
GF00000568	CHIFNET13H1268_007080-T1	DBVPG3775_000345-T1
GF00000569	CHIFNET13H1268_004473-T1	DBVPG3775_006876-T1
GF00000570	CHIFNET13H1268_006332-T1	DBVPG3775_006857-T1
GF00000571	CHIFNET13H1268_013119-T1	DBVPG3775_002716-T1
GF00000572	CHIFNET13H1268_006443-T1	DBVPG3775_005970-T1
GF00000573	CHIFNET13H1268_014521-T1	DBVPG3775_007375-T1
GF00000574	CHIFNET13H1268_014454-T1	DBVPG3775_002723-T1
GF00000575	CHIFNET13H1268_014401-T1	DBVPG3775_006147-T1
GF00000576	CHIFNET13H1268_004625-T1	DBVPG3775_004449-T1
GF00000577	CHIFNET13H1268_004664-T1	DBVPG3775_005721-T1
GF00000578	CHIFNET13H1268_010935-T1	DBVPG3775_005702-T1
GF00000579	CHIFNET13H1268_006481-T1	DBVPG3775_006009-T1
GF00000580	CHIFNET13H1268_005594-T1	DBVPG3775_004019-T1
GF00000581	CHIFNET13H1268_014482-T1	DBVPG3775_005855-T1
GF00000582	CHIFNET13H1268_010342-T1	DBVPG3775_005669-T1
GF00000583	CHIFNET13H1268_006440-T1	DBVPG3775_005967-T1
GF00000584	CHIFNET13H1268_005652-T1	DBVPG3775_006176-T1
GF00000585	CHIFNET13H1268_013357-T1	DBVPG3775_007537-T1
GF00000586	CHIFNET13H1268_004895-T1	DBVPG3775_002947-T1
GF00000587	CHIFNET13H1268_011953-T1	DBVPG3775_004772-T1
GF00000588	CHIFNET13H1268_009117-T1	DBVPG3775_004602-T1
GF00000589	CHIFNET13H1268_014304-T1	DBVPG3775_007522-T1
GF00000590	CHIFNET13H1268_005020-T1	DBVPG3775_000591-T1
GF00000591	CHIFNET13H1268_005034-T1	DBVPG3775_000608-T1
GF00000592	CHIFNET13H1268_005733-T1	DBVPG3775_000635-T1
GF00000593	CHIFNET13H1268_005077-T1	DBVPG3775_000649-T1
GF00000594	CHIFNET13H1268_005081-T1	DBVPG3775_000653-T1
GF00000595	CHIFNET13H1268_005126-T1	DBVPG3775_000400-T1
GF00000596	CHIFNET13H1268_005149-T1	DBVPG3775_000376-T1
GF00000597	CHIFNET13H1268_008951-T1	DBVPG3775_001297-T1
GF00000598	CHIFNET13H1268_012688-T1	DBVPG3775_007427-T1
GF00000599	CHIFNET13H1268_005541-T1	DBVPG3775_004072-T1
GF00000600	CHIFNET13H1268_008796-T1	DBVPG3775_007010-T1
GF00000601	CHIFNET13H1268_010505-T1	DBVPG3775_004039-T1
GF00000602	CHIFNET13H1268_005794-T1	DBVPG3775_000693-T1
GF00000603	CHIFNET13H1268_005831-T1	DBVPG3775_006741-T1
GF00000604	CHIFNET13H1268_005834-T1	DBVPG3775_006738-T1
GF00000605	CHIFNET13H1268_014049-T1	DBVPG3775_005869-T1
GF00000606	CHIFNET13H1268_014241-T1	DBVPG3775_001584-T1
GF00000607	CHIFNET13H1268_006003-T1	DBVPG3775_004672-T1
GF00000608	CHIFNET13H1268_006045-T1	DBVPG3775_004627-T1
GF00000609	CHIFNET13H1268_006416-T1	DBVPG3775_006684-T1
GF00000610	CHIFNET13H1268_007029-T1	DBVPG3775_005310-T1
GF00000611	CHIFNET13H1268_010683-T1	DBVPG3775_003952-T1
GF00000612	CHIFNET13H1268_011086-T1	DBVPG3775_004342-T1
GF00000613	CHIFNET13H1268_006507-T1	DBVPG3775_004784-T1
GF00000614	CHIFNET13H1268_006514-T1	DBVPG3775_004774-T1
GF00000615	CHIFNET13H1268_011948-T1	DBVPG3775_004767-T1
GF00000616	CHIFNET13H1268_011937-T1	DBVPG3775_004756-T1
GF00000617	CHIFNET13H1268_012268-T1	DBVPG3775_004725-T1
GF00000618	CHIFNET13H1268_006704-T1	DBVPG3775_001818-T1
GF00000619	CHIFNET13H1268_008234-T1	DBVPG3775_005043-T1
GF00000620	CHIFNET13H1268_013795-T1	DBVPG3775_001958-T1
GF00000621	CHIFNET13H1268_007135-T1	DBVPG3775_004702-T1
GF00000622	CHIFNET13H1268_007291-T1	DBVPG3775_005638-T1
GF00000623	CHIFNET13H1268_012511-T1	DBVPG3775_006802-T1
GF00000624	CHIFNET13H1268_007609-T1	DBVPG3775_001692-T1
GF00000625	CHIFNET13H1268_007635-T1	DBVPG3775_001718-T1
GF00000626	CHIFNET13H1268_009838-T1	DBVPG3775_007418-T1
GF00000627	CHIFNET13H1268_007485-T1	DBVPG3775_006582-T1
GF00000628	CHIFNET13H1268_007498-T1	DBVPG3775_006568-T1
GF00000629	CHIFNET13H1268_012807-T1	DBVPG3775_000288-T1
GF00000630	CHIFNET13H1268_008730-T1	DBVPG3775_004230-T1
GF00000631	CHIFNET13H1268_014551-T1	DBVPG3775_006018-T1
GF00000632	CHIFNET13H1268_011903-T1	DBVPG3775_001657-T1
GF00000633	CHIFNET13H1268_010896-T1	DBVPG3775_003065-T1
GF00000634	CHIFNET13H1268_008112-T1	DBVPG3775_007378-T1
GF00000635	CHIFNET13H1268_008126-T1	DBVPG3775_005820-T1
GF00000636	CHIFNET13H1268_008170-T1	DBVPG3775_005861-T1
GF00000637	CHIFNET13H1268_008363-T1	DBVPG3775_006786-T1
GF00000638	CHIFNET13H1268_008387-T1	DBVPG3775_006810-T1
GF00000639	CHIFNET13H1268_008389-T1	DBVPG3775_006812-T1
GF00000640	CHIFNET13H1268_008477-T1	DBVPG3775_004311-T1
GF00000641	CHIFNET13H1268_014580-T1	DBVPG3775_004294-T1
GF00000642	CHIFNET13H1268_008774-T1	DBVPG3775_006988-T1
GF00000643	CHIFNET13H1268_014470-T1	DBVPG3775_000701-T1
GF00000644	CHIFNET13H1268_008809-T1	DBVPG3775_007548-T1
GF00000645	CHIFNET13H1268_011856-T1	DBVPG3775_001255-T1
GF00000646	CHIFNET13H1268_009955-T1	DBVPG3775_003856-T1
GF00000647	CHIFNET13H1268_014924-T1	
GF00000648	CHIFNET13H1268_011329-T1	DBVPG3775_005915-T1
GF00000649	CHIFNET13H1268_012027-T1	DBVPG3775_007210-T1
GF00000650	CHIFNET13H1268_012893-T1	DBVPG3775_006753-T1
GF00000651	CHIFNET13H1268_012148-T1	DBVPG3775_003789-T1
GF00000652	CHIFNET13H1268_014713-T1	DBVPG3775_006021-T1
GF00000653	CHIFNET13H1268_012761-T1	DBVPG3775_007293-T1
GF00000654	CHIFNET13H1268_014260-T1	DBVPG3775_003537-T1
GF00000655	CHIFNET13H1268_013928-T1	DBVPG3775_005603-T1
GF00000656	CHIFNET13H1268_013776-T1	DBVPG3775_001321-T1
GF00000657	CHIFNET13H1268_013820-T1	DBVPG3775_004813-T1
GF00000658		DBVPG3775_005599-T1
GF00000659	CHIFNET13H1268_000006-T1	DBVPG3775_004154-T1
GF00000660	CHIFNET13H1268_000032-T1	DBVPG3775_004179-T1
GF00000661	CHIFNET13H1268_008386-T1	DBVPG3775_006809-T1
GF00000662	CHIFNET13H1268_000110-T1	DBVPG3775_001388-T1
GF00000663	CHIFNET13H1268_009530-T1	DBVPG3775_004896-T1
GF00000664	CHIFNET13H1268_000160-T1	DBVPG3775_001367-T1
GF00000665	CHIFNET13H1268_006647-T1	DBVPG3775_001343-T1
GF00000666	CHIFNET13H1268_000240-T1	DBVPG3775_005613-T1
GF00000667	CHIFNET13H1268_011616-T1	DBVPG3775_004436-T1
GF00000668	CHIFNET13H1268_009016-T1	DBVPG3775_003878-T1
GF00000669	CHIFNET13H1268_001875-T1	DBVPG3775_006533-T1
GF00000670	CHIFNET13H1268_000525-T1	DBVPG3775_002866-T1
GF00000671	CHIFNET13H1268_003343-T1	DBVPG3775_005476-T1
GF00000672	CHIFNET13H1268_000628-T1	DBVPG3775_005275-T1
GF00000673	CHIFNET13H1268_005876-T1	DBVPG3775_006696-T1
GF00000674	CHIFNET13H1268_000668-T1	DBVPG3775_000301-T1
GF00000675	CHIFNET13H1268_000696-T1	DBVPG3775_000330-T1
GF00000676	CHIFNET13H1268_000711-T1	DBVPG3775_000221-T1
GF00000677	CHIFNET13H1268_000764-T1	DBVPG3775_000168-T1
GF00000678	CHIFNET13H1268_008088-T1	DBVPG3775_001172-T1
GF00000679	CHIFNET13H1268_001121-T1	DBVPG3775_002580-T1
GF00000680	CHIFNET13H1268_011483-T1	DBVPG3775_002606-T1
GF00000681	CHIFNET13H1268_011481-T1	DBVPG3775_002609-T1
GF00000682	CHIFNET13H1268_001259-T1	DBVPG3775_006108-T1
GF00000683	CHIFNET13H1268_001279-T1	DBVPG3775_006083-T1
GF00000684	CHIFNET13H1268_007616-T1	DBVPG3775_001699-T1
GF00000685	CHIFNET13H1268_005722-T1	DBVPG3775_000624-T1
GF00000686	CHIFNET13H1268_009257-T1	DBVPG3775_003135-T1
GF00000687	CHIFNET13H1268_005265-T1	DBVPG3775_003324-T1
GF00000688	CHIFNET13H1268_001483-T1	DBVPG3775_003343-T1
GF00000689	CHIFNET13H1268_012206-T1	DBVPG3775_007244-T1
GF00000690	CHIFNET13H1268_012548-T1	DBVPG3775_003201-T1
GF00000691	CHIFNET13H1268_013332-T1	DBVPG3775_003187-T1
GF00000692	CHIFNET13H1268_001636-T1	DBVPG3775_003171-T1
GF00000693	CHIFNET13H1268_014889-T1	DBVPG3775_006347-T1
GF00000694	CHIFNET13H1268_009842-T1	DBVPG3775_006974-T1
GF00000695	CHIFNET13H1268_002126-T1	DBVPG3775_006442-T1
GF00000696	CHIFNET13H1268_002156-T1	DBVPG3775_002504-T1
GF00000697	CHIFNET13H1268_006191-T1	DBVPG3775_002498-T1
GF00000698	CHIFNET13H1268_002174-T1	DBVPG3775_002486-T1
GF00000699	CHIFNET13H1268_010519-T1	DBVPG3775_002085-T1
GF00000700	CHIFNET13H1268_005720-T1	DBVPG3775_000621-T1
GF00000701	CHIFNET13H1268_006494-T1	DBVPG3775_004800-T1
GF00000702	CHIFNET13H1268_002365-T1	DBVPG3775_002202-T1
GF00000703	CHIFNET13H1268_003318-T1	DBVPG3775_002239-T1
GF00000704	CHIFNET13H1268_002460-T1	DBVPG3775_002301-T1
GF00000705	CHIFNET13H1268_002531-T1	DBVPG3775_005162-T1
GF00000706	CHIFNET13H1268_002546-T1	DBVPG3775_005175-T1
GF00000707	CHIFNET13H1268_011145-T1	DBVPG3775_005252-T1
GF00000708	CHIFNET13H1268_002687-T1	DBVPG3775_000855-T1
GF00000709	CHIFNET13H1268_002771-T1	DBVPG3775_000934-T1
GF00000710	CHIFNET13H1268_004043-T1	DBVPG3775_002992-T1
GF00000711	CHIFNET13H1268_006328-T1	DBVPG3775_000939-T1
GF00000712	CHIFNET13H1268_009525-T1	DBVPG3775_004890-T1
GF00000713	CHIFNET13H1268_009513-T1	DBVPG3775_004878-T1
GF00000714	CHIFNET13H1268_009489-T1	DBVPG3775_004852-T1
GF00000715	CHIFNET13H1268_002905-T1	DBVPG3775_004847-T1
GF00000716	CHIFNET13H1268_009056-T1	DBVPG3775_004831-T1
GF00000717	CHIFNET13H1268_014954-T1	DBVPG3775_007566-T1
GF00000718	CHIFNET13H1268_013313-T1	DBVPG3775_002811-T1
GF00000719	CHIFNET13H1268_003096-T1	DBVPG3775_000038-T1
GF00000720	CHIFNET13H1268_003103-T1	DBVPG3775_000046-T1
GF00000721	CHIFNET13H1268_003201-T1	DBVPG3775_006286-T1
GF00000722	CHIFNET13H1268_006563-T1	DBVPG3775_004722-T1
GF00000723	CHIFNET13H1268_003211-T1	DBVPG3775_006295-T1
GF00000724	CHIFNET13H1268_003240-T1	DBVPG3775_006325-T1
GF00000725	CHIFNET13H1268_005320-T1	DBVPG3775_003814-T1
GF00000726	CHIFNET13H1268_003763-T1	DBVPG3775_000272-T1
GF00000727	CHIFNET13H1268_010298-T1	DBVPG3775_007590-T1
GF00000728	CHIFNET13H1268_011542-T1	DBVPG3775_005544-T1
GF00000729	CHIFNET13H1268_008684-T1	DBVPG3775_005134-T1
GF00000730	CHIFNET13H1268_008665-T1	DBVPG3775_003982-T1
GF00000731	CHIFNET13H1268_004004-T1	DBVPG3775_005345-T1
GF00000732	CHIFNET13H1268_004097-T1	DBVPG3775_003045-T1
GF00000733	CHIFNET13H1268_004293-T1	DBVPG3775_005410-T1
GF00000734	CHIFNET13H1268_006798-T1	DBVPG3775_003697-T1
GF00000735	CHIFNET13H1268_011968-T1	DBVPG3775_003762-T1
GF00000736	CHIFNET13H1268_004596-T1	DBVPG3775_003783-T1
GF00000737	CHIFNET13H1268_008627-T1	DBVPG3775_002891-T1
GF00000738	CHIFNET13H1268_010513-T1	DBVPG3775_002077-T1
GF00000739	CHIFNET13H1268_004956-T1	DBVPG3775_007524-T1
GF00000740	CHIFNET13H1268_011682-T1	DBVPG3775_002943-T1
GF00000741	CHIFNET13H1268_008824-T1	DBVPG3775_000596-T1
GF00000742	CHIFNET13H1268_008819-T1	DBVPG3775_000605-T1
GF00000743	CHIFNET13H1268_005727-T1	DBVPG3775_000629-T1
GF00000744	CHIFNET13H1268_005438-T1	DBVPG3775_003443-T1
GF00000745	CHIFNET13H1268_010061-T1	DBVPG3775_003526-T1
GF00000746	CHIFNET13H1268_013917-T1	DBVPG3775_007166-T1
GF00000747	CHIFNET13H1268_013149-T1	DBVPG3775_000700-T1
GF00000748	CHIFNET13H1268_009552-T1	DBVPG3775_001630-T1
GF00000749	CHIFNET13H1268_006031-T1	DBVPG3775_002817-T1
GF00000750	CHIFNET13H1268_006132-T1	DBVPG3775_002771-T1
GF00000751	CHIFNET13H1268_006131-T1	DBVPG3775_002772-T1
