	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa
GF00000054	CHIFNET14NJ214_012369-T1, CHIFNET14NJ214_007125-T1, CHIFNET14NJ214_009192-T1, CHIFNET14NJ214_009191-T1, CHIFNET14NJ214_009196-T1, CHIFNET14NJ214_008747-T1, CHIFNET14NJ214_009190-T1, CHIFNET14NJ214_009189-T1, CHIFNET14NJ214_012368-T1
GF00000055	CHIFNET14NJ214_001031-T1, CHIFNET14NJ214_001028-T1, CHIFNET14NJ214_003341-T1, CHIFNET14NJ214_003343-T1, CHIFNET14NJ214_001029-T1, CHIFNET14NJ214_003344-T1, CHIFNET14NJ214_001030-T1, CHIFNET14NJ214_003340-T1, CHIFNET14NJ214_001032-T1
GF00000056	CHIFNET14NJ214_009922-T1, CHIFNET14NJ214_000409-T1, CHIFNET14NJ214_013483-T1, CHIFNET14NJ214_005229-T1, CHIFNET14NJ214_005692-T1, CHIFNET14NJ214_013836-T1, CHIFNET14NJ214_011545-T1, CHIFNET14NJ214_002390-T1, CHIFNET14NJ214_012944-T1
GF00000057	CHIFNET14NJ214_000729-T1, CHIFNET14NJ214_013046-T1, CHIFNET14NJ214_008504-T1, CHIFNET14NJ214_007445-T1, CHIFNET14NJ214_007446-T1, CHIFNET14NJ214_008503-T1, CHIFNET14NJ214_013048-T1, CHIFNET14NJ214_013047-T1, CHIFNET14NJ214_000728-T1
GF00000058	CHIFNET14NJ214_007210-T1, CHIFNET14NJ214_000736-T1, CHIFNET14NJ214_006054-T1, CHIFNET14NJ214_000080-T1, CHIFNET14NJ214_006042-T1, CHIFNET14NJ214_000644-T1, CHIFNET14NJ214_003980-T1, CHIFNET14NJ214_008511-T1, CHIFNET14NJ214_008512-T1
GF00000059	CHIFNET14NJ214_001209-T1, CHIFNET14NJ214_013082-T1, CHIFNET14NJ214_000164-T1, CHIFNET14NJ214_003960-T1, CHIFNET14NJ214_008631-T1, CHIFNET14NJ214_010563-T1, CHIFNET14NJ214_015448-T1, CHIFNET14NJ214_000162-T1, CHIFNET14NJ214_010892-T1
GF00000060	CHIFNET14NJ214_007079-T1, CHIFNET14NJ214_003009-T1, CHIFNET14NJ214_008623-T1, CHIFNET14NJ214_004245-T1, CHIFNET14NJ214_003799-T1, CHIFNET14NJ214_011593-T1, CHIFNET14NJ214_014295-T1, CHIFNET14NJ214_007884-T1
GF00000061	CHIFNET14NJ214_001521-T1, CHIFNET14NJ214_010344-T1, CHIFNET14NJ214_006294-T1, CHIFNET14NJ214_010343-T1, CHIFNET14NJ214_010541-T1, CHIFNET14NJ214_010312-T1, CHIFNET14NJ214_006295-T1, CHIFNET14NJ214_010311-T1
GF00000062	CHIFNET14NJ214_010603-T1, CHIFNET14NJ214_011778-T1, CHIFNET14NJ214_011588-T1, CHIFNET14NJ214_005318-T1, CHIFNET14NJ214_000163-T1, CHIFNET14NJ214_003959-T1, CHIFNET14NJ214_013581-T1, CHIFNET14NJ214_012081-T1
GF00000063	CHIFNET14NJ214_001599-T1, CHIFNET14NJ214_002061-T1, CHIFNET14NJ214_003612-T1, CHIFNET14NJ214_015463-T1, CHIFNET14NJ214_014974-T1, CHIFNET14NJ214_015075-T1, CHIFNET14NJ214_014981-T1, CHIFNET14NJ214_015687-T1
GF00000064	CHIFNET14NJ214_009386-T1, CHIFNET14NJ214_008201-T1, CHIFNET14NJ214_012482-T1, CHIFNET14NJ214_013864-T1, CHIFNET14NJ214_006462-T1, CHIFNET14NJ214_015664-T1, CHIFNET14NJ214_003638-T1, CHIFNET14NJ214_014659-T1
GF00000065	CHIFNET14NJ214_002620-T1, CHIFNET14NJ214_008643-T1, CHIFNET14NJ214_010060-T1, CHIFNET14NJ214_011482-T1, CHIFNET14NJ214_005462-T1, CHIFNET14NJ214_009835-T1, CHIFNET14NJ214_004189-T1, CHIFNET14NJ214_006906-T1
GF00000066	CHIFNET14NJ214_015359-T1, CHIFNET14NJ214_015536-T1, CHIFNET14NJ214_015584-T1, CHIFNET14NJ214_015596-T1, CHIFNET14NJ214_007233-T1, CHIFNET14NJ214_015520-T1, CHIFNET14NJ214_015618-T1, CHIFNET14NJ214_015637-T1
GF00000067	CHIFNET14NJ214_009863-T1, CHIFNET14NJ214_006885-T1, CHIFNET14NJ214_009861-T1, CHIFNET14NJ214_006883-T1, CHIFNET14NJ214_010201-T1, CHIFNET14NJ214_008103-T1, CHIFNET14NJ214_006873-T1, CHIFNET14NJ214_009716-T1
GF00000068	CHIFNET14NJ214_009521-T1, CHIFNET14NJ214_009153-T1, CHIFNET14NJ214_009151-T1, CHIFNET14NJ214_009519-T1, CHIFNET14NJ214_009150-T1, CHIFNET14NJ214_009152-T1, CHIFNET14NJ214_009522-T1, CHIFNET14NJ214_009520-T1
GF00000069	CHIFNET14NJ214_005885-T1, CHIFNET14NJ214_011426-T1, CHIFNET14NJ214_007137-T1, CHIFNET14NJ214_014044-T1, CHIFNET14NJ214_014031-T1, CHIFNET14NJ214_003720-T1, CHIFNET14NJ214_008761-T1, CHIFNET14NJ214_008760-T1
GF00000070	CHIFNET14NJ214_008746-T1, CHIFNET14NJ214_013411-T1, CHIFNET14NJ214_009197-T1, CHIFNET14NJ214_007123-T1, CHIFNET14NJ214_008754-T1, CHIFNET14NJ214_007133-T1, CHIFNET14NJ214_007124-T1, CHIFNET14NJ214_008755-T1
GF00000071	CHIFNET14NJ214_012057-T1, CHIFNET14NJ214_007811-T1, CHIFNET14NJ214_009657-T1, CHIFNET14NJ214_013506-T1, CHIFNET14NJ214_001248-T1, CHIFNET14NJ214_004331-T1, CHIFNET14NJ214_005206-T1, CHIFNET14NJ214_011371-T1
GF00000072	CHIFNET14NJ214_013907-T1, CHIFNET14NJ214_013941-T1, CHIFNET14NJ214_003297-T1, CHIFNET14NJ214_002193-T1, CHIFNET14NJ214_000479-T1, CHIFNET14NJ214_014899-T1, CHIFNET14NJ214_006862-T1, CHIFNET14NJ214_000537-T1
GF00000073	CHIFNET14NJ214_002074-T1, CHIFNET14NJ214_007671-T1, CHIFNET14NJ214_001109-T1, CHIFNET14NJ214_012539-T1, CHIFNET14NJ214_010249-T1, CHIFNET14NJ214_012681-T1, CHIFNET14NJ214_006085-T1, CHIFNET14NJ214_009927-T1
GF00000074	CHIFNET14NJ214_009140-T1, CHIFNET14NJ214_005661-T1, CHIFNET14NJ214_009139-T1, CHIFNET14NJ214_009136-T1, CHIFNET14NJ214_005663-T1, CHIFNET14NJ214_005662-T1, CHIFNET14NJ214_009138-T1, CHIFNET14NJ214_009137-T1
GF00000075	CHIFNET14NJ214_014117-T1, CHIFNET14NJ214_004920-T1, CHIFNET14NJ214_000446-T1, CHIFNET14NJ214_009429-T1, CHIFNET14NJ214_004921-T1, CHIFNET14NJ214_009430-T1, CHIFNET14NJ214_004922-T1, CHIFNET14NJ214_009428-T1
GF00000076	CHIFNET14NJ214_000045-T1, CHIFNET14NJ214_000027-T1, CHIFNET14NJ214_001999-T1, CHIFNET14NJ214_000028-T1, CHIFNET14NJ214_000044-T1, CHIFNET14NJ214_002000-T1, CHIFNET14NJ214_001998-T1, CHIFNET14NJ214_015292-T1
GF00000077	CHIFNET14NJ214_002877-T1, CHIFNET14NJ214_012826-T1, CHIFNET14NJ214_000101-T1, CHIFNET14NJ214_010449-T1, CHIFNET14NJ214_010049-T1, CHIFNET14NJ214_015577-T1, CHIFNET14NJ214_003139-T1, CHIFNET14NJ214_015277-T1
GF00000078	CHIFNET14NJ214_000848-T1, CHIFNET14NJ214_004277-T1, CHIFNET14NJ214_004283-T1, CHIFNET14NJ214_000835-T1, CHIFNET14NJ214_015024-T1, CHIFNET14NJ214_015257-T1, CHIFNET14NJ214_000792-T1
GF00000079	CHIFNET14NJ214_006051-T1, CHIFNET14NJ214_007213-T1, CHIFNET14NJ214_012438-T1, CHIFNET14NJ214_001627-T1, CHIFNET14NJ214_013618-T1, CHIFNET14NJ214_010123-T1, CHIFNET14NJ214_012274-T1
GF00000080	CHIFNET14NJ214_011179-T1, CHIFNET14NJ214_004906-T1, CHIFNET14NJ214_009128-T1, CHIFNET14NJ214_005670-T1, CHIFNET14NJ214_012295-T1, CHIFNET14NJ214_012298-T1, CHIFNET14NJ214_012294-T1
GF00000081	CHIFNET14NJ214_004965-T1, CHIFNET14NJ214_009664-T1, CHIFNET14NJ214_007818-T1, CHIFNET14NJ214_007819-T1, CHIFNET14NJ214_004506-T1, CHIFNET14NJ214_015555-T1, CHIFNET14NJ214_006823-T1
GF00000082	CHIFNET14NJ214_007947-T1, CHIFNET14NJ214_003172-T1, CHIFNET14NJ214_003045-T1, CHIFNET14NJ214_003168-T1, CHIFNET14NJ214_007951-T1, CHIFNET14NJ214_005583-T1, CHIFNET14NJ214_005582-T1
GF00000083	CHIFNET14NJ214_001581-T1, CHIFNET14NJ214_007831-T1, CHIFNET14NJ214_007832-T1, CHIFNET14NJ214_001582-T1, CHIFNET14NJ214_007837-T1, CHIFNET14NJ214_007833-T1, CHIFNET14NJ214_007838-T1
GF00000084	CHIFNET14NJ214_004902-T1, CHIFNET14NJ214_002460-T1, CHIFNET14NJ214_006119-T1, CHIFNET14NJ214_002459-T1, CHIFNET14NJ214_004355-T1, CHIFNET14NJ214_005292-T1, CHIFNET14NJ214_004357-T1
GF00000085	CHIFNET14NJ214_002823-T1, CHIFNET14NJ214_010928-T1, CHIFNET14NJ214_006995-T1, CHIFNET14NJ214_013523-T1, CHIFNET14NJ214_007809-T1, CHIFNET14NJ214_014135-T1, CHIFNET14NJ214_009655-T1
GF00000086	CHIFNET14NJ214_002719-T1, CHIFNET14NJ214_006620-T1, CHIFNET14NJ214_003914-T1, CHIFNET14NJ214_006619-T1, CHIFNET14NJ214_006275-T1, CHIFNET14NJ214_010254-T1, CHIFNET14NJ214_003915-T1
GF00000087	CHIFNET14NJ214_005121-T1, CHIFNET14NJ214_001839-T1, CHIFNET14NJ214_009211-T1, CHIFNET14NJ214_010328-T1, CHIFNET14NJ214_012981-T1, CHIFNET14NJ214_009212-T1, CHIFNET14NJ214_010329-T1
GF00000088	CHIFNET14NJ214_006602-T1, CHIFNET14NJ214_008343-T1, CHIFNET14NJ214_006974-T1, CHIFNET14NJ214_009344-T1, CHIFNET14NJ214_015306-T1, CHIFNET14NJ214_015657-T1, CHIFNET14NJ214_007327-T1
GF00000089	CHIFNET14NJ214_001435-T1, CHIFNET14NJ214_001433-T1, CHIFNET14NJ214_004796-T1, CHIFNET14NJ214_004797-T1, CHIFNET14NJ214_004795-T1, CHIFNET14NJ214_001434-T1, CHIFNET14NJ214_001432-T1
GF00000090	CHIFNET14NJ214_004338-T1, CHIFNET14NJ214_004337-T1, CHIFNET14NJ214_005212-T1, CHIFNET14NJ214_005211-T1, CHIFNET14NJ214_004335-T1, CHIFNET14NJ214_004336-T1, CHIFNET14NJ214_005210-T1
GF00000091	CHIFNET14NJ214_009734-T1, CHIFNET14NJ214_013931-T1, CHIFNET14NJ214_011363-T1, CHIFNET14NJ214_013932-T1, CHIFNET14NJ214_011362-T1, CHIFNET14NJ214_012486-T1, CHIFNET14NJ214_007041-T1
GF00000092	CHIFNET14NJ214_006655-T1, CHIFNET14NJ214_001501-T1, CHIFNET14NJ214_007442-T1, CHIFNET14NJ214_013043-T1, CHIFNET14NJ214_001500-T1, CHIFNET14NJ214_006656-T1, CHIFNET14NJ214_006657-T1
GF00000093	CHIFNET14NJ214_003887-T1, CHIFNET14NJ214_013438-T1, CHIFNET14NJ214_006695-T1, CHIFNET14NJ214_002090-T1, CHIFNET14NJ214_007653-T1, CHIFNET14NJ214_014647-T1, CHIFNET14NJ214_007654-T1
GF00000094	CHIFNET14NJ214_005312-T1, CHIFNET14NJ214_014516-T1, CHIFNET14NJ214_011583-T1, CHIFNET14NJ214_005313-T1, CHIFNET14NJ214_014515-T1, CHIFNET14NJ214_014517-T1, CHIFNET14NJ214_011838-T1
GF00000095	CHIFNET14NJ214_007127-T1, CHIFNET14NJ214_008749-T1, CHIFNET14NJ214_013165-T1, CHIFNET14NJ214_004637-T1, CHIFNET14NJ214_012849-T1, CHIFNET14NJ214_005533-T1, CHIFNET14NJ214_015345-T1
GF00000096	CHIFNET14NJ214_001424-T1, CHIFNET14NJ214_011828-T1, CHIFNET14NJ214_002500-T1, CHIFNET14NJ214_012216-T1, CHIFNET14NJ214_012215-T1, CHIFNET14NJ214_002499-T1, CHIFNET14NJ214_002498-T1
GF00000097	CHIFNET14NJ214_011359-T1, CHIFNET14NJ214_010488-T1, CHIFNET14NJ214_011443-T1, CHIFNET14NJ214_010494-T1, CHIFNET14NJ214_014287-T1, CHIFNET14NJ214_015002-T1, CHIFNET14NJ214_011447-T1
GF00000098	CHIFNET14NJ214_003553-T1, CHIFNET14NJ214_000336-T1, CHIFNET14NJ214_000322-T1, CHIFNET14NJ214_010238-T1, CHIFNET14NJ214_000323-T1, CHIFNET14NJ214_003554-T1, CHIFNET14NJ214_010237-T1
GF00000099	CHIFNET14NJ214_006773-T1, CHIFNET14NJ214_004660-T1, CHIFNET14NJ214_003667-T1, CHIFNET14NJ214_004661-T1, CHIFNET14NJ214_006774-T1, CHIFNET14NJ214_003665-T1, CHIFNET14NJ214_003671-T1
GF00000100	CHIFNET14NJ214_009693-T1, CHIFNET14NJ214_009548-T1, CHIFNET14NJ214_000447-T1, CHIFNET14NJ214_000443-T1, CHIFNET14NJ214_014114-T1, CHIFNET14NJ214_012755-T1, CHIFNET14NJ214_014118-T1
GF00000101	CHIFNET14NJ214_007590-T1, CHIFNET14NJ214_011137-T1, CHIFNET14NJ214_007801-T1, CHIFNET14NJ214_007802-T1, CHIFNET14NJ214_008572-T1, CHIFNET14NJ214_007087-T1, CHIFNET14NJ214_000315-T1
GF00000102	CHIFNET14NJ214_009079-T1, CHIFNET14NJ214_012122-T1, CHIFNET14NJ214_014313-T1, CHIFNET14NJ214_015036-T1, CHIFNET14NJ214_001101-T1, CHIFNET14NJ214_008349-T1, CHIFNET14NJ214_008348-T1
GF00000103	CHIFNET14NJ214_012485-T1, CHIFNET14NJ214_010564-T1, CHIFNET14NJ214_013160-T1, CHIFNET14NJ214_008845-T1, CHIFNET14NJ214_015449-T1, CHIFNET14NJ214_013696-T1, CHIFNET14NJ214_014103-T1
GF00000104	CHIFNET14NJ214_014658-T1, CHIFNET14NJ214_008452-T1, CHIFNET14NJ214_008107-T1, CHIFNET14NJ214_008453-T1, CHIFNET14NJ214_015478-T1, CHIFNET14NJ214_015612-T1
GF00000105	CHIFNET14NJ214_003216-T1, CHIFNET14NJ214_008247-T1, CHIFNET14NJ214_013854-T1, CHIFNET14NJ214_002436-T1, CHIFNET14NJ214_012791-T1, CHIFNET14NJ214_013460-T1
GF00000106	CHIFNET14NJ214_007936-T1, CHIFNET14NJ214_001300-T1, CHIFNET14NJ214_010347-T1, CHIFNET14NJ214_001628-T1, CHIFNET14NJ214_010314-T1, CHIFNET14NJ214_010313-T1
GF00000107	CHIFNET14NJ214_007204-T1, CHIFNET14NJ214_006060-T1, CHIFNET14NJ214_005798-T1, CHIFNET14NJ214_012195-T1, CHIFNET14NJ214_013718-T1, CHIFNET14NJ214_000960-T1
GF00000108	CHIFNET14NJ214_001388-T1, CHIFNET14NJ214_003835-T1, CHIFNET14NJ214_012034-T1, CHIFNET14NJ214_002178-T1, CHIFNET14NJ214_012318-T1, CHIFNET14NJ214_004407-T1
GF00000109	CHIFNET14NJ214_013097-T1, CHIFNET14NJ214_005266-T1, CHIFNET14NJ214_009284-T1, CHIFNET14NJ214_000128-T1, CHIFNET14NJ214_015550-T1, CHIFNET14NJ214_009285-T1
GF00000110	CHIFNET14NJ214_010357-T1, CHIFNET14NJ214_014222-T1, CHIFNET14NJ214_005379-T1, CHIFNET14NJ214_007013-T1, CHIFNET14NJ214_005380-T1, CHIFNET14NJ214_007012-T1
GF00000111	CHIFNET14NJ214_005087-T1, CHIFNET14NJ214_006244-T1, CHIFNET14NJ214_003483-T1, CHIFNET14NJ214_014680-T1, CHIFNET14NJ214_015484-T1, CHIFNET14NJ214_003482-T1
GF00000112	CHIFNET14NJ214_008696-T1, CHIFNET14NJ214_008695-T1, CHIFNET14NJ214_010111-T1, CHIFNET14NJ214_015150-T1, CHIFNET14NJ214_004636-T1, CHIFNET14NJ214_001930-T1
GF00000113	CHIFNET14NJ214_002904-T1, CHIFNET14NJ214_015295-T1, CHIFNET14NJ214_012505-T1, CHIFNET14NJ214_009440-T1, CHIFNET14NJ214_015276-T1, CHIFNET14NJ214_002889-T1
GF00000114	CHIFNET14NJ214_012196-T1, CHIFNET14NJ214_013744-T1, CHIFNET14NJ214_005797-T1, CHIFNET14NJ214_014724-T1, CHIFNET14NJ214_014844-T1, CHIFNET14NJ214_014723-T1
GF00000115	CHIFNET14NJ214_002157-T1, CHIFNET14NJ214_002169-T1, CHIFNET14NJ214_012445-T1, CHIFNET14NJ214_008523-T1, CHIFNET14NJ214_008522-T1, CHIFNET14NJ214_014076-T1
GF00000116	CHIFNET14NJ214_002018-T1, CHIFNET14NJ214_002584-T1, CHIFNET14NJ214_005834-T1, CHIFNET14NJ214_006006-T1, CHIFNET14NJ214_000111-T1, CHIFNET14NJ214_002888-T1
GF00000117	CHIFNET14NJ214_007492-T1, CHIFNET14NJ214_004131-T1, CHIFNET14NJ214_004680-T1, CHIFNET14NJ214_004681-T1, CHIFNET14NJ214_004431-T1, CHIFNET14NJ214_007491-T1
GF00000118	CHIFNET14NJ214_005057-T1, CHIFNET14NJ214_008179-T1, CHIFNET14NJ214_001235-T1, CHIFNET14NJ214_009278-T1, CHIFNET14NJ214_001236-T1, CHIFNET14NJ214_009279-T1
GF00000119	CHIFNET14NJ214_008560-T1, CHIFNET14NJ214_014500-T1, CHIFNET14NJ214_003455-T1, CHIFNET14NJ214_003454-T1, CHIFNET14NJ214_012228-T1, CHIFNET14NJ214_012229-T1
GF00000120	CHIFNET14NJ214_011567-T1, CHIFNET14NJ214_007567-T1, CHIFNET14NJ214_001674-T1, CHIFNET14NJ214_013596-T1, CHIFNET14NJ214_014619-T1, CHIFNET14NJ214_014623-T1
GF00000121	CHIFNET14NJ214_013173-T1, CHIFNET14NJ214_014681-T1, CHIFNET14NJ214_005088-T1, CHIFNET14NJ214_003485-T1, CHIFNET14NJ214_003486-T1, CHIFNET14NJ214_013172-T1
GF00000122	CHIFNET14NJ214_005289-T1, CHIFNET14NJ214_004360-T1, CHIFNET14NJ214_004359-T1, CHIFNET14NJ214_005290-T1, CHIFNET14NJ214_007300-T1, CHIFNET14NJ214_004724-T1
GF00000123	CHIFNET14NJ214_012841-T1, CHIFNET14NJ214_000813-T1, CHIFNET14NJ214_007638-T1, CHIFNET14NJ214_004512-T1, CHIFNET14NJ214_006337-T1, CHIFNET14NJ214_010243-T1
GF00000124	CHIFNET14NJ214_001829-T1, CHIFNET14NJ214_001828-T1, CHIFNET14NJ214_012548-T1, CHIFNET14NJ214_012550-T1, CHIFNET14NJ214_012549-T1, CHIFNET14NJ214_012547-T1
GF00000125	CHIFNET14NJ214_009023-T1, CHIFNET14NJ214_004861-T1, CHIFNET14NJ214_009021-T1, CHIFNET14NJ214_000209-T1, CHIFNET14NJ214_009022-T1, CHIFNET14NJ214_000210-T1
GF00000126	CHIFNET14NJ214_000954-T1, CHIFNET14NJ214_012083-T1, CHIFNET14NJ214_015201-T1, CHIFNET14NJ214_009904-T1, CHIFNET14NJ214_009903-T1, CHIFNET14NJ214_009905-T1
GF00000127	CHIFNET14NJ214_006461-T1, CHIFNET14NJ214_014390-T1, CHIFNET14NJ214_013611-T1, CHIFNET14NJ214_015305-T1, CHIFNET14NJ214_015518-T1, CHIFNET14NJ214_015622-T1
GF00000128	CHIFNET14NJ214_010015-T1, CHIFNET14NJ214_009986-T1, CHIFNET14NJ214_014357-T1, CHIFNET14NJ214_013423-T1, CHIFNET14NJ214_010455-T1, CHIFNET14NJ214_010454-T1
GF00000129	CHIFNET14NJ214_006646-T1, CHIFNET14NJ214_007421-T1, CHIFNET14NJ214_006708-T1, CHIFNET14NJ214_003903-T1, CHIFNET14NJ214_012245-T1, CHIFNET14NJ214_007960-T1
GF00000130	CHIFNET14NJ214_000370-T1, CHIFNET14NJ214_003557-T1, CHIFNET14NJ214_010227-T1, CHIFNET14NJ214_000325-T1, CHIFNET14NJ214_000371-T1, CHIFNET14NJ214_000369-T1
GF00000131	CHIFNET14NJ214_007298-T1, CHIFNET14NJ214_011691-T1, CHIFNET14NJ214_005085-T1, CHIFNET14NJ214_011241-T1, CHIFNET14NJ214_011699-T1, CHIFNET14NJ214_005076-T1
GF00000132	CHIFNET14NJ214_002803-T1, CHIFNET14NJ214_012431-T1, CHIFNET14NJ214_002802-T1, CHIFNET14NJ214_012430-T1, CHIFNET14NJ214_006737-T1, CHIFNET14NJ214_008463-T1
GF00000133	CHIFNET14NJ214_014510-T1, CHIFNET14NJ214_011077-T1, CHIFNET14NJ214_001053-T1, CHIFNET14NJ214_015598-T1, CHIFNET14NJ214_012592-T1, CHIFNET14NJ214_008953-T1
GF00000134	CHIFNET14NJ214_015608-T1, CHIFNET14NJ214_008000-T1, CHIFNET14NJ214_013663-T1, CHIFNET14NJ214_011536-T1, CHIFNET14NJ214_008001-T1, CHIFNET14NJ214_011535-T1
GF00000135	CHIFNET14NJ214_009155-T1, CHIFNET14NJ214_009527-T1, CHIFNET14NJ214_009159-T1, CHIFNET14NJ214_009525-T1, CHIFNET14NJ214_009524-T1, CHIFNET14NJ214_009158-T1
GF00000136	CHIFNET14NJ214_010569-T1, CHIFNET14NJ214_003444-T1, CHIFNET14NJ214_002383-T1, CHIFNET14NJ214_003436-T1, CHIFNET14NJ214_005686-T1, CHIFNET14NJ214_010577-T1
GF00000137	CHIFNET14NJ214_004384-T1, CHIFNET14NJ214_013973-T1, CHIFNET14NJ214_004383-T1, CHIFNET14NJ214_013972-T1, CHIFNET14NJ214_000866-T1, CHIFNET14NJ214_005163-T1
GF00000138	CHIFNET14NJ214_012840-T1, CHIFNET14NJ214_000772-T1, CHIFNET14NJ214_000812-T1, CHIFNET14NJ214_008465-T1, CHIFNET14NJ214_014701-T1, CHIFNET14NJ214_006914-T1
GF00000139	CHIFNET14NJ214_013807-T1, CHIFNET14NJ214_000181-T1, CHIFNET14NJ214_010096-T1, CHIFNET14NJ214_012000-T1, CHIFNET14NJ214_003972-T1, CHIFNET14NJ214_015019-T1
GF00000140	CHIFNET14NJ214_004075-T1, CHIFNET14NJ214_003384-T1, CHIFNET14NJ214_015462-T1, CHIFNET14NJ214_005826-T1, CHIFNET14NJ214_005825-T1, CHIFNET14NJ214_006014-T1
GF00000141	CHIFNET14NJ214_006594-T1, CHIFNET14NJ214_002685-T1, CHIFNET14NJ214_008335-T1, CHIFNET14NJ214_008134-T1, CHIFNET14NJ214_008133-T1, CHIFNET14NJ214_012113-T1
GF00000142	CHIFNET14NJ214_004650-T1, CHIFNET14NJ214_004647-T1, CHIFNET14NJ214_006763-T1, CHIFNET14NJ214_004649-T1, CHIFNET14NJ214_006762-T1, CHIFNET14NJ214_004648-T1
GF00000143	CHIFNET14NJ214_012574-T1, CHIFNET14NJ214_013074-T1, CHIFNET14NJ214_013065-T1, CHIFNET14NJ214_003211-T1, CHIFNET14NJ214_008242-T1, CHIFNET14NJ214_002249-T1
GF00000144	CHIFNET14NJ214_001237-T1, CHIFNET14NJ214_009280-T1, CHIFNET14NJ214_012096-T1, CHIFNET14NJ214_012403-T1, CHIFNET14NJ214_009983-T1, CHIFNET14NJ214_010012-T1
GF00000145	CHIFNET14NJ214_002789-T1, CHIFNET14NJ214_002791-T1, CHIFNET14NJ214_002792-T1, CHIFNET14NJ214_003018-T1, CHIFNET14NJ214_002790-T1, CHIFNET14NJ214_006460-T1
GF00000146	CHIFNET14NJ214_012515-T1, CHIFNET14NJ214_001150-T1, CHIFNET14NJ214_002836-T1, CHIFNET14NJ214_011689-T1, CHIFNET14NJ214_006704-T1, CHIFNET14NJ214_003899-T1
GF00000147	CHIFNET14NJ214_009679-T1, CHIFNET14NJ214_009097-T1, CHIFNET14NJ214_004938-T1, CHIFNET14NJ214_007354-T1, CHIFNET14NJ214_005273-T1, CHIFNET14NJ214_004378-T1
GF00000148	CHIFNET14NJ214_014427-T1, CHIFNET14NJ214_002480-T1, CHIFNET14NJ214_006184-T1, CHIFNET14NJ214_006183-T1, CHIFNET14NJ214_007001-T1, CHIFNET14NJ214_002479-T1
GF00000149	CHIFNET14NJ214_004555-T1, CHIFNET14NJ214_015146-T1, CHIFNET14NJ214_012911-T1, CHIFNET14NJ214_014793-T1, CHIFNET14NJ214_015147-T1, CHIFNET14NJ214_004556-T1
GF00000150	CHIFNET14NJ214_000496-T1, CHIFNET14NJ214_002211-T1, CHIFNET14NJ214_008866-T1, CHIFNET14NJ214_015205-T1, CHIFNET14NJ214_015411-T1
GF00000151	CHIFNET14NJ214_015059-T1, CHIFNET14NJ214_013966-T1, CHIFNET14NJ214_002834-T1, CHIFNET14NJ214_010114-T1, CHIFNET14NJ214_010112-T1
GF00000152	CHIFNET14NJ214_014818-T1, CHIFNET14NJ214_005856-T1, CHIFNET14NJ214_014750-T1, CHIFNET14NJ214_014162-T1, CHIFNET14NJ214_009477-T1
GF00000153	CHIFNET14NJ214_012910-T1, CHIFNET14NJ214_011114-T1, CHIFNET14NJ214_006226-T1, CHIFNET14NJ214_014795-T1, CHIFNET14NJ214_014794-T1
GF00000154	CHIFNET14NJ214_010531-T1, CHIFNET14NJ214_013296-T1, CHIFNET14NJ214_005071-T1, CHIFNET14NJ214_015083-T1, CHIFNET14NJ214_013703-T1
GF00000155	CHIFNET14NJ214_004549-T1, CHIFNET14NJ214_014392-T1, CHIFNET14NJ214_001903-T1, CHIFNET14NJ214_001901-T1, CHIFNET14NJ214_001900-T1
GF00000156	CHIFNET14NJ214_002659-T1, CHIFNET14NJ214_014734-T1, CHIFNET14NJ214_010994-T1, CHIFNET14NJ214_015690-T1, CHIFNET14NJ214_002661-T1
GF00000157	CHIFNET14NJ214_011018-T1, CHIFNET14NJ214_002424-T1, CHIFNET14NJ214_011019-T1, CHIFNET14NJ214_014812-T1, CHIFNET14NJ214_002425-T1
GF00000158	CHIFNET14NJ214_006854-T1, CHIFNET14NJ214_000529-T1, CHIFNET14NJ214_011711-T1, CHIFNET14NJ214_000919-T1, CHIFNET14NJ214_015660-T1
GF00000159	CHIFNET14NJ214_003181-T1, CHIFNET14NJ214_011554-T1, CHIFNET14NJ214_014463-T1, CHIFNET14NJ214_015616-T1, CHIFNET14NJ214_014466-T1
GF00000160	CHIFNET14NJ214_005231-T1, CHIFNET14NJ214_013484-T1, CHIFNET14NJ214_005230-T1, CHIFNET14NJ214_013486-T1, CHIFNET14NJ214_013485-T1
GF00000161	CHIFNET14NJ214_012030-T1, CHIFNET14NJ214_002181-T1, CHIFNET14NJ214_002180-T1, CHIFNET14NJ214_012032-T1, CHIFNET14NJ214_012031-T1
GF00000162	CHIFNET14NJ214_009020-T1, CHIFNET14NJ214_012887-T1, CHIFNET14NJ214_009531-T1, CHIFNET14NJ214_015686-T1, CHIFNET14NJ214_009163-T1
GF00000163	CHIFNET14NJ214_004438-T1, CHIFNET14NJ214_005501-T1, CHIFNET14NJ214_007574-T1, CHIFNET14NJ214_012026-T1, CHIFNET14NJ214_004123-T1
GF00000164	CHIFNET14NJ214_006645-T1, CHIFNET14NJ214_007420-T1, CHIFNET14NJ214_006644-T1, CHIFNET14NJ214_007419-T1, CHIFNET14NJ214_007418-T1
GF00000165	CHIFNET14NJ214_001739-T1, CHIFNET14NJ214_005042-T1, CHIFNET14NJ214_006830-T1, CHIFNET14NJ214_001740-T1, CHIFNET14NJ214_010947-T1
