	Rhodotorula_mucilaginosa_DBVPG_3444.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00000629	3	2	5	1.0	multi-copy
GF00000630	4	1	5	1.0	multi-copy
GF00000631	3	2	5	1.0	multi-copy
GF00000632	3	2	5	1.0	multi-copy
GF00000633	3	2	5	1.0	multi-copy
GF00000634	3	2	5	1.0	multi-copy
GF00000635	3	2	5	1.0	multi-copy
GF00000636	3	2	5	1.0	multi-copy
GF00000637	4	1	5	1.0	multi-copy
GF00000638	3	2	5	1.0	multi-copy
GF00000639	3	2	5	1.0	multi-copy
GF00000640	3	2	5	1.0	multi-copy
GF00000641	3	2	5	1.0	multi-copy
GF00000642	3	2	5	1.0	multi-copy
GF00000643	3	2	5	1.0	multi-copy
GF00000644	4	1	5	1.0	multi-copy
GF00000645	3	2	5	1.0	multi-copy
GF00000646	4	1	5	1.0	multi-copy
GF00000647	4	1	5	1.0	multi-copy
GF00000648	3	2	5	1.0	multi-copy
GF00000649	3	2	5	1.0	multi-copy
GF00000650	3	2	5	1.0	multi-copy
GF00000651	3	2	5	1.0	multi-copy
GF00000652	4	1	5	1.0	multi-copy
GF00000653	4	1	5	1.0	multi-copy
GF00000654	3	2	5	1.0	multi-copy
GF00000655	4	1	5	1.0	multi-copy
GF00000656	4	1	5	1.0	multi-copy
GF00000657	3	2	5	1.0	multi-copy
GF00000658	3	2	5	1.0	multi-copy
GF00000659	4	1	5	1.0	multi-copy
GF00000660	4	1	5	1.0	multi-copy
GF00000661	4	1	5	1.0	multi-copy
GF00000662	3	2	5	1.0	multi-copy
GF00000663	4	1	5	1.0	multi-copy
GF00000664	3	2	5	1.0	multi-copy
GF00000665	3	2	5	1.0	multi-copy
GF00000666	3	2	5	1.0	multi-copy
GF00000667	4	1	5	1.0	multi-copy
GF00000668	3	2	5	1.0	multi-copy
GF00000669	3	2	5	1.0	multi-copy
GF00000670	4	1	5	1.0	multi-copy
GF00000671	3	2	5	1.0	multi-copy
GF00000672	4	1	5	1.0	multi-copy
GF00000673	3	2	5	1.0	multi-copy
GF00000674	4	1	5	1.0	multi-copy
GF00000675	3	2	5	1.0	multi-copy
GF00000676	4	1	5	1.0	multi-copy
GF00000677	3	2	5	1.0	multi-copy
GF00000678	3	2	5	1.0	multi-copy
GF00000679	3	2	5	1.0	multi-copy
GF00000680	3	2	5	1.0	multi-copy
GF00000681	3	2	5	1.0	multi-copy
GF00000682	4	1	5	1.0	multi-copy
GF00000683	4	1	5	1.0	multi-copy
GF00000684	3	2	5	1.0	multi-copy
GF00000685	3	2	5	1.0	multi-copy
GF00000686	3	2	5	1.0	multi-copy
GF00000687	4	1	5	1.0	multi-copy
GF00000688	4	1	5	1.0	multi-copy
GF00000689	3	2	5	1.0	multi-copy
GF00000690	3	2	5	1.0	multi-copy
GF00000691	3	2	5	1.0	multi-copy
GF00000692	3	2	5	1.0	multi-copy
GF00000693	3	2	5	1.0	multi-copy
GF00000694	3	2	5	1.0	multi-copy
GF00000695	3	2	5	1.0	multi-copy
GF00000696	3	2	5	1.0	multi-copy
GF00000697	4	1	5	1.0	multi-copy
GF00000698	3	2	5	1.0	multi-copy
GF00000699	2	3	5	1.0	multi-copy
GF00000700	4	1	5	1.0	multi-copy
GF00000701	3	2	5	1.0	multi-copy
GF00000702	4	1	5	1.0	multi-copy
GF00000703	4	1	5	1.0	multi-copy
GF00000704	4	1	5	1.0	multi-copy
GF00000705	3	2	5	1.0	multi-copy
GF00000706	3	2	5	1.0	multi-copy
GF00000707	3	2	5	1.0	multi-copy
GF00000708	3	2	5	1.0	multi-copy
GF00000709	4	1	5	1.0	multi-copy
GF00000710	3	2	5	1.0	multi-copy
GF00000711	3	2	5	1.0	multi-copy
GF00000712	4	1	5	1.0	multi-copy
GF00000713	3	2	5	1.0	multi-copy
GF00000714	3	2	5	1.0	multi-copy
GF00000715	3	2	5	1.0	multi-copy
GF00000716	3	2	5	1.0	multi-copy
GF00000717	3	2	5	1.0	multi-copy
GF00000718	3	2	5	1.0	multi-copy
GF00000719	3	2	5	1.0	multi-copy
GF00000720	4	1	5	1.0	multi-copy
GF00000721	4	1	5	1.0	multi-copy
GF00000722	3	2	5	1.0	multi-copy
GF00000723	4	1	5	1.0	multi-copy
GF00000724	3	2	5	1.0	multi-copy
GF00000725	3	2	5	1.0	multi-copy
GF00000726	3	2	5	1.0	multi-copy
GF00000727	3	2	5	1.0	multi-copy
GF00000728	4	1	5	1.0	multi-copy
GF00000729	3	2	5	1.0	multi-copy
GF00000730	3	2	5	1.0	multi-copy
GF00000731	4	1	5	1.0	multi-copy
GF00000732	3	2	5	1.0	multi-copy
GF00000733	2	3	5	1.0	multi-copy
GF00000734	4	1	5	1.0	multi-copy
GF00000735	3	2	5	1.0	multi-copy
GF00000736	3	2	5	1.0	multi-copy
GF00000737	4	1	5	1.0	multi-copy
GF00000738	3	2	5	1.0	multi-copy
GF00000739	3	2	5	1.0	multi-copy
GF00000740	3	2	5	1.0	multi-copy
GF00000741	3	2	5	1.0	multi-copy
GF00000742	3	2	5	1.0	multi-copy
GF00000743	4	1	5	1.0	multi-copy
GF00000744	4	1	5	1.0	multi-copy
GF00000745	4	1	5	1.0	multi-copy
GF00000746	3	2	5	1.0	multi-copy
GF00000747	3	2	5	1.0	multi-copy
GF00000748	3	2	5	1.0	multi-copy
GF00000749	3	2	5	1.0	multi-copy
GF00000750	4	1	5	1.0	multi-copy
GF00000751	3	2	5	1.0	multi-copy
GF00000752	3	2	5	1.0	multi-copy
GF00000753	3	2	5	1.0	multi-copy
GF00000754	4	1	5	1.0	multi-copy
GF00000755	4	1	5	1.0	multi-copy
GF00000756	3	2	5	1.0	multi-copy
GF00000757	4	1	5	1.0	multi-copy
GF00000758	3	2	5	1.0	multi-copy
GF00000759	3	2	5	1.0	multi-copy
GF00000760	3	2	5	1.0	multi-copy
GF00000761	3	2	5	1.0	multi-copy
GF00000762	3	2	5	1.0	multi-copy
GF00000763	3	2	5	1.0	multi-copy
GF00000764	3	2	5	1.0	multi-copy
GF00000765	3	2	5	1.0	multi-copy
GF00000766	3	2	5	1.0	multi-copy
GF00000767	3	2	5	1.0	multi-copy
GF00000768	3	2	5	1.0	multi-copy
GF00000769	3	2	5	1.0	multi-copy
GF00000770	3	2	5	1.0	multi-copy
GF00000771	2	3	5	1.0	multi-copy
GF00000772	4	1	5	1.0	multi-copy
GF00000773	4	1	5	1.0	multi-copy
GF00000774	3	2	5	1.0	multi-copy
GF00000775	3	2	5	1.0	multi-copy
GF00000776	3	1	4	1.0	multi-copy
GF00000777	2	2	4	1.0	multi-copy
GF00000778	3	1	4	1.0	multi-copy
GF00000779	2	2	4	1.0	multi-copy
GF00000780	2	2	4	1.0	multi-copy
GF00000781	3	1	4	1.0	multi-copy
GF00000782	3	1	4	1.0	multi-copy
GF00000783	3	1	4	1.0	multi-copy
GF00000784	3	1	4	1.0	multi-copy
GF00000785	3	1	4	1.0	multi-copy
GF00000786	2	2	4	1.0	multi-copy
GF00000787	3	1	4	1.0	multi-copy
GF00000788	3	1	4	1.0	multi-copy
GF00000789	2	2	4	1.0	multi-copy
GF00000790	3	1	4	1.0	multi-copy
GF00000791	3	1	4	1.0	multi-copy
GF00000792	3	1	4	1.0	multi-copy
GF00000793	3	1	4	1.0	multi-copy
GF00000794	3	1	4	1.0	multi-copy
GF00000795	3	1	4	1.0	multi-copy
GF00000796	3	1	4	1.0	multi-copy
GF00000797	3	1	4	1.0	multi-copy
GF00000798	3	1	4	1.0	multi-copy
GF00000799	3	1	4	1.0	multi-copy
GF00000800	3	1	4	1.0	multi-copy
GF00000801	3	1	4	1.0	multi-copy
GF00000802	3	1	4	1.0	multi-copy
GF00000803	3	1	4	1.0	multi-copy
GF00000804	3	1	4	1.0	multi-copy
GF00000805	2	2	4	1.0	multi-copy
GF00000806	3	1	4	1.0	multi-copy
GF00000807	3	1	4	1.0	multi-copy
GF00000808	3	1	4	1.0	multi-copy
GF00000809	3	1	4	1.0	multi-copy
GF00000810	3	1	4	1.0	multi-copy
GF00000811	3	1	4	1.0	multi-copy
GF00000812	3	1	4	1.0	multi-copy
GF00000813	2	2	4	1.0	multi-copy
GF00000814	3	1	4	1.0	multi-copy
GF00000815	3	1	4	1.0	multi-copy
GF00000816	3	1	4	1.0	multi-copy
GF00000817	3	1	4	1.0	multi-copy
GF00000818	3	1	4	1.0	multi-copy
GF00000819	3	1	4	1.0	multi-copy
GF00000820	3	1	4	1.0	multi-copy
GF00000821	3	1	4	1.0	multi-copy
GF00000822	3	1	4	1.0	multi-copy
GF00000823	3	1	4	1.0	multi-copy
GF00000824	2	2	4	1.0	multi-copy
GF00000825	2	2	4	1.0	multi-copy
GF00000826	2	2	4	1.0	multi-copy
GF00000827	3	1	4	1.0	multi-copy
GF00000828	3	1	4	1.0	multi-copy
GF00000829	3	1	4	1.0	multi-copy
GF00000830	3	1	4	1.0	multi-copy
GF00000831	3	1	4	1.0	multi-copy
GF00000832	3	1	4	1.0	multi-copy
GF00000833	3	1	4	1.0	multi-copy
GF00000834	3	1	4	1.0	multi-copy
GF00000835	3	1	4	1.0	multi-copy
GF00000836	2	2	4	1.0	multi-copy
GF00000837	2	2	4	1.0	multi-copy
GF00000838	3	1	4	1.0	multi-copy
GF00000839	3	1	4	1.0	multi-copy
GF00000840	3	1	4	1.0	multi-copy
GF00000841	3	1	4	1.0	multi-copy
GF00000842	3	1	4	1.0	multi-copy
GF00000843	3	1	4	1.0	multi-copy
GF00000844	3	1	4	1.0	multi-copy
GF00000845	3	1	4	1.0	multi-copy
GF00000846	3	1	4	1.0	multi-copy
GF00000847	3	1	4	1.0	multi-copy
GF00000848	3	1	4	1.0	multi-copy
GF00000849	3	1	4	1.0	multi-copy
GF00000850	3	1	4	1.0	multi-copy
GF00000851	3	1	4	1.0	multi-copy
GF00000852	3	1	4	1.0	multi-copy
GF00000853	3	1	4	1.0	multi-copy
GF00000854	3	1	4	1.0	multi-copy
GF00000855	3	1	4	1.0	multi-copy
GF00000856	3	1	4	1.0	multi-copy
GF00000857	3	1	4	1.0	multi-copy
GF00000858	3	1	4	1.0	multi-copy
GF00000859	3	1	4	1.0	multi-copy
GF00000860	3	1	4	1.0	multi-copy
GF00000861	3	1	4	1.0	multi-copy
GF00000862	3	1	4	1.0	multi-copy
GF00000863	3	1	4	1.0	multi-copy
GF00000864	3	1	4	1.0	multi-copy
GF00000865	2	2	4	1.0	multi-copy
GF00000866	2	2	4	1.0	multi-copy
GF00000867	3	1	4	1.0	multi-copy
GF00000868	2	2	4	1.0	multi-copy
GF00000869	3	1	4	1.0	multi-copy
GF00000870	3	1	4	1.0	multi-copy
GF00000871	2	2	4	1.0	multi-copy
GF00000872	3	1	4	1.0	multi-copy
GF00000873	3	1	4	1.0	multi-copy
GF00000874	3	1	4	1.0	multi-copy
GF00000875	3	1	4	1.0	multi-copy
GF00000876	3	1	4	1.0	multi-copy
GF00000877	3	1	4	1.0	multi-copy
GF00000878	3	1	4	1.0	multi-copy
GF00000879	3	1	4	1.0	multi-copy
GF00000880	3	1	4	1.0	multi-copy
GF00000881	3	1	4	1.0	multi-copy
GF00000882	3	1	4	1.0	multi-copy
GF00000883	3	1	4	1.0	multi-copy
GF00000884	2	2	4	1.0	multi-copy
GF00000885	3	1	4	1.0	multi-copy
GF00000886	3	1	4	1.0	multi-copy
GF00000887	3	1	4	1.0	multi-copy
GF00000888	3	1	4	1.0	multi-copy
GF00000889	2	2	4	1.0	multi-copy
GF00000890	3	1	4	1.0	multi-copy
GF00000891	3	1	4	1.0	multi-copy
GF00000892	3	1	4	1.0	multi-copy
GF00000893	3	1	4	1.0	multi-copy
GF00000894	3	1	4	1.0	multi-copy
GF00000895	3	1	4	1.0	multi-copy
GF00000896	3	1	4	1.0	multi-copy
GF00000897	3	1	4	1.0	multi-copy
GF00000898	3	1	4	1.0	multi-copy
GF00000899	3	1	4	1.0	multi-copy
GF00000900	3	1	4	1.0	multi-copy
GF00000901	3	1	4	1.0	multi-copy
GF00000902	3	1	4	1.0	multi-copy
GF00000903	3	1	4	1.0	multi-copy
GF00000904	3	1	4	1.0	multi-copy
GF00000905	3	1	4	1.0	multi-copy
GF00000906	3	1	4	1.0	multi-copy
GF00000907	3	1	4	1.0	multi-copy
GF00000908	3	1	4	1.0	multi-copy
GF00000909	3	1	4	1.0	multi-copy
GF00000910	2	2	4	1.0	multi-copy
GF00000911	2	2	4	1.0	multi-copy
GF00000912	2	2	4	1.0	multi-copy
GF00000913	3	1	4	1.0	multi-copy
GF00000914	3	1	4	1.0	multi-copy
GF00000915	3	1	4	1.0	multi-copy
GF00000916	3	1	4	1.0	multi-copy
GF00000917	3	1	4	1.0	multi-copy
GF00000918	3	1	4	1.0	multi-copy
GF00000919	3	1	4	1.0	multi-copy
GF00000920	3	1	4	1.0	multi-copy
GF00000921	3	1	4	1.0	multi-copy
GF00000922	3	1	4	1.0	multi-copy
GF00000923	3	1	4	1.0	multi-copy
GF00000924	3	1	4	1.0	multi-copy
GF00000925	3	1	4	1.0	multi-copy
GF00000926	3	1	4	1.0	multi-copy
GF00000927	3	1	4	1.0	multi-copy
GF00000928	3	1	4	1.0	multi-copy
GF00000929	3	1	4	1.0	multi-copy
GF00000930	3	1	4	1.0	multi-copy
GF00000931	2	2	4	1.0	multi-copy
GF00000932	3	1	4	1.0	multi-copy
GF00000933	3	1	4	1.0	multi-copy
GF00000934	3	1	4	1.0	multi-copy
GF00000935	2	2	4	1.0	multi-copy
GF00000936	3	1	4	1.0	multi-copy
GF00000937	2	2	4	1.0	multi-copy
GF00000938	2	2	4	1.0	multi-copy
GF00000939	3	1	4	1.0	multi-copy
GF00000940	3	1	4	1.0	multi-copy
GF00000941	3	1	4	1.0	multi-copy
GF00000942	3	1	4	1.0	multi-copy
GF00000943	3	1	4	1.0	multi-copy
GF00000944	3	1	4	1.0	multi-copy
GF00000945	3	1	4	1.0	multi-copy
GF00000946	3	1	4	1.0	multi-copy
GF00000947	3	1	4	1.0	multi-copy
GF00000948	2	2	4	1.0	multi-copy
GF00000949	3	1	4	1.0	multi-copy
GF00000950	3	1	4	1.0	multi-copy
GF00000951	3	1	4	1.0	multi-copy
GF00000952	3	1	4	1.0	multi-copy
GF00000953	3	1	4	1.0	multi-copy
GF00000954	3	1	4	1.0	multi-copy
GF00000955	2	2	4	1.0	multi-copy
GF00000956	3	1	4	1.0	multi-copy
GF00000957	3	1	4	1.0	multi-copy
GF00000958	3	1	4	1.0	multi-copy
GF00000959	3	1	4	1.0	multi-copy
GF00000960	3	1	4	1.0	multi-copy
GF00000961	3	1	4	1.0	multi-copy
GF00000962	2	2	4	1.0	multi-copy
GF00000963	2	2	4	1.0	multi-copy
GF00000964	3	1	4	1.0	multi-copy
GF00000965	3	1	4	1.0	multi-copy
GF00000966	3	1	4	1.0	multi-copy
GF00000967	3	1	4	1.0	multi-copy
GF00000968	3	1	4	1.0	multi-copy
GF00000969	2	2	4	1.0	multi-copy
GF00000970	2	2	4	1.0	multi-copy
GF00000971	2	2	4	1.0	multi-copy
GF00000972	3	1	4	1.0	multi-copy
GF00000973	3	1	4	1.0	multi-copy
GF00000974	3	1	4	1.0	multi-copy
GF00000975	3	1	4	1.0	multi-copy
GF00000976	3	1	4	1.0	multi-copy
GF00000977	3	1	4	1.0	multi-copy
GF00000978	2	2	4	1.0	multi-copy
GF00000979	2	2	4	1.0	multi-copy
GF00000980	3	1	4	1.0	multi-copy
GF00000981	3	1	4	1.0	multi-copy
GF00000982	3	1	4	1.0	multi-copy
GF00000983	3	1	4	1.0	multi-copy
GF00000984	3	1	4	1.0	multi-copy
GF00000985	3	1	4	1.0	multi-copy
GF00000986	3	1	4	1.0	multi-copy
GF00000987	3	1	4	1.0	multi-copy
GF00000988	3	1	4	1.0	multi-copy
GF00000989	3	1	4	1.0	multi-copy
GF00000990	2	2	4	1.0	multi-copy
GF00000991	2	2	4	1.0	multi-copy
GF00000992	2	2	4	1.0	multi-copy
GF00000993	3	1	4	1.0	multi-copy
GF00000994	3	1	4	1.0	multi-copy
GF00000995	3	1	4	1.0	multi-copy
GF00000996	3	1	4	1.0	multi-copy
GF00000997	2	2	4	1.0	multi-copy
GF00000998	3	1	4	1.0	multi-copy
GF00000999	3	1	4	1.0	multi-copy
GF00001000	3	1	4	1.0	multi-copy
GF00001001	3	1	4	1.0	multi-copy
GF00001002	3	1	4	1.0	multi-copy
GF00001003	3	1	4	1.0	multi-copy
GF00001004	3	1	4	1.0	multi-copy
GF00001005	3	1	4	1.0	multi-copy
GF00001006	3	1	4	1.0	multi-copy
GF00001007	3	1	4	1.0	multi-copy
GF00001008	3	1	4	1.0	multi-copy
GF00001009	3	1	4	1.0	multi-copy
GF00001010	3	1	4	1.0	multi-copy
GF00001011	3	1	4	1.0	multi-copy
GF00001012	3	1	4	1.0	multi-copy
GF00001013	3	1	4	1.0	multi-copy
GF00001014	3	1	4	1.0	multi-copy
GF00001015	3	1	4	1.0	multi-copy
GF00001016	3	1	4	1.0	multi-copy
GF00001017	3	1	4	1.0	multi-copy
GF00001018	3	1	4	1.0	multi-copy
GF00001019	3	1	4	1.0	multi-copy
GF00001020	3	1	4	1.0	multi-copy
GF00001021	3	1	4	1.0	multi-copy
GF00001022	3	1	4	1.0	multi-copy
GF00001023	3	1	4	1.0	multi-copy
GF00001024	3	1	4	1.0	multi-copy
GF00001025	3	1	4	1.0	multi-copy
GF00001026	3	1	4	1.0	multi-copy
GF00001027	2	2	4	1.0	multi-copy
GF00001028	3	1	4	1.0	multi-copy
GF00001029	3	1	4	1.0	multi-copy
GF00001030	3	1	4	1.0	multi-copy
GF00001031	3	1	4	1.0	multi-copy
GF00001032	3	1	4	1.0	multi-copy
GF00001033	3	1	4	1.0	multi-copy
GF00001034	2	2	4	1.0	multi-copy
GF00001035	3	1	4	1.0	multi-copy
GF00001036	2	2	4	1.0	multi-copy
GF00001037	3	1	4	1.0	multi-copy
GF00001038	3	1	4	1.0	multi-copy
GF00001039	3	1	4	1.0	multi-copy
GF00001040	3	1	4	1.0	multi-copy
GF00001041	3	1	4	1.0	multi-copy
GF00001042	3	1	4	1.0	multi-copy
GF00001043	3	1	4	1.0	multi-copy
GF00001044	3	1	4	1.0	multi-copy
GF00001045	3	1	4	1.0	multi-copy
GF00001046	3	1	4	1.0	multi-copy
GF00001047	3	1	4	1.0	multi-copy
GF00001048	3	1	4	1.0	multi-copy
GF00001049	3	1	4	1.0	multi-copy
GF00001050	3	1	4	1.0	multi-copy
GF00001051	3	1	4	1.0	multi-copy
GF00001052	3	1	4	1.0	multi-copy
GF00001053	2	2	4	1.0	multi-copy
GF00001054	3	1	4	1.0	multi-copy
GF00001055	3	1	4	1.0	multi-copy
GF00001056	3	1	4	1.0	multi-copy
GF00001057	3	1	4	1.0	multi-copy
GF00001058	3	1	4	1.0	multi-copy
GF00001059	3	1	4	1.0	multi-copy
GF00001060	3	1	4	1.0	multi-copy
GF00001061	3	1	4	1.0	multi-copy
GF00001062	3	1	4	1.0	multi-copy
GF00001063	3	1	4	1.0	multi-copy
GF00001064	3	1	4	1.0	multi-copy
GF00001065	3	1	4	1.0	multi-copy
GF00001066	3	1	4	1.0	multi-copy
GF00001067	3	1	4	1.0	multi-copy
GF00001068	2	2	4	1.0	multi-copy
GF00001069	3	1	4	1.0	multi-copy
GF00001070	3	1	4	1.0	multi-copy
GF00001071	3	1	4	1.0	multi-copy
GF00001072	3	1	4	1.0	multi-copy
GF00001073	3	1	4	1.0	multi-copy
GF00001074	2	2	4	1.0	multi-copy
GF00001075	4	0	4	0.5	multi-copy
GF00001076	2	2	4	1.0	multi-copy
GF00001077	3	1	4	1.0	multi-copy
GF00001078	3	1	4	1.0	multi-copy
GF00001079	3	1	4	1.0	multi-copy
GF00001080	3	1	4	1.0	multi-copy
GF00001081	3	1	4	1.0	multi-copy
GF00001082	3	1	4	1.0	multi-copy
GF00001083	3	1	4	1.0	multi-copy
GF00001084	3	1	4	1.0	multi-copy
GF00001085	3	1	4	1.0	multi-copy
GF00001086	3	1	4	1.0	multi-copy
GF00001087	3	1	4	1.0	multi-copy
GF00001088	3	1	4	1.0	multi-copy
GF00001089	2	2	4	1.0	multi-copy
GF00001090	3	1	4	1.0	multi-copy
GF00001091	3	1	4	1.0	multi-copy
GF00001092	2	2	4	1.0	multi-copy
GF00001093	3	1	4	1.0	multi-copy
GF00001094	2	2	4	1.0	multi-copy
GF00001095	3	1	4	1.0	multi-copy
GF00001096	3	1	4	1.0	multi-copy
GF00001097	2	2	4	1.0	multi-copy
GF00001098	3	1	4	1.0	multi-copy
GF00001099	3	1	4	1.0	multi-copy
GF00001100	3	1	4	1.0	multi-copy
GF00001101	3	1	4	1.0	multi-copy
GF00001102	3	1	4	1.0	multi-copy
GF00001103	3	1	4	1.0	multi-copy
GF00001104	3	1	4	1.0	multi-copy
GF00001105	3	1	4	1.0	multi-copy
GF00001106	3	1	4	1.0	multi-copy
GF00001107	3	1	4	1.0	multi-copy
GF00001108	3	1	4	1.0	multi-copy
GF00001109	3	1	4	1.0	multi-copy
GF00001110	3	1	4	1.0	multi-copy
GF00001111	3	1	4	1.0	multi-copy
GF00001112	3	1	4	1.0	multi-copy
GF00001113	3	1	4	1.0	multi-copy
GF00001114	2	2	4	1.0	multi-copy
GF00001115	3	1	4	1.0	multi-copy
GF00001116	3	1	4	1.0	multi-copy
GF00001117	3	1	4	1.0	multi-copy
GF00001118	3	1	4	1.0	multi-copy
GF00001119	3	1	4	1.0	multi-copy
GF00001120	3	1	4	1.0	multi-copy
GF00001121	3	1	4	1.0	multi-copy
GF00001122	3	1	4	1.0	multi-copy
GF00001123	3	1	4	1.0	multi-copy
GF00001124	3	1	4	1.0	multi-copy
GF00001125	3	1	4	1.0	multi-copy
GF00001126	3	1	4	1.0	multi-copy
GF00001127	3	1	4	1.0	multi-copy
GF00001128	3	1	4	1.0	multi-copy
GF00001129	3	1	4	1.0	multi-copy
GF00001130	3	1	4	1.0	multi-copy
GF00001131	2	2	4	1.0	multi-copy
GF00001132	2	2	4	1.0	multi-copy
GF00001133	3	1	4	1.0	multi-copy
GF00001134	2	2	4	1.0	multi-copy
GF00001135	3	1	4	1.0	multi-copy
GF00001136	3	1	4	1.0	multi-copy
GF00001137	3	1	4	1.0	multi-copy
GF00001138	3	1	4	1.0	multi-copy
GF00001139	3	1	4	1.0	multi-copy
GF00001140	3	1	4	1.0	multi-copy
GF00001141	3	1	4	1.0	multi-copy
GF00001142	3	1	4	1.0	multi-copy
GF00001143	3	1	4	1.0	multi-copy
GF00001144	3	1	4	1.0	multi-copy
GF00001145	3	1	4	1.0	multi-copy
GF00001146	3	1	4	1.0	multi-copy
GF00001147	3	1	4	1.0	multi-copy
GF00001148	2	2	4	1.0	multi-copy
GF00001149	3	1	4	1.0	multi-copy
GF00001150	3	1	4	1.0	multi-copy
GF00001151	3	1	4	1.0	multi-copy
GF00001152	2	2	4	1.0	multi-copy
GF00001153	3	1	4	1.0	multi-copy
GF00001154	3	1	4	1.0	multi-copy
GF00001155	3	1	4	1.0	multi-copy
GF00001156	3	1	4	1.0	multi-copy
GF00001157	3	1	4	1.0	multi-copy
GF00001158	3	1	4	1.0	multi-copy
GF00001159	2	2	4	1.0	multi-copy
GF00001160	3	1	4	1.0	multi-copy
GF00001161	3	1	4	1.0	multi-copy
GF00001162	2	2	4	1.0	multi-copy
GF00001163	3	1	4	1.0	multi-copy
GF00001164	3	1	4	1.0	multi-copy
GF00001165	3	1	4	1.0	multi-copy
GF00001166	3	1	4	1.0	multi-copy
GF00001167	3	1	4	1.0	multi-copy
GF00001168	3	1	4	1.0	multi-copy
GF00001169	3	1	4	1.0	multi-copy
GF00001170	3	1	4	1.0	multi-copy
GF00001171	3	1	4	1.0	multi-copy
GF00001172	3	1	4	1.0	multi-copy
GF00001173	3	1	4	1.0	multi-copy
GF00001174	2	2	4	1.0	multi-copy
GF00001175	3	1	4	1.0	multi-copy
GF00001176	3	1	4	1.0	multi-copy
GF00001177	3	1	4	1.0	multi-copy
GF00001178	3	1	4	1.0	multi-copy
GF00001179	3	1	4	1.0	multi-copy
GF00001180	3	1	4	1.0	multi-copy
GF00001181	3	1	4	1.0	multi-copy
GF00001182	3	1	4	1.0	multi-copy
GF00001183	3	1	4	1.0	multi-copy
GF00001184	3	1	4	1.0	multi-copy
GF00001185	3	1	4	1.0	multi-copy
GF00001186	3	1	4	1.0	multi-copy
GF00001187	3	1	4	1.0	multi-copy
GF00001188	3	1	4	1.0	multi-copy
GF00001189	2	2	4	1.0	multi-copy
GF00001190	3	1	4	1.0	multi-copy
GF00001191	3	1	4	1.0	multi-copy
GF00001192	2	2	4	1.0	multi-copy
GF00001193	2	2	4	1.0	multi-copy
GF00001194	3	1	4	1.0	multi-copy
GF00001195	3	1	4	1.0	multi-copy
GF00001196	3	1	4	1.0	multi-copy
GF00001197	3	1	4	1.0	multi-copy
GF00001198	2	2	4	1.0	multi-copy
GF00001199	3	1	4	1.0	multi-copy
GF00001200	1	3	4	1.0	multi-copy
GF00001201	3	1	4	1.0	multi-copy
GF00001202	2	1	3	1.0	multi-copy
GF00001203	2	1	3	1.0	multi-copy
GF00001204	2	1	3	1.0	multi-copy
GF00001205	2	1	3	1.0	multi-copy
GF00001206	2	1	3	1.0	multi-copy
GF00001207	2	1	3	1.0	multi-copy
GF00001208	2	1	3	1.0	multi-copy
GF00001209	2	1	3	1.0	multi-copy
GF00001210	2	1	3	1.0	multi-copy
GF00001211	2	1	3	1.0	multi-copy
GF00001212	2	1	3	1.0	multi-copy
GF00001213	2	1	3	1.0	multi-copy
GF00001214	2	1	3	1.0	multi-copy
GF00001215	2	1	3	1.0	multi-copy
GF00001216	2	1	3	1.0	multi-copy
GF00001217	2	1	3	1.0	multi-copy
GF00001218	2	1	3	1.0	multi-copy
GF00001219	2	1	3	1.0	multi-copy
GF00001220	2	1	3	1.0	multi-copy
GF00001221	2	1	3	1.0	multi-copy
GF00001222	2	1	3	1.0	multi-copy
GF00001223	2	1	3	1.0	multi-copy
GF00001224	2	1	3	1.0	multi-copy
GF00001225	2	1	3	1.0	multi-copy
GF00001226	2	1	3	1.0	multi-copy
GF00001227	2	1	3	1.0	multi-copy
GF00001228	2	1	3	1.0	multi-copy
GF00001229	2	1	3	1.0	multi-copy
GF00001230	2	1	3	1.0	multi-copy
GF00001231	2	1	3	1.0	multi-copy
GF00001232	2	1	3	1.0	multi-copy
GF00001233	2	1	3	1.0	multi-copy
GF00001234	2	1	3	1.0	multi-copy
GF00001235	2	1	3	1.0	multi-copy
GF00001236	2	1	3	1.0	multi-copy
GF00001237	2	1	3	1.0	multi-copy
GF00001238	2	1	3	1.0	multi-copy
GF00001239	2	1	3	1.0	multi-copy
GF00001240	2	1	3	1.0	multi-copy
GF00001241	2	1	3	1.0	multi-copy
GF00001242	2	1	3	1.0	multi-copy
GF00001243	2	1	3	1.0	multi-copy
GF00001244	2	1	3	1.0	multi-copy
GF00001245	2	1	3	1.0	multi-copy
GF00001246	2	1	3	1.0	multi-copy
GF00001247	2	1	3	1.0	multi-copy
GF00001248	2	1	3	1.0	multi-copy
GF00001249	2	1	3	1.0	multi-copy
GF00001250	2	1	3	1.0	multi-copy
GF00001251	2	1	3	1.0	multi-copy
GF00001252	2	1	3	1.0	multi-copy
GF00001253	2	1	3	1.0	multi-copy
GF00001254	2	1	3	1.0	multi-copy
GF00001255	2	1	3	1.0	multi-copy
GF00001256	2	1	3	1.0	multi-copy
GF00001257	2	1	3	1.0	multi-copy
GF00001258	2	1	3	1.0	multi-copy
GF00001259	2	1	3	1.0	multi-copy
GF00001260	2	1	3	1.0	multi-copy
