	Rhodotorula_mucilaginosa_TFCN_54D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000409	TFCN54D1_008371-T1	DBVPG3775_004347-T1
GF00000410	TFCN54D1_000618-T1	DBVPG3775_005842-T1
GF00000411	TFCN54D1_006606-T1	DBVPG3775_002667-T1
GF00000412	TFCN54D1_011590-T1	DBVPG3775_007010-T1
GF00000413	TFCN54D1_000680-T1	DBVPG3775_004029-T1
GF00000414	TFCN54D1_000688-T1	DBVPG3775_004019-T1
GF00000415	TFCN54D1_000710-T1	DBVPG3775_003996-T1
GF00000416	TFCN54D1_009751-T1	DBVPG3775_003992-T1
GF00000417	TFCN54D1_006128-T1	DBVPG3775_005491-T1
GF00000418	TFCN54D1_010830-T1	DBVPG3775_005847-T1
GF00000419	TFCN54D1_008990-T1	DBVPG3775_005426-T1
GF00000420	TFCN54D1_012769-T1	DBVPG3775_004888-T1
GF00000421	TFCN54D1_011883-T1	DBVPG3775_007359-T1
GF00000422	TFCN54D1_001652-T1	DBVPG3775_001172-T1
GF00000423	TFCN54D1_004676-T1	DBVPG3775_004116-T1
GF00000424	TFCN54D1_000968-T1	DBVPG3775_001230-T1
GF00000425	TFCN54D1_006175-T1	DBVPG3775_001264-T1
GF00000426	TFCN54D1_001018-T1	DBVPG3775_001296-T1
GF00000427	TFCN54D1_001761-T1	DBVPG3775_001297-T1
GF00000428	TFCN54D1_010207-T1	DBVPG3775_006684-T1
GF00000429	TFCN54D1_001057-T1	DBVPG3775_002893-T1
GF00000430	TFCN54D1_004996-T1	DBVPG3775_002930-T1
GF00000431	TFCN54D1_002685-T1	DBVPG3775_002165-T1
GF00000432	TFCN54D1_010999-T1	DBVPG3775_002530-T1
GF00000433	TFCN54D1_008114-T1	DBVPG3775_002978-T1
GF00000434	TFCN54D1_004432-T1	DBVPG3775_002037-T1
GF00000435	TFCN54D1_006897-T1	DBVPG3775_002992-T1
GF00000436	TFCN54D1_002555-T1	DBVPG3775_004377-T1
GF00000437	TFCN54D1_012908-T1	DBVPG3775_007577-T1
GF00000438	TFCN54D1_001163-T1	DBVPG3775_003018-T1
GF00000439	TFCN54D1_006871-T1	DBVPG3775_003964-T1
GF00000440	TFCN54D1_006864-T1	DBVPG3775_003030-T1
GF00000441	TFCN54D1_002973-T1	DBVPG3775_007145-T1
GF00000442	TFCN54D1_002068-T1	DBVPG3775_002215-T1
GF00000443	TFCN54D1_005453-T1	DBVPG3775_006555-T1
GF00000444	TFCN54D1_003167-T1	DBVPG3775_004923-T1
GF00000445	TFCN54D1_012312-T1	DBVPG3775_007427-T1
GF00000446	TFCN54D1_004122-T1	DBVPG3775_000790-T1
GF00000447	TFCN54D1_001277-T1	DBVPG3775_000778-T1
GF00000448	TFCN54D1_010281-T1	DBVPG3775_005952-T1
GF00000449	TFCN54D1_007123-T1	DBVPG3775_005915-T1
GF00000450	TFCN54D1_003945-T1	DBVPG3775_001806-T1
GF00000451	TFCN54D1_007148-T1	DBVPG3775_005888-T1
GF00000452	TFCN54D1_007555-T1	DBVPG3775_002379-T1
GF00000453	TFCN54D1_002829-T1	DBVPG3775_003841-T1
GF00000454	TFCN54D1_001358-T1	DBVPG3775_002427-T1
GF00000455	TFCN54D1_001405-T1	DBVPG3775_002484-T1
GF00000456	TFCN54D1_001407-T1	DBVPG3775_002486-T1
GF00000457	TFCN54D1_007086-T1	DBVPG3775_007489-T1
GF00000458	TFCN54D1_009544-T1	DBVPG3775_001535-T1
GF00000459	TFCN54D1_004955-T1	DBVPG3775_004998-T1
GF00000460	TFCN54D1_001486-T1	DBVPG3775_005379-T1
GF00000461	TFCN54D1_001507-T1	DBVPG3775_003688-T1
GF00000462	TFCN54D1_010122-T1	DBVPG3775_002595-T1
GF00000463	TFCN54D1_001557-T1	DBVPG3775_003746-T1
GF00000464	TFCN54D1_006405-T1	DBVPG3775_003755-T1
GF00000465	TFCN54D1_006787-T1	DBVPG3775_001059-T1
GF00000466	TFCN54D1_008263-T1	DBVPG3775_005745-T1
GF00000467	TFCN54D1_006531-T1	DBVPG3775_004230-T1
GF00000468	TFCN54D1_011061-T1	DBVPG3775_006802-T1
GF00000469	TFCN54D1_012601-T1	DBVPG3775_004702-T1
GF00000470	TFCN54D1_001925-T1	DBVPG3775_004167-T1
GF00000471	TFCN54D1_004641-T1	DBVPG3775_004155-T1
GF00000472	TFCN54D1_011312-T1	DBVPG3775_004784-T1
GF00000473	TFCN54D1_001992-T1	DBVPG3775_002296-T1
GF00000474	TFCN54D1_002612-T1	DBVPG3775_002256-T1
GF00000475	TFCN54D1_002182-T1	DBVPG3775_005856-T1
GF00000476	TFCN54D1_002641-T1	DBVPG3775_002226-T1
GF00000477	TFCN54D1_002067-T1	DBVPG3775_002216-T1
GF00000478	TFCN54D1_010444-T1	DBVPG3775_004878-T1
GF00000479	TFCN54D1_002091-T1	DBVPG3775_006283-T1
GF00000480	TFCN54D1_002115-T1	DBVPG3775_002157-T1
GF00000481	TFCN54D1_002118-T1	DBVPG3775_002156-T1
GF00000482	TFCN54D1_004337-T1	DBVPG3775_002145-T1
GF00000483	TFCN54D1_002149-T1	DBVPG3775_005820-T1
GF00000484	TFCN54D1_004412-T1	DBVPG3775_007101-T1
GF00000485	TFCN54D1_002167-T1	DBVPG3775_005841-T1
GF00000486	TFCN54D1_009729-T1	DBVPG3775_005853-T1
GF00000487	TFCN54D1_002181-T1	DBVPG3775_005855-T1
GF00000488	TFCN54D1_007038-T1	DBVPG3775_005873-T1
GF00000489	TFCN54D1_002373-T1	DBVPG3775_005278-T1
GF00000490	TFCN54D1_010765-T1	DBVPG3775_000692-T1
GF00000491	TFCN54D1_005041-T1	DBVPG3775_001887-T1
GF00000492	TFCN54D1_002405-T1	DBVPG3775_005314-T1
GF00000493	TFCN54D1_011046-T1	DBVPG3775_006786-T1
GF00000494	TFCN54D1_002483-T1	DBVPG3775_004459-T1
GF00000495	TFCN54D1_010166-T1	DBVPG3775_003302-T1
GF00000496	TFCN54D1_002446-T1	DBVPG3775_005702-T1
GF00000497	TFCN54D1_002447-T1	DBVPG3775_005703-T1
GF00000498	TFCN54D1_005477-T1	DBVPG3775_004566-T1
GF00000499	TFCN54D1_002476-T1	DBVPG3775_004469-T1
GF00000500	TFCN54D1_002495-T1	DBVPG3775_004449-T1
GF00000501	TFCN54D1_003175-T1	DBVPG3775_004931-T1
GF00000502	TFCN54D1_003050-T1	DBVPG3775_005215-T1
GF00000503	TFCN54D1_006977-T1	DBVPG3775_007398-T1
GF00000504	TFCN54D1_002808-T1	DBVPG3775_006397-T1
GF00000505	TFCN54D1_006021-T1	DBVPG3775_001936-T1
GF00000506	TFCN54D1_003202-T1	DBVPG3775_007410-T1
GF00000507	TFCN54D1_007814-T1	DBVPG3775_003856-T1
GF00000508	TFCN54D1_009161-T1	DBVPG3775_000400-T1
GF00000509	TFCN54D1_007707-T1	DBVPG3775_001813-T1
GF00000510	TFCN54D1_012768-T1	DBVPG3775_004887-T1
GF00000511	TFCN54D1_002936-T1	DBVPG3775_003952-T1
GF00000512	TFCN54D1_008545-T1	DBVPG3775_003968-T1
GF00000513	TFCN54D1_011887-T1	DBVPG3775_007364-T1
GF00000514	TFCN54D1_003106-T1	DBVPG3775_004847-T1
GF00000515	TFCN54D1_011177-T1	DBVPG3775_007371-T1
GF00000516	TFCN54D1_009632-T1	DBVPG3775_007188-T1
GF00000517	TFCN54D1_003189-T1	DBVPG3775_007395-T1
GF00000518	TFCN54D1_003193-T1	DBVPG3775_007400-T1
GF00000519	TFCN54D1_009684-T1	DBVPG3775_003224-T1
GF00000520	TFCN54D1_010599-T1	DBVPG3775_004741-T1
GF00000521	TFCN54D1_003310-T1	DBVPG3775_000900-T1
GF00000522	TFCN54D1_012510-T1	DBVPG3775_000675-T1
GF00000523	TFCN54D1_003413-T1	DBVPG3775_005621-T1
GF00000524	TFCN54D1_003424-T1	DBVPG3775_005633-T1
GF00000525	TFCN54D1_003431-T1	DBVPG3775_000376-T1
GF00000526	TFCN54D1_003764-T1	DBVPG3775_000699-T1
GF00000527	TFCN54D1_007184-T1	DBVPG3775_003569-T1
GF00000528	TFCN54D1_010334-T1	DBVPG3775_000620-T1
GF00000529	TFCN54D1_012894-T1	DBVPG3775_000693-T1
GF00000530	TFCN54D1_003766-T1	DBVPG3775_000701-T1
GF00000531	TFCN54D1_003926-T1	DBVPG3775_001828-T1
GF00000532	TFCN54D1_003813-T1	DBVPG3775_006453-T1
GF00000533	TFCN54D1_003825-T1	DBVPG3775_002569-T1
GF00000534	TFCN54D1_010553-T1	DBVPG3775_006976-T1
GF00000535	TFCN54D1_008327-T1	DBVPG3775_004756-T1
GF00000536	TFCN54D1_007343-T1	DBVPG3775_001885-T1
GF00000537	TFCN54D1_011473-T1	DBVPG3775_006814-T1
GF00000538	TFCN54D1_006610-T1	DBVPG3775_002672-T1
GF00000539	TFCN54D1_006669-T1	DBVPG3775_001554-T1
GF00000540	TFCN54D1_010147-T1	DBVPG3775_001855-T1
GF00000541	TFCN54D1_003940-T1	DBVPG3775_001810-T1
GF00000542	TFCN54D1_004016-T1	DBVPG3775_003633-T1
GF00000543	TFCN54D1_004101-T1	DBVPG3775_006738-T1
GF00000544	TFCN54D1_005940-T1	DBVPG3775_000878-T1
GF00000545	TFCN54D1_008722-T1	DBVPG3775_006021-T1
GF00000546	TFCN54D1_004248-T1	DBVPG3775_001675-T1
GF00000547	TFCN54D1_004431-T1	DBVPG3775_002028-T1
GF00000548	TFCN54D1_005968-T1	DBVPG3775_001995-T1
GF00000549	TFCN54D1_008221-T1	DBVPG3775_002111-T1
GF00000550	TFCN54D1_005144-T1	DBVPG3775_007454-T1
GF00000551	TFCN54D1_012024-T1	DBVPG3775_006142-T1
GF00000552	TFCN54D1_007862-T1	DBVPG3775_002838-T1
GF00000553	TFCN54D1_004549-T1	DBVPG3775_007433-T1
GF00000554	TFCN54D1_012199-T1	DBVPG3775_006616-T1
GF00000555	TFCN54D1_010304-T1	DBVPG3775_002690-T1
GF00000556	TFCN54D1_011633-T1	DBVPG3775_007056-T1
GF00000557	TFCN54D1_006627-T1	DBVPG3775_002694-T1
GF00000558	TFCN54D1_008843-T1	DBVPG3775_007079-T1
GF00000559	TFCN54D1_011248-T1	DBVPG3775_007250-T1
GF00000560	TFCN54D1_004927-T1	DBVPG3775_004960-T1
GF00000561	TFCN54D1_012343-T1	DBVPG3775_005945-T1
GF00000562	TFCN54D1_012722-T1	DBVPG3775_002557-T1
GF00000563	TFCN54D1_008766-T1	DBVPG3775_005967-T1
GF00000564	TFCN54D1_012918-T1	DBVPG3775_006223-T1
GF00000565	TFCN54D1_012413-T1	DBVPG3775_005411-T1
GF00000566	TFCN54D1_005643-T1	DBVPG3775_005355-T1
GF00000567	TFCN54D1_005655-T1	DBVPG3775_006493-T1
GF00000568	TFCN54D1_005678-T1	DBVPG3775_007293-T1
GF00000569	TFCN54D1_012442-T1	DBVPG3775_003599-T1
GF00000570	TFCN54D1_012223-T1	DBVPG3775_002543-T1
GF00000571	TFCN54D1_006649-T1	DBVPG3775_001529-T1
GF00000572	TFCN54D1_006713-T1	DBVPG3775_001602-T1
GF00000573	TFCN54D1_006984-T1	DBVPG3775_007388-T1
GF00000574	TFCN54D1_011366-T1	DBVPG3775_004819-T1
GF00000575	TFCN54D1_007275-T1	DBVPG3775_001507-T1
GF00000576	TFCN54D1_007333-T1	DBVPG3775_004813-T1
GF00000577	TFCN54D1_007410-T1	DBVPG3775_003375-T1
GF00000578	TFCN54D1_011249-T1	DBVPG3775_006527-T1
GF00000579	TFCN54D1_007459-T1	DBVPG3775_006525-T1
GF00000580	TFCN54D1_008954-T1	DBVPG3775_001623-T1
GF00000581	TFCN54D1_010894-T1	DBVPG3775_002575-T1
GF00000582	TFCN54D1_011796-T1	DBVPG3775_004633-T1
GF00000583	TFCN54D1_009561-T1	DBVPG3775_006116-T1
GF00000584	TFCN54D1_008497-T1	DBVPG3775_006842-T1
GF00000585	TFCN54D1_010176-T1	DBVPG3775_003312-T1
GF00000586	TFCN54D1_010026-T1	DBVPG3775_005986-T1
GF00000587	TFCN54D1_012595-T1	DBVPG3775_003396-T1
GF00000588	TFCN54D1_012660-T1	DBVPG3775_002056-T1
GF00000589	TFCN54D1_009425-T1	DBVPG3775_002606-T1
GF00000590	TFCN54D1_010508-T1	DBVPG3775_006810-T1
GF00000591	TFCN54D1_010510-T1	DBVPG3775_006812-T1
GF00000592	TFCN54D1_009855-T1	DBVPG3775_003268-T1
GF00000593	TFCN54D1_000008-T1	DBVPG3775_006271-T1
GF00000594	TFCN54D1_000031-T1	DBVPG3775_006236-T1
GF00000595	TFCN54D1_000050-T1	DBVPG3775_006951-T1
GF00000596	TFCN54D1_005873-T1	DBVPG3775_006967-T1
GF00000597	TFCN54D1_000068-T1	DBVPG3775_006974-T1
GF00000598	TFCN54D1_004914-T1	DBVPG3775_003143-T1
GF00000599	TFCN54D1_000113-T1	DBVPG3775_003160-T1
GF00000600	TFCN54D1_000123-T1	DBVPG3775_003149-T1
GF00000601	TFCN54D1_006292-T1	DBVPG3775_003129-T1
GF00000602	TFCN54D1_006295-T1	DBVPG3775_003125-T1
GF00000603	TFCN54D1_000149-T1	DBVPG3775_003122-T1
GF00000604	TFCN54D1_006309-T1	DBVPG3775_002677-T1
GF00000605	TFCN54D1_000169-T1	DBVPG3775_003098-T1
GF00000606	TFCN54D1_006345-T1	DBVPG3775_003069-T1
GF00000607	TFCN54D1_000234-T1	DBVPG3775_005067-T1
GF00000608	TFCN54D1_000240-T1	DBVPG3775_005075-T1
GF00000609	TFCN54D1_000249-T1	DBVPG3775_005087-T1
GF00000610	TFCN54D1_000250-T1	DBVPG3775_005089-T1
GF00000611	TFCN54D1_000251-T1	DBVPG3775_005091-T1
GF00000612	TFCN54D1_000760-T1	DBVPG3775_005113-T1
GF00000613	TFCN54D1_007375-T1	DBVPG3775_000449-T1
GF00000614	TFCN54D1_000750-T1	DBVPG3775_005124-T1
GF00000615	TFCN54D1_000748-T1	DBVPG3775_005128-T1
GF00000616	TFCN54D1_000730-T1	DBVPG3775_005143-T1
GF00000617	TFCN54D1_010438-T1	DBVPG3775_000012-T1
GF00000618	TFCN54D1_002427-T1	DBVPG3775_005671-T1
GF00000619	TFCN54D1_008013-T1	DBVPG3775_000035-T1
GF00000620	TFCN54D1_000359-T1	DBVPG3775_000048-T1
GF00000621	TFCN54D1_000361-T1	DBVPG3775_000051-T1
GF00000622	TFCN54D1_002983-T1	DBVPG3775_007131-T1
GF00000623	TFCN54D1_005776-T1	DBVPG3775_000058-T1
GF00000624	TFCN54D1_005771-T1	DBVPG3775_000064-T1
GF00000625	TFCN54D1_009678-T1	DBVPG3775_000988-T1
GF00000626	TFCN54D1_011808-T1	DBVPG3775_004647-T1
GF00000627	TFCN54D1_005762-T1	DBVPG3775_000077-T1
GF00000628	TFCN54D1_009239-T1	DBVPG3775_000118-T1
GF00000629	TFCN54D1_000421-T1	DBVPG3775_000122-T1
GF00000630	TFCN54D1_009230-T1	DBVPG3775_000128-T1
GF00000631	TFCN54D1_008050-T1	DBVPG3775_007520-T1
GF00000632	TFCN54D1_006487-T1	DBVPG3775_000164-T1
GF00000633	TFCN54D1_006443-T1	DBVPG3775_000221-T1
GF00000634	TFCN54D1_003537-T1	DBVPG3775_000254-T1
GF00000635	TFCN54D1_003533-T1	DBVPG3775_000260-T1
GF00000636	TFCN54D1_000554-T1	DBVPG3775_000285-T1
GF00000637	TFCN54D1_000595-T1	DBVPG3775_004331-T1
GF00000638	TFCN54D1_008375-T1	DBVPG3775_004340-T1
GF00000639	TFCN54D1_008750-T1	DBVPG3775_005987-T1
GF00000640	TFCN54D1_007721-T1	DBVPG3775_003386-T1
GF00000641	TFCN54D1_008369-T1	DBVPG3775_004112-T1
GF00000642	TFCN54D1_008368-T1	DBVPG3775_004110-T1
GF00000643	TFCN54D1_008433-T1	DBVPG3775_004099-T1
GF00000644	TFCN54D1_000635-T1	DBVPG3775_004083-T1
GF00000645	TFCN54D1_008456-T1	DBVPG3775_004072-T1
GF00000646	TFCN54D1_000650-T1	DBVPG3775_004063-T1
GF00000647	TFCN54D1_008473-T1	DBVPG3775_004053-T1
GF00000648	TFCN54D1_011153-T1	DBVPG3775_004034-T1
GF00000649	TFCN54D1_000703-T1	DBVPG3775_004294-T1
GF00000650	TFCN54D1_000707-T1	DBVPG3775_004001-T1
GF00000651	TFCN54D1_000717-T1	DBVPG3775_003986-T1
GF00000652	TFCN54D1_007561-T1	DBVPG3775_000968-T1
GF00000653	TFCN54D1_003077-T1	DBVPG3775_005243-T1
GF00000654	TFCN54D1_007575-T1	DBVPG3775_000952-T1
GF00000655	TFCN54D1_000897-T1	DBVPG3775_001153-T1
GF00000656	TFCN54D1_004525-T1	DBVPG3775_001393-T1
GF00000657	TFCN54D1_006567-T1	DBVPG3775_004193-T1
GF00000658	TFCN54D1_001726-T1	DBVPG3775_001255-T1
GF00000659	TFCN54D1_005320-T1	DBVPG3775_006931-T1
GF00000660	TFCN54D1_001015-T1	DBVPG3775_001292-T1
GF00000661	TFCN54D1_001034-T1	DBVPG3775_001321-T1
GF00000662	TFCN54D1_004993-T1	DBVPG3775_005038-T1
GF00000663	TFCN54D1_005939-T1	DBVPG3775_000877-T1
GF00000664	TFCN54D1_001099-T1	DBVPG3775_002939-T1
GF00000665	TFCN54D1_007088-T1	DBVPG3775_007524-T1
GF00000666	TFCN54D1_001125-T1	DBVPG3775_002971-T1
GF00000667	TFCN54D1_008257-T1	DBVPG3775_002974-T1
GF00000668	TFCN54D1_006889-T1	DBVPG3775_003003-T1
GF00000669	TFCN54D1_010941-T1	DBVPG3775_004574-T1
GF00000670	TFCN54D1_006867-T1	DBVPG3775_003027-T1
GF00000671	TFCN54D1_001181-T1	DBVPG3775_002532-T1
GF00000672	TFCN54D1_001189-T1	DBVPG3775_003045-T1
GF00000673	TFCN54D1_001192-T1	DBVPG3775_006552-T1
GF00000674	TFCN54D1_001199-T1	DBVPG3775_006560-T1
GF00000675	TFCN54D1_001206-T1	DBVPG3775_006568-T1
GF00000676	TFCN54D1_005017-T1	DBVPG3775_005270-T1
GF00000677	TFCN54D1_011910-T1	DBVPG3775_007421-T1
GF00000678	TFCN54D1_001249-T1	DBVPG3775_000811-T1
GF00000679	TFCN54D1_001285-T1	DBVPG3775_000767-T1
GF00000680	TFCN54D1_001299-T1	DBVPG3775_000752-T1
GF00000681	TFCN54D1_003594-T1	DBVPG3775_002419-T1
GF00000682	TFCN54D1_001356-T1	DBVPG3775_002425-T1
GF00000683	TFCN54D1_002283-T1	DBVPG3775_000546-T1
GF00000684	TFCN54D1_004936-T1	DBVPG3775_004975-T1
GF00000685	TFCN54D1_004963-T1	DBVPG3775_005008-T1
GF00000686	TFCN54D1_001487-T1	DBVPG3775_005023-T1
GF00000687	TFCN54D1_001492-T1	DBVPG3775_005030-T1
GF00000688	TFCN54D1_007369-T1	DBVPG3775_000702-T1
GF00000689	TFCN54D1_001504-T1	DBVPG3775_005043-T1
GF00000690	TFCN54D1_001508-T1	DBVPG3775_003692-T1
GF00000691	TFCN54D1_003935-T1	DBVPG3775_001818-T1
GF00000692	TFCN54D1_006406-T1	DBVPG3775_003753-T1
GF00000693	TFCN54D1_001570-T1	DBVPG3775_003761-T1
GF00000694	TFCN54D1_001577-T1	DBVPG3775_003770-T1
GF00000695	TFCN54D1_012021-T1	DBVPG3775_006147-T1
GF00000696	TFCN54D1_012834-T1	DBVPG3775_006341-T1
GF00000697	TFCN54D1_001585-T1	DBVPG3775_003783-T1
GF00000698	TFCN54D1_001596-T1	DBVPG3775_003797-T1
GF00000699	TFCN54D1_012542-T1	DBVPG3775_001070-T1
GF00000700	TFCN54D1_006506-T1	DBVPG3775_001056-T1
GF00000701	TFCN54D1_001870-T1	DBVPG3775_004227-T1
GF00000702	TFCN54D1_001873-T1	DBVPG3775_004224-T1
GF00000703	TFCN54D1_001888-T1	DBVPG3775_004207-T1
GF00000704	TFCN54D1_006566-T1	DBVPG3775_004195-T1
GF00000705	TFCN54D1_006578-T1	DBVPG3775_004179-T1
GF00000706	TFCN54D1_006580-T1	DBVPG3775_004176-T1
GF00000707	TFCN54D1_011523-T1	DBVPG3775_000577-T1
GF00000708	TFCN54D1_001937-T1	DBVPG3775_004154-T1
GF00000709	TFCN54D1_001944-T1	DBVPG3775_004145-T1
GF00000710	TFCN54D1_002982-T1	DBVPG3775_007133-T1
GF00000711	TFCN54D1_003804-T1	DBVPG3775_006444-T1
GF00000712	TFCN54D1_002009-T1	DBVPG3775_002278-T1
GF00000713	TFCN54D1_002621-T1	DBVPG3775_002246-T1
GF00000714	TFCN54D1_007377-T1	DBVPG3775_000451-T1
GF00000715	TFCN54D1_002681-T1	DBVPG3775_002170-T1
GF00000716	TFCN54D1_002683-T1	DBVPG3775_002167-T1
GF00000717	TFCN54D1_002131-T1	DBVPG3775_002140-T1
GF00000718	TFCN54D1_002208-T1	DBVPG3775_003530-T1
GF00000719	TFCN54D1_012568-T1	DBVPG3775_003586-T1
GF00000720	TFCN54D1_002255-T1	DBVPG3775_003479-T1
GF00000721	TFCN54D1_010397-T1	DBVPG3775_003473-T1
GF00000722	TFCN54D1_010392-T1	DBVPG3775_003470-T1
GF00000723	TFCN54D1_002271-T1	DBVPG3775_003458-T1
GF00000724	TFCN54D1_002286-T1	DBVPG3775_000543-T1
GF00000725	TFCN54D1_005470-T1	DBVPG3775_004558-T1
GF00000726	TFCN54D1_002316-T1	DBVPG3775_000508-T1
GF00000727	TFCN54D1_011321-T1	DBVPG3775_004533-T1
GF00000728	TFCN54D1_005013-T1	DBVPG3775_005275-T1
GF00000729	TFCN54D1_002376-T1	DBVPG3775_005281-T1
GF00000730	TFCN54D1_005028-T1	DBVPG3775_005287-T1
GF00000731	TFCN54D1_011813-T1	DBVPG3775_006009-T1
GF00000732	TFCN54D1_004776-T1	DBVPG3775_005721-T1
GF00000733	TFCN54D1_002471-T1	DBVPG3775_004475-T1
GF00000734	TFCN54D1_002472-T1	DBVPG3775_004474-T1
GF00000735	TFCN54D1_002479-T1	DBVPG3775_004464-T1
GF00000736	TFCN54D1_004739-T1	DBVPG3775_004448-T1
GF00000737	TFCN54D1_002507-T1	DBVPG3775_004430-T1
GF00000738	TFCN54D1_002520-T1	DBVPG3775_004417-T1
GF00000739	TFCN54D1_008702-T1	DBVPG3775_004400-T1
GF00000740	TFCN54D1_008699-T1	DBVPG3775_004394-T1
GF00000741	TFCN54D1_008688-T1	DBVPG3775_004381-T1
GF00000742	TFCN54D1_008667-T1	DBVPG3775_004355-T1
GF00000743	TFCN54D1_002722-T1	DBVPG3775_002125-T1
GF00000744	TFCN54D1_002726-T1	DBVPG3775_006084-T1
GF00000745	TFCN54D1_007031-T1	DBVPG3775_006917-T1
GF00000746	TFCN54D1_011006-T1	DBVPG3775_002520-T1
GF00000747	TFCN54D1_002753-T1	DBVPG3775_006026-T1
GF00000748	TFCN54D1_002802-T1	DBVPG3775_006082-T1
GF00000749	TFCN54D1_002789-T1	DBVPG3775_006067-T1
GF00000750	TFCN54D1_005278-T1	DBVPG3775_006069-T1
GF00000751	TFCN54D1_007811-T1	DBVPG3775_003859-T1
GF00000752	TFCN54D1_007802-T1	DBVPG3775_003872-T1
GF00000753	TFCN54D1_002889-T1	DBVPG3775_003906-T1
GF00000754	TFCN54D1_002912-T1	DBVPG3775_003925-T1
GF00000755	TFCN54D1_002923-T1	DBVPG3775_003936-T1
GF00000756	TFCN54D1_002937-T1	DBVPG3775_003953-T1
GF00000757	TFCN54D1_002998-T1	DBVPG3775_005159-T1
GF00000758	TFCN54D1_002969-T1	DBVPG3775_005158-T1
GF00000759	TFCN54D1_006759-T1	DBVPG3775_002663-T1
GF00000760	TFCN54D1_009506-T1	DBVPG3775_007126-T1
GF00000761	TFCN54D1_002994-T1	DBVPG3775_005154-T1
GF00000762	TFCN54D1_006189-T1	DBVPG3775_005188-T1
GF00000763	TFCN54D1_006169-T1	DBVPG3775_005213-T1
GF00000764	TFCN54D1_006166-T1	DBVPG3775_005217-T1
GF00000765	TFCN54D1_003134-T1	DBVPG3775_004882-T1
GF00000766	TFCN54D1_003190-T1	DBVPG3775_007397-T1
GF00000767	TFCN54D1_003282-T1	DBVPG3775_000934-T1
GF00000768	TFCN54D1_005966-T1	DBVPG3775_000908-T1
GF00000769	TFCN54D1_003314-T1	DBVPG3775_000896-T1
GF00000770	TFCN54D1_008881-T1	DBVPG3775_001350-T1
GF00000771	TFCN54D1_003343-T1	DBVPG3775_001348-T1
GF00000772	TFCN54D1_012551-T1	DBVPG3775_005592-T1
GF00000773	TFCN54D1_003437-T1	DBVPG3775_000365-T1
GF00000774	TFCN54D1_010652-T1	DBVPG3775_000330-T1
GF00000775	TFCN54D1_010628-T1	DBVPG3775_000303-T1
GF00000776	TFCN54D1_003671-T1	DBVPG3775_000594-T1
GF00000777	TFCN54D1_010892-T1	DBVPG3775_002573-T1
GF00000778	TFCN54D1_003678-T1	DBVPG3775_000605-T1
GF00000779	TFCN54D1_010337-T1	DBVPG3775_000625-T1
GF00000780	TFCN54D1_003704-T1	DBVPG3775_000635-T1
GF00000781	TFCN54D1_010756-T1	DBVPG3775_000682-T1
GF00000782	TFCN54D1_012303-T1	DBVPG3775_007469-T1
GF00000783	TFCN54D1_003841-T1	DBVPG3775_006988-T1
GF00000784	TFCN54D1_003838-T1	DBVPG3775_006985-T1
GF00000785	TFCN54D1_010539-T1	DBVPG3775_006993-T1
GF00000786	TFCN54D1_010538-T1	DBVPG3775_006994-T1
GF00000787	TFCN54D1_011469-T1	DBVPG3775_001876-T1
GF00000788	TFCN54D1_008283-T1	DBVPG3775_005771-T1
GF00000789	TFCN54D1_003898-T1	DBVPG3775_001861-T1
GF00000790	TFCN54D1_009986-T1	DBVPG3775_004602-T1
GF00000791	TFCN54D1_003933-T1	DBVPG3775_001821-T1
GF00000792	TFCN54D1_003971-T1	DBVPG3775_001775-T1
GF00000793	TFCN54D1_003981-T1	DBVPG3775_001751-T1
GF00000794	TFCN54D1_003983-T1	DBVPG3775_001762-T1
GF00000795	TFCN54D1_012719-T1	DBVPG3775_001757-T1
GF00000796	TFCN54D1_005397-T1	DBVPG3775_003659-T1
GF00000797	TFCN54D1_004167-T1	DBVPG3775_000838-T1
GF00000798	TFCN54D1_005923-T1	DBVPG3775_000860-T1
GF00000799	TFCN54D1_004192-T1	DBVPG3775_000861-T1
GF00000800	TFCN54D1_005950-T1	DBVPG3775_000888-T1
GF00000801	TFCN54D1_004221-T1	DBVPG3775_001641-T1
GF00000802	TFCN54D1_011853-T1	DBVPG3775_001646-T1
GF00000803	TFCN54D1_004230-T1	DBVPG3775_001652-T1
GF00000804	TFCN54D1_004251-T1	DBVPG3775_001678-T1
GF00000805	TFCN54D1_005202-T1	DBVPG3775_001692-T1
GF00000806	TFCN54D1_005217-T1	DBVPG3775_001708-T1
GF00000807	TFCN54D1_004284-T1	DBVPG3775_001718-T1
GF00000808	TFCN54D1_004290-T1	DBVPG3775_001726-T1
GF00000809	TFCN54D1_004345-T1	DBVPG3775_006334-T1
GF00000810	TFCN54D1_004382-T1	DBVPG3775_006291-T1
GF00000811	TFCN54D1_004394-T1	DBVPG3775_007123-T1
GF00000812	TFCN54D1_006789-T1	DBVPG3775_007099-T1
GF00000813	TFCN54D1_004452-T1	DBVPG3775_002014-T1
GF00000814	TFCN54D1_008115-T1	DBVPG3775_001395-T1
GF00000815	TFCN54D1_010312-T1	DBVPG3775_001460-T1
GF00000816	TFCN54D1_011634-T1	DBVPG3775_007057-T1
GF00000817	TFCN54D1_011640-T1	DBVPG3775_007064-T1
