	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000409	TFCN152A1_000883-T1	DBVPG3775_007063-T1
GF00000410	TFCN152A1_000579-T1	DBVPG3775_003708-T1
GF00000411	TFCN152A1_004710-T1	DBVPG3775_003755-T1
GF00000412	TFCN152A1_002857-T1	DBVPG3775_001644-T1
GF00000413	TFCN152A1_002346-T1	DBVPG3775_005572-T1
GF00000414	TFCN152A1_006705-T1	DBVPG3775_007079-T1
GF00000415	TFCN152A1_004975-T1	DBVPG3775_002694-T1
GF00000416	TFCN152A1_011508-T1	DBVPG3775_007056-T1
GF00000417	TFCN152A1_011720-T1	DBVPG3775_003267-T1
GF00000418	TFCN152A1_006071-T1	DBVPG3775_001806-T1
GF00000419	TFCN152A1_004112-T1	DBVPG3775_004167-T1
GF00000420	TFCN152A1_000932-T1	DBVPG3775_004155-T1
GF00000421	TFCN152A1_005900-T1	DBVPG3775_000577-T1
GF00000422	TFCN152A1_010694-T1	DBVPG3775_006802-T1
GF00000423	TFCN152A1_012380-T1	DBVPG3775_004702-T1
GF00000424	TFCN152A1_003838-T1	DBVPG3775_002156-T1
GF00000425	TFCN152A1_004058-T1	DBVPG3775_004230-T1
GF00000426	TFCN152A1_004774-T1	DBVPG3775_005745-T1
GF00000427	TFCN152A1_005404-T1	DBVPG3775_001059-T1
GF00000428	TFCN152A1_002072-T1	DBVPG3775_007135-T1
GF00000429	TFCN152A1_001046-T1	DBVPG3775_007388-T1
GF00000430	TFCN152A1_001063-T1	DBVPG3775_007371-T1
GF00000431	TFCN152A1_001080-T1	DBVPG3775_005820-T1
GF00000432	TFCN152A1_003152-T1	DBVPG3775_007101-T1
GF00000433	TFCN152A1_001112-T1	DBVPG3775_005855-T1
GF00000434	TFCN152A1_001113-T1	DBVPG3775_005856-T1
GF00000435	TFCN152A1_004507-T1	DBVPG3775_002677-T1
GF00000436	TFCN152A1_005752-T1	DBVPG3775_005873-T1
GF00000437	TFCN152A1_001162-T1	DBVPG3775_003503-T1
GF00000438	TFCN152A1_001191-T1	DBVPG3775_003471-T1
GF00000439	TFCN152A1_001212-T1	DBVPG3775_002427-T1
GF00000440	TFCN152A1_010243-T1	DBVPG3775_002086-T1
GF00000441	TFCN152A1_007482-T1	DBVPG3775_005969-T1
GF00000442	TFCN152A1_009724-T1	DBVPG3775_000003-T1
GF00000443	TFCN152A1_001435-T1	DBVPG3775_006968-T1
GF00000444	TFCN152A1_005950-T1	DBVPG3775_005888-T1
GF00000445	TFCN152A1_011121-T1	DBVPG3775_007425-T1
GF00000446	TFCN152A1_005975-T1	DBVPG3775_005915-T1
GF00000447	TFCN152A1_008491-T1	DBVPG3775_002621-T1
GF00000448	TFCN152A1_001296-T1	DBVPG3775_000778-T1
GF00000449	TFCN152A1_001380-T1	DBVPG3775_003156-T1
GF00000450	TFCN152A1_008384-T1	DBVPG3775_001413-T1
GF00000451	TFCN152A1_005276-T1	DBVPG3775_004409-T1
GF00000452	TFCN152A1_011718-T1	DBVPG3775_006643-T1
GF00000453	TFCN152A1_001449-T1	DBVPG3775_006947-T1
GF00000454	TFCN152A1_008914-T1	DBVPG3775_006946-T1
GF00000455	TFCN152A1_011790-T1	DBVPG3775_006582-T1
GF00000456	TFCN152A1_005837-T1	DBVPG3775_001949-T1
GF00000457	TFCN152A1_001481-T1	DBVPG3775_003065-T1
GF00000458	TFCN152A1_005105-T1	DBVPG3775_005544-T1
GF00000459	TFCN152A1_001626-T1	DBVPG3775_000449-T1
GF00000460	TFCN152A1_012276-T1	DBVPG3775_001887-T1
GF00000461	TFCN152A1_001592-T1	DBVPG3775_001885-T1
GF00000462	TFCN152A1_008878-T1	DBVPG3775_005932-T1
GF00000463	TFCN152A1_007808-T1	DBVPG3775_000451-T1
GF00000464	TFCN152A1_001670-T1	DBVPG3775_000500-T1
GF00000465	TFCN152A1_005933-T1	DBVPG3775_000508-T1
GF00000466	TFCN152A1_001682-T1	DBVPG3775_000514-T1
GF00000467	TFCN152A1_011474-T1	DBVPG3775_000028-T1
GF00000468	TFCN152A1_011449-T1	DBVPG3775_002071-T1
GF00000469	TFCN152A1_006015-T1	DBVPG3775_000084-T1
GF00000470	TFCN152A1_001759-T1	DBVPG3775_000094-T1
GF00000471	TFCN152A1_001767-T1	DBVPG3775_000105-T1
GF00000472	TFCN152A1_011263-T1	DBVPG3775_004254-T1
GF00000473	TFCN152A1_007413-T1	DBVPG3775_003596-T1
GF00000474	TFCN152A1_001848-T1	DBVPG3775_007454-T1
GF00000475	TFCN152A1_007172-T1	DBVPG3775_003968-T1
GF00000476	TFCN152A1_006271-T1	DBVPG3775_006976-T1
GF00000477	TFCN152A1_010114-T1	DBVPG3775_006362-T1
GF00000478	TFCN152A1_006001-T1	DBVPG3775_005945-T1
GF00000479	TFCN152A1_001898-T1	DBVPG3775_005270-T1
GF00000480	TFCN152A1_010135-T1	DBVPG3775_000692-T1
GF00000481	TFCN152A1_001936-T1	DBVPG3775_005310-T1
GF00000482	TFCN152A1_007682-T1	DBVPG3775_002296-T1
GF00000483	TFCN152A1_001940-T1	DBVPG3775_005314-T1
GF00000484	TFCN152A1_001943-T1	DBVPG3775_006786-T1
GF00000485	TFCN152A1_003441-T1	DBVPG3775_004459-T1
GF00000486	TFCN152A1_001949-T1	DBVPG3775_005323-T1
GF00000487	TFCN152A1_010852-T1	DBVPG3775_005328-T1
GF00000488	TFCN152A1_001972-T1	DBVPG3775_006924-T1
GF00000489	TFCN152A1_006511-T1	DBVPG3775_002521-T1
GF00000490	TFCN152A1_002597-T1	DBVPG3775_005215-T1
GF00000491	TFCN152A1_009491-T1	DBVPG3775_007398-T1
GF00000492	TFCN152A1_009299-T1	DBVPG3775_006397-T1
GF00000493	TFCN152A1_002542-T1	DBVPG3775_005154-T1
GF00000494	TFCN152A1_007218-T1	DBVPG3775_003895-T1
GF00000495	TFCN152A1_013146-T1	DBVPG3775_007577-T1
GF00000496	TFCN152A1_009304-T1	DBVPG3775_006121-T1
GF00000497	TFCN152A1_009735-T1	DBVPG3775_003559-T1
GF00000498	TFCN152A1_005460-T1	DBVPG3775_002992-T1
GF00000499	TFCN152A1_008369-T1	DBVPG3775_002978-T1
GF00000500	TFCN152A1_008947-T1	DBVPG3775_002037-T1
GF00000501	TFCN152A1_007675-T1	DBVPG3775_002974-T1
GF00000502	TFCN152A1_010595-T1	DBVPG3775_002530-T1
GF00000503	TFCN152A1_002393-T1	DBVPG3775_005626-T1
GF00000504	TFCN152A1_002282-T1	DBVPG3775_002893-T1
GF00000505	TFCN152A1_011480-T1	DBVPG3775_000019-T1
GF00000506	TFCN152A1_007586-T1	DBVPG3775_006459-T1
GF00000507	TFCN152A1_002389-T1	DBVPG3775_005621-T1
GF00000508	TFCN152A1_002400-T1	DBVPG3775_005633-T1
GF00000509	TFCN152A1_002420-T1	DBVPG3775_006371-T1
GF00000510	TFCN152A1_010840-T1	DBVPG3775_002451-T1
GF00000511	TFCN152A1_010835-T1	DBVPG3775_002458-T1
GF00000512	TFCN152A1_006863-T1	DBVPG3775_004756-T1
GF00000513	TFCN152A1_012647-T1	DBVPG3775_000701-T1
GF00000514	TFCN152A1_002777-T1	DBVPG3775_006988-T1
GF00000515	TFCN152A1_002795-T1	DBVPG3775_002569-T1
GF00000516	TFCN152A1_002807-T1	DBVPG3775_006453-T1
GF00000517	TFCN152A1_011990-T1	DBVPG3775_001828-T1
GF00000518	TFCN152A1_004862-T1	DBVPG3775_000878-T1
GF00000519	TFCN152A1_011710-T1	DBVPG3775_006021-T1
GF00000520	TFCN152A1_003920-T1	DBVPG3775_006809-T1
GF00000521	TFCN152A1_003907-T1	DBVPG3775_001692-T1
GF00000522	TFCN152A1_003889-T1	DBVPG3775_001708-T1
GF00000523	TFCN152A1_011911-T1	DBVPG3775_001742-T1
GF00000524	TFCN152A1_003433-T1	DBVPG3775_004469-T1
GF00000525	TFCN152A1_003164-T1	DBVPG3775_006738-T1
GF00000526	TFCN152A1_003596-T1	DBVPG3775_000395-T1
GF00000527	TFCN152A1_008524-T1	DBVPG3775_005531-T1
GF00000528	TFCN152A1_003639-T1	DBVPG3775_000346-T1
GF00000529	TFCN152A1_008025-T1	DBVPG3775_000234-T1
GF00000530	TFCN152A1_003012-T1	DBVPG3775_000249-T1
GF00000531	TFCN152A1_003038-T1	DBVPG3775_000282-T1
GF00000532	TFCN152A1_005366-T1	DBVPG3775_002145-T1
GF00000533	TFCN152A1_003811-T1	DBVPG3775_006283-T1
GF00000534	TFCN152A1_004669-T1	DBVPG3775_003018-T1
GF00000535	TFCN152A1_010947-T1	DBVPG3775_003633-T1
GF00000536	TFCN152A1_011165-T1	DBVPG3775_003224-T1
GF00000537	TFCN152A1_005711-T1	DBVPG3775_004741-T1
GF00000538	TFCN152A1_003793-T1	DBVPG3775_002216-T1
GF00000539	TFCN152A1_003359-T1	DBVPG3775_000900-T1
GF00000540	TFCN152A1_004237-T1	DBVPG3775_007395-T1
GF00000541	TFCN152A1_012638-T1	DBVPG3775_000675-T1
GF00000542	TFCN152A1_010744-T1	DBVPG3775_005702-T1
GF00000543	TFCN152A1_003398-T1	DBVPG3775_005703-T1
GF00000544	TFCN152A1_008629-T1	DBVPG3775_004566-T1
GF00000545	TFCN152A1_003451-T1	DBVPG3775_004449-T1
GF00000546	TFCN152A1_012472-T1	DBVPG3775_002056-T1
GF00000547	TFCN152A1_009579-T1	DBVPG3775_000400-T1
GF00000548	TFCN152A1_003621-T1	DBVPG3775_000365-T1
GF00000549	TFCN152A1_003640-T1	DBVPG3775_000345-T1
GF00000550	TFCN152A1_005848-T1	DBVPG3775_001936-T1
GF00000551	TFCN152A1_012645-T1	DBVPG3775_000699-T1
GF00000552	TFCN152A1_005674-T1	DBVPG3775_002224-T1
GF00000553	TFCN152A1_011180-T1	DBVPG3775_006509-T1
GF00000554	TFCN152A1_004021-T1	DBVPG3775_007188-T1
GF00000555	TFCN152A1_009348-T1	DBVPG3775_005967-T1
GF00000556	TFCN152A1_004156-T1	DBVPG3775_005411-T1
GF00000557	TFCN152A1_010573-T1	DBVPG3775_004575-T1
GF00000558	TFCN152A1_004190-T1	DBVPG3775_005355-T1
GF00000559	TFCN152A1_004202-T1	DBVPG3775_006493-T1
GF00000560	TFCN152A1_008649-T1	DBVPG3775_007410-T1
GF00000561	TFCN152A1_004233-T1	DBVPG3775_007400-T1
GF00000562	TFCN152A1_004251-T1	DBVPG3775_004931-T1
GF00000563	TFCN152A1_004259-T1	DBVPG3775_004923-T1
GF00000564	TFCN152A1_004281-T1	DBVPG3775_004896-T1
GF00000565	TFCN152A1_012945-T1	DBVPG3775_004887-T1
GF00000566	TFCN152A1_004315-T1	DBVPG3775_007433-T1
GF00000567	TFCN152A1_011341-T1	DBVPG3775_002543-T1
GF00000568	TFCN152A1_013008-T1	DBVPG3775_003236-T1
GF00000569	TFCN152A1_006400-T1	DBVPG3775_003358-T1
GF00000570	TFCN152A1_011639-T1	DBVPG3775_003218-T1
GF00000571	TFCN152A1_006184-T1	DBVPG3775_006555-T1
GF00000572	TFCN152A1_005430-T1	DBVPG3775_003027-T1
GF00000573	TFCN152A1_005434-T1	DBVPG3775_003964-T1
GF00000574	TFCN152A1_009900-T1	DBVPG3775_002484-T1
GF00000575	TFCN152A1_009807-T1	DBVPG3775_000620-T1
GF00000576	TFCN152A1_007390-T1	DBVPG3775_003569-T1
GF00000577	TFCN152A1_005881-T1	DBVPG3775_000594-T1
GF00000578	TFCN152A1_005893-T1	DBVPG3775_000585-T1
GF00000579	TFCN152A1_004971-T1	DBVPG3775_002700-T1
GF00000580	TFCN152A1_004984-T1	DBVPG3775_002683-T1
GF00000581	TFCN152A1_004991-T1	DBVPG3775_002672-T1
GF00000582	TFCN152A1_011079-T1	DBVPG3775_007364-T1
GF00000583	TFCN152A1_012035-T1	DBVPG3775_001995-T1
GF00000584	TFCN152A1_006067-T1	DBVPG3775_001811-T1
GF00000585	TFCN152A1_005282-T1	DBVPG3775_004417-T1
GF00000586	TFCN152A1_005742-T1	DBVPG3775_004784-T1
GF00000587	TFCN152A1_005491-T1	DBVPG3775_002301-T1
GF00000588	TFCN152A1_012376-T1	DBVPG3775_006116-T1
GF00000589	TFCN152A1_011049-T1	DBVPG3775_004779-T1
GF00000590	TFCN152A1_010604-T1	DBVPG3775_004797-T1
GF00000591	TFCN152A1_012564-T1	DBVPG3775_003599-T1
GF00000592	TFCN152A1_006362-T1	DBVPG3775_001813-T1
GF00000593	TFCN152A1_006161-T1	DBVPG3775_007265-T1
GF00000594	TFCN152A1_008466-T1	DBVPG3775_002557-T1
GF00000595	TFCN152A1_008941-T1	DBVPG3775_002031-T1
GF00000596	TFCN152A1_008707-T1	DBVPG3775_002716-T1
GF00000597	TFCN152A1_006385-T1	DBVPG3775_003375-T1
GF00000598	TFCN152A1_006539-T1	DBVPG3775_006525-T1
GF00000599	TFCN152A1_008161-T1	DBVPG3775_006253-T1
GF00000600	TFCN152A1_008158-T1	DBVPG3775_006257-T1
GF00000601	TFCN152A1_006612-T1	DBVPG3775_006269-T1
GF00000602	TFCN152A1_011679-T1	DBVPG3775_004633-T1
GF00000603	TFCN152A1_009138-T1	DBVPG3775_004602-T1
GF00000604	TFCN152A1_007188-T1	DBVPG3775_003952-T1
GF00000605	TFCN152A1_007973-T1	DBVPG3775_001623-T1
GF00000606	TFCN152A1_009347-T1	DBVPG3775_005966-T1
GF00000607	TFCN152A1_009363-T1	DBVPG3775_005986-T1
GF00000608	TFCN152A1_009474-T1	DBVPG3775_003312-T1
GF00000609	TFCN152A1_008459-T1	DBVPG3775_001855-T1
GF00000610	TFCN152A1_010678-T1	DBVPG3775_001554-T1
GF00000611	TFCN152A1_011212-T1	DBVPG3775_006814-T1
GF00000612	TFCN152A1_008955-T1	DBVPG3775_003257-T1
GF00000613	TFCN152A1_008191-T1	DBVPG3775_001602-T1
GF00000614	TFCN152A1_013128-T1	DBVPG3775_000693-T1
GF00000615	TFCN152A1_008298-T1	DBVPG3775_006810-T1
GF00000616	TFCN152A1_011881-T1	DBVPG3775_006812-T1
GF00000617	TFCN152A1_008415-T1	DBVPG3775_006842-T1
GF00000618	TFCN152A1_008650-T1	DBVPG3775_003856-T1
GF00000619	TFCN152A1_011267-T1	DBVPG3775_003868-T1
GF00000620	TFCN152A1_008948-T1	DBVPG3775_002028-T1
GF00000621	TFCN152A1_008963-T1	DBVPG3775_003268-T1
GF00000622	TFCN152A1_010502-T1	DBVPG3775_004865-T1
GF00000623	TFCN152A1_009902-T1	DBVPG3775_002486-T1
GF00000624	TFCN152A1_010516-T1	DBVPG3775_004847-T1
GF00000625	TFCN152A1_010653-T1	DBVPG3775_002095-T1
GF00000626	TFCN152A1_011964-T1	DBVPG3775_006753-T1
GF00000627	TFCN152A1_012232-T1	DBVPG3775_007293-T1
GF00000628	TFCN152A1_012476-T1	DBVPG3775_003391-T1
GF00000629	TFCN152A1_001507-T1	DBVPG3775_005052-T1
GF00000630	TFCN152A1_006588-T1	DBVPG3775_006236-T1
GF00000631	TFCN152A1_002619-T1	DBVPG3775_005238-T1
GF00000632	TFCN152A1_000038-T1	DBVPG3775_005075-T1
GF00000633	TFCN152A1_001535-T1	DBVPG3775_005084-T1
GF00000634	TFCN152A1_001537-T1	DBVPG3775_005087-T1
GF00000635	TFCN152A1_001540-T1	DBVPG3775_005091-T1
GF00000636	TFCN152A1_001543-T1	DBVPG3775_005096-T1
GF00000637	TFCN152A1_000069-T1	DBVPG3775_005113-T1
GF00000638	TFCN152A1_000079-T1	DBVPG3775_005124-T1
GF00000639	TFCN152A1_000087-T1	DBVPG3775_005134-T1
GF00000640	TFCN152A1_000099-T1	DBVPG3775_005143-T1
GF00000641	TFCN152A1_000114-T1	DBVPG3775_003987-T1
GF00000642	TFCN152A1_010907-T1	DBVPG3775_004034-T1
GF00000643	TFCN152A1_001376-T1	DBVPG3775_003151-T1
GF00000644	TFCN152A1_000187-T1	DBVPG3775_004072-T1
GF00000645	TFCN152A1_012196-T1	DBVPG3775_003143-T1
GF00000646	TFCN152A1_000199-T1	DBVPG3775_004086-T1
GF00000647	TFCN152A1_007101-T1	DBVPG3775_004100-T1
GF00000648	TFCN152A1_006906-T1	DBVPG3775_004112-T1
GF00000649	TFCN152A1_010942-T1	DBVPG3775_003386-T1
GF00000650	TFCN152A1_006923-T1	DBVPG3775_004331-T1
GF00000651	TFCN152A1_006928-T1	DBVPG3775_004325-T1
GF00000652	TFCN152A1_010213-T1	DBVPG3775_004273-T1
GF00000653	TFCN152A1_000819-T1	DBVPG3775_001154-T1
GF00000654	TFCN152A1_000410-T1	DBVPG3775_001208-T1
GF00000655	TFCN152A1_000411-T1	DBVPG3775_001211-T1
GF00000656	TFCN152A1_011851-T1	DBVPG3775_001393-T1
GF00000657	TFCN152A1_006806-T1	DBVPG3775_004608-T1
GF00000658	TFCN152A1_000432-T1	DBVPG3775_001235-T1
GF00000659	TFCN152A1_000735-T1	DBVPG3775_001244-T1
GF00000660	TFCN152A1_000683-T1	DBVPG3775_001306-T1
GF00000661	TFCN152A1_000494-T1	DBVPG3775_004971-T1
GF00000662	TFCN152A1_000499-T1	DBVPG3775_004975-T1
GF00000663	TFCN152A1_003741-T1	DBVPG3775_004977-T1
GF00000664	TFCN152A1_001962-T1	DBVPG3775_006913-T1
GF00000665	TFCN152A1_000561-T1	DBVPG3775_005043-T1
GF00000666	TFCN152A1_000574-T1	DBVPG3775_003703-T1
GF00000667	TFCN152A1_004709-T1	DBVPG3775_003753-T1
GF00000668	TFCN152A1_011375-T1	DBVPG3775_003886-T1
GF00000669	TFCN152A1_003794-T1	DBVPG3775_005476-T1
GF00000670	TFCN152A1_000645-T1	DBVPG3775_003783-T1
GF00000671	TFCN152A1_000664-T1	DBVPG3775_001334-T1
GF00000672	TFCN152A1_011412-T1	DBVPG3775_001321-T1
GF00000673	TFCN152A1_003762-T1	DBVPG3775_004951-T1
GF00000674	TFCN152A1_011516-T1	DBVPG3775_007064-T1
GF00000675	TFCN152A1_002159-T1	DBVPG3775_005231-T1
GF00000676	TFCN152A1_000941-T1	DBVPG3775_004164-T1
GF00000677	TFCN152A1_004108-T1	DBVPG3775_004172-T1
GF00000678	TFCN152A1_000952-T1	DBVPG3775_004176-T1
GF00000679	TFCN152A1_004096-T1	DBVPG3775_004187-T1
GF00000680	TFCN152A1_000964-T1	DBVPG3775_004195-T1
GF00000681	TFCN152A1_000967-T1	DBVPG3775_004199-T1
GF00000682	TFCN152A1_004020-T1	DBVPG3775_007189-T1
GF00000683	TFCN152A1_001039-T1	DBVPG3775_001073-T1
GF00000684	TFCN152A1_005608-T1	DBVPG3775_007390-T1
GF00000685	TFCN152A1_008594-T1	DBVPG3775_000934-T1
GF00000686	TFCN152A1_007515-T1	DBVPG3775_006009-T1
GF00000687	TFCN152A1_009296-T1	DBVPG3775_006110-T1
GF00000688	TFCN152A1_009115-T1	DBVPG3775_006742-T1
GF00000689	TFCN152A1_001098-T1	DBVPG3775_005841-T1
GF00000690	TFCN152A1_007863-T1	DBVPG3775_005853-T1
GF00000691	TFCN152A1_006074-T1	DBVPG3775_001803-T1
GF00000692	TFCN152A1_001138-T1	DBVPG3775_003530-T1
GF00000693	TFCN152A1_001139-T1	DBVPG3775_003528-T1
GF00000694	TFCN152A1_001200-T1	DBVPG3775_002443-T1
GF00000695	TFCN152A1_002713-T1	DBVPG3775_002439-T1
GF00000696	TFCN152A1_004864-T1	DBVPG3775_000876-T1
GF00000697	TFCN152A1_001214-T1	DBVPG3775_002425-T1
GF00000698	TFCN152A1_002695-T1	DBVPG3775_002419-T1
GF00000699	TFCN152A1_002680-T1	DBVPG3775_002398-T1
GF00000700	TFCN152A1_008556-T1	DBVPG3775_002379-T1
GF00000701	TFCN152A1_002658-T1	DBVPG3775_002372-T1
GF00000702	TFCN152A1_001275-T1	DBVPG3775_000752-T1
GF00000703	TFCN152A1_004520-T1	DBVPG3775_003125-T1
GF00000704	TFCN152A1_012191-T1	DBVPG3775_003149-T1
GF00000705	TFCN152A1_001429-T1	DBVPG3775_006974-T1
GF00000706	TFCN152A1_010259-T1	DBVPG3775_005359-T1
GF00000707	TFCN152A1_008899-T1	DBVPG3775_006967-T1
GF00000708	TFCN152A1_001470-T1	DBVPG3775_003077-T1
GF00000709	TFCN152A1_001623-T1	DBVPG3775_000445-T1
GF00000710	TFCN152A1_007811-T1	DBVPG3775_000447-T1
GF00000711	TFCN152A1_007796-T1	DBVPG3775_000465-T1
GF00000712	TFCN152A1_001706-T1	DBVPG3775_000543-T1
GF00000713	TFCN152A1_001709-T1	DBVPG3775_000546-T1
GF00000714	TFCN152A1_006056-T1	DBVPG3775_000038-T1
GF00000715	TFCN152A1_001723-T1	DBVPG3775_000051-T1
GF00000716	TFCN152A1_006037-T1	DBVPG3775_000058-T1
GF00000717	TFCN152A1_001732-T1	DBVPG3775_000060-T1
GF00000718	TFCN152A1_006022-T1	DBVPG3775_000077-T1
GF00000719	TFCN152A1_006012-T1	DBVPG3775_000088-T1
GF00000720	TFCN152A1_001770-T1	DBVPG3775_000109-T1
GF00000721	TFCN152A1_008753-T1	DBVPG3775_000128-T1
GF00000722	TFCN152A1_006673-T1	DBVPG3775_007520-T1
GF00000723	TFCN152A1_001819-T1	DBVPG3775_000164-T1
GF00000724	TFCN152A1_005146-T1	DBVPG3775_005499-T1
GF00000725	TFCN152A1_008320-T1	DBVPG3775_005462-T1
GF00000726	TFCN152A1_012870-T1	DBVPG3775_001521-T1
GF00000727	TFCN152A1_004632-T1	DBVPG3775_006568-T1
GF00000728	TFCN152A1_008602-T1	DBVPG3775_004533-T1
GF00000729	TFCN152A1_005566-T1	DBVPG3775_006906-T1
GF00000730	TFCN152A1_002904-T1	DBVPG3775_001699-T1
GF00000731	TFCN152A1_002589-T1	DBVPG3775_001546-T1
GF00000732	TFCN152A1_002011-T1	DBVPG3775_006069-T1
GF00000733	TFCN152A1_002053-T1	DBVPG3775_007157-T1
GF00000734	TFCN152A1_006613-T1	DBVPG3775_006271-T1
GF00000735	TFCN152A1_002090-T1	DBVPG3775_005159-T1
GF00000736	TFCN152A1_002059-T1	DBVPG3775_005158-T1
GF00000737	TFCN152A1_002523-T1	DBVPG3775_007140-T1
GF00000738	TFCN152A1_002069-T1	DBVPG3775_007138-T1
GF00000739	TFCN152A1_002816-T1	DBVPG3775_006444-T1
GF00000740	TFCN152A1_002536-T1	DBVPG3775_007126-T1
GF00000741	TFCN152A1_007080-T1	DBVPG3775_000288-T1
GF00000742	TFCN152A1_002561-T1	DBVPG3775_005173-T1
GF00000743	TFCN152A1_002132-T1	DBVPG3775_005202-T1
GF00000744	TFCN152A1_002596-T1	DBVPG3775_005213-T1
GF00000745	TFCN152A1_002626-T1	DBVPG3775_005247-T1
GF00000746	TFCN152A1_005452-T1	DBVPG3775_003003-T1
GF00000747	TFCN152A1_007459-T1	DBVPG3775_004377-T1
GF00000748	TFCN152A1_007651-T1	DBVPG3775_002947-T1
GF00000749	TFCN152A1_004446-T1	DBVPG3775_002813-T1
GF00000750	TFCN152A1_007989-T1	DBVPG3775_001361-T1
GF00000751	TFCN152A1_002342-T1	DBVPG3775_005566-T1
GF00000752	TFCN152A1_010115-T1	DBVPG3775_006360-T1
GF00000753	TFCN152A1_006246-T1	DBVPG3775_007008-T1
GF00000754	TFCN152A1_006252-T1	DBVPG3775_007001-T1
GF00000755	TFCN152A1_006264-T1	DBVPG3775_006985-T1
GF00000756	TFCN152A1_006268-T1	DBVPG3775_006979-T1
GF00000757	TFCN152A1_012432-T1	DBVPG3775_007469-T1
GF00000758	TFCN152A1_009445-T1	DBVPG3775_006442-T1
GF00000759	TFCN152A1_003945-T1	DBVPG3775_001641-T1
GF00000760	TFCN152A1_011308-T1	DBVPG3775_007038-T1
GF00000761	TFCN152A1_002864-T1	DBVPG3775_001652-T1
GF00000762	TFCN152A1_002882-T1	DBVPG3775_001675-T1
GF00000763	TFCN152A1_002910-T1	DBVPG3775_001706-T1
GF00000764	TFCN152A1_002925-T1	DBVPG3775_001726-T1
GF00000765	TFCN152A1_002951-T1	DBVPG3775_000185-T1
GF00000766	TFCN152A1_003045-T1	DBVPG3775_000290-T1
GF00000767	TFCN152A1_003085-T1	DBVPG3775_006333-T1
GF00000768	TFCN152A1_003090-T1	DBVPG3775_006325-T1
GF00000769	TFCN152A1_003122-T1	DBVPG3775_006291-T1
GF00000770	TFCN152A1_003165-T1	DBVPG3775_006737-T1
GF00000771	TFCN152A1_003184-T1	DBVPG3775_006714-T1
GF00000772	TFCN152A1_009088-T1	DBVPG3775_006710-T1
GF00000773	TFCN152A1_009329-T1	DBVPG3775_004668-T1
GF00000774	TFCN152A1_003278-T1	DBVPG3775_000992-T1
GF00000775	TFCN152A1_004834-T1	DBVPG3775_000908-T1
GF00000776	TFCN152A1_003342-T1	DBVPG3775_000919-T1
GF00000777	TFCN152A1_003363-T1	DBVPG3775_000896-T1
GF00000778	TFCN152A1_009169-T1	DBVPG3775_005671-T1
GF00000779	TFCN152A1_009185-T1	DBVPG3775_005699-T1
GF00000780	TFCN152A1_003414-T1	DBVPG3775_005721-T1
GF00000781	TFCN152A1_005331-T1	DBVPG3775_004477-T1
GF00000782	TFCN152A1_005330-T1	DBVPG3775_004475-T1
GF00000783	TFCN152A1_005329-T1	DBVPG3775_004474-T1
GF00000784	TFCN152A1_010412-T1	DBVPG3775_000832-T1
GF00000785	TFCN152A1_004880-T1	DBVPG3775_000860-T1
GF00000786	TFCN152A1_003679-T1	DBVPG3775_000303-T1
GF00000787	TFCN152A1_003868-T1	DBVPG3775_002125-T1
GF00000788	TFCN152A1_009997-T1	DBVPG3775_006151-T1
GF00000789	TFCN152A1_004026-T1	DBVPG3775_007182-T1
GF00000790	TFCN152A1_012620-T1	DBVPG3775_005397-T1
GF00000791	TFCN152A1_004236-T1	DBVPG3775_007397-T1
GF00000792	TFCN152A1_004291-T1	DBVPG3775_004882-T1
GF00000793	TFCN152A1_008380-T1	DBVPG3775_001408-T1
GF00000794	TFCN152A1_012965-T1	DBVPG3775_006662-T1
GF00000795	TFCN152A1_005775-T1	DBVPG3775_006616-T1
GF00000796	TFCN152A1_004366-T1	DBVPG3775_001476-T1
GF00000797	TFCN152A1_004408-T1	DBVPG3775_002770-T1
GF00000798	TFCN152A1_012144-T1	DBVPG3775_002773-T1
GF00000799	TFCN152A1_012142-T1	DBVPG3775_002776-T1
GF00000800	TFCN152A1_004415-T1	DBVPG3775_002779-T1
GF00000801	TFCN152A1_004428-T1	DBVPG3775_002794-T1
GF00000802	TFCN152A1_004432-T1	DBVPG3775_002798-T1
GF00000803	TFCN152A1_006425-T1	DBVPG3775_002799-T1
GF00000804	TFCN152A1_004451-T1	DBVPG3775_002819-T1
GF00000805	TFCN152A1_010873-T1	DBVPG3775_007236-T1
GF00000806	TFCN152A1_004562-T1	DBVPG3775_003203-T1
GF00000807	TFCN152A1_004564-T1	DBVPG3775_003207-T1
GF00000808	TFCN152A1_009430-T1	DBVPG3775_003195-T1
GF00000809	TFCN152A1_004637-T1	DBVPG3775_006560-T1
GF00000810	TFCN152A1_004643-T1	DBVPG3775_006552-T1
GF00000811	TFCN152A1_005427-T1	DBVPG3775_003030-T1
GF00000812	TFCN152A1_007304-T1	DBVPG3775_001628-T1
GF00000813	TFCN152A1_005020-T1	DBVPG3775_005728-T1
GF00000814	TFCN152A1_004794-T1	DBVPG3775_005771-T1
GF00000815	TFCN152A1_004786-T1	DBVPG3775_005759-T1
GF00000816	TFCN152A1_004901-T1	DBVPG3775_000653-T1
GF00000817	TFCN152A1_004917-T1	DBVPG3775_000635-T1
