	Rhodotorula_mucilaginosa_TFCN_404D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000409	TFCN404D1_002593-T1	DBVPG3775_005847-T1
GF00000410	TFCN404D1_000959-T1	DBVPG3775_001117-T1
GF00000411	TFCN404D1_006677-T1	DBVPG3775_000395-T1
GF00000412	TFCN404D1_010055-T1	DBVPG3775_000346-T1
GF00000413	TFCN404D1_005669-T1	DBVPG3775_005969-T1
GF00000414	TFCN404D1_001108-T1	DBVPG3775_006737-T1
GF00000415	TFCN404D1_001185-T1	DBVPG3775_000546-T1
GF00000416	TFCN404D1_014203-T1	DBVPG3775_004558-T1
GF00000417	TFCN404D1_010017-T1	DBVPG3775_005051-T1
GF00000418	TFCN404D1_004755-T1	DBVPG3775_005054-T1
GF00000419	TFCN404D1_008571-T1	DBVPG3775_007375-T1
GF00000420	TFCN404D1_005668-T1	DBVPG3775_005970-T1
GF00000421	TFCN404D1_001253-T1	DBVPG3775_003708-T1
GF00000422	TFCN404D1_002035-T1	DBVPG3775_002595-T1
GF00000423	TFCN404D1_001269-T1	DBVPG3775_003688-T1
GF00000424	TFCN404D1_004505-T1	DBVPG3775_002486-T1
GF00000425	TFCN404D1_001283-T1	DBVPG3775_006652-T1
GF00000426	TFCN404D1_004344-T1	DBVPG3775_004756-T1
GF00000427	TFCN404D1_006403-T1	DBVPG3775_006965-T1
GF00000428	TFCN404D1_001307-T1	DBVPG3775_007010-T1
GF00000429	TFCN404D1_004094-T1	DBVPG3775_003098-T1
GF00000430	TFCN404D1_004616-T1	DBVPG3775_000701-T1
GF00000431	TFCN404D1_001329-T1	DBVPG3775_006988-T1
GF00000432	TFCN404D1_001344-T1	DBVPG3775_001376-T1
GF00000433	TFCN404D1_010891-T1	DBVPG3775_001367-T1
GF00000434	TFCN404D1_012398-T1	DBVPG3775_005668-T1
GF00000435	TFCN404D1_004004-T1	DBVPG3775_005669-T1
GF00000436	TFCN404D1_005192-T1	DBVPG3775_006459-T1
GF00000437	TFCN404D1_001397-T1	DBVPG3775_005556-T1
GF00000438	TFCN404D1_001413-T1	DBVPG3775_005572-T1
GF00000439	TFCN404D1_001438-T1	DBVPG3775_005745-T1
GF00000440	TFCN404D1_004503-T1	DBVPG3775_002484-T1
GF00000441	TFCN404D1_009136-T1	DBVPG3775_004819-T1
GF00000442	TFCN404D1_005380-T1	DBVPG3775_005797-T1
GF00000443	TFCN404D1_012308-T1	DBVPG3775_000878-T1
GF00000444	TFCN404D1_003613-T1	DBVPG3775_002626-T1
GF00000445	TFCN404D1_013567-T1	DBVPG3775_006021-T1
GF00000446	TFCN404D1_001547-T1	DBVPG3775_001675-T1
GF00000447	TFCN404D1_011049-T1	DBVPG3775_000500-T1
GF00000448	TFCN404D1_001534-T1	DBVPG3775_001688-T1
GF00000449	TFCN404D1_001531-T1	DBVPG3775_001692-T1
GF00000450	TFCN404D1_010081-T1	DBVPG3775_006147-T1
GF00000451	TFCN404D1_008105-T1	DBVPG3775_003800-T1
GF00000452	TFCN404D1_001615-T1	DBVPG3775_006283-T1
GF00000453	TFCN404D1_007936-T1	DBVPG3775_005703-T1
GF00000454	TFCN404D1_010054-T1	DBVPG3775_000345-T1
GF00000455	TFCN404D1_013170-T1	DBVPG3775_005967-T1
GF00000456	TFCN404D1_001717-T1	DBVPG3775_004784-T1
GF00000457	TFCN404D1_003527-T1	DBVPG3775_006277-T1
GF00000458	TFCN404D1_014503-T1	DBVPG3775_001255-T1
GF00000459	TFCN404D1_001794-T1	DBVPG3775_003471-T1
GF00000460	TFCN404D1_002818-T1	DBVPG3775_007427-T1
GF00000461	TFCN404D1_002406-T1	DBVPG3775_007189-T1
GF00000462	TFCN404D1_008135-T1	DBVPG3775_004646-T1
GF00000463	TFCN404D1_001923-T1	DBVPG3775_000105-T1
GF00000464	TFCN404D1_003260-T1	DBVPG3775_000094-T1
GF00000465	TFCN404D1_002549-T1	DBVPG3775_003612-T1
GF00000466	TFCN404D1_014551-T1	DBVPG3775_007354-T1
GF00000467	TFCN404D1_010106-T1	DBVPG3775_005924-T1
GF00000468	TFCN404D1_006620-T1	DBVPG3775_003358-T1
GF00000469	TFCN404D1_005021-T1	DBVPG3775_002625-T1
GF00000470	TFCN404D1_002010-T1	DBVPG3775_005888-T1
GF00000471	TFCN404D1_004801-T1	DBVPG3775_002599-T1
GF00000472	TFCN404D1_002057-T1	DBVPG3775_002573-T1
GF00000473	TFCN404D1_004770-T1	DBVPG3775_001855-T1
GF00000474	TFCN404D1_002073-T1	DBVPG3775_002557-T1
GF00000475	TFCN404D1_011078-T1	DBVPG3775_006453-T1
GF00000476	TFCN404D1_007639-T1	DBVPG3775_005820-T1
GF00000477	TFCN404D1_011643-T1	DBVPG3775_005869-T1
GF00000478	TFCN404D1_005959-T1	DBVPG3775_001813-T1
GF00000479	TFCN404D1_005956-T1	DBVPG3775_001816-T1
GF00000480	TFCN404D1_002130-T1	DBVPG3775_001818-T1
GF00000481	TFCN404D1_005437-T1	DBVPG3775_004155-T1
GF00000482	TFCN404D1_010822-T1	DBVPG3775_003407-T1
GF00000483	TFCN404D1_009532-T1	DBVPG3775_001584-T1
GF00000484	TFCN404D1_002228-T1	DBVPG3775_004311-T1
GF00000485	TFCN404D1_002976-T1	DBVPG3775_004306-T1
GF00000486	TFCN404D1_002245-T1	DBVPG3775_004294-T1
GF00000487	TFCN404D1_002296-T1	DBVPG3775_001602-T1
GF00000488	TFCN404D1_002368-T1	DBVPG3775_006176-T1
GF00000489	TFCN404D1_003453-T1	DBVPG3775_002667-T1
GF00000490	TFCN404D1_009439-T1	DBVPG3775_005842-T1
GF00000491	TFCN404D1_007450-T1	DBVPG3775_007256-T1
GF00000492	TFCN404D1_014374-T1	DBVPG3775_003537-T1
GF00000493	TFCN404D1_002566-T1	DBVPG3775_005873-T1
GF00000494	TFCN404D1_006903-T1	DBVPG3775_005856-T1
GF00000495	TFCN404D1_006904-T1	DBVPG3775_005855-T1
GF00000496	TFCN404D1_011780-T1	DBVPG3775_002159-T1
GF00000497	TFCN404D1_007688-T1	DBVPG3775_003071-T1
GF00000498	TFCN404D1_002610-T1	DBVPG3775_007210-T1
GF00000499	TFCN404D1_011795-T1	DBVPG3775_002145-T1
GF00000500	TFCN404D1_002775-T1	DBVPG3775_002216-T1
GF00000501	TFCN404D1_009086-T1	DBVPG3775_007425-T1
GF00000502	TFCN404D1_012502-T1	DBVPG3775_007418-T1
GF00000503	TFCN404D1_013846-T1	DBVPG3775_006582-T1
GF00000504	TFCN404D1_005337-T1	DBVPG3775_006576-T1
GF00000505	TFCN404D1_011622-T1	DBVPG3775_000288-T1
GF00000506	TFCN404D1_002866-T1	DBVPG3775_006556-T1
GF00000507	TFCN404D1_006137-T1	DBVPG3775_006555-T1
GF00000508	TFCN404D1_008004-T1	DBVPG3775_001393-T1
GF00000509	TFCN404D1_006376-T1	DBVPG3775_004847-T1
GF00000510	TFCN404D1_002945-T1	DBVPG3775_004342-T1
GF00000511	TFCN404D1_002998-T1	DBVPG3775_000028-T1
GF00000512	TFCN404D1_012429-T1	DBVPG3775_000003-T1
GF00000513	TFCN404D1_010329-T1	DBVPG3775_004482-T1
GF00000514	TFCN404D1_009969-T1	DBVPG3775_003218-T1
GF00000515	TFCN404D1_003128-T1	DBVPG3775_006371-T1
GF00000516	TFCN404D1_003169-T1	DBVPG3775_004998-T1
GF00000517	TFCN404D1_012766-T1	DBVPG3775_005129-T1
GF00000518	TFCN404D1_003193-T1	DBVPG3775_005379-T1
GF00000519	TFCN404D1_014582-T1	DBVPG3775_006303-T1
GF00000520	TFCN404D1_014041-T1	DBVPG3775_004602-T1
GF00000521	TFCN404D1_003375-T1	DBVPG3775_001454-T1
GF00000522	TFCN404D1_006054-T1	DBVPG3775_000257-T1
GF00000523	TFCN404D1_014049-T1	DBVPG3775_006501-T1
GF00000524	TFCN404D1_010543-T1	DBVPG3775_007364-T1
GF00000525	TFCN404D1_003459-T1	DBVPG3775_002672-T1
GF00000526	TFCN404D1_003692-T1	DBVPG3775_002690-T1
GF00000527	TFCN404D1_003481-T1	DBVPG3775_002694-T1
GF00000528	TFCN404D1_003503-T1	DBVPG3775_006252-T1
GF00000529	TFCN404D1_006841-T1	DBVPG3775_006269-T1
GF00000530	TFCN404D1_003532-T1	DBVPG3775_003895-T1
GF00000531	TFCN404D1_003539-T1	DBVPG3775_003902-T1
GF00000532	TFCN404D1_009118-T1	DBVPG3775_002606-T1
GF00000533	TFCN404D1_009105-T1	DBVPG3775_002621-T1
GF00000534	TFCN404D1_013022-T1	DBVPG3775_007099-T1
GF00000535	TFCN404D1_010353-T1	DBVPG3775_006802-T1
GF00000536	TFCN404D1_013266-T1	DBVPG3775_004702-T1
GF00000537	TFCN404D1_003665-T1	DBVPG3775_006810-T1
GF00000538	TFCN404D1_010342-T1	DBVPG3775_006812-T1
GF00000539	TFCN404D1_009766-T1	DBVPG3775_006814-T1
GF00000540	TFCN404D1_012444-T1	DBVPG3775_002521-T1
GF00000541	TFCN404D1_003819-T1	DBVPG3775_006062-T1
GF00000542	TFCN404D1_009570-T1	DBVPG3775_004968-T1
GF00000543	TFCN404D1_013001-T1	DBVPG3775_004566-T1
GF00000544	TFCN404D1_010855-T1	DBVPG3775_006009-T1
GF00000545	TFCN404D1_005855-T1	DBVPG3775_004019-T1
GF00000546	TFCN404D1_006317-T1	DBVPG3775_001718-T1
GF00000547	TFCN404D1_007062-T1	DBVPG3775_002427-T1
GF00000548	TFCN404D1_005219-T1	DBVPG3775_006485-T1
GF00000549	TFCN404D1_004305-T1	DBVPG3775_005383-T1
GF00000550	TFCN404D1_010954-T1	DBVPG3775_006116-T1
GF00000551	TFCN404D1_004362-T1	DBVPG3775_004737-T1
GF00000552	TFCN404D1_013816-T1	DBVPG3775_007135-T1
GF00000553	TFCN404D1_011445-T1	DBVPG3775_002504-T1
GF00000554	TFCN404D1_009428-T1	DBVPG3775_002838-T1
GF00000555	TFCN404D1_013663-T1	DBVPG3775_007433-T1
GF00000556	TFCN404D1_004618-T1	DBVPG3775_000699-T1
GF00000557	TFCN404D1_005865-T1	DBVPG3775_004009-T1
GF00000558	TFCN404D1_014759-T1	DBVPG3775_005130-T1
GF00000559	TFCN404D1_014491-T1	DBVPG3775_007093-T1
GF00000560	TFCN404D1_009347-T1	DBVPG3775_003856-T1
GF00000561	TFCN404D1_009609-T1	DBVPG3775_006523-T1
GF00000562	TFCN404D1_014337-T1	DBVPG3775_000139-T1
GF00000563	TFCN404D1_007789-T1	DBVPG3775_006418-T1
GF00000564	TFCN404D1_006810-T1	DBVPG3775_006493-T1
GF00000565	TFCN404D1_011492-T1	DBVPG3775_000508-T1
GF00000566	TFCN404D1_011672-T1	DBVPG3775_001554-T1
GF00000567	TFCN404D1_005281-T1	DBVPG3775_001264-T1
GF00000568	TFCN404D1_005413-T1	DBVPG3775_002281-T1
GF00000569	TFCN404D1_005528-T1	DBVPG3775_004167-T1
GF00000570	TFCN404D1_005654-T1	DBVPG3775_005986-T1
GF00000571	TFCN404D1_009223-T1	DBVPG3775_003952-T1
GF00000572	TFCN404D1_005706-T1	DBVPG3775_005158-T1
GF00000573	TFCN404D1_005767-T1	DBVPG3775_003282-T1
GF00000574	TFCN404D1_005788-T1	DBVPG3775_003257-T1
GF00000575	TFCN404D1_009587-T1	DBVPG3775_002716-T1
GF00000576	TFCN404D1_009945-T1	DBVPG3775_000263-T1
GF00000577	TFCN404D1_006057-T1	DBVPG3775_000254-T1
GF00000578	TFCN404D1_009509-T1	DBVPG3775_004116-T1
GF00000579	TFCN404D1_007461-T1	DBVPG3775_007244-T1
GF00000580	TFCN404D1_007467-T1	DBVPG3775_007236-T1
GF00000581	TFCN404D1_006474-T1	DBVPG3775_003236-T1
GF00000582	TFCN404D1_013410-T1	DBVPG3775_002156-T1
GF00000583	TFCN404D1_006583-T1	DBVPG3775_004230-T1
GF00000584	TFCN404D1_012421-T1	DBVPG3775_005533-T1
GF00000585	TFCN404D1_009153-T1	DBVPG3775_004672-T1
GF00000586	TFCN404D1_007121-T1	DBVPG3775_001751-T1
GF00000587	TFCN404D1_010219-T1	DBVPG3775_001321-T1
GF00000588	TFCN404D1_007520-T1	DBVPG3775_001740-T1
GF00000589	TFCN404D1_008179-T1	DBVPG3775_002756-T1
GF00000590	TFCN404D1_007694-T1	DBVPG3775_003065-T1
GF00000591	TFCN404D1_007712-T1	DBVPG3775_003051-T1
GF00000592	TFCN404D1_007719-T1	DBVPG3775_005411-T1
GF00000593	TFCN404D1_010429-T1	DBVPG3775_005938-T1
GF00000594	TFCN404D1_011122-T1	DBVPG3775_006753-T1
GF00000595	TFCN404D1_008040-T1	DBVPG3775_007056-T1
GF00000596	TFCN404D1_009895-T1	DBVPG3775_000675-T1
GF00000597	TFCN404D1_008581-T1	DBVPG3775_007378-T1
GF00000598	TFCN404D1_010293-T1	DBVPG3775_000653-T1
GF00000599	TFCN404D1_014302-T1	DBVPG3775_000900-T1
GF00000600	TFCN404D1_008739-T1	DBVPG3775_006857-T1
GF00000601	TFCN404D1_008809-T1	DBVPG3775_000514-T1
GF00000602	TFCN404D1_008869-T1	DBVPG3775_007293-T1
GF00000603	TFCN404D1_013638-T1	DBVPG3775_007079-T1
GF00000604	TFCN404D1_011768-T1	DBVPG3775_005202-T1
GF00000605	TFCN404D1_009146-T1	DBVPG3775_004829-T1
GF00000606	TFCN404D1_011003-T1	DBVPG3775_003396-T1
GF00000607	TFCN404D1_009284-T1	DBVPG3775_003375-T1
GF00000608	TFCN404D1_010002-T1	DBVPG3775_000608-T1
GF00000609	TFCN404D1_009935-T1	DBVPG3775_006528-T1
GF00000610	TFCN404D1_009607-T1	DBVPG3775_006525-T1
GF00000611	TFCN404D1_009698-T1	DBVPG3775_001045-T1
GF00000612	TFCN404D1_010618-T1	DBVPG3775_003156-T1
GF00000613	TFCN404D1_011727-T1	DBVPG3775_003080-T1
GF00000614	TFCN404D1_012378-T1	DBVPG3775_006509-T1
GF00000615	TFCN404D1_010621-T1	DBVPG3775_005633-T1
GF00000616	TFCN404D1_010716-T1	DBVPG3775_002907-T1
GF00000617	TFCN404D1_012317-T1	DBVPG3775_002106-T1
GF00000618	TFCN404D1_012759-T1	DBVPG3775_005122-T1
GF00000619	TFCN404D1_014695-T1	DBVPG3775_000693-T1
GF00000620	TFCN404D1_013918-T1	DBVPG3775_006082-T1
GF00000621	TFCN404D1_014940-T1	DBVPG3775_006073-T1
GF00000622	TFCN404D1_000044-T1	DBVPG3775_004922-T1
GF00000623	TFCN404D1_000047-T1	DBVPG3775_004918-T1
GF00000624	TFCN404D1_000048-T1	DBVPG3775_004917-T1
GF00000625	TFCN404D1_013936-T1	DBVPG3775_004915-T1
GF00000626	TFCN404D1_000068-T1	DBVPG3775_004896-T1
GF00000627	TFCN404D1_000072-T1	DBVPG3775_004890-T1
GF00000628	TFCN404D1_000083-T1	DBVPG3775_004878-T1
GF00000629	TFCN404D1_000150-T1	DBVPG3775_001970-T1
GF00000630	TFCN404D1_010302-T1	DBVPG3775_000661-T1
GF00000631	TFCN404D1_000156-T1	DBVPG3775_001976-T1
GF00000632	TFCN404D1_014790-T1	DBVPG3775_007566-T1
GF00000633	TFCN404D1_000173-T1	DBVPG3775_001991-T1
GF00000634	TFCN404D1_002776-T1	DBVPG3775_005476-T1
GF00000635	TFCN404D1_000211-T1	DBVPG3775_002028-T1
GF00000636	TFCN404D1_000235-T1	DBVPG3775_005511-T1
GF00000637	TFCN404D1_000272-T1	DBVPG3775_005472-T1
GF00000638	TFCN404D1_004665-T1	DBVPG3775_005462-T1
GF00000639	TFCN404D1_000529-T1	DBVPG3775_005273-T1
GF00000640	TFCN404D1_011293-T1	DBVPG3775_003045-T1
GF00000641	TFCN404D1_000370-T1	DBVPG3775_003003-T1
GF00000642	TFCN404D1_003769-T1	DBVPG3775_003559-T1
GF00000643	TFCN404D1_007599-T1	DBVPG3775_002095-T1
GF00000644	TFCN404D1_000439-T1	DBVPG3775_002077-T1
GF00000645	TFCN404D1_000588-T1	DBVPG3775_005331-T1
GF00000646	TFCN404D1_000591-T1	DBVPG3775_005336-T1
GF00000647	TFCN404D1_004295-T1	DBVPG3775_005372-T1
GF00000648	TFCN404D1_010242-T1	DBVPG3775_002943-T1
GF00000649	TFCN404D1_006035-T1	DBVPG3775_000836-T1
GF00000650	TFCN404D1_003390-T1	DBVPG3775_004436-T1
GF00000651	TFCN404D1_003384-T1	DBVPG3775_004430-T1
GF00000652	TFCN404D1_010699-T1	DBVPG3775_001657-T1
GF00000653	TFCN404D1_006414-T1	DBVPG3775_001193-T1
GF00000654	TFCN404D1_013332-T1	DBVPG3775_001126-T1
GF00000655	TFCN404D1_000964-T1	DBVPG3775_000142-T1
GF00000656	TFCN404D1_000989-T1	DBVPG3775_000168-T1
GF00000657	TFCN404D1_001013-T1	DBVPG3775_000196-T1
GF00000658	TFCN404D1_003726-T1	DBVPG3775_003601-T1
GF00000659	TFCN404D1_001179-T1	DBVPG3775_000553-T1
GF00000660	TFCN404D1_001271-T1	DBVPG3775_006665-T1
GF00000661	TFCN404D1_005058-T1	DBVPG3775_007548-T1
GF00000662	TFCN404D1_008431-T1	DBVPG3775_006993-T1
GF00000663	TFCN404D1_002419-T1	DBVPG3775_007175-T1
GF00000664	TFCN404D1_005354-T1	DBVPG3775_005771-T1
GF00000665	TFCN404D1_011811-T1	DBVPG3775_002723-T1
GF00000666	TFCN404D1_001563-T1	DBVPG3775_003774-T1
GF00000667	TFCN404D1_008087-T1	DBVPG3775_003782-T1
GF00000668	TFCN404D1_001580-T1	DBVPG3775_003789-T1
GF00000669	TFCN404D1_001592-T1	DBVPG3775_003802-T1
GF00000670	TFCN404D1_004440-T1	DBVPG3775_006301-T1
GF00000671	TFCN404D1_009272-T1	DBVPG3775_006834-T1
GF00000672	TFCN404D1_001711-T1	DBVPG3775_004774-T1
GF00000673	TFCN404D1_001728-T1	DBVPG3775_004797-T1
GF00000674	TFCN404D1_013140-T1	DBVPG3775_006548-T1
GF00000675	TFCN404D1_012369-T1	DBVPG3775_003470-T1
GF00000676	TFCN404D1_001898-T1	DBVPG3775_000131-T1
GF00000677	TFCN404D1_001928-T1	DBVPG3775_000101-T1
GF00000678	TFCN404D1_001970-T1	DBVPG3775_005927-T1
GF00000679	TFCN404D1_010107-T1	DBVPG3775_005922-T1
GF00000680	TFCN404D1_005029-T1	DBVPG3775_005882-T1
GF00000681	TFCN404D1_002021-T1	DBVPG3775_005877-T1
GF00000682	TFCN404D1_007620-T1	DBVPG3775_002074-T1
GF00000683	TFCN404D1_002104-T1	DBVPG3775_001792-T1
GF00000684	TFCN404D1_010317-T1	DBVPG3775_002379-T1
GF00000685	TFCN404D1_007014-T1	DBVPG3775_003242-T1
GF00000686	TFCN404D1_002212-T1	DBVPG3775_000934-T1
GF00000687	TFCN404D1_011591-T1	DBVPG3775_000908-T1
GF00000688	TFCN404D1_008245-T1	DBVPG3775_004276-T1
GF00000689	TFCN404D1_013401-T1	DBVPG3775_001606-T1
GF00000690	TFCN404D1_006243-T1	DBVPG3775_001623-T1
GF00000691	TFCN404D1_006249-T1	DBVPG3775_001630-T1
GF00000692	TFCN404D1_002352-T1	DBVPG3775_006192-T1
GF00000693	TFCN404D1_009052-T1	DBVPG3775_006164-T1
GF00000694	TFCN404D1_005005-T1	DBVPG3775_007194-T1
GF00000695	TFCN404D1_006539-T1	DBVPG3775_004061-T1
GF00000696	TFCN404D1_006527-T1	DBVPG3775_004072-T1
GF00000697	TFCN404D1_002514-T1	DBVPG3775_003652-T1
GF00000698	TFCN404D1_002565-T1	DBVPG3775_005874-T1
GF00000699	TFCN404D1_006927-T1	DBVPG3775_005833-T1
GF00000700	TFCN404D1_003305-T1	DBVPG3775_006325-T1
GF00000701	TFCN404D1_003303-T1	DBVPG3775_006327-T1
GF00000702	TFCN404D1_002753-T1	DBVPG3775_002239-T1
GF00000703	TFCN404D1_005583-T1	DBVPG3775_002224-T1
GF00000704	TFCN404D1_002785-T1	DBVPG3775_002202-T1
GF00000705	TFCN404D1_002817-T1	DBVPG3775_007428-T1
GF00000706	TFCN404D1_009293-T1	DBVPG3775_003386-T1
GF00000707	TFCN404D1_002942-T1	DBVPG3775_004347-T1
GF00000708	TFCN404D1_011528-T1	DBVPG3775_004325-T1
GF00000709	TFCN404D1_005338-T1	
GF00000710	TFCN404D1_003095-T1	DBVPG3775_003203-T1
GF00000711	TFCN404D1_003094-T1	DBVPG3775_003205-T1
GF00000712	TFCN404D1_014284-T1	DBVPG3775_006347-T1
GF00000713	TFCN404D1_003123-T1	DBVPG3775_006364-T1
GF00000714	TFCN404D1_003158-T1	DBVPG3775_006401-T1
GF00000715	TFCN404D1_003216-T1	DBVPG3775_005043-T1
GF00000716	TFCN404D1_003225-T1	DBVPG3775_000058-T1
GF00000717	TFCN404D1_009385-T1	DBVPG3775_007540-T1
GF00000718	TFCN404D1_003436-T1	DBVPG3775_002649-T1
GF00000719	TFCN404D1_005713-T1	DBVPG3775_007157-T1
GF00000720	TFCN404D1_003758-T1	DBVPG3775_003569-T1
GF00000721	TFCN404D1_003810-T1	DBVPG3775_006072-T1
GF00000722	TFCN404D1_003896-T1	DBVPG3775_002376-T1
GF00000723	TFCN404D1_008336-T1	DBVPG3775_002377-T1
GF00000724	TFCN404D1_004087-T1	DBVPG3775_003104-T1
GF00000725	TFCN404D1_004167-T1	DBVPG3775_002419-T1
GF00000726	TFCN404D1_004169-T1	DBVPG3775_002416-T1
GF00000727	TFCN404D1_004184-T1	DBVPG3775_002398-T1
GF00000728	TFCN404D1_004212-T1	
GF00000729	TFCN404D1_004225-T1	DBVPG3775_004963-T1
GF00000730	TFCN404D1_009568-T1	DBVPG3775_004958-T1
GF00000731	TFCN404D1_010260-T1	DBVPG3775_005366-T1
GF00000732	TFCN404D1_004376-T1	DBVPG3775_004725-T1
GF00000733	TFCN404D1_004387-T1	DBVPG3775_004715-T1
GF00000734	TFCN404D1_014018-T1	DBVPG3775_001106-T1
GF00000735	TFCN404D1_004511-T1	DBVPG3775_002492-T1
GF00000736	TFCN404D1_004563-T1	DBVPG3775_001433-T1
GF00000737	TFCN404D1_004572-T1	DBVPG3775_001443-T1
GF00000738	TFCN404D1_004611-T1	DBVPG3775_000704-T1
GF00000739	TFCN404D1_004694-T1	DBVPG3775_003984-T1
GF00000740	TFCN404D1_010026-T1	DBVPG3775_007570-T1
GF00000741	TFCN404D1_007184-T1	DBVPG3775_006892-T1
GF00000742	TFCN404D1_014741-T1	DBVPG3775_007543-T1
GF00000743	TFCN404D1_008402-T1	DBVPG3775_002331-T1
GF00000744	TFCN404D1_005155-T1	DBVPG3775_007285-T1
GF00000745	TFCN404D1_005177-T1	DBVPG3775_005656-T1
GF00000746	TFCN404D1_013509-T1	
GF00000747	TFCN404D1_011504-T1	DBVPG3775_001263-T1
GF00000748	TFCN404D1_005436-T1	DBVPG3775_004154-T1
GF00000749	TFCN404D1_005540-T1	DBVPG3775_004179-T1
GF00000750	TFCN404D1_013168-T1	DBVPG3775_005964-T1
GF00000751	TFCN404D1_012092-T1	DBVPG3775_005159-T1
GF00000752	TFCN404D1_012569-T1	DBVPG3775_003287-T1
GF00000753	TFCN404D1_005778-T1	DBVPG3775_003268-T1
GF00000754	TFCN404D1_012501-T1	DBVPG3775_000433-T1
GF00000755	TFCN404D1_014104-T1	DBVPG3775_000424-T1
GF00000756	TFCN404D1_006012-T1	DBVPG3775_007388-T1
GF00000757	TFCN404D1_006046-T1	DBVPG3775_000265-T1
GF00000758	TFCN404D1_006050-T1	DBVPG3775_000261-T1
GF00000759	TFCN404D1_006161-T1	DBVPG3775_004561-T1
GF00000760	TFCN404D1_006162-T1	DBVPG3775_002439-T1
GF00000761	TFCN404D1_006281-T1	DBVPG3775_000744-T1
GF00000762	TFCN404D1_014826-T1	DBVPG3775_003848-T1
GF00000763	TFCN404D1_006362-T1	DBVPG3775_004835-T1
GF00000764	TFCN404D1_007800-T1	DBVPG3775_006407-T1
GF00000765	TFCN404D1_006394-T1	DBVPG3775_006974-T1
GF00000766	TFCN404D1_012411-T1	DBVPG3775_005544-T1
GF00000767	TFCN404D1_006606-T1	DBVPG3775_003343-T1
GF00000768	TFCN404D1_012154-T1	DBVPG3775_002330-T1
GF00000769	TFCN404D1_007118-T1	DBVPG3775_001762-T1
GF00000770	TFCN404D1_012542-T1	DBVPG3775_001772-T1
GF00000771	TFCN404D1_007350-T1	DBVPG3775_000596-T1
GF00000772	TFCN404D1_007559-T1	DBVPG3775_001507-T1
GF00000773	TFCN404D1_007761-T1	DBVPG3775_002799-T1
GF00000774	TFCN404D1_007946-T1	DBVPG3775_002895-T1
GF00000775	TFCN404D1_008005-T1	DBVPG3775_001395-T1
GF00000776	TFCN404D1_008116-T1	DBVPG3775_004627-T1
GF00000777	TFCN404D1_014264-T1	DBVPG3775_005806-T1
GF00000778	TFCN404D1_008611-T1	DBVPG3775_007265-T1
GF00000779	TFCN404D1_008714-T1	DBVPG3775_000631-T1
GF00000780	TFCN404D1_008710-T1	DBVPG3775_000635-T1
GF00000781	TFCN404D1_009218-T1	DBVPG3775_003324-T1
GF00000782	TFCN404D1_009331-T1	DBVPG3775_000621-T1
GF00000783	TFCN404D1_009334-T1	DBVPG3775_000625-T1
GF00000784	TFCN404D1_013708-T1	DBVPG3775_000629-T1
GF00000785	TFCN404D1_009455-T1	DBVPG3775_001871-T1
GF00000786	TFCN404D1_011543-T1	DBVPG3775_004131-T1
GF00000787	TFCN404D1_012643-T1	DBVPG3775_006939-T1
GF00000788	TFCN404D1_009873-T1	DBVPG3775_006943-T1
GF00000789	TFCN404D1_011740-T1	DBVPG3775_003149-T1
GF00000790	TFCN404D1_014099-T1	DBVPG3775_000896-T1
GF00000791	TFCN404D1_010334-T1	DBVPG3775_004488-T1
GF00000792	TFCN404D1_010634-T1	DBVPG3775_005622-T1
GF00000793	TFCN404D1_013654-T1	DBVPG3775_004504-T1
GF00000794	TFCN404D1_013241-T1	DBVPG3775_006006-T1
GF00000795	TFCN404D1_010901-T1	DBVPG3775_007021-T1
GF00000796	TFCN404D1_012918-T1	DBVPG3775_003393-T1
GF00000797	TFCN404D1_011868-T1	DBVPG3775_002700-T1
GF00000798	TFCN404D1_011330-T1	DBVPG3775_004147-T1
GF00000799	TFCN404D1_011403-T1	DBVPG3775_002143-T1
GF00000800	TFCN404D1_011608-T1	DBVPG3775_001024-T1
GF00000801	TFCN404D1_012290-T1	DBVPG3775_001241-T1
GF00000802	TFCN404D1_011934-T1	DBVPG3775_006767-T1
GF00000803	TFCN404D1_012089-T1	DBVPG3775_005162-T1
GF00000804	TFCN404D1_012244-T1	DBVPG3775_007332-T1
GF00000805	TFCN404D1_012253-T1	DBVPG3775_007341-T1
GF00000806	TFCN404D1_012256-T1	DBVPG3775_007344-T1
GF00000807	TFCN404D1_012755-T1	DBVPG3775_005118-T1
GF00000808	TFCN404D1_013002-T1	DBVPG3775_004567-T1
GF00000809	TFCN404D1_014605-T1	DBVPG3775_007500-T1
GF00000810	TFCN404D1_014413-T1	DBVPG3775_000270-T1
GF00000811	TFCN404D1_002828-T1	DBVPG3775_006594-T1
GF00000812	TFCN404D1_000055-T1	DBVPG3775_004910-T1
GF00000813	TFCN404D1_002916-T1	DBVPG3775_004862-T1
GF00000814	TFCN404D1_005086-T1	DBVPG3775_001955-T1
GF00000815	TFCN404D1_007280-T1	DBVPG3775_005483-T1
GF00000816	TFCN404D1_010312-T1	DBVPG3775_000980-T1
GF00000817	TFCN404D1_000172-T1	DBVPG3775_001990-T1
GF00000818	TFCN404D1_014487-T1	DBVPG3775_002961-T1
GF00000819	TFCN404D1_013096-T1	DBVPG3775_000141-T1
